,NRSN2 (80023)
ACH-000004,0.24536202275199998
ACH-000007,0.156850570364
ACH-000009,0.300392078972
ACH-000011,-0.103921983376
ACH-000012,0.255318913849
ACH-000013,0.034371081133400004
ACH-000014,0.385014741426
ACH-000015,0.364533399923
ACH-000017,0.188404010354
ACH-000018,-0.018461057784900002
ACH-000019,0.12325567461300001
ACH-000021,0.21488897040999996
ACH-000022,0.25821312806200003
ACH-000025,0.334413206709
ACH-000028,0.10553132438200001
ACH-000030,0.110138496208
ACH-000035,0.23093387384300001
ACH-000036,0.179101361625
ACH-000037,-0.017627883264500002
ACH-000039,0.39444353679099997
ACH-000040,0.388959858379
ACH-000041,0.194873159721
ACH-000042,-0.00433884602133
ACH-000045,0.181524860394
ACH-000047,0.0457980500703
ACH-000052,0.262766065381
ACH-000053,0.173456160987
ACH-000054,0.10604654390900001
ACH-000055,-0.311332820623
ACH-000060,0.0390249543561
ACH-000067,0.17929812747
ACH-000070,0.06457945541759999
ACH-000075,-0.0408051058749
ACH-000078,0.149796889027
ACH-000082,0.18333034102899998
ACH-000085,0.057101145770899996
ACH-000086,0.22139453746800003
ACH-000087,0.406490427244
ACH-000092,0.166972874764
ACH-000095,0.185935006406
ACH-000097,0.0806909477497
ACH-000098,0.216236152687
ACH-000099,0.0235456292565
ACH-000108,0.119589826276
ACH-000113,0.0853858720625
ACH-000115,0.20553244763599998
ACH-000116,0.0635809614773
ACH-000118,0.08546343160980001
ACH-000120,0.045761630861800004
ACH-000123,0.112464069901
ACH-000127,0.237908882614
ACH-000128,0.180040549872
ACH-000132,0.255904627246
ACH-000133,0.31085682296100003
ACH-000137,-0.0238955861984
ACH-000138,0.145623447379
ACH-000142,0.25071996902800003
ACH-000143,0.171639282132
ACH-000146,-8.98094715472e-05
ACH-000148,0.112796975768
ACH-000150,0.0880236576415
ACH-000152,0.20962575180799997
ACH-000153,0.0387596902643
ACH-000159,0.134829899937
ACH-000160,0.244659708783
ACH-000163,0.09052897957810001
ACH-000167,0.122293236744
ACH-000168,0.0333498977562
ACH-000169,0.16061192749199998
ACH-000178,0.13382226507
ACH-000182,0.229371719443
ACH-000183,0.041510590294800004
ACH-000188,0.132626800423
ACH-000189,0.19948356598900002
ACH-000190,0.166136361586
ACH-000198,0.27064682177
ACH-000204,0.129620229627
ACH-000206,-0.0340458404006
ACH-000207,0.200349181367
ACH-000211,-0.00165951070747
ACH-000215,0.0969960875509
ACH-000221,0.20531361246899998
ACH-000222,-0.0322653983747
ACH-000223,0.274977197944
ACH-000226,0.31419782167300003
ACH-000227,0.259192102433
ACH-000228,0.21126802550999998
ACH-000231,0.17778509108399998
ACH-000232,0.218079456421
ACH-000233,-0.0248929765568
ACH-000234,0.12012984103800001
ACH-000235,0.149701476706
ACH-000237,0.158209844229
ACH-000238,0.183263097139
ACH-000243,0.170280372648
ACH-000244,0.140315882276
ACH-000246,0.153293842358
ACH-000248,0.17569136921700002
ACH-000250,0.0946687059914
ACH-000251,0.06964421004480001
ACH-000253,0.15323065840800001
ACH-000255,0.237921346524
ACH-000256,-0.0944392292346
ACH-000257,-0.00738535656737
ACH-000258,0.218511578294
ACH-000259,0.119693807063
ACH-000260,0.08129360636810001
ACH-000261,0.055424564882199996
ACH-000262,0.150658128058
ACH-000263,0.252954430131
ACH-000264,0.0256219641066
ACH-000265,0.223749677051
ACH-000266,0.137985614123
ACH-000272,0.113806710142
ACH-000273,0.116841937459
ACH-000274,0.120762150793
ACH-000277,0.326025480574
ACH-000278,-0.105461679999
ACH-000279,0.278597262154
ACH-000280,0.134606587151
ACH-000281,0.228587464343
ACH-000288,0.200742722349
ACH-000291,0.156125648672
ACH-000293,0.118187542143
ACH-000294,0.186114183093
ACH-000295,0.19524932927299998
ACH-000296,0.04597176995619999
ACH-000302,0.11169468194599999
ACH-000304,-0.314133583697
ACH-000307,0.00850121724101
ACH-000308,0.168319952219
ACH-000310,0.231531778711
ACH-000311,0.11859233814400001
ACH-000312,0.16366039973
ACH-000315,0.34130295725500004
ACH-000316,0.225769710383
ACH-000317,0.027140695132900003
ACH-000318,0.185886773341
ACH-000319,0.309971430697
ACH-000320,-0.40519986746200004
ACH-000322,0.0189944792882
ACH-000323,0.20351595279399998
ACH-000324,0.218898743466
ACH-000329,-0.152977222807
ACH-000330,0.0252376564543
ACH-000331,0.234184165966
ACH-000332,0.123325440266
ACH-000334,0.203350274162
ACH-000335,0.332018458913
ACH-000336,0.36456923139499997
ACH-000337,-0.0523997685838
ACH-000339,0.19713478111299998
ACH-000341,0.437607368488
ACH-000348,0.263954848594
ACH-000350,-0.020885278947400002
ACH-000352,0.06260378500040001
ACH-000356,0.47338822958300003
ACH-000361,0.133616664521
ACH-000362,0.285559554709
ACH-000363,0.09183198515310001
ACH-000364,0.284810839093
ACH-000365,0.0828585444971
ACH-000366,0.16065141391100002
ACH-000368,0.0123054274176
ACH-000374,0.268105623336
ACH-000375,-0.0238567582585
ACH-000376,0.0103176348377
ACH-000381,-0.0787526573449
ACH-000383,0.247580851607
ACH-000387,0.18792432842
ACH-000389,0.208105878789
ACH-000390,0.29387214481699997
ACH-000393,0.154844875789
ACH-000395,0.102562981794
ACH-000397,0.107534597499
ACH-000401,0.015992450103
ACH-000402,0.163156460482
ACH-000403,0.173339492203
ACH-000404,0.307385496845
ACH-000406,0.259597868136
ACH-000407,0.126599902404
ACH-000408,0.437957277103
ACH-000410,0.24807090908100002
ACH-000411,-0.0553618757841
ACH-000414,0.061082097214299996
ACH-000415,0.103827586896
ACH-000416,0.164944753596
ACH-000420,0.00235933020025
ACH-000421,0.244301046991
ACH-000424,0.42373337744
ACH-000425,0.17789773692299998
ACH-000426,-0.029737401190599998
ACH-000427,0.323723714111
ACH-000433,0.055606516350300006
ACH-000436,0.148907441901
