,CSNK1G2 (1455)
ACH-000004,-0.04190094050569999
ACH-000007,-0.034452382454
ACH-000009,0.038476352191699995
ACH-000011,0.007282620119149999
ACH-000012,-0.188313326306
ACH-000013,-0.325336823342
ACH-000014,-0.025118071096000002
ACH-000015,-0.125023084605
ACH-000017,-0.40690983258599994
ACH-000018,-0.156385357865
ACH-000019,-0.18473159636199998
ACH-000021,-0.08583359198380001
ACH-000022,-0.143674435693
ACH-000025,-0.0947686350945
ACH-000028,-0.22613970559399998
ACH-000030,-0.0705451816848
ACH-000035,-0.286922210183
ACH-000036,-0.25992223324700003
ACH-000037,-0.08902115083380001
ACH-000039,-0.042473883847
ACH-000040,-0.0275837842612
ACH-000041,-0.09285259801169998
ACH-000042,-0.11800003542899999
ACH-000045,-0.014688299588799998
ACH-000047,-0.19452508330899998
ACH-000052,-0.0734465220031
ACH-000053,-0.138644532721
ACH-000054,-0.180328599375
ACH-000055,-0.168227508257
ACH-000060,-0.0502582276871
ACH-000067,-0.0860151161998
ACH-000070,-0.239185368841
ACH-000075,-0.299312578046
ACH-000078,0.00880611885498
ACH-000082,-0.16683710365499999
ACH-000085,-0.404398919859
ACH-000086,-0.17879039394299998
ACH-000087,-0.023825003794299998
ACH-000092,-0.08515615661530002
ACH-000095,-0.35561050671899996
ACH-000097,0.0224304434721
ACH-000098,-0.223113631343
ACH-000099,-0.178936955726
ACH-000108,-0.0660613528063
ACH-000113,0.00738492636606
ACH-000115,-0.25230263161600003
ACH-000116,-0.11850228445800001
ACH-000118,0.0832091605359
ACH-000120,-0.0543597033448
ACH-000123,-0.0177549055068
ACH-000127,-0.235973821749
ACH-000128,-0.342452977958
ACH-000132,-0.048527675637300004
ACH-000133,-0.142491406686
ACH-000137,-0.083141423447
ACH-000138,-0.17823781543699999
ACH-000142,-0.12308663012
ACH-000143,-0.14869220252499998
ACH-000146,-0.20176079247900003
ACH-000148,-0.058881129275699995
ACH-000150,-0.16476326659399998
ACH-000152,-0.134929769611
ACH-000153,0.0235393249847
ACH-000159,-0.275028467487
ACH-000160,-0.00836043135529
ACH-000163,0.0007841301579480001
ACH-000167,-0.0824794076008
ACH-000168,-0.135417421486
ACH-000169,-0.24006393956
ACH-000178,-0.0435897743622
ACH-000182,-0.0147058052709
ACH-000183,-0.26773271075
ACH-000188,-0.15780338455600001
ACH-000189,0.06670256589200001
ACH-000190,0.0480037259723
ACH-000198,-0.22781762410999998
ACH-000204,-0.014307049178299999
ACH-000206,0.0481097270225
ACH-000207,0.000580419723543
ACH-000211,-0.0974091083547
ACH-000215,-0.162431212986
ACH-000221,-0.14739724352
ACH-000222,-0.130578129573
ACH-000223,-0.0427484541472
ACH-000226,-0.0631937241258
ACH-000227,-0.0719274510722
ACH-000228,-0.0916175817843
ACH-000231,-0.153807438335
ACH-000232,-0.17322581105300003
ACH-000233,-0.062319250690900004
ACH-000234,-0.29942098531800004
ACH-000235,-0.20061036197700002
ACH-000237,-0.202084630864
ACH-000238,-0.161077092217
ACH-000243,-0.048895084715900004
ACH-000244,-0.052596491842099996
ACH-000246,-0.20481788621
ACH-000248,-0.17749009978500002
ACH-000250,-0.148227040704
ACH-000251,-0.21001867103900002
ACH-000253,-0.0898943692068
ACH-000255,-0.217002597055
ACH-000256,-0.16809202008000002
ACH-000257,-0.214912915134
ACH-000258,0.138699076876
ACH-000259,-0.195899869208
ACH-000260,-0.104189123207
ACH-000261,-0.16737782129
ACH-000262,-0.163442259643
ACH-000263,-0.0825208748945
ACH-000264,-0.147560727716
ACH-000265,-0.0819004849482
ACH-000266,-0.122226101449
ACH-000272,-0.142332143226
ACH-000273,-0.0921066776712
ACH-000274,-0.1952607311
ACH-000277,-0.26731879141
ACH-000278,-0.0144626516261
ACH-000279,-0.128322657676
ACH-000280,-0.18934870658199998
ACH-000281,-0.138951278089
ACH-000288,-0.0340047570655
ACH-000291,-0.0286202624295
ACH-000293,-0.162153492656
ACH-000294,0.226601729996
ACH-000295,-0.297795749719
ACH-000296,-0.0441600626659
ACH-000302,-0.43833732651699997
ACH-000304,-0.34139048808899997
ACH-000307,-0.189367027159
ACH-000308,-0.133127291645
ACH-000310,-0.121760304208
ACH-000311,-0.043789010528899996
ACH-000312,-0.268450537518
ACH-000315,-0.23597701361499998
ACH-000316,-0.147396804948
ACH-000317,-0.10501139315300001
ACH-000318,-0.10087423093100001
ACH-000319,-0.167732296775
ACH-000320,-0.021041024734299998
ACH-000322,0.058797224472199996
ACH-000323,-0.323269353084
ACH-000324,-0.19011457449900002
ACH-000329,-0.18952532892299997
ACH-000330,-0.12551169659199998
ACH-000331,-0.0899665304524
ACH-000332,-0.0006457876960780001
ACH-000334,-0.017454767208300002
ACH-000335,-0.021658386200200004
ACH-000336,0.0483303415362
ACH-000337,-0.156253765057
ACH-000339,-0.0575229654617
ACH-000341,-0.347833824014
ACH-000348,-0.185411648044
ACH-000350,-0.16773661025999997
ACH-000352,-0.139175695844
ACH-000356,-0.07598388396860001
ACH-000361,-0.250592645848
ACH-000362,-0.019441920323400003
ACH-000363,-0.21585706122200002
ACH-000364,-0.175484701294
ACH-000365,-0.23332617735599998
ACH-000366,-0.265256025972
ACH-000368,-0.23032906904599998
ACH-000374,-0.0404144467551
ACH-000375,-0.041324545053
ACH-000376,-0.0127854524921
ACH-000381,-0.0962380097993
ACH-000383,-0.276130046264
ACH-000387,-0.0242737781457
ACH-000389,-0.181899343292
ACH-000390,-0.147306140341
ACH-000393,-0.416038506188
ACH-000395,0.025632983084900002
ACH-000397,-0.06591039759219999
ACH-000401,-0.18644026399
ACH-000402,-0.572044956189
ACH-000403,-0.144384973493
ACH-000404,-0.0131202606813
ACH-000406,-0.0973746901649
ACH-000407,-0.22788195663199998
ACH-000408,-0.09108431296599999
ACH-000410,-0.17823097340500002
ACH-000411,-0.006883424706189999
ACH-000414,-0.141719049139
ACH-000415,-0.1038979515
ACH-000416,-0.19413664754999999
ACH-000420,-0.14933223154
ACH-000421,-0.120521670771
ACH-000424,0.0996548322594
ACH-000425,-0.086784406381
ACH-000426,-0.246806274764
ACH-000427,-0.241220803164
ACH-000433,-0.176948707387
ACH-000436,-0.14158138984899998
ACH-000444,-0.141685854693
ACH-000445,-0.313473838674
ACH-000448,-0.181047811272
ACH-000450,-0.124166996364
ACH-000452,-0.140164278995
ACH-000454,-0.127382572641
ACH-000458,-0.15098868150800002
ACH-000459,-0.0701522416133
ACH-000460,-0.162210662857
ACH-000461,-0.363122911912
ACH-000463,-0.175475139555
ACH-000464,-0.16722710147800002
ACH-000466,-0.244495783655
ACH-000467,0.057487392417199995
ACH-000468,-0.168629887404
ACH-000469,-0.122771463618
ACH-000470,-0.079696268992
ACH-000471,-0.0452308917943
ACH-000472,-0.19861407925400001
ACH-000473,-0.167842084308
ACH-000475,-0.234611276436
ACH-000476,-0.202499814906
