,RASIP1 (54922)
ACH-000004,0.025523721631099998
ACH-000007,0.0910858951493
ACH-000009,-0.207047862482
ACH-000011,-0.0550721713447
ACH-000012,-0.28786059456
ACH-000013,-0.07834085073250001
ACH-000014,0.033534723567
ACH-000015,-0.242825457103
ACH-000017,-0.0254024446413
ACH-000018,-0.17811955881299998
ACH-000019,-0.228868346177
ACH-000021,-0.050616989866
ACH-000022,-0.0362910673806
ACH-000025,0.06493791816700001
ACH-000028,-0.10237352569599999
ACH-000030,-0.274104676564
ACH-000035,-0.123961001144
ACH-000036,-0.187354944578
ACH-000037,-0.186082618111
ACH-000039,-0.38912588598399994
ACH-000040,0.09177119716269999
ACH-000041,0.0219041104646
ACH-000042,-0.21020660454300003
ACH-000045,0.0605617516979
ACH-000047,-0.360440320137
ACH-000052,-0.39274500227
ACH-000053,-0.0542004549386
ACH-000054,-0.10194951892899999
ACH-000055,-0.177010463435
ACH-000060,0.0888556822345
ACH-000067,-0.0777281833659
ACH-000070,-0.141579921744
ACH-000075,0.0115211931326
ACH-000078,-0.024285967014599997
ACH-000082,0.0201724050615
ACH-000085,0.067822113709
ACH-000086,-0.13982755986099998
ACH-000087,-0.0471579199223
ACH-000092,0.00550185403078
ACH-000095,-0.09983112455630001
ACH-000097,-0.0269962938086
ACH-000098,-0.0651052096319
ACH-000099,-0.18782460221900002
ACH-000108,-0.129490332779
ACH-000113,-0.057583054472599995
ACH-000115,-0.0739681378857
ACH-000116,0.0549821940123
ACH-000118,-0.09640012260669999
ACH-000120,-0.123692585705
ACH-000123,0.0664688379202
ACH-000127,-0.014933072431
ACH-000128,-0.133162517479
ACH-000132,0.0382366034627
ACH-000133,-0.182699532999
ACH-000137,-0.16681642241699998
ACH-000138,-0.19123278280699998
ACH-000142,-0.250168402156
ACH-000143,-0.325909072618
ACH-000146,-0.11487582007899999
ACH-000148,-0.130188854424
ACH-000150,-0.04496643497830001
ACH-000152,-0.037161306781099995
ACH-000153,-0.15017143847300002
ACH-000159,-0.110129833239
ACH-000160,-0.13098498125900002
ACH-000163,-0.004004778904469999
ACH-000167,-0.013069663027600001
ACH-000168,-0.21104378553199998
ACH-000169,-0.147429801087
ACH-000178,0.028345434197599998
