,FICD (11153)
ACH-000004,-0.209377577427
ACH-000007,-0.0532342501062
ACH-000009,-0.227424875213
ACH-000011,-0.0842919369313
ACH-000012,-0.10796812754799999
ACH-000013,-0.0969480258647
ACH-000014,-0.100368766547
ACH-000015,-0.155251646312
ACH-000017,0.08361287717299999
ACH-000018,-0.229419837405
ACH-000019,-0.10912325255699999
ACH-000021,-0.338785799243
ACH-000022,-0.00268203891651
ACH-000025,-0.114651212414
ACH-000028,0.0906137466852
ACH-000030,-0.0043785524950799995
ACH-000035,-0.08607515049310001
ACH-000036,-0.040046876174
ACH-000037,-0.244927613719
ACH-000039,-0.15102382490900002
ACH-000040,-0.237271795706
ACH-000041,0.137510800579
ACH-000042,-0.146947486363
ACH-000045,0.0693805220314
ACH-000047,-0.204186911305
ACH-000052,-0.0919097277757
ACH-000053,-0.0660383055674
ACH-000054,0.015177825970100001
ACH-000055,0.166732963826
ACH-000060,-0.08615061135
ACH-000067,-0.0794794519657
ACH-000070,-0.230358321576
ACH-000075,-0.023344441668500002
ACH-000078,-0.024096150471
ACH-000082,-0.0830025584368
ACH-000085,-0.00161210339715
ACH-000086,-0.113814738398
ACH-000087,-0.163777382881
ACH-000092,-0.0299797339252
ACH-000095,-0.104546729507
ACH-000097,-0.05057790361819999
ACH-000098,-0.0478375834712
ACH-000099,-0.0786147659264
ACH-000108,-0.0161195863924
ACH-000113,-0.09974764181399999
ACH-000115,-0.025734554786099997
ACH-000116,-0.241136435705
ACH-000118,-0.07679066301450001
ACH-000120,-0.0159160566362
ACH-000123,-0.18407929283500002
ACH-000127,0.0349970662773
ACH-000128,0.219092753691
ACH-000132,0.17928817821600002
ACH-000133,-0.23320742532400002
ACH-000137,-0.032413707708099995
ACH-000138,0.005099855457560001
ACH-000142,-0.41189872459
ACH-000143,-0.224396469454
ACH-000146,-0.0251108176416
ACH-000148,-0.22378092136100003
ACH-000150,-0.142790027888
ACH-000152,-0.0848012452478
ACH-000153,-0.109456737118
ACH-000159,-0.0581076622349
ACH-000160,-0.12677934055600001
ACH-000163,-0.10015911041600001
ACH-000167,-0.14217327660700002
ACH-000168,-0.11692130711
ACH-000169,-0.06627352471749999
ACH-000178,-0.0618723731219
ACH-000182,-0.00634841911025
ACH-000183,-0.19860989608600002
ACH-000188,-0.00752500465953
ACH-000189,-0.101706073993
ACH-000190,-0.279011013876
ACH-000198,0.0206723371616
ACH-000204,-0.140646614287
ACH-000206,0.0768373729059
ACH-000207,-0.0155603824875
ACH-000211,-0.180424386873
ACH-000215,-0.13638719366399998
ACH-000221,-0.06717454511530001
ACH-000222,-0.22669881381499998
ACH-000223,-0.0749943068844
ACH-000226,-0.0023019188977199995
ACH-000227,-0.156027163238
ACH-000228,-0.113467250297
ACH-000231,0.0189489800032
ACH-000232,-0.166513525786
ACH-000233,-0.06410735302869999
ACH-000234,-0.0143438262384
ACH-000235,-0.12924491505000002
ACH-000237,-0.0937068570874
ACH-000238,0.0293769410433
ACH-000243,-0.106585314071
ACH-000244,0.256048550191
ACH-000246,-0.0551026752384
ACH-000248,-0.100188421104
ACH-000250,-0.118627840408
ACH-000251,-0.207777638367
ACH-000253,-0.00662748064408
ACH-000255,-0.139336114645
ACH-000256,0.126353211258
ACH-000257,-0.0305513792147
ACH-000258,-0.0931090819643
ACH-000259,-0.16344711234200002
ACH-000260,-0.1055838804
ACH-000261,-0.106397794749
ACH-000262,-0.225695661935
ACH-000263,-0.168589646085
ACH-000264,-0.0374726450299
ACH-000265,-0.0530150147065
ACH-000266,-0.124733931737
ACH-000272,0.00676850002184
ACH-000273,-0.252379791743
ACH-000274,-0.024655195708
ACH-000277,-0.0398243825382
ACH-000278,-0.34224848932999996
ACH-000279,0.070554381087
ACH-000280,0.114108297294
ACH-000281,-0.0187048866476
ACH-000288,-0.0709649876758
ACH-000291,-0.014382895326100001
ACH-000293,0.0178211492364
ACH-000294,-0.05662228076169999
ACH-000295,-0.046435032409199994
ACH-000296,0.046352433251599996
ACH-000302,-0.0769558413724
ACH-000304,0.385632141362
ACH-000307,0.0570792896083
ACH-000308,-0.150184457037
ACH-000310,-0.10659872621500001
ACH-000311,-0.279801950475
ACH-000312,-0.09668491302089999
ACH-000315,0.172662457514
ACH-000316,-0.0871081309553
ACH-000317,0.270196171556
ACH-000318,-0.18003837970800002
ACH-000319,-0.0391711638895
ACH-000320,-0.14677305231499999
ACH-000322,-0.115520783566
ACH-000323,-0.263756712803
ACH-000324,-0.19372178794199998
ACH-000329,-0.125664171155
ACH-000330,-0.0033122343455
ACH-000331,-0.0546665219502
ACH-000332,-0.08448848134189998
ACH-000334,0.0145768084966
ACH-000335,-0.147244677282
ACH-000336,0.15174258681
ACH-000337,-0.126504554055
ACH-000339,0.0599294812754
ACH-000341,-0.331778333554
ACH-000348,0.00899439016651
ACH-000350,-0.15489856390999998
ACH-000352,-0.169320223332
ACH-000356,-0.265921661525
ACH-000361,-0.45525827305600003
ACH-000362,-0.044122242345
ACH-000363,-0.0555170821004
ACH-000364,-0.0667649615476
ACH-000365,-0.0655469349984
ACH-000366,-0.0528849229198
ACH-000368,-0.323261136737
ACH-000374,-0.0212797758708
ACH-000375,-0.106161154956
ACH-000376,-0.00908501286979
ACH-000381,0.0398439182455
ACH-000383,-0.062194752487199995
ACH-000387,-0.145415014591
ACH-000389,-0.100651213379
ACH-000390,-0.0708281365769
ACH-000393,-0.06328745649090001
ACH-000395,-0.260290862149
ACH-000397,-0.18090913743099998
ACH-000401,-0.0479866739787
ACH-000402,0.150955428197
ACH-000403,-0.00654470746684
ACH-000404,0.198030749067
ACH-000406,-0.0521927130243
ACH-000407,-0.139259505992
ACH-000408,-0.249474293317
ACH-000410,-0.17011247246300001
ACH-000411,-0.330883120278
ACH-000414,-0.053434898607800006
ACH-000415,-0.0789130714697
ACH-000416,-0.103760640905
