,LONRF2 (164832)
ACH-000004,0.221855256723
ACH-000007,0.014372477682299998
ACH-000009,0.22150373404800003
ACH-000011,0.034994496288
ACH-000012,0.105052778325
ACH-000013,-0.0006533151413740001
ACH-000014,-0.247116989115
ACH-000015,-0.111966923552
ACH-000017,0.11884043730999999
ACH-000018,-0.294083772691
ACH-000019,0.15256457677899998
ACH-000021,0.14647124594
ACH-000022,0.143733502147
ACH-000025,-0.042315661114
ACH-000028,-0.0196602003053
ACH-000030,-0.0010568344166
ACH-000035,-0.0631771331871
ACH-000036,-0.0831771317538
ACH-000037,0.06954776454639999
ACH-000039,0.42643502898
ACH-000040,0.173032137736
ACH-000041,-0.0645009325898
ACH-000042,0.175437125808
ACH-000045,0.053903655265300006
ACH-000047,0.049014368377
ACH-000052,0.0775008490487
ACH-000053,0.09217087040920001
ACH-000054,0.00423420248872
ACH-000055,0.031361517008700004
ACH-000060,-0.131845373731
ACH-000067,-0.0992938701278
ACH-000070,-0.05444545705630001
ACH-000075,-0.052657753753000004
ACH-000078,0.24278646515000002
ACH-000082,-0.0411323569157
ACH-000085,-0.0996283551197
ACH-000086,-0.142867108077
ACH-000087,-0.20448329822
ACH-000092,-0.127669801677
ACH-000095,-0.082140879614
ACH-000097,-0.00318292893635
ACH-000098,-0.160983238166
ACH-000099,0.0116463239523
ACH-000108,0.25561772508200004
ACH-000113,0.054797567871
ACH-000115,0.0554470369003
ACH-000116,-0.051228892696099995
ACH-000118,-0.0597350928624
ACH-000120,-0.012692325208100002
ACH-000123,-0.0349577750011
ACH-000127,-0.139711817408
ACH-000128,-0.230646239144
ACH-000132,0.202821555995
ACH-000133,0.0824691630539
ACH-000137,-0.209194762234
ACH-000138,0.0684758840583
ACH-000142,-0.0182687085995
ACH-000143,0.10656340737
ACH-000146,0.11809553773800001
ACH-000148,-0.064871256603
ACH-000150,0.0623076608206
ACH-000152,-0.07263904576210001
ACH-000153,-0.0156793381967
ACH-000159,-0.015642424666600003
ACH-000160,-0.134867295209
ACH-000163,0.0179815634478
ACH-000167,-0.0574074667136
ACH-000168,0.208268836556
ACH-000169,-0.0253089606357
ACH-000178,0.0246878836515
ACH-000182,0.046984250352
ACH-000183,0.0741493171485
ACH-000188,-0.0467039944557
ACH-000189,-0.0487077567887
ACH-000190,-0.06848609410180001
ACH-000198,-0.0691308994811
ACH-000204,0.145429765676
ACH-000206,0.00415422591891
ACH-000207,-0.00881025828083
ACH-000211,0.054552035983
ACH-000215,-0.0919226881887
ACH-000221,-0.189620664747
ACH-000222,0.117379656151
ACH-000223,-0.030663872310200003
ACH-000226,-0.141449588496
ACH-000227,-0.049532174037600005
ACH-000228,-0.000793529717788
ACH-000231,-0.18175408038600002
ACH-000232,0.0578837236448
ACH-000233,0.08606394000949999
ACH-000234,-0.106040281114
ACH-000235,-0.05908537572369999
ACH-000237,-0.0286734531924
ACH-000238,0.0190498378715
ACH-000243,0.0102322527069
ACH-000244,-0.0840088693052
ACH-000246,-0.0917467476461
ACH-000248,0.0723772962225
ACH-000250,-0.140911631274
ACH-000251,-0.061417382849199995
ACH-000253,-0.0883210031934
ACH-000255,-0.135624420206
ACH-000256,-0.115809956675
ACH-000257,0.0556669150194
ACH-000258,0.0851444894433
ACH-000259,-0.0392582045828
ACH-000260,0.112381407669
ACH-000261,-0.119471452128
ACH-000262,0.144994009029
ACH-000263,-0.10177556564200001
ACH-000264,0.0108567756905
ACH-000265,-0.0399853411649
ACH-000266,0.0404246016474
ACH-000272,0.015249930193300001
ACH-000273,0.0744916086669
ACH-000274,-0.036634507239000004
ACH-000277,-0.0626151797638
ACH-000278,-0.035682572240300005
ACH-000279,-0.0168522353926
ACH-000280,-0.012695911697700001
ACH-000281,0.289671666401
ACH-000288,-0.06470857930269999
ACH-000291,0.0011752487040599998
ACH-000293,-0.267841560576
ACH-000294,0.323132293381
ACH-000295,-0.0329794149754
ACH-000296,0.0728188417007
ACH-000302,0.11439138257
ACH-000304,-0.421419244535
ACH-000307,-0.006011527132819999
ACH-000308,-0.005172796615760001
ACH-000310,0.141536290452
ACH-000311,0.151184909491
ACH-000312,7.40920035383e-05
ACH-000315,-0.21897709239799998
ACH-000316,-0.203933778855
ACH-000317,0.29073970542
ACH-000318,0.07009959199310001
ACH-000319,-0.07624166450910001
ACH-000320,0.17434767198399997
ACH-000322,0.0431525951484
ACH-000323,0.0704781062078
ACH-000324,0.0998287806019
ACH-000329,0.260132259799
ACH-000330,0.0861211623306
ACH-000331,0.00656411093792
ACH-000332,0.04969070537669999
ACH-000334,-0.0379924016431
ACH-000335,-0.24859972206999997
ACH-000336,0.0761247673195
ACH-000337,0.0593831972915
ACH-000339,0.0942700555622
ACH-000341,-0.159412205121
ACH-000348,0.00266483912156
ACH-000350,0.122405455383
ACH-000352,-0.0058619295132
ACH-000356,0.08838482896989999
ACH-000361,0.10115509132600001
ACH-000362,0.025144096025700002
ACH-000363,-0.15712559335100001
ACH-000364,-0.34213662555600005
ACH-000365,-0.012308317985200002
ACH-000366,-0.15357043782500002
ACH-000368,0.0230227306817
ACH-000374,0.0514533845789
ACH-000375,-0.140255728115
ACH-000376,-0.011572399833100001
ACH-000381,0.09947554192639999
ACH-000383,-0.128321185329
ACH-000387,0.154352676766
ACH-000389,-0.0589566157575
