,TUSC2 (11334)
ACH-000004,-0.183445654373
ACH-000007,-0.384413849318
ACH-000009,-0.364392759773
ACH-000011,-0.344082680436
ACH-000012,-0.391745984785
ACH-000013,-0.249094676968
ACH-000014,-0.46799067586800003
ACH-000015,-0.294904846614
ACH-000017,-0.296205441625
ACH-000018,-0.586968112796
ACH-000019,-0.665536886484
ACH-000021,-0.35859215256399996
ACH-000022,-0.378037510716
ACH-000025,-0.427635883205
ACH-000028,-0.307769803717
ACH-000030,-0.347464835846
ACH-000035,-0.12415964867399999
ACH-000036,-0.335892049039
ACH-000037,-0.564623961742
ACH-000039,-0.795817811714
ACH-000040,-0.37686452017800004
ACH-000041,-0.399778423916
ACH-000042,-0.36559490240599996
ACH-000045,-0.463187083952
ACH-000047,-0.198504816499
ACH-000052,-0.28211946248
ACH-000053,-0.38961061831200006
ACH-000054,-0.629269202663
ACH-000055,-0.42965479634
ACH-000060,-0.562906331832
ACH-000067,-0.61681534601
ACH-000070,-0.44473464389899997
ACH-000075,-0.479041536701
ACH-000078,-0.503138122918
ACH-000082,-0.243104272652
ACH-000085,-0.261583752261
ACH-000086,-0.207983944169
ACH-000087,-0.300661348307
ACH-000092,-0.379970547298
ACH-000095,-0.328281946063
ACH-000097,-0.413816913444
ACH-000098,-0.42099567741899996
ACH-000099,-0.44621868054499997
ACH-000108,-0.288897134698
ACH-000113,-0.535549606925
ACH-000115,-0.360162224353
ACH-000116,-0.44543923114600004
ACH-000118,-0.48741427836499995
ACH-000120,-0.274165562225
ACH-000123,-0.371957358294
ACH-000127,-0.418045427686
ACH-000128,-0.7037696440360001
ACH-000132,-0.416017700983
ACH-000133,-0.329688851971
ACH-000137,-0.314675483728
ACH-000138,-0.321859661829
ACH-000142,-0.305294690249
ACH-000143,-0.387843830017
ACH-000146,-0.402115461051
ACH-000148,-0.364363353991
ACH-000150,-0.574952787689
ACH-000152,-0.409429002487
ACH-000153,-0.537047426922
ACH-000159,-0.48169414559600005
ACH-000160,-0.07347875597839999
ACH-000163,-0.435478702737
ACH-000167,0.287253035959
ACH-000168,-0.410118995193
ACH-000169,-0.6896728807089999
ACH-000178,-0.48168277720700003
ACH-000182,-0.37713956384900005
ACH-000183,-0.424073980234
ACH-000188,-0.603121619836
ACH-000189,-0.364423587779
ACH-000190,-0.267565313591
ACH-000198,-0.357018387817
ACH-000204,-0.794499636758
ACH-000206,-0.165040404018
ACH-000207,-0.323331372163
ACH-000211,-0.361985496683
ACH-000215,-0.425645411662
ACH-000221,-0.35575435362400004
ACH-000222,-0.151926651202
ACH-000223,-0.18572924334600002
ACH-000226,-0.473081304437
ACH-000227,-0.015268362065099999
ACH-000228,-0.533895800241
ACH-000231,-0.41043076668899997
ACH-000232,-0.3485990225
ACH-000233,-0.41678683310099995
ACH-000234,-0.260877977953
ACH-000235,-0.49252936534900005
ACH-000237,-0.469373930336
ACH-000238,-0.44498918582099994
ACH-000243,-0.294169822029
ACH-000244,-0.494652600913
ACH-000246,-0.464548719192
ACH-000248,-0.15852049064
ACH-000250,-0.384307600953
ACH-000251,-0.278546653265
ACH-000253,-0.476310940216
ACH-000255,-0.462684257731
ACH-000256,-0.389279433445
ACH-000257,-0.449234672496
ACH-000258,-0.146680727117
ACH-000259,-0.28945393713100004
ACH-000260,-0.41065417690800005
ACH-000261,-0.318831864424
ACH-000262,-0.624577467217
ACH-000263,-0.510503341147
