,NSMCE1 (197370)
ACH-000004,-0.998621155483
ACH-000007,-1.15491767064
ACH-000009,-0.746576957253
ACH-000011,-0.7003353638140001
ACH-000012,-1.0133239703599999
ACH-000013,-1.18233492491
ACH-000014,-1.2241403055600002
ACH-000015,-1.25384297994
ACH-000017,-0.8275353715539999
ACH-000018,-1.05799996146
ACH-000019,-0.410905829731
ACH-000021,-1.20848631169
ACH-000022,-1.03433490239
ACH-000025,-1.05519380723
ACH-000028,-0.904893976152
ACH-000030,-0.850699129657
ACH-000035,-1.3256233338799999
ACH-000036,-0.788443146692
ACH-000037,-1.0690160426100002
ACH-000039,-1.3979386799200002
ACH-000040,-1.24288219352
ACH-000041,-1.3467675739200002
ACH-000042,-1.1258006698799998
ACH-000045,-0.838752578305
ACH-000047,-0.8244023872990001
ACH-000052,-1.05248101582
ACH-000053,-0.656926406976
ACH-000054,-0.48250443753100003
ACH-000055,-0.654694556139
ACH-000060,-1.0675987487
ACH-000067,-1.02987416412
ACH-000070,-0.9432094045489999
ACH-000075,-1.0102098907700001
ACH-000078,-1.2633864277299998
ACH-000082,-0.311664475706
ACH-000085,-0.954994032551
ACH-000086,-0.840505706042
ACH-000087,-0.883720462717
ACH-000092,-0.865353788194
ACH-000095,-0.9417022529629999
ACH-000097,-0.8748601450010001
ACH-000098,-1.1684382875200001
ACH-000099,-0.927051287897
ACH-000108,-0.409536089216
ACH-000113,-0.9471054670579999
ACH-000115,-0.65138217794
ACH-000116,-0.8587159536869999
ACH-000118,-0.7751004127050001
ACH-000120,-0.716124399887
ACH-000123,-0.656635406561
ACH-000127,-0.890803490304
ACH-000128,-1.0615489714700002
ACH-000132,-0.7694942291820001
ACH-000133,-0.8940974516369999
ACH-000137,-1.19249066193
ACH-000138,-1.0036996546999999
ACH-000142,-1.03897475141
ACH-000143,-0.81285704251
ACH-000146,-1.3743457714700003
ACH-000148,-0.965241018073
ACH-000150,-1.00972985223
ACH-000152,-0.731317863388
ACH-000153,-0.957896135918
ACH-000159,-0.464951467251
ACH-000160,-0.920990088711
ACH-000163,-1.10993358495
ACH-000167,-0.998509351284
ACH-000168,-1.06355791165
ACH-000169,-1.10707453195
ACH-000178,-1.0612444053499999
ACH-000182,-0.901533038335
ACH-000183,-0.8377735807109999
ACH-000188,-1.19147343708
ACH-000189,-1.139179221
ACH-000190,-0.92373637926
ACH-000198,-1.14478504181
ACH-000204,-0.6718600273499999
ACH-000206,-0.99708560701
ACH-000207,-0.83027206005
ACH-000211,-0.9647285056229999
ACH-000215,-1.11894724537
ACH-000221,-0.8072399695199999
ACH-000222,-0.7902980823010001
ACH-000223,-0.330777565971
ACH-000226,-0.8316683288050001
ACH-000227,-0.901888717199
ACH-000228,-1.10644876161
ACH-000231,-1.08503635105
ACH-000232,-1.2014498234200002
ACH-000233,-1.0127175586700001
ACH-000234,-0.879506399992
ACH-000235,-1.04158292294
ACH-000237,-1.14178336983
ACH-000238,-1.1938942110200002
ACH-000243,-1.0376451482200002
ACH-000244,-0.7177538065119999
ACH-000246,-0.700754612467
ACH-000248,-0.9586194753919999
ACH-000250,-0.68914374102
ACH-000251,-0.876668295968
ACH-000253,-1.04769418773
ACH-000255,-1.2019340064
ACH-000256,-0.837764838129
ACH-000257,-0.9434978191050001
ACH-000258,-1.56660602537
ACH-000259,-1.0294783866
ACH-000260,-0.9818358167219999
ACH-000261,-1.09002486907
ACH-000262,-1.10944065765
ACH-000263,-0.662896007169
ACH-000264,-0.178002396625
ACH-000265,-0.931968134208
ACH-000266,-1.35045278024
ACH-000272,-0.786958955768
ACH-000273,-1.33423940337
ACH-000274,-0.4368994515199999
ACH-000277,-0.831639336919
ACH-000278,-1.31150333
ACH-000279,-1.02960149349
ACH-000280,-1.34094898194
ACH-000281,-1.3515340780399998
ACH-000288,-0.963145611844
ACH-000291,-0.79505857824
ACH-000293,-0.605197061395
ACH-000294,-1.0781097642
ACH-000295,-1.2179975435600001
ACH-000296,-1.08907431536
ACH-000302,-0.491617617316
ACH-000304,-0.398828801962
ACH-000307,-1.33481792455
ACH-000308,-1.11605509501
ACH-000310,-1.03643644454
ACH-000311,-0.8781112871
ACH-000312,-0.851724296277
ACH-000315,-0.859492918428
ACH-000316,-1.3696210288400001
ACH-000317,-1.0340467798200002
ACH-000318,-0.997584216296
ACH-000319,-0.623176857548
ACH-000320,-0.719312116967
ACH-000322,-0.806524791559
ACH-000323,-0.79135578791
ACH-000324,-0.9108321981799999
ACH-000329,-0.778159830377
ACH-000330,-1.02818867282
ACH-000331,-1.0246734527099999
ACH-000332,-1.0848390600700002
ACH-000334,-0.869735574312
ACH-000335,-0.972434393883
ACH-000336,-1.27711057164
ACH-000337,-1.21461365338
ACH-000339,-1.1928925419299998
ACH-000341,-0.929931934262
ACH-000348,-1.10045323857
ACH-000350,-0.998240285774
ACH-000352,-0.913950393283
ACH-000356,-0.7919987310619999
ACH-000361,-0.9935254522220001
ACH-000362,-1.0051126453399999
ACH-000363,-0.389628773441
ACH-000364,-1.02785120625
ACH-000365,-1.09187972697
ACH-000366,-0.761325000457
ACH-000368,-1.2548042692
ACH-000374,-1.15196476474
ACH-000375,-0.7652654334800001
ACH-000376,-0.403996105962
ACH-000381,-1.02233963361
ACH-000383,-0.531108590381
ACH-000387,-0.91698972297
ACH-000389,-0.8351785084800001
ACH-000390,-0.365316033279
ACH-000393,-0.8152527785979999
ACH-000395,-1.2718540869600001
ACH-000397,-0.880898531709
ACH-000401,-1.04215760834
ACH-000402,-0.562558000938
ACH-000403,-0.7494307070399999
ACH-000404,-0.859273295806
ACH-000406,-1.2491396776600001
ACH-000407,-0.8585928449279999
ACH-000408,-1.12514135602
ACH-000410,-1.08727816404
ACH-000411,-1.0031263310299998
ACH-000414,-0.8963820529350001
ACH-000415,-1.57086233127
ACH-000416,-1.04493460576
ACH-000420,-0.604641874037
ACH-000421,-0.6764794115739999
ACH-000424,-0.867526524628
ACH-000425,-0.850156246213
ACH-000426,-1.0154852195100001
ACH-000427,-0.874975184788
ACH-000433,-0.648034212624
ACH-000436,-0.564489477193
ACH-000444,-0.9373765182189999
ACH-000445,-1.0068960104
ACH-000448,-0.980649105465
ACH-000450,-0.37907124105400003
ACH-000452,-0.857456412342
ACH-000454,-0.9304843899609999
ACH-000458,-0.931622737632
ACH-000459,-1.33860252777
ACH-000460,-0.990039528485
ACH-000461,-1.13399875106
ACH-000463,-0.69204034375
ACH-000464,-0.560250881412
ACH-000466,-0.973087575951
ACH-000467,-0.5788118436949999
ACH-000468,-0.686937501701
ACH-000469,-1.00895358474
ACH-000470,-0.682609712942
ACH-000471,-0.95416275037
ACH-000472,-1.1987771245799999
ACH-000473,-1.2580613233700002
ACH-000475,-0.8872583463760001
ACH-000476,-0.597952661483
ACH-000477,-0.8667662542829999
ACH-000480,-0.9215848341060001
ACH-000481,-0.588915455637
ACH-000483,-0.888199070153
ACH-000484,-0.7832496906399999
ACH-000485,-0.951755157616
ACH-000486,-0.966384364148
ACH-000487,-1.03659373737
ACH-000488,-1.10435723739
ACH-000490,-0.728119471867
ACH-000491,-0.461075818022
ACH-000495,-0.594671649572
ACH-000496,-0.9997988929539999
ACH-000499,-1.39725028659
ACH-000500,-0.8871641444499999
ACH-000502,-0.898690628374
ACH-000503,-1.05012780021
ACH-000505,-0.9339175115839999
ACH-000507,-1.06703904566
ACH-000510,-0.517891051576
ACH-000511,-1.26937794082
ACH-000512,-0.63958017472
ACH-000516,-0.9730888710760001
ACH-000517,-0.6308066934100001
ACH-000518,-1.3975580075999998
ACH-000520,-0.841563738697
ACH-000521,-0.9884912885029999
ACH-000522,-1.34259781585
ACH-000524,-0.4740344355100001
ACH-000527,-0.729863873715
ACH-000528,-0.758958274917
ACH-000537,-1.1377724016500002
ACH-000541,-0.522527945033
ACH-000542,-1.19440411676
ACH-000544,-0.8438454544230001
ACH-000545,-1.13765935609
ACH-000547,-1.3044958338700001
ACH-000548,-1.14395361201
ACH-000549,-0.882981273846
ACH-000550,-1.1726110030299999
ACH-000552,-0.864688420835
ACH-000556,-0.8246325782800001
ACH-000557,-0.90597587545
ACH-000570,-0.917565896871
ACH-000571,-0.931108667705
ACH-000573,-0.839970040974
ACH-000576,-1.03787451116
ACH-000580,-0.8483289534389999
ACH-000584,-1.21087908969
ACH-000585,-1.43281970016
ACH-000588,-0.949850031242
ACH-000589,-0.679551076727
ACH-000591,-1.22066249231
ACH-000593,-1.02679720756
ACH-000600,-0.904585018408
ACH-000601,-0.796920084613
ACH-000604,-0.543880009667
ACH-000605,-1.2440914487399999
ACH-000606,-0.870912121468
ACH-000608,-0.7136636924690001
ACH-000614,-0.711598050358
ACH-000616,-1.24439908749
ACH-000618,-1.07644397361
ACH-000619,-0.983472825495
ACH-000620,-0.641404158212
ACH-000621,-1.14961862239
ACH-000622,-0.480769820168
ACH-000623,-0.711890837732
ACH-000624,-1.22161650999
ACH-000627,-1.03252044316
ACH-000630,-0.9307711431419999
ACH-000632,-1.2724699157700001
ACH-000633,-0.296722655345
ACH-000637,-1.13486920924
ACH-000638,-0.901846062611
ACH-000646,-0.443348976756
ACH-000647,-0.479525455484
ACH-000648,-1.01745140706
ACH-000649,-1.02074048843
ACH-000651,-1.1346698227299998
ACH-000652,-1.02827892535
ACH-000653,-0.911435041149
ACH-000657,-1.00263404739
ACH-000658,-0.947988102906
ACH-000661,-0.9961082541140001
ACH-000662,-0.392250109894
ACH-000663,-0.8365241672210001
ACH-000665,-1.234354224
ACH-000671,-0.728301299451
ACH-000673,-1.10280623152
ACH-000676,-1.2301442914
ACH-000677,-0.532328410376
ACH-000681,-0.9141492518050001
ACH-000682,-1.15839122202
ACH-000683,-0.6909162688689999
ACH-000684,-0.943397108433
ACH-000688,-0.776468323115
ACH-000693,-0.898092784038
ACH-000694,-0.982230872976
ACH-000695,-0.7512355033750001
ACH-000696,-1.05737646814
ACH-000697,-0.703608457143
ACH-000699,-0.712591276482
ACH-000701,-1.10612401914
ACH-000706,-0.664345134473
ACH-000711,-1.0549444827299999
ACH-000713,-1.1214849365700001
ACH-000714,-0.687914274936
ACH-000718,-0.74591743365
ACH-000720,-0.8291735387739999
ACH-000721,-0.975850692101
ACH-000724,-1.2265065717799999
ACH-000725,-1.06247275785
ACH-000732,-1.0983314841
ACH-000734,-0.7352215173000001
ACH-000735,-1.35716331604
ACH-000736,-0.7115310302310001
ACH-000738,-1.0597684493200001
ACH-000746,-0.6757525993089999
ACH-000747,-0.396356864851
ACH-000748,-0.8000587281489999
ACH-000753,-1.0909883226700001
ACH-000756,-1.0184553362100002
ACH-000757,-0.744098236153
ACH-000758,-1.04238373633
ACH-000760,-1.07739390479
ACH-000763,-0.80170102277
ACH-000764,-1.02923200874
ACH-000765,-1.1800428563
ACH-000766,-0.904434855296
ACH-000767,-0.487476938882
ACH-000768,-1.04671651132
ACH-000769,-0.825281371758
ACH-000770,-0.872192886503
ACH-000771,-1.1309316094600002
ACH-000773,-0.652590345175
ACH-000776,-1.31822073447
ACH-000777,-0.899455751781
ACH-000778,-1.26962630545
ACH-000781,-0.902658391029
ACH-000782,-0.9137899802410001
ACH-000783,-1.21964114428
ACH-000784,-0.485656765092
ACH-000785,-1.5330056675
ACH-000787,-0.908986351918
ACH-000788,-1.14069849583
ACH-000791,-0.59993789937
ACH-000792,-1.06804492172
ACH-000794,-0.909850787763
ACH-000796,-1.47484413915
ACH-000799,-0.7180825025509999
ACH-000800,-1.21147053176
ACH-000802,-1.2116102458700002
ACH-000804,-0.9989342941580001
ACH-000805,-0.7809948090889999
ACH-000809,-0.96859645405
ACH-000810,-0.29670161696999997
ACH-000811,-0.513284317748
ACH-000817,-0.9348488859559999
ACH-000819,-0.88854506756
ACH-000820,-1.33970179915
ACH-000821,-1.08903654876
ACH-000822,-0.24261062449499998
ACH-000823,-0.8551698542470001
ACH-000824,-1.0661952452399999
ACH-000827,-0.9716218076019999
ACH-000829,-0.799225883022
ACH-000831,-0.8483058814200001
ACH-000832,-1.1785743710799998
ACH-000833,-1.37808330097
ACH-000834,-0.954035817764
ACH-000835,-0.9469305007209999
ACH-000836,-1.44139749507
ACH-000837,-1.00971977249
ACH-000838,-0.600262691459
ACH-000839,-1.19006594515
ACH-000840,-0.960944337118
ACH-000841,-0.851934779993
ACH-000843,-0.537820037255
ACH-000846,-0.950454826387
ACH-000847,-0.931728734267
ACH-000848,-0.767666902488
ACH-000849,-1.2499688669600002
ACH-000851,-0.8307239719499999
ACH-000855,-0.786868844593
ACH-000856,-0.976266633172
ACH-000858,-0.923349967995
ACH-000859,-1.01075927514
ACH-000861,-0.7906792589530001
ACH-000862,-0.8245356263320001
ACH-000865,-0.769313308444
ACH-000866,-1.05427504282
ACH-000867,-1.00830161371
ACH-000869,-0.5223096892319999
ACH-000872,-1.1644140936299998
ACH-000873,-1.08631086638
ACH-000876,-1.02586226855
ACH-000878,-1.00728434295
ACH-000880,-1.32723560671
ACH-000881,-1.07270747566
ACH-000882,-0.945883225726
ACH-000884,-0.9014704710770001
ACH-000885,-0.830684676755
ACH-000887,-0.900676813788
ACH-000888,-0.8226547485690001
ACH-000889,-0.9058647691600001
ACH-000890,-0.8450287429209999
ACH-000896,-1.1381775698
ACH-000898,-0.62162217062
ACH-000900,-0.741368601074
ACH-000901,-1.0237950468600001
ACH-000905,-1.07885231325
ACH-000906,-1.13256500223
ACH-000907,-1.2522407919499998
ACH-000910,-1.13639363799
ACH-000911,-0.9377713443619999
ACH-000912,-1.10368001065
ACH-000913,-1.37730782859
ACH-000915,-0.945712000181
ACH-000916,-0.779708567524
ACH-000917,-1.22940945265
ACH-000921,-0.820416133784
ACH-000924,-0.459259102355
ACH-000926,-0.6427936258070001
ACH-000928,-0.606230655939
ACH-000929,-1.25692421485
ACH-000932,-0.7932306835340001
ACH-000935,-0.895036909827
ACH-000936,-0.81627145793
ACH-000937,-1.21270010508
ACH-000938,-0.962240796995
ACH-000939,-0.967413076522
ACH-000941,-0.438056163582
ACH-000943,-0.8167673953460001
ACH-000946,-0.903203778422
ACH-000947,-0.9967275310060001
ACH-000948,-0.769797402499
ACH-000950,-1.20028183352
ACH-000953,-1.37582220524
ACH-000957,-0.754090297661
ACH-000958,-1.108435163
ACH-000960,-1.26441494764
ACH-000963,-1.10902407115
ACH-000968,-0.8989278192010001
ACH-000969,-0.696414473664
ACH-000973,-1.19601440631
ACH-000974,-0.821340842974
ACH-000975,-0.975040077039
ACH-000976,-1.35596313664
ACH-000978,-0.531759400138
ACH-000980,-0.5717078531199999
ACH-000984,-0.757851914817
ACH-000986,-0.997166502676
ACH-000988,-0.9514732528509999
ACH-000993,-0.6447790914880001
ACH-000994,-0.44660612663000004
ACH-000996,-0.7755273809379999
ACH-001001,-1.0322605682500001
ACH-001020,-1.1746748114499999
ACH-001028,-0.8766979192509999
ACH-001031,-1.01360000392
ACH-001038,-1.3799074238
ACH-001048,-0.864877577127
ACH-001050,-0.7998117750210001
ACH-001053,-0.5865324783020001
ACH-001054,-0.937413620868
ACH-001061,-1.09171970393
ACH-001067,-0.712128462747
ACH-001075,-0.98908403078
ACH-001096,-1.01967116597
ACH-001128,-1.24162770359
ACH-001134,-0.8340050939679999
ACH-001151,-1.22104005487
ACH-001163,-0.562277264833
ACH-001164,-0.6975589754350001
ACH-001173,-1.04319724297
ACH-001183,-1.35335876898
ACH-001184,-1.29384637207
ACH-001190,-0.738402304219
ACH-001192,-1.01944093055
ACH-001193,-0.910360128809
ACH-001196,-1.0247871340799999
ACH-001197,-0.9295011887450001
ACH-001205,-1.04618640957
ACH-001211,-0.812894554218
ACH-001212,-1.0007475273200002
ACH-001228,-1.57662044886
ACH-001232,-1.03956953576
ACH-001239,-0.991275781216
ACH-001274,-1.13783781962
ACH-001275,-0.9897065200740001
ACH-001277,-0.860880490431
ACH-001278,-0.882971316321
ACH-001280,-0.822263518396
ACH-001283,-1.1457957652700002
ACH-001289,-0.6631665608199999
ACH-001295,-1.12442896831
ACH-001300,-0.891558075139
ACH-001301,-0.9341804553299999
ACH-001302,-0.799258528667
ACH-001303,-0.656941315044
ACH-001306,-0.995443202579
ACH-001318,-1.06586653202
ACH-001322,-0.7412338859729999
ACH-001328,-1.18245069168
ACH-001332,-0.8812329535969999
ACH-001333,-0.722675071734
ACH-001336,-1.24393730663
ACH-001340,-1.04574089528
ACH-001346,-1.09277231554
ACH-001353,-0.9988779730930001
ACH-001354,-1.13731653716
ACH-001367,-0.9481126999330001
ACH-001368,-0.66202933969
ACH-001374,-1.15283060793
ACH-001375,-1.08259620326
ACH-001377,-1.1490189176799999
ACH-001380,-0.802661203382
ACH-001391,-0.469876441517
ACH-001407,-1.2686437574
ACH-001408,-1.234092342
ACH-001413,-0.469325573073
ACH-001430,-1.1378144942100001
ACH-001431,-0.888123819141
ACH-001450,-0.8581228867990001
ACH-001496,-0.7200820346789999
ACH-001500,-0.875636140145
ACH-001521,-0.305998585749
ACH-001523,-1.16473830789
ACH-001532,-0.840159769385
ACH-001536,-1.0936359962200002
ACH-001550,-0.877828244133
ACH-001552,-1.19862502216
ACH-001554,-1.28120700252
ACH-001645,-1.15764195434
ACH-001654,-0.9778909119660001
ACH-001715,-1.13404824643
ACH-001735,-0.9880882776000001
ACH-001736,-0.943126286954
ACH-001737,-1.11283245662
ACH-001740,-1.2650755815899999
ACH-001745,-1.12365945964
ACH-001750,-0.675966730939
ACH-001765,-1.06892785192
ACH-001956,-1.13434812026
ACH-001957,-1.18040704172
