,MPLKIP (136647)
ACH-000004,0.165249075703
ACH-000007,-0.230191481745
ACH-000009,-0.12823617886
ACH-000011,-0.15391581002399998
ACH-000012,-0.193010421369
ACH-000013,-0.17855887269600001
ACH-000014,-0.285261051201
ACH-000015,-0.00713918613475
ACH-000017,-0.0243973681154
ACH-000018,-0.30767059732200003
ACH-000019,-0.245236219138
ACH-000021,-0.0945779865965
ACH-000022,0.0364673263853
ACH-000025,-0.257863962708
ACH-000028,-0.11989589781099999
ACH-000030,-0.0165061735709
ACH-000035,-0.199026009141
ACH-000036,-0.125106306608
ACH-000037,-0.285873111829
ACH-000039,-0.252621746237
ACH-000040,-0.0499926462094
ACH-000041,-0.105419883961
ACH-000042,-0.08174638840250001
ACH-000045,-0.204074344701
ACH-000047,-0.03971396709819999
ACH-000052,-0.100491066841
ACH-000053,-0.163397172093
ACH-000054,-0.311675574656
ACH-000055,0.056254496574300004
ACH-000060,-0.07414486089700001
ACH-000067,-0.08852035218210001
ACH-000070,-0.433346205494
ACH-000075,-0.21605683508999998
ACH-000078,0.09501399457460001
ACH-000082,-0.269844905289
ACH-000085,-0.252575897478
ACH-000086,0.04623166449109999
ACH-000087,-0.0846904146071
ACH-000092,0.00238739300684
ACH-000095,-0.158052315593
ACH-000097,-0.198917433433
ACH-000098,-0.08878059629799999
ACH-000099,-0.212461161099
ACH-000108,0.09166692737689999
ACH-000113,-0.0166794829102
ACH-000115,-0.0348903118563
ACH-000116,-0.0945096596975
ACH-000118,-0.029932106344599998
ACH-000120,-0.0733774051732
ACH-000123,-0.174437312297
ACH-000127,-0.169795093759
ACH-000128,-0.188002622535
ACH-000132,-0.072033948204
ACH-000133,-0.20378296998300002
ACH-000137,-0.25328310027199996
ACH-000138,-0.035216387333
ACH-000142,-0.0806979728558
ACH-000143,-0.09762589559810002
ACH-000146,-0.0617046696024
ACH-000148,-0.0465361056007
ACH-000150,-0.12726421372000002
ACH-000152,-0.266197954073
ACH-000153,-0.429323128745
ACH-000159,-0.265039250871
ACH-000160,0.03697631279830001
ACH-000163,-0.033055286185
ACH-000167,-0.35211092689900003
ACH-000168,-0.0405211305725
ACH-000169,-0.343505036835
ACH-000178,-0.225147979738
ACH-000182,-0.133299886647
ACH-000183,-0.15764838795
ACH-000188,-0.351384396457
ACH-000189,-0.13498351247600002
ACH-000190,-0.240261750683
ACH-000198,-0.10446094406400001
ACH-000204,-0.536418930224
ACH-000206,-0.354599759507
ACH-000207,-0.07254090013780001
ACH-000211,-0.09363108296039999
ACH-000215,-0.0268578900236
ACH-000221,0.005027121151600001
ACH-000222,-0.010738211268799999
ACH-000223,-0.118782924403
ACH-000226,-0.14363744997300001
ACH-000227,0.0130160682799
ACH-000228,-0.401942428095
ACH-000231,-0.2955699596
ACH-000232,-0.18604433323
ACH-000233,-0.0566922924949
ACH-000234,-0.331001000281
ACH-000235,-0.214746946646
ACH-000237,-0.35043081943000004
ACH-000238,-0.208876477918
ACH-000243,-0.164601900502
ACH-000244,-0.259420578998
ACH-000246,-0.206790458035
ACH-000248,0.039396249369
ACH-000250,-0.0274112948621
ACH-000251,0.0870209008137
ACH-000253,-0.167320333915
ACH-000255,-0.258860011552
ACH-000256,-0.0252502528196
ACH-000257,-0.039841431255399996
ACH-000258,-0.07542318459649999
ACH-000259,-0.047094712356599996
ACH-000260,-0.187868254218
ACH-000261,-0.18034476437
ACH-000262,-0.287479383302
ACH-000263,-0.09153991411260001
ACH-000264,-0.121375043274
ACH-000265,-0.09418445206949999
ACH-000266,-0.144482655485
ACH-000272,-0.211991157241
ACH-000273,-0.282681693011
