,SCCPDH (51097)
ACH-000004,0.0458667019981
ACH-000007,0.07850132771150001
ACH-000009,0.162984492174
ACH-000011,0.152610470085
ACH-000012,0.18986656222399997
ACH-000013,0.240685538322
ACH-000014,0.048769698561000004
ACH-000015,0.168467015498
ACH-000017,0.035387834134800004
ACH-000018,0.103531214685
ACH-000019,0.355555564503
ACH-000021,0.186053707071
ACH-000022,0.10504269864900001
ACH-000025,0.21550874768800002
ACH-000028,0.374073706725
ACH-000030,0.263317650143
ACH-000035,0.168114121421
ACH-000036,0.10247153482100001
ACH-000037,-0.00245761121731
ACH-000039,0.441149952347
ACH-000040,0.184115747297
ACH-000041,0.173976991045
ACH-000042,0.132810566821
ACH-000045,0.295021393786
ACH-000047,0.10886571247000001
ACH-000052,0.19513990856600003
ACH-000053,0.153860434365
ACH-000054,0.10300226791200001
ACH-000055,0.09629082411760001
ACH-000060,0.17812321731400002
ACH-000067,0.262440953699
ACH-000070,0.36402593007899997
ACH-000075,0.311892429438
ACH-000078,0.151730963407
ACH-000082,0.11310874378699999
ACH-000085,0.350372284137
ACH-000086,0.10800326339199999
ACH-000087,0.38894076284699997
ACH-000092,0.23915767544100003
ACH-000095,0.169558246614
ACH-000097,0.288324785323
ACH-000098,0.15180199449
ACH-000099,0.21942853306999996
ACH-000108,0.166292839772
ACH-000113,0.127682607797
ACH-000115,0.232901325464
ACH-000116,0.159296889218
ACH-000118,0.207272003668
ACH-000120,0.242695011677
ACH-000123,0.276507910484
ACH-000127,0.271091760735
ACH-000128,0.0924771157541
ACH-000132,0.129984638919
ACH-000133,0.254527963653
ACH-000137,0.264634813962
ACH-000138,0.13517802524800002
ACH-000142,0.31734818747
ACH-000143,0.12414735441500001
ACH-000146,0.32572619981
ACH-000148,0.105234464681
ACH-000150,0.11006928714500001
ACH-000152,0.07781309980210001
ACH-000153,0.0789905662362
ACH-000159,0.144108532291
ACH-000160,0.228351902557
ACH-000163,0.20901556326999998
ACH-000167,0.171720691413
ACH-000168,0.283525768448
ACH-000169,0.33328975645799996
ACH-000178,0.19464106025800001
ACH-000182,0.335697452807
ACH-000183,0.37182310523900003
ACH-000188,0.281946622474
ACH-000189,0.289379204264
ACH-000190,0.17110425660599998
ACH-000198,0.109532804505
ACH-000204,-0.119665810123
ACH-000206,0.335865556016
ACH-000207,-0.0744573302042
ACH-000211,0.17945247962000002
ACH-000215,0.218984916102
ACH-000221,0.296229405542
ACH-000222,-0.0361877287101
ACH-000223,0.17843404965
ACH-000226,0.212338627984
ACH-000227,0.372941594371
ACH-000228,0.047187066880599995
ACH-000231,0.13319101717700002
ACH-000232,0.0900800443652
ACH-000233,0.28441542264
ACH-000234,0.0708007896087
ACH-000235,0.137711541088
ACH-000237,0.203365224098
ACH-000238,0.239462918252
ACH-000243,0.153050374618
ACH-000244,0.05985306536709999
ACH-000246,0.17042617908100002
ACH-000248,-0.0696654219067
ACH-000250,0.14924482866900002
ACH-000251,0.250446163859
ACH-000253,0.148931831286
ACH-000255,0.254676346487
ACH-000256,-0.09396459429710001
ACH-000257,-0.115384212144
ACH-000258,0.521106913387
ACH-000259,0.15769578882899998
ACH-000260,0.131172557335
ACH-000261,0.18727585615200001
ACH-000262,0.312254560091
ACH-000263,-0.019118826720200002
ACH-000264,0.163950937711
ACH-000265,0.197188840303
