,MRM1 (79922)
ACH-000651,-0.112076797223
ACH-000652,-0.08221889807539999
ACH-000653,-0.231369860757
ACH-000657,-0.18046732807399998
ACH-000658,-0.19233824539299998
ACH-000661,-0.021178485080400003
ACH-000662,0.09164350090630001
ACH-000663,-0.36068657703199997
ACH-000665,-0.222012260228
ACH-000671,-0.257220585796
ACH-000673,-0.211491703931
ACH-000676,-0.156641563327
ACH-000677,-0.14497038640100002
ACH-000681,-0.124305416108
ACH-000682,-0.10465747967700001
ACH-000683,-0.032598406551200006
ACH-000684,-0.432499473134
ACH-000688,-0.13059633211
ACH-000693,-0.096322796537
ACH-000694,-0.30180502771699996
ACH-000695,-0.359190083104
ACH-000696,-0.34932714278800003
ACH-000697,-0.118487586977
ACH-000699,-0.196082947682
ACH-000701,0.0623845027116
ACH-000706,-0.135542373689
ACH-000711,-0.135144043852
ACH-000713,-0.22023370975200002
ACH-000714,-0.276510056384
ACH-000718,-0.244684474505
ACH-000720,-0.427500641209
ACH-000721,-0.302726343262
ACH-000724,-0.0018802123056199998
ACH-000725,-0.219180216552
ACH-000732,-0.319138020061
ACH-000734,-0.09076557142139999
ACH-000735,-0.196766987367
ACH-000736,-0.151158781031
ACH-000738,-0.171434507401
ACH-000746,-0.37972449681299997
ACH-000747,-0.21146381522799998
ACH-000748,-0.25223460244199997
ACH-000753,-0.234899450622
ACH-000756,-0.19489046161600002
ACH-000757,-0.006719550579379999
ACH-000758,-0.225736794397
ACH-000760,-0.113497091465
ACH-000763,-0.06803741113680001
ACH-000764,-0.574067284799
ACH-000765,0.06648722304169999
ACH-000766,-0.266311989151
ACH-000767,-0.148102631262
ACH-000768,-0.22024145617899998
ACH-000769,0.0205369232621
ACH-000770,-0.11397086830299999
ACH-000771,-0.08432367295230002
ACH-000773,-0.145185937109
ACH-000776,-0.164615342182
ACH-000777,-0.139751801215
ACH-000778,-0.12419840369599999
ACH-000781,-0.16938141089899997
ACH-000782,-0.205580691882
ACH-000783,-0.05966265796569999
ACH-000784,-0.09021694208910001
ACH-000785,-0.0979307073405
ACH-000787,-0.085138983131
ACH-000788,-0.146765205971
ACH-000791,-0.292543223799
ACH-000792,-0.173128148398
ACH-000794,-0.22922465807700002
ACH-000796,-0.165822542354
ACH-000799,-0.07204303631739999
ACH-000800,-0.283321939352
ACH-000802,-0.135113114547
ACH-000804,-0.0862590556064
ACH-000805,-0.10143692665899999
ACH-000809,-0.133124876993
ACH-000810,-0.0340240533133
ACH-000811,-0.21566622552200002
ACH-000817,-0.24578498415600003
ACH-000819,0.0541878755434
ACH-000820,0.161383702858
ACH-000821,-0.41668720199500003
ACH-000822,-0.242125563418
ACH-000823,-0.150882236733
ACH-000824,-0.142697865819
ACH-000827,-0.14068232257899999
ACH-000829,-0.284701588981
ACH-000831,-0.18408993491099998
ACH-000832,-0.626475288326
ACH-000833,0.005320522164319999
ACH-000834,-0.113819358004
ACH-000835,-0.116765825649
ACH-000836,-0.21227246529599997
ACH-000837,-0.15580809854699998
ACH-000838,-0.303102935929
ACH-000839,-0.226602046954
ACH-000840,-0.19840658968400002
ACH-000841,-0.299091264104
ACH-000843,-0.0325244836248
ACH-000846,-0.316811819828
ACH-000847,-0.20361823822099998
ACH-000848,0.07035695058369999
ACH-000849,-0.195288742053
ACH-000851,0.10560615413499999
ACH-000855,-0.173110283934
ACH-000856,-0.27474342593
ACH-000858,-0.0932623604534
ACH-000859,-0.26676876653299997
ACH-000861,0.0721328330585
ACH-000862,-0.115394433117
ACH-000865,-0.21519379141800002
ACH-000866,-0.176579000053
ACH-000867,-0.107928630577
ACH-000869,-0.168688880711
ACH-000872,-0.140672866291
ACH-000873,-0.144975519012
ACH-000876,-0.0775525011998
ACH-000878,-0.15204002529400001
ACH-000880,-0.039306296033300006
ACH-000881,-0.124435980703
ACH-000882,-0.07887581683139999
ACH-000884,-0.210098021029
ACH-000885,-0.149913599989
ACH-000887,-0.08585267948010002
ACH-000888,-0.296522096288
ACH-000889,-0.20828250248500002
ACH-000890,-0.202967836955
ACH-000896,-0.196738435323
ACH-000898,-0.173124240134
ACH-000900,-0.449252708236
ACH-000901,-0.0851985296155
ACH-000905,-0.155662983949
ACH-000906,-0.18515899767400001
ACH-000907,-0.291756653395
ACH-000910,-0.09940701620169999
ACH-000911,-0.29249551266
ACH-000912,-0.261499444736
ACH-000913,-0.23369708371599998
ACH-000915,-0.21725751148699998
ACH-000916,-0.19260784434
ACH-000917,-0.136775816328
ACH-000921,-0.275481729564
ACH-000924,-0.192780046417
ACH-000926,-0.18282639725299998
ACH-000928,0.057067565658900005
ACH-000929,-0.567965649606
ACH-000932,-0.12439464829399999
ACH-000935,0.100216461703
ACH-000936,-0.0780137167492
ACH-000937,-0.20407650153999998
ACH-000938,-0.196721082993
ACH-000939,-0.494000546014
ACH-000941,-0.146556698238
ACH-000943,-0.243528756492
ACH-000946,-0.190417306532
ACH-000947,-0.0742725431175
ACH-000948,-0.0034178779334799996
ACH-000950,0.0124777307345
ACH-000953,-0.363166548641
ACH-000957,-0.24571587835
ACH-000958,-0.0786146441585
ACH-000960,-0.202292721774
ACH-000963,-0.491454200814
ACH-000968,-0.0639498506979
ACH-000969,-0.0422624210193
ACH-000973,-0.302742360863
ACH-000974,-0.137956081477
ACH-000975,-0.161410533208
ACH-000976,-0.156952723541
ACH-000978,0.0379348519978
ACH-000980,-0.185993808971
ACH-000984,-0.07675214090810001
ACH-000986,-0.158237537019
ACH-000988,-0.137156601033
ACH-000993,-0.31514148371399997
ACH-000994,-0.24025221425700002
ACH-000996,-0.30152441357099996
ACH-001001,-0.08505242395030001
ACH-001020,-0.14768129011
ACH-001028,-0.1345964983
ACH-001031,-0.138249053586
ACH-001038,-0.240824382493
ACH-001048,-0.136118743411
ACH-001050,-0.301189024701
ACH-001053,-0.12259107807700001
ACH-001054,-0.39034086093000003
ACH-001061,-0.118298793355
ACH-001067,-0.160180747294
ACH-001075,-0.119093996505
ACH-001096,0.00159622605265
ACH-001128,-0.17856107583
ACH-001134,-0.251039000096
ACH-001151,-0.29110029789299996
ACH-001163,-0.310093555408
ACH-001164,-0.188109769844
ACH-001173,-0.233183840223
ACH-001183,-0.0930092900376
ACH-001184,-0.22718866089
ACH-001190,-0.294538182203
ACH-001192,0.0066602138112399996
ACH-001193,-0.480536522144
ACH-001196,-0.0326231127553
ACH-001197,-0.500510469748
ACH-001205,-0.11033184404400001
ACH-001211,-0.173274852289
ACH-001212,-0.227947900304
ACH-001228,0.256825515455
ACH-001232,-0.322213062833
ACH-001239,-0.286305232642
ACH-001274,-0.473408193001
ACH-001275,-0.055879908038800004
ACH-001277,-0.0777757716881
ACH-001278,-0.20211423431699999
ACH-001280,-0.20652233762699998
ACH-001283,0.0354957691297
ACH-001289,-0.069672695587
ACH-001295,-0.16590801752999998
ACH-001300,-0.23051559264899998
ACH-001301,-0.237944190104
ACH-001302,-0.228339822346
ACH-001303,-0.23944638258499998
ACH-001306,-0.107273217043
ACH-001318,-0.19779721396299998
ACH-001322,-0.12224698222300001
ACH-001328,-0.27224262934300003
ACH-001332,-0.517616196753
ACH-001333,-0.46160363395599996
ACH-001336,-0.08635859343539999
ACH-001340,-0.181935980482
ACH-001346,-0.232997578226
ACH-001353,-0.18247461092
ACH-001354,-0.255921960858
ACH-001367,-0.0340105098631
ACH-001368,-0.286283013303
ACH-001374,-0.398656671454
ACH-001375,-0.0619718934251
ACH-001377,-0.06268920468190001
ACH-001380,-0.23110302587900003
ACH-001391,-0.23271673411600002
ACH-001407,-0.127482788374
ACH-001408,-0.38433911798299997
ACH-001413,-0.394046036285
ACH-001430,-0.304239219964
ACH-001431,-0.200366457192
ACH-001450,-0.232965432299
ACH-001496,-0.363660928486
ACH-001500,-0.48937902069399997
ACH-001521,-0.187054986931
ACH-001523,-0.23113641830899997
ACH-001532,-0.159287352555
ACH-001536,-0.05622905175980001
ACH-001550,-0.351634246615
ACH-001552,-0.203389274565
ACH-001554,-0.0704118749631
ACH-001645,-0.0658792915775
ACH-001654,-0.137810722849
ACH-001715,-0.12094375645199999
ACH-001735,-0.156251519688
ACH-001736,-0.303577388858
ACH-001737,-0.85273221807
ACH-001740,-0.0036878081353499998
ACH-001745,0.126458002048
ACH-001750,-0.098014673226
ACH-001765,-0.000997747459542
ACH-001956,-0.170091125937
ACH-001957,-0.169711441371
