,IFNK (56832)
ACH-000004,-0.024053172171400003
ACH-000007,-0.00120769400043
ACH-000009,0.09639140948739999
ACH-000011,0.17211674631700002
ACH-000012,0.18928078453699998
ACH-000013,0.196342756426
ACH-000014,0.0607860458179
ACH-000015,0.029898791053299997
ACH-000017,0.298012941571
ACH-000018,0.301063785573
ACH-000019,-0.10784005962899999
ACH-000021,0.135024514485
ACH-000022,0.136048909227
ACH-000025,0.12538304715999998
ACH-000028,0.266162070838
ACH-000030,0.107297183197
ACH-000035,0.106194709741
ACH-000036,0.203148447173
ACH-000037,0.213115022329
ACH-000039,0.242006037484
ACH-000040,0.24535160638599998
ACH-000041,-0.09404635437799999
ACH-000042,0.128057377
ACH-000045,0.264657883114
ACH-000047,0.151819041903
ACH-000052,0.132855915093
ACH-000053,0.0726799586455
ACH-000054,0.11838003270400001
ACH-000055,0.335450965383
ACH-000060,0.347684528982
ACH-000067,0.203266021838
ACH-000070,0.112254854127
ACH-000075,0.38009949022600004
ACH-000078,-0.138087802433
ACH-000082,0.020267087931599998
ACH-000085,0.28935411356
ACH-000086,0.22178012156100002
ACH-000087,0.310668263275
ACH-000092,0.143226364285
ACH-000095,0.07445913916869999
ACH-000097,0.187946385385
ACH-000098,0.160918033458
ACH-000099,0.129389557095
ACH-000108,0.268484033763
ACH-000113,0.20746111520799998
ACH-000115,0.316118616708
ACH-000116,0.35769453036700005
ACH-000118,0.10437110034600001
ACH-000120,0.287311050597
ACH-000123,0.17256137540999997
ACH-000127,0.0959570530984
ACH-000128,0.139518454278
ACH-000132,0.140056148872
ACH-000133,0.22620696708000002
ACH-000137,0.14742226213600002
ACH-000138,0.0532447506592
ACH-000142,0.403939244823
ACH-000143,0.13988029156600001
ACH-000146,0.13425601570499998
ACH-000148,0.213081376363
ACH-000150,0.208868046426
ACH-000152,0.18863503855099997
ACH-000153,0.317008047825
ACH-000159,0.215225723145
ACH-000160,0.12662025453
ACH-000163,0.159356865441
ACH-000167,0.213834144474
ACH-000168,0.0727360042771
ACH-000169,0.24286984097
ACH-000178,0.173787042506
ACH-000182,0.12006493585999999
ACH-000183,0.190184001367
ACH-000188,0.26387817024
ACH-000189,0.08007834518139999
