,SMC6 (79677)
ACH-000004,-0.5970044042939999
ACH-000007,-0.781058104184
ACH-000009,-0.412128464004
ACH-000011,-0.36210327159100003
ACH-000012,-0.507365441198
ACH-000013,-0.696561808799
ACH-000014,-0.726571355461
ACH-000015,-0.387549613784
ACH-000017,-0.410860152964
ACH-000018,-0.77713823044
ACH-000019,-0.540376290603
ACH-000021,-0.7215000240539999
ACH-000022,-0.468880803445
ACH-000025,-0.7193424033920001
ACH-000028,-0.38582693446599997
ACH-000030,-0.6445224659759999
ACH-000035,-0.496884463765
ACH-000036,-0.815118466089
ACH-000037,-0.7166868939550001
ACH-000039,-0.525043847453
ACH-000040,-0.671704586527
ACH-000041,-0.809918246101
ACH-000042,-0.6842794001629999
ACH-000045,-0.522471914051
ACH-000047,-0.581022322503
ACH-000052,-0.804656943985
ACH-000053,-0.38065755022299996
ACH-000054,-0.8733411450859999
ACH-000055,-0.314461649548
ACH-000060,-0.67599228193
ACH-000067,-0.9113282970559999
ACH-000070,-0.876284738617
ACH-000075,-0.761219407795
ACH-000078,-0.7436516004479999
ACH-000082,-0.483883345781
ACH-000085,-0.780907018322
ACH-000086,-0.797671994053
ACH-000087,-0.740279888284
ACH-000092,-0.7730240346539999
ACH-000095,-0.789065084419
ACH-000097,-0.44605651365599996
ACH-000098,-0.7759543481
ACH-000099,-0.016773450668799997
ACH-000108,-0.276508199128
ACH-000113,-0.545927561169
ACH-000115,-0.598947071898
ACH-000116,-0.591451954204
ACH-000118,-0.5572411762780001
ACH-000120,-0.42841268825499995
ACH-000123,-0.462836646026
ACH-000127,-0.7286607871430001
ACH-000128,-1.0470461526200001
ACH-000132,-0.7343579515399999
ACH-000133,-0.768373226865
ACH-000137,-0.84070865772
ACH-000138,-0.600981558081
ACH-000142,-0.459846560197
ACH-000143,-0.6281726213359999
ACH-000146,-0.633960999818
ACH-000148,-0.601467319738
ACH-000150,-0.788895536965
ACH-000152,-1.16007904021
ACH-000153,-0.492504650909
ACH-000159,-0.527489129444
ACH-000160,-0.752463608685
ACH-000163,-0.636134296213
ACH-000167,-0.81022874293
ACH-000168,-0.7651609414730001
ACH-000169,-0.652502834238
ACH-000178,-0.621982974723
ACH-000182,-0.667791302859
ACH-000183,-0.614740196626
ACH-000188,-0.624886628273
ACH-000189,-0.7287408786049999
ACH-000190,-0.553760101117
ACH-000198,-0.683443259652
ACH-000204,-0.345014661347
ACH-000206,-0.6263085374149999
ACH-000207,-1.0202303983499998
ACH-000211,-0.605432421148
ACH-000215,-0.9703410064069999
ACH-000221,-0.37643261540399997
ACH-000222,-0.23760781221000002
ACH-000223,-0.39717241413500004
ACH-000226,-0.7172882597679999
ACH-000227,-0.705437152186
ACH-000228,-0.664612495344
ACH-000231,-1.0803817687200001
ACH-000232,-0.7487481208110001
ACH-000233,-0.485184309994
ACH-000234,-0.7371415957199999
ACH-000235,-0.7355121771940001
ACH-000237,-0.7961269850839999
ACH-000238,-0.550326356816
ACH-000243,-0.7502832481300001
