,PP2D1 (151649)
ACH-000004,-0.0662500464755
ACH-000007,-0.0556388038851
ACH-000009,0.054022545603900005
ACH-000011,0.0939718831529
ACH-000012,0.060139207342600004
ACH-000013,0.16147114783
ACH-000014,0.0854651898999
ACH-000015,0.0719127000438
ACH-000017,0.22562086905
ACH-000018,0.139310834004
ACH-000019,0.47213956286700004
ACH-000021,0.18758859248
ACH-000022,0.08805705357100001
ACH-000025,0.0168403753681
ACH-000028,0.172937857034
ACH-000030,0.133795521122
ACH-000035,0.204289606151
ACH-000036,0.14780236471799998
ACH-000037,0.21954221834000004
ACH-000039,0.563619508096
ACH-000040,0.254856615159
ACH-000041,0.23588511595800002
ACH-000042,0.11254934160800001
ACH-000045,0.231763334575
ACH-000047,0.00962986984783
ACH-000052,0.109927221448
ACH-000053,0.11492770109099999
ACH-000054,0.00884387454369
ACH-000055,0.188416409202
ACH-000060,0.11771102995300001
ACH-000067,-0.24531715136
ACH-000070,0.049318369196100005
ACH-000075,0.089587454609
ACH-000078,0.227424244855
ACH-000082,0.199717960767
ACH-000085,0.125937094561
ACH-000086,0.0836323094202
ACH-000087,0.195595653155
ACH-000092,0.0411418336766
ACH-000095,0.011907142043700001
ACH-000097,0.11695309997400001
ACH-000098,-0.0299443828474
ACH-000099,0.213167996305
ACH-000108,0.0637777792385
ACH-000113,0.171020814195
ACH-000115,0.389717354867
ACH-000116,0.08445127846629999
ACH-000118,0.22384880996999998
ACH-000120,0.322358648567
ACH-000123,0.0503770975715
ACH-000127,0.109190090754
ACH-000128,0.18861187598
ACH-000132,0.21341975492600002
ACH-000133,0.278482940197
ACH-000137,0.0847817612431
ACH-000138,0.164764844518
ACH-000142,0.155488684362
ACH-000143,0.314032054811
ACH-000146,0.14408426562100002
ACH-000148,0.14219256647700002
ACH-000150,-0.042632301254699995
ACH-000152,0.08206357968660001
ACH-000153,0.123250150899
ACH-000159,0.162858239898
ACH-000160,0.123096258628
ACH-000163,0.09736981065519999
ACH-000167,-0.127992114426
ACH-000168,0.332013985465
ACH-000169,0.0561418593045
ACH-000178,0.201971865654
ACH-000182,0.16727210258300002
ACH-000183,0.236113318483
ACH-000188,0.112167354321
ACH-000189,0.0125762786026
ACH-000190,-0.109759709175
ACH-000198,0.24313781373100002
ACH-000204,0.10136894340500001
ACH-000206,0.0039207191880500005
ACH-000207,0.0730792640725
ACH-000211,0.025587115469200002
ACH-000215,0.13448607351199998
ACH-000221,0.264796010133
ACH-000222,0.321383663813
ACH-000223,0.09891866201410002
ACH-000226,0.143999736204
ACH-000227,-0.033553609012599996
ACH-000228,0.0396356817596
ACH-000231,0.119969537868
ACH-000232,0.09558755526830001
ACH-000233,0.0596691374601
ACH-000234,0.019947545904700003
ACH-000235,0.103313784854
ACH-000237,0.233515051602
ACH-000238,0.0275748442643
ACH-000243,0.255498914412
ACH-000244,0.0123958811032
ACH-000246,0.133297591607
ACH-000248,0.24634739706599998
ACH-000250,0.0882662580445
ACH-000251,0.20965301405499998
ACH-000253,0.125630795538
ACH-000255,-0.0501787514875
ACH-000256,0.138445770716
ACH-000257,-0.00545822220874
ACH-000258,0.0528993871184
ACH-000259,0.22124972121199998
ACH-000260,0.135797999101
ACH-000261,0.12301045124000001
ACH-000262,0.215508723331
ACH-000263,-0.219254206759
ACH-000264,0.031229620292700003
ACH-000265,0.05938635564619999
ACH-000266,0.157711035266
ACH-000272,0.104171595868
ACH-000273,0.155118175076
ACH-000274,0.055043585529500005
ACH-000277,0.19951072244800003
ACH-000278,0.046767435445400005
ACH-000279,0.0963311190147
ACH-000280,0.32837021749699996
ACH-000281,0.23561350427799999
ACH-000288,0.0605421155006
ACH-000291,0.135185861141
ACH-000293,-0.050235086956099996
ACH-000294,0.152883054104
ACH-000295,0.329699571024
ACH-000296,0.19103463737999998
ACH-000302,0.13817645854399999
ACH-000304,-0.172032884124
ACH-000307,-0.058298553874699996
ACH-000308,0.128168417769
ACH-000310,0.14751025536499998
ACH-000311,0.237434632666
ACH-000312,0.202367965026
ACH-000315,0.43718248957500006
ACH-000316,0.29524948302299997
ACH-000317,0.26033272454100004
ACH-000318,0.15841291101299998
ACH-000319,0.032905967579900004
ACH-000320,0.0629167663995
ACH-000322,0.121553101774
ACH-000323,0.00043626886734699996
ACH-000324,0.19128891512600002
ACH-000329,0.0534951249597
ACH-000330,0.416195137939
ACH-000331,0.10066226098600001
ACH-000332,0.133470098876
ACH-000334,0.23044437503000004
ACH-000335,0.146420036714
ACH-000336,0.211974257613
ACH-000337,0.10731207655300001
ACH-000339,0.137499929811
ACH-000341,0.134922142142
ACH-000348,0.09886270755139999
ACH-000350,0.26391371757599996
ACH-000352,0.17848471745299999
ACH-000356,0.0662884470287
ACH-000361,0.0846228146493
ACH-000362,0.136951366466
ACH-000363,0.10290965007099999
ACH-000364,0.08727255527519999
ACH-000365,0.154593928934
ACH-000366,0.0892559770194
ACH-000368,0.0356701852671
ACH-000374,0.151732205997
ACH-000375,0.05934260544419999
ACH-000376,-0.00419621413235
ACH-000381,0.202647780227
ACH-000383,0.0457330351398
ACH-000387,0.237774031096
ACH-000389,0.0782236320866
ACH-000390,0.173835000572
ACH-000393,0.205933519361
ACH-000395,0.183122986462
ACH-000397,0.134868848855
ACH-000401,0.07885317201169999
ACH-000402,-0.139779563444
ACH-000403,0.156364937282
ACH-000404,0.136830809782
ACH-000406,0.12166214443
ACH-000407,0.08642239886320001
ACH-000408,0.08724747856750001
ACH-000410,0.073903851524
ACH-000411,0.18010323353
ACH-000414,0.223384515656
ACH-000415,-0.016299931700899998
ACH-000416,0.154648046953
ACH-000420,0.07134269386560001
ACH-000421,0.108363955471
ACH-000424,0.147998949039
ACH-000425,0.133660277862
ACH-000426,0.163774971789
ACH-000427,0.085269940943
ACH-000433,0.40439138676799996
ACH-000436,0.151474666287
ACH-000444,0.246866794362
