,RNF19A (25897)
ACH-000004,-0.359371819629
ACH-000007,-0.0765298361552
ACH-000009,-0.0167500989526
ACH-000011,-0.0558677525961
ACH-000012,-0.040463257822800004
ACH-000013,-0.0394356915949
ACH-000014,0.291174301045
ACH-000015,-0.0843140709475
ACH-000017,-0.0828125711173
ACH-000018,0.105791229996
ACH-000019,0.16701254531999998
ACH-000021,0.0087565839815
ACH-000022,-0.0780197127685
ACH-000025,0.159117741543
ACH-000028,-0.19485906173300002
ACH-000030,-0.0107248355174
ACH-000035,0.019633812597599998
ACH-000036,-0.05270754282819999
ACH-000037,-0.119788477913
ACH-000039,-0.27308673417199997
ACH-000040,-0.126570239419
ACH-000041,-0.258453706285
ACH-000042,-0.157770145512
ACH-000045,0.0356992382878
ACH-000047,-0.007554635611520001
ACH-000052,0.160615971069
ACH-000053,-0.315531182112
ACH-000054,-0.026156688222500002
ACH-000055,-0.0195582871707
ACH-000060,0.057445730884099995
ACH-000067,0.106917229987
ACH-000070,0.0573220546616
ACH-000075,0.166301486426
ACH-000078,-0.236804443878
ACH-000082,0.0525874122069
ACH-000085,0.119824052041
ACH-000086,-0.0187324178612
ACH-000087,-0.335463763569
ACH-000092,-0.193978095425
ACH-000095,0.140454849587
ACH-000097,-0.10047897891799999
ACH-000098,-0.0482287668701
ACH-000099,-0.0782554294535
ACH-000108,0.0257798239107
ACH-000113,-0.119055251806
ACH-000115,-0.32568018560600004
ACH-000116,-0.045127133786199994
ACH-000118,-0.020756030011
ACH-000120,-0.222857051598
ACH-000123,-0.0387521714833
ACH-000127,-0.288016467927
ACH-000128,-0.135183074917
ACH-000132,-0.0656041276039
ACH-000133,-0.0684947131768
ACH-000137,-0.073079119499
ACH-000138,-0.0185701066181
ACH-000142,-0.0953092097895
ACH-000143,-0.165035823452
ACH-000146,-0.164714186928
ACH-000148,-0.164614253907
ACH-000150,-0.120027638873
ACH-000152,0.0538600036548
ACH-000153,-0.37479466666999994
ACH-000159,-0.014868789580899999
ACH-000160,-0.110358043974
ACH-000163,0.150275339211
ACH-000167,-0.138607592085
ACH-000168,-0.116133169367
ACH-000169,0.020818225919400003
ACH-000178,0.0564586577567
ACH-000182,-0.060452979145300005
ACH-000183,-0.144520825803
ACH-000188,-0.058468881977500005
ACH-000189,0.00936827119335
ACH-000190,-0.28097865640299996
ACH-000198,-0.0116895624319
ACH-000204,-0.313539110374
ACH-000206,-0.19018681847
ACH-000207,-0.499839189851
ACH-000211,-0.147477122874
ACH-000215,0.048791149380900005
ACH-000221,-0.175238011831
ACH-000222,0.101713874794
ACH-000223,-0.215353781505
ACH-000226,-0.19902563481600002
ACH-000227,-0.169620751836
ACH-000228,0.08670774201169999
ACH-000231,-0.11600566388599999
ACH-000232,0.0154954273188
ACH-000233,0.145695838549
ACH-000234,-0.250563535006
ACH-000235,-0.0520901455508
ACH-000237,-0.021155524424700003
ACH-000238,-0.0307196232057
ACH-000243,-0.10802208593
ACH-000244,0.23192577322500002
ACH-000246,-0.026357633965599998
ACH-000248,-0.0291291302973
ACH-000250,0.0477330228377
ACH-000251,0.22670164080699998
ACH-000253,-0.0123060400484
ACH-000255,0.16493378677
ACH-000256,-0.0499527928694
ACH-000257,0.11100774307399999
ACH-000258,0.10829433016699999
ACH-000259,-0.047882507981500004
ACH-000260,-0.00438602301902
ACH-000261,-0.00584172594646
ACH-000262,-0.021693643332000002
ACH-000263,-0.0801278169022
ACH-000264,-0.315553930135
ACH-000265,-0.156377288806
ACH-000266,-0.155386853461
ACH-000272,-0.045191422646000005
ACH-000273,-0.0906245287663
ACH-000274,-0.097656309517
ACH-000277,-0.342426951183
ACH-000278,0.116560963682
ACH-000279,0.03437932300819999
ACH-000280,0.00616653586414
ACH-000281,-0.07778549134210001
ACH-000288,0.0012079448256800001
ACH-000291,-0.0231169544268
ACH-000293,-0.11609543841700001
ACH-000294,-0.121880350705
ACH-000295,0.0252468170198
ACH-000296,-0.0504797550173
