,PLEKHS1 (79949)
ACH-000004,0.0163270014688
ACH-000007,0.09479199616720001
ACH-000009,-0.0933897911533
ACH-000011,0.124895644803
ACH-000012,0.0417744312092
ACH-000013,0.107078658406
ACH-000014,0.007651599762790001
ACH-000015,0.0542265209539
ACH-000017,0.033529057249599994
ACH-000018,0.290283713758
ACH-000019,0.265150827219
ACH-000021,0.132410019333
ACH-000022,0.20564274369899999
ACH-000025,-0.0521199737321
ACH-000028,0.0290530752432
ACH-000030,0.029123185644099995
ACH-000035,-0.038771705003400006
ACH-000036,-0.0231283089278
ACH-000037,-0.061623207868400004
ACH-000039,0.178387421661
ACH-000040,-0.031006012349499998
ACH-000041,0.000846705094683
ACH-000042,-0.114999784431
ACH-000045,0.11817046465
ACH-000047,0.103336210186
ACH-000052,0.254136348573
ACH-000053,-0.052488269962800004
ACH-000054,0.0863624785372
ACH-000055,0.236871254888
ACH-000060,-0.0625950242698
ACH-000067,-0.00534698273469
ACH-000070,0.03861693432069999
ACH-000075,-0.142631588591
ACH-000078,0.119271680014
ACH-000082,-0.00677005022751
ACH-000085,-0.033724961718200004
ACH-000086,-0.0484148077421
ACH-000087,0.2389312113
ACH-000092,0.0410947310866
ACH-000095,-0.00771133224684
ACH-000097,-0.0255268489874
ACH-000098,0.037625534757
ACH-000099,0.12546869515
ACH-000108,0.0370158125899
ACH-000113,0.117881048172
ACH-000115,0.08231521684330001
ACH-000116,0.273064648797
ACH-000118,0.0229524238293
ACH-000120,-0.039612327847699996
ACH-000123,0.09705303787820001
ACH-000127,0.094612244496
ACH-000128,0.056790631784800004
ACH-000132,0.0897489338413
ACH-000133,-0.051959309607899996
ACH-000137,0.00960312009931
ACH-000138,-0.0857035754526
ACH-000142,0.00450860068138
ACH-000143,-0.153683274015
ACH-000146,0.0595238740085
ACH-000148,0.0356285455521
ACH-000150,0.04788259626730001
ACH-000152,0.154129993764
ACH-000153,0.231360797038
ACH-000159,0.0322997290722
ACH-000160,0.127973967608
ACH-000163,0.0506490819941
ACH-000167,0.17734784367800002
ACH-000168,-0.09826156739839999
ACH-000169,-0.0415987633135
ACH-000178,0.244160420207
ACH-000182,0.106008526916
ACH-000183,0.0356880026136
ACH-000188,0.0530603508149
ACH-000189,0.0425407177793
ACH-000190,0.0302785119286
ACH-000198,-0.0815134313501
ACH-000204,0.171989136377
ACH-000206,0.0461132196421
ACH-000207,-0.26335083575999996
ACH-000211,0.0483426419996
ACH-000215,0.045216481547999995
ACH-000221,0.0077285078948500004
ACH-000222,0.007738901926459999
ACH-000223,-0.04786362878980001
ACH-000226,0.126363783368
ACH-000227,0.000549696975506
ACH-000228,-0.170282267962
ACH-000231,-0.07315946474769999
ACH-000232,-0.00967642551405
ACH-000233,0.0424271605769
ACH-000234,0.196961313484
ACH-000235,0.0930120248251
ACH-000237,-0.0935855349258
ACH-000238,0.0997897749525
ACH-000243,0.0376917117638
ACH-000244,0.060370917946199996
ACH-000246,0.059009270744599995
ACH-000248,0.170176783497
ACH-000250,0.0630992955434
ACH-000251,-0.11733427539499999
ACH-000253,-0.00221539982356
ACH-000255,-0.026303341573200002
ACH-000256,0.144375801715
ACH-000257,0.0532700929425
ACH-000258,-0.041113839203
ACH-000259,0.0128258049442
ACH-000260,0.07148774160360001
ACH-000261,0.0272999356654
ACH-000262,0.0170869839048
ACH-000263,-0.0328641140949
ACH-000264,0.104957281368
ACH-000265,0.14646119415699999
ACH-000266,0.0358585631376
ACH-000272,-0.0413499098125
ACH-000273,0.0122820040223
ACH-000274,0.0337537826826
ACH-000277,-0.0663496291754
ACH-000278,0.011727771805200002
ACH-000279,-0.029003188047700003
ACH-000280,0.21704699792800003
ACH-000281,0.11693997898
ACH-000288,-0.0448052877029
ACH-000291,0.035392991797
ACH-000293,0.0905623351985
ACH-000294,-0.07791505008230001
ACH-000295,-0.114188358753
ACH-000296,-0.18560463443599998
ACH-000302,0.0332262328391
ACH-000304,0.038895838234599994
ACH-000307,-0.025483684282
ACH-000308,0.0339696862453
ACH-000310,-0.0806017215547
ACH-000311,0.0674750995853
ACH-000312,-0.060210106315000005
ACH-000315,0.188775039388
ACH-000316,0.0904158010496
ACH-000317,0.028376578246499997
ACH-000318,-0.0972715712711
ACH-000319,-0.00289748713607
ACH-000320,0.123987687301
ACH-000322,0.0409034948258
ACH-000323,-0.0235593815441
ACH-000324,0.132807214328
ACH-000329,0.0362776644257
ACH-000330,0.20856368440200002
ACH-000331,-0.0923164487686
ACH-000332,0.118443933024
ACH-000334,0.117747161299
ACH-000335,-0.366471173373
ACH-000336,0.105884346659
