,CDRT15L2 (256223)
ACH-000004,0.0640393700545
ACH-000007,0.29856378726599997
ACH-000009,0.173484026129
ACH-000011,0.0366678636823
ACH-000012,0.150927117337
ACH-000013,-0.0477718598599
ACH-000014,0.150434628721
ACH-000015,0.117922793299
ACH-000017,0.28532922393300003
ACH-000018,0.040120908833
ACH-000019,0.190933547377
ACH-000021,0.322479077462
ACH-000022,-0.224012706255
ACH-000025,-0.163232241387
ACH-000028,0.163972774613
ACH-000030,0.09160030402730002
ACH-000035,0.0979154798965
ACH-000036,-0.011824037887999999
ACH-000037,-0.00274864512587
ACH-000039,0.335120593692
ACH-000040,-0.08790057836319999
ACH-000041,0.09211588899539999
ACH-000042,0.0350784249836
ACH-000045,0.244792435036
ACH-000047,-0.026805497236799997
ACH-000052,0.117055704449
ACH-000053,0.16059452946699998
ACH-000054,0.09100753967250001
ACH-000055,0.15540404484
ACH-000060,-0.24456707411800002
ACH-000067,-0.10348274082699999
ACH-000070,0.18423260496
ACH-000075,0.136837947076
ACH-000078,0.11905011618200001
ACH-000082,-0.10376070788200001
ACH-000085,-0.0165146461394
ACH-000086,0.18130241218499998
ACH-000087,0.087450586911
ACH-000092,0.09623576494200001
ACH-000095,0.024310810270599996
ACH-000097,-0.0616917661659
ACH-000098,-0.14116500215299999
ACH-000099,0.283998150948
ACH-000108,0.29446056796500003
ACH-000113,0.268599751829
ACH-000115,0.168322996061
ACH-000116,0.157743139055
ACH-000118,0.262864528301
ACH-000120,0.26168644086
ACH-000123,0.076762640643
ACH-000127,0.178765780236
ACH-000128,0.06340813289340001
ACH-000132,0.194777140713
ACH-000133,0.0334601296226
ACH-000137,-0.161928824039
ACH-000138,0.104755096152
ACH-000142,0.055299419867
ACH-000143,0.36879409386100004
ACH-000146,0.0951365791147
ACH-000148,0.0980847481285
ACH-000150,-0.0389420046016
ACH-000152,-0.27954338051
ACH-000153,-0.293149881073
ACH-000159,0.06410947933519999
ACH-000160,0.140013748252
ACH-000163,-0.22496909055599998
ACH-000167,-0.006821369991359999
ACH-000168,0.218523667897
ACH-000169,0.327127250339
ACH-000178,0.11573388293600001
ACH-000182,0.142804621815
ACH-000183,0.140853423881
ACH-000188,-0.061635822326800004
ACH-000189,0.09418671853760001
ACH-000190,0.129314667037
ACH-000198,0.203473192527
ACH-000204,0.5397784630879999
ACH-000206,-0.00656010461496
ACH-000207,-0.131095148562
ACH-000211,0.13611258011299998
ACH-000215,0.0998427334254
ACH-000221,0.264504360455
ACH-000222,0.331108985057
ACH-000223,0.121987572725
ACH-000226,0.133331629965
ACH-000227,0.110034515268
ACH-000228,0.0714920501068
ACH-000231,0.06907133900769999
ACH-000232,-0.00193372026837
ACH-000233,-0.008778480642419999
ACH-000234,-0.0713416977595
ACH-000235,0.0472842683266
