,SH2D1B (117157)
ACH-000004,-0.08569505248989999
ACH-000007,-0.125037757784
ACH-000009,-0.11034293635399998
ACH-000011,-0.09324954878260001
ACH-000012,-0.0558356572949
ACH-000013,-0.0678828356429
ACH-000014,-0.298321030108
ACH-000015,-0.09648709163889999
ACH-000017,-0.10956036135500001
ACH-000018,-0.195002503035
ACH-000019,-0.131342503681
ACH-000021,-0.0939534229002
ACH-000022,0.11898644925
ACH-000025,-0.271485335198
ACH-000028,0.0996259404644
ACH-000030,-0.0138253225034
ACH-000035,-0.09920269264550001
ACH-000036,-0.0643496798301
ACH-000037,-0.08612271613019999
ACH-000039,-0.078034688664
ACH-000040,-0.0885861497239
ACH-000041,-0.18695100590999997
ACH-000042,0.112130266117
ACH-000045,-0.0169546415595
ACH-000047,-0.0689577619796
ACH-000052,-0.049336897148
ACH-000053,-0.101614920546
ACH-000054,-0.061663429526000006
ACH-000055,-0.0957664039234
ACH-000060,-0.0345207678255
ACH-000067,-0.130509888284
ACH-000070,-0.102794126281
ACH-000075,-0.133734797021
ACH-000078,-0.0770069342266
ACH-000082,-0.0207563276188
ACH-000085,-0.00541875631836
ACH-000086,-0.35718188950199997
ACH-000087,0.00290207018347
ACH-000092,-0.10755554126599999
ACH-000095,-0.09919797766380001
ACH-000097,0.026599042568900003
ACH-000098,-0.205020307033
ACH-000099,-0.0964714465261
ACH-000108,-0.12962495056099999
ACH-000113,-0.0446254965425
ACH-000115,-0.0774691407601
ACH-000116,-0.114188256421
ACH-000118,-0.051668368887499996
ACH-000120,-0.0770963393773
ACH-000123,-0.0411421915945
ACH-000127,-0.14044060844200001
ACH-000128,-0.07673553106360001
ACH-000132,-0.164716190821
ACH-000133,-0.20360346158
ACH-000137,-0.231729824877
ACH-000138,0.011830024752
ACH-000142,-0.214770421967
ACH-000143,-0.236455020758
ACH-000146,-0.0758479697032
ACH-000148,-0.151564746803
ACH-000150,-0.180554442486
ACH-000152,0.00184920106919
ACH-000153,-0.30715045867400004
ACH-000159,-0.189489958233
ACH-000160,0.0245721141382
ACH-000163,-0.192184590185
ACH-000167,0.010847572034
ACH-000168,0.10839834357599999
ACH-000169,-0.143227781586
ACH-000178,-0.08073337765319999
ACH-000182,-0.0203842438678
ACH-000183,-0.16084219852
ACH-000188,-0.0367557810241
ACH-000189,-0.17930341197500002
ACH-000190,-0.0377146049365
ACH-000198,-0.0319186602335
ACH-000204,-0.28171070249499996
ACH-000206,-0.14278133055
ACH-000207,0.0321913591037
ACH-000211,-0.05346181415680001
ACH-000215,-0.20066382414
ACH-000221,0.0148259373251
ACH-000222,-0.154718880601
ACH-000223,-0.148374621599
ACH-000226,-0.142690659356
ACH-000227,-0.146116201161
ACH-000228,-0.303383318524
ACH-000231,-0.07623479698810001
ACH-000232,-0.220545544123
ACH-000233,-0.06677374405
ACH-000234,-0.18358792842
ACH-000235,-0.149159493636
ACH-000237,-0.0668269233629
