,RPL7L1 (285855)
ACH-000004,-0.41895746602300005
ACH-000007,-0.845926041635
ACH-000009,-0.781292865608
ACH-000011,-0.9121904165989999
ACH-000012,-0.7856436143019999
ACH-000013,-0.9612178544779999
ACH-000014,-0.8561139900749999
ACH-000015,-0.804113141151
ACH-000017,-0.650087497761
ACH-000018,-1.00280684069
ACH-000019,-0.772208934111
ACH-000021,-0.7820139646340001
ACH-000022,-0.5435645367199999
ACH-000025,-0.914378771652
ACH-000028,-0.690917155607
ACH-000030,-0.878192352136
ACH-000035,-0.651049070383
ACH-000036,-0.731477031444
ACH-000037,-1.01488422325
ACH-000039,-0.89856086559
ACH-000040,-0.966559929708
ACH-000041,-0.756918118282
ACH-000042,-0.8581566710780001
ACH-000045,-0.90636207691
ACH-000047,-0.844889579694
ACH-000052,-1.1637921663700002
ACH-000053,-0.8035714236849999
ACH-000054,-0.8724455848289999
ACH-000055,-1.0518734713
ACH-000060,-0.946593542061
ACH-000067,-0.914594241331
ACH-000070,-0.9709393434739999
ACH-000075,-1.19656864426
ACH-000078,-0.608989800046
ACH-000082,-1.0208643347700002
ACH-000085,-0.919970720432
ACH-000086,-0.8292612023810001
ACH-000087,-0.853534701474
ACH-000092,-0.948716595851
ACH-000095,-0.7620732872499999
ACH-000097,-0.815510323284
ACH-000098,-0.85395734184
ACH-000099,-0.674052553642
ACH-000108,-0.7272553104639999
ACH-000113,-0.7016328755169999
ACH-000115,-0.926622504293
ACH-000116,-0.853892544156
ACH-000118,-1.0111067575
ACH-000120,-0.795053959344
ACH-000123,-0.6872349942779999
ACH-000127,-1.0083284075599999
ACH-000128,-0.83340105129
ACH-000132,-0.962901513133
ACH-000133,-0.9404323039
ACH-000137,-0.892981687112
ACH-000138,-0.6869131996
ACH-000142,-0.970831601787
ACH-000143,-0.926417684577
ACH-000146,-0.613442418542
ACH-000148,-0.7127915974860001
ACH-000150,-0.7890439374930001
ACH-000152,-0.940618852632
ACH-000153,-1.08440209036
ACH-000159,-0.838741550158
ACH-000160,-0.863022325309
ACH-000163,-0.897578302028
ACH-000167,-1.1223397389799998
ACH-000168,-0.7688812206910001
ACH-000169,-0.9535519550139999
ACH-000178,-0.9035652517530001
ACH-000182,-0.8133975163670001
ACH-000183,-0.770245580335
ACH-000188,-0.798927718432
ACH-000189,-0.9293773355299999
ACH-000190,-0.9990912014100001
ACH-000198,-0.7896987427459999
ACH-000204,-0.43593665612599997
ACH-000206,-0.776426466675
ACH-000207,-0.9347882992730001
ACH-000211,-0.8331867586280001
ACH-000215,-0.801199374062
ACH-000221,-0.8247402726459999
ACH-000222,-1.03381185834
ACH-000223,-0.816066695871
ACH-000226,-0.917327891215
ACH-000227,-0.8766281609659999
ACH-000228,-0.901592360646
ACH-000231,-0.992508707069
ACH-000232,-0.795696197643
ACH-000233,-0.806456779686
ACH-000234,-0.7935224600380001
ACH-000235,-0.7028895406389999
ACH-000237,-0.872313209085
ACH-000238,-0.80359143573
ACH-000243,-0.7553038303210001
ACH-000244,-0.999837078094
ACH-000246,-0.7738597355399999
ACH-000248,-0.821249961241
ACH-000250,-0.934388896837
ACH-000251,-0.953015558903
ACH-000253,-0.55479625219
ACH-000255,-0.863183708688
ACH-000256,-0.697645061083
ACH-000257,-1.06474294717
ACH-000258,-0.818477732366
ACH-000259,-0.778469873884
ACH-000260,-0.870468949952
ACH-000261,-0.6731618504160001
ACH-000262,-0.751557399518
ACH-000263,-0.967710360607
ACH-000264,-1.0425360594700002
ACH-000265,-0.915373302499
ACH-000266,-0.642460017914
ACH-000272,-0.8565506490360001
ACH-000273,-0.764109398866
ACH-000274,-1.0984266480299998
ACH-000277,-0.585551237016
ACH-000278,-0.9600264687729999
ACH-000279,-0.873421245293
ACH-000280,-0.816396629885
ACH-000281,-0.769279402463
ACH-000288,-0.9026045963299999
ACH-000291,-0.678770986941
ACH-000293,-0.6957757937469999
ACH-000294,-0.294796547088
ACH-000295,-0.4933228725
ACH-000296,-1.0049979826100002
ACH-000302,-0.9533006392460001
ACH-000304,-0.591428843501
ACH-000307,-0.890870677677
ACH-000308,-0.8259854796899999
ACH-000310,-0.8268474669600001
ACH-000311,-0.880742019176
ACH-000312,-0.750566553556
ACH-000315,-0.8760357408
ACH-000316,-0.860425277035
ACH-000317,-0.8114209725020001
ACH-000318,-0.829839335695
