,SOWAHC (65124)
ACH-000362,-0.10132228575300001
ACH-000363,-0.0806651241993
ACH-000364,-0.296701196445
ACH-000365,-0.23361625373199998
ACH-000366,-0.0833715577439
ACH-000368,-0.426819657815
ACH-000374,-0.413776281549
ACH-000375,-0.0313834726753
ACH-000376,-0.282131933225
ACH-000381,-0.402992280207
ACH-000383,-0.266089631591
ACH-000387,-0.09853907478880002
ACH-000389,-0.330769912065
ACH-000390,-0.23930490088000003
ACH-000393,-0.195691807677
ACH-000395,-0.274206305154
ACH-000397,-0.213829749323
ACH-000401,-0.273408893672
ACH-000402,-0.0118809070756
ACH-000403,-0.34683559366899996
ACH-000404,0.0338741642772
ACH-000406,-0.20290579179200002
ACH-000407,-0.434095192588
ACH-000408,-0.22640962442899998
ACH-000410,-0.16098478968
ACH-000411,-0.310183752415
ACH-000414,-0.155469207844
ACH-000415,-0.37500732927599995
ACH-000416,-0.305337787463
ACH-000420,-0.152728778352
ACH-000421,-0.14494034168199998
ACH-000424,-0.465448289546
ACH-000425,-0.365250609213
ACH-000426,-0.037129042676800006
ACH-000427,-0.43833257021099997
ACH-000433,-0.213044230542
ACH-000436,-0.3628803506
ACH-000444,-0.238885233799
ACH-000445,-0.18290823767
ACH-000448,-0.0981593354975
ACH-000450,-0.0921910151967
ACH-000452,-0.151686858842
ACH-000454,-0.36548294792900005
ACH-000458,-0.141783278036
ACH-000459,-0.0766228210064
ACH-000460,-0.315076647291
ACH-000461,-0.0331662379422
ACH-000463,-0.218721008798
ACH-000464,-0.203696501567
ACH-000466,-0.332006509639
ACH-000467,-0.197911486415
ACH-000468,-0.21437803106199999
ACH-000469,-0.298109032639
ACH-000470,-0.183300650817
ACH-000471,-0.32244145576600003
ACH-000472,-0.185411890124
ACH-000473,0.0551665221033
ACH-000475,-0.47452242577
ACH-000476,-0.171709021747
ACH-000477,-0.23130523294100003
ACH-000480,-0.283032821203
ACH-000481,-0.438583020181
ACH-000483,0.16911761243700002
ACH-000484,-0.334060959241
ACH-000485,-0.22347235354400002
ACH-000486,-0.175431209981
ACH-000487,-0.205113712144
ACH-000488,-0.182501125252
ACH-000490,-0.22014916209399998
ACH-000491,-0.17640437673099998
ACH-000495,-0.0737901912843
ACH-000496,-0.292736820525
ACH-000499,-0.551922978927
ACH-000500,-0.611596429532
ACH-000502,-0.14812339601900001
ACH-000503,-0.0231899107987
ACH-000505,-0.281107975347
ACH-000507,-0.258768774333
ACH-000510,-0.223067290851
ACH-000511,-0.179720448709
ACH-000512,-0.5002107325680001
ACH-000516,-0.324919488767
ACH-000517,-0.151056404702
ACH-000518,-0.147175395687
ACH-000520,-0.39013498086599996
ACH-000521,-0.321695860365
ACH-000522,-0.41253133658
ACH-000524,-0.15870436112400002
ACH-000527,-0.282443904244
ACH-000528,-0.126311951569
ACH-000537,-0.17875017938700002
ACH-000541,0.193543662523
ACH-000542,-0.231140713671
ACH-000544,-0.234123371968
ACH-000545,-0.13955906834100001
ACH-000547,-0.599172739344
ACH-000548,-0.15371087739800002
ACH-000549,-0.572207032938
ACH-000550,-0.175339653585
ACH-000552,-0.217631877754
ACH-000556,-0.047164404710300006
ACH-000557,-0.439045139604
ACH-000570,-0.190349869694
ACH-000571,-0.23343756125
ACH-000573,-0.24748155048599998
ACH-000576,-0.272171476955
ACH-000580,-0.0369463447004
ACH-000584,-0.059513060616699996
ACH-000585,-0.09735433562560002
ACH-000588,-0.25103764332600004
ACH-000589,-0.320406437827
ACH-000591,-0.462800144751
ACH-000593,-0.14617781927100001
ACH-000600,-0.020966875561400002
ACH-000601,-0.22951830288400002
ACH-000604,0.10881049273
ACH-000605,-0.251688476474
ACH-000606,-0.247919768808
ACH-000608,-0.12679054324
ACH-000614,-0.0015681376129699999
ACH-000616,-0.31246646086999996
ACH-000618,-0.394367232225
ACH-000619,0.0669077734101
ACH-000620,-0.21811012833299998
ACH-000621,-0.0498909257161
ACH-000622,-0.263669173619
ACH-000623,0.011590919841200002
ACH-000624,-0.291586821873
ACH-000627,-0.14181683597
ACH-000630,-0.40866334630400003
ACH-000632,-0.11638862898
ACH-000633,-0.281775115163
ACH-000637,-0.17539995157299998
ACH-000638,-0.283109487177
ACH-000646,-0.44544292666900004
ACH-000647,-0.293013305397
ACH-000648,-0.38576152000299996
ACH-000649,-0.17917883303800003
ACH-000651,-0.168995555189
ACH-000652,-0.127256950363
ACH-000653,-0.196485348359
ACH-000657,-0.209867657941
ACH-000658,-0.18034005609
ACH-000661,-0.21533807198899999
ACH-000662,0.0703797092716
ACH-000663,-0.08764316593219999
ACH-000665,-0.179206667258
ACH-000671,-0.12414088089400001
ACH-000673,-0.246692464824
ACH-000676,-0.288117889019
ACH-000677,-0.174549034606
ACH-000681,-0.036988447439399996
ACH-000682,-0.147854028247
ACH-000683,-0.24554806101999999
ACH-000684,-0.4619405021
ACH-000688,-0.33097669997400003
ACH-000693,-0.246610097696
ACH-000694,-0.450715552443
ACH-000695,-0.394792909803
ACH-000696,-0.17663728323
ACH-000697,-0.35206907414399996
ACH-000699,-0.0691033077596
ACH-000701,-0.276122563494
ACH-000706,-0.26462979097600003
ACH-000711,-0.22341167562199998
ACH-000713,-0.265268730369
ACH-000714,-0.19543081759599998
ACH-000718,-0.18487175037999998
ACH-000720,-0.269871655605
ACH-000721,-0.39983639709700003
ACH-000724,0.07669174311160001
ACH-000725,-0.34308054726099996
ACH-000732,-0.10664908016699999
ACH-000734,-0.23568627589299998
ACH-000735,-0.356668735132
ACH-000736,-0.212011720666
ACH-000738,-0.24055291343899998
ACH-000746,-0.18008560596099998
ACH-000747,-0.213077289896
ACH-000748,-0.217333891604
ACH-000753,-0.0866430425717
ACH-000756,-0.154494642245
ACH-000757,-0.0940710298832
ACH-000758,-0.251058479727
ACH-000760,-0.315696880494
ACH-000763,-0.0520687364515
ACH-000764,-0.319895135578
ACH-000765,-0.256447491671
ACH-000766,-0.156564533535
ACH-000767,0.07570891873999999
ACH-000768,-0.386413016821
ACH-000769,-0.16910149604400002
ACH-000770,-0.413430291929
ACH-000771,-0.180782275254
ACH-000773,-0.146666790774
ACH-000776,-0.273002829018
ACH-000777,-0.10222552635700001
ACH-000778,-0.334026084225
ACH-000781,-0.21533576654199998
ACH-000782,-0.284506759474
ACH-000783,-0.0633238675319
ACH-000784,-0.278758706983
ACH-000785,-0.174185218032
ACH-000787,-0.18300411734400002
ACH-000788,-0.20005465506200001
ACH-000791,-0.167064793784
ACH-000792,-0.19102234295
ACH-000794,-0.103571560792
ACH-000796,-0.08579180338339999
ACH-000799,-0.265074183915
ACH-000800,-0.144637078443
ACH-000802,-0.223796242095
ACH-000804,-0.061377124222
ACH-000805,-0.121784443205
ACH-000809,-0.216322655207
ACH-000810,-0.281667083156
ACH-000811,-0.14599096076600002
ACH-000817,-0.297231289575
ACH-000819,-0.43950927030500003
ACH-000820,-0.304403618201
ACH-000821,-0.18520123680599998
ACH-000822,-0.168106124496
ACH-000823,-0.300606747533
ACH-000824,-0.18287389959199998
ACH-000827,-0.262137924426
ACH-000829,-0.199582581979
ACH-000831,-0.325390536618
ACH-000832,-0.475842462375
ACH-000833,-0.40911635965899995
ACH-000834,-0.265060483184
ACH-000835,-0.19257801692899998
ACH-000836,-0.150612877621
ACH-000837,-0.149018751157
ACH-000838,-0.24498086271800001
ACH-000839,-0.00808002616385
ACH-000840,-0.131179717783
ACH-000841,-0.209512860176
ACH-000843,-0.218000097235
ACH-000846,-0.556576295573
ACH-000847,-0.363541590666
ACH-000848,-0.307732405653
ACH-000849,-0.279462763785
ACH-000851,-0.201759217084
ACH-000855,-0.42266082746399997
ACH-000856,-0.32173909994600003
ACH-000858,-0.24487878281199998
ACH-000859,-0.281118977248
ACH-000861,-0.18648353191599998
ACH-000862,-0.360324812114
ACH-000865,-0.231837915229
ACH-000866,-0.160847440314
ACH-000867,-0.234395670403
ACH-000869,-0.009246327870629999
ACH-000872,-0.567872398197
ACH-000873,-0.25593053723000003
ACH-000876,-0.21930258243700002
ACH-000878,-0.282663339962
ACH-000880,-0.21212312102699998
ACH-000881,-0.219235721038
ACH-000882,-0.35631656434799996
ACH-000884,-0.281219274622
ACH-000885,-0.369602202113
ACH-000887,-0.184910851264
ACH-000888,-0.21946249462200002
ACH-000889,-0.309468409319
ACH-000890,-0.279006023256
ACH-000896,-0.138628384924
ACH-000898,-0.277030505225
ACH-000900,-0.58570649444
ACH-000901,-0.132973431168
ACH-000905,-0.275135365897
ACH-000906,-0.16186668455199998
ACH-000907,-0.385190562782
ACH-000910,-0.370224842865
ACH-000911,-0.20224574708
ACH-000912,-0.21016072850900003
ACH-000913,-0.23321312409699999
ACH-000915,-0.163861778819
ACH-000916,0.0112036388399
ACH-000917,-0.30503559228599997
ACH-000921,-0.25535670931
ACH-000924,-0.341543922648
ACH-000926,-0.089505257204
ACH-000928,-0.23229946828499998
ACH-000929,0.129035386345
ACH-000932,-0.273574563438
ACH-000935,-0.38590750380800004
ACH-000936,-0.32568779843400003
ACH-000937,-0.338803686694
ACH-000938,-0.336362613326
ACH-000939,-0.476924577415
ACH-000941,-0.398361695401
ACH-000943,-0.20368091997200002
ACH-000946,-0.285768118571
ACH-000947,-0.039669216813300004
ACH-000948,-0.33294732079
ACH-000950,-0.236002085123
ACH-000953,-0.31237602194
ACH-000957,-0.40616645126400003
ACH-000958,-0.08505886135339999
ACH-000960,-0.282238473274
ACH-000963,-0.308416020555
ACH-000968,0.00839825941537
ACH-000969,-0.227817299392
ACH-000973,-0.252865608413
ACH-000974,-0.17634371971299997
ACH-000975,-0.25217070659
ACH-000976,-0.30056331051199997
ACH-000978,-0.221892109074
ACH-000980,-0.251566833004
ACH-000984,-0.20334915937399997
ACH-000986,-0.34996059379600003
ACH-000988,-0.316584342324
ACH-000993,-0.196207510024
ACH-000994,-0.46418712241899995
ACH-000996,-0.235133616974
ACH-001001,-0.296214254551
ACH-001020,-0.15467463283299998
ACH-001028,-0.227633149401
ACH-001031,-0.195308070413
ACH-001038,-0.236675230174
ACH-001048,-0.42845441397699996
ACH-001050,-0.365787452224
ACH-001053,-0.311982477397
ACH-001054,-0.125347565188
ACH-001061,-0.271510140237
ACH-001067,-0.339539721656
ACH-001075,-0.141697459482
ACH-001096,-0.08556901194939999
ACH-001128,-0.323375552157
ACH-001134,-0.253141558793
ACH-001151,-0.21263762076099998
ACH-001163,-0.249532309243
ACH-001164,-0.008790506859870002
ACH-001173,-0.499354780881
ACH-001183,-0.182736933726
ACH-001184,-0.317872131916
ACH-001190,-0.574486939748
ACH-001192,-0.253262765738
ACH-001193,-0.5225626191
ACH-001196,-0.19904425438099999
ACH-001197,-0.30758289298
ACH-001205,-0.475934343786
ACH-001211,-0.44257258450599996
ACH-001212,-0.15168185887900001
ACH-001228,-0.461643047759
ACH-001232,-0.160623553457
ACH-001239,-0.41107011101499996
ACH-001274,-0.279386633604
ACH-001275,-0.0159768054722
ACH-001277,-0.09797805812030001
ACH-001278,-0.237870460585
ACH-001280,-0.07686837153369999
ACH-001283,-0.43549116669
ACH-001289,-0.09332607823789998
ACH-001295,-0.209552319926
ACH-001300,0.016074736023600003
ACH-001301,0.023931666668700002
ACH-001302,-0.247369211813
ACH-001303,-0.252783859421
ACH-001306,-0.41578795989699996
ACH-001318,-0.344550236304
ACH-001322,-0.24073661687800002
ACH-001328,-0.416409106112
ACH-001332,-0.395900338288
ACH-001333,-0.291236900591
ACH-001336,-0.31123371462
ACH-001340,-0.26140546579199997
ACH-001346,-0.0836617441404
ACH-001353,-0.07138952165830001
ACH-001354,-0.346841388847
ACH-001367,-0.367108760787
ACH-001368,-0.148482155369
ACH-001374,-0.450548985704
ACH-001375,-0.16713033909000002
ACH-001377,-0.232090161672
ACH-001380,-0.22061744503699998
ACH-001391,-0.26875740333299997
ACH-001407,-0.13808337674499999
ACH-001408,-0.140219777501
ACH-001413,-0.49675999783999997
ACH-001430,-0.477650779467
ACH-001431,-0.24132106136300002
ACH-001450,-0.283015418468
ACH-001496,-0.340490197715
ACH-001500,-0.17298282016600003
ACH-001521,-0.0989308571308
ACH-001523,-0.14347460476600002
ACH-001532,-0.221922301378
ACH-001536,-0.33300791260699997
ACH-001550,-0.503913066174
ACH-001552,-0.13377864045399998
ACH-001554,-0.273824078134
ACH-001645,-0.293421633414
ACH-001654,-0.154493837582
ACH-001715,-0.176957835248
ACH-001735,-0.236513840097
ACH-001736,-0.196292000937
ACH-001737,0.0829922176032
ACH-001740,-0.160792074984
ACH-001745,-0.273351672103
ACH-001750,-0.342697692425
ACH-001765,-0.0686278148294
ACH-001956,-0.20907561635400002
ACH-001957,-0.304509187969
