,PPIH (10465)
ACH-000004,-0.308712434399
ACH-000007,-0.20947371999000003
ACH-000009,-0.9107790932459999
ACH-000011,-0.694375885694
ACH-000012,-0.591433455472
ACH-000013,-0.6799841777050001
ACH-000014,-0.6688318188319999
ACH-000015,-0.824499459401
ACH-000017,-0.714128022348
ACH-000018,-0.663830782181
ACH-000019,-0.256012824953
ACH-000021,-0.612494925995
ACH-000022,-0.376444825311
ACH-000025,-0.636244425667
ACH-000028,-0.740339898452
ACH-000030,-0.6317458491669999
ACH-000035,-0.766743967959
ACH-000036,-0.49663830571999995
ACH-000037,-0.7519889476180001
ACH-000039,-0.911479949295
ACH-000040,-0.9707327298630001
ACH-000041,-0.651400182149
ACH-000042,-1.018112058
ACH-000045,-0.260524761791
ACH-000047,-0.8674871117290001
ACH-000052,-0.745888130031
ACH-000053,-0.577533730698
ACH-000054,-0.504950449082
ACH-000055,-0.923701207732
ACH-000060,-0.574069923175
ACH-000067,-0.826434795912
ACH-000070,-0.571428386443
ACH-000075,-0.251159553006
ACH-000078,-0.495196657507
ACH-000082,-0.6854992782449999
ACH-000085,-0.41984903716300004
ACH-000086,-0.504859862047
ACH-000087,-0.7754074989920001
ACH-000092,-0.67428199234
ACH-000095,-0.603212458288
ACH-000097,-0.775797608749
ACH-000098,-0.722258021503
ACH-000099,-0.664170008688
ACH-000108,-0.373889290047
ACH-000113,-0.614409109993
ACH-000115,-0.673078200828
ACH-000116,-0.728083785701
ACH-000118,-0.495337141931
ACH-000120,-0.714629786574
ACH-000123,-0.7393415310279999
ACH-000127,-0.466596653897
ACH-000128,-0.927178943657
ACH-000132,-0.8498374065790001
ACH-000133,-1.0171305739799998
ACH-000137,-0.538028165902
ACH-000138,-0.715865125076
ACH-000142,-0.9123349607819999
ACH-000143,-1.06854498472
ACH-000146,-0.594828959885
ACH-000148,-1.2837340723700001
ACH-000150,-0.724909435456
ACH-000152,-0.788926706296
ACH-000153,-0.6706510187
ACH-000159,-0.580466338742
ACH-000160,-0.7085945182469999
ACH-000163,-0.800688370647
ACH-000167,-0.911600397114
ACH-000168,-0.44646468793300004
ACH-000169,-0.7084024112999999
ACH-000178,-0.503717207674
ACH-000182,-0.628829167557
ACH-000183,-0.606091812629
ACH-000188,-0.8151687954260001
ACH-000189,-0.818854796442
ACH-000190,-0.690396066047
ACH-000198,-0.47247178716300003
ACH-000204,-0.840628631032
ACH-000206,-0.761627692629
ACH-000207,-1.09416616797
ACH-000211,-0.36245645247599995
ACH-000215,-0.5644026765119999
ACH-000221,-0.9007928942229999
ACH-000222,-0.592276516541
ACH-000223,-0.557030004304
ACH-000226,-0.731186285458
ACH-000227,-0.75143738873
ACH-000228,-0.8398325543590001
ACH-000231,-0.7588045431129999
ACH-000232,-0.51873063445
ACH-000233,-0.811351918737
ACH-000234,-0.506091401507
ACH-000235,-0.544233654635
ACH-000237,-1.44119706032
ACH-000238,-0.642821430688
ACH-000243,-0.683842933423
ACH-000244,-0.19499112758099998
ACH-000246,-0.581629619842
ACH-000248,-0.8295073121
ACH-000250,-1.0050412032
ACH-000251,-0.233259655407
ACH-000253,-0.484211457645
ACH-000255,-0.718071310908
ACH-000256,-0.892016845747
ACH-000257,-1.18307219952
ACH-000258,-0.477145422113
ACH-000259,-0.9863418029269999
ACH-000260,-1.08154101827
ACH-000261,-0.561786314488
ACH-000262,-0.628536697113
ACH-000263,-0.88815308214
ACH-000264,-0.618175058996
ACH-000265,-0.603949920318
ACH-000266,-0.481385703888
ACH-000272,-0.448421579136
ACH-000273,-0.30081849023
ACH-000274,-0.48758876478
ACH-000277,-0.8108261038510001
ACH-000278,-0.818763563131
ACH-000279,-0.936626741374
ACH-000280,-0.712424473193
ACH-000281,-0.5300112796190001
ACH-000288,-1.33192884602
ACH-000291,-0.860594412286
ACH-000293,-0.5672783723920001
ACH-000294,-1.06216036222
ACH-000295,-0.20070071801699998
ACH-000296,-0.7908838899230001
ACH-000302,-0.702127989096
ACH-000304,-1.0801556394299998
ACH-000307,-0.8266203491940001
ACH-000308,-0.34979074976400004
ACH-000310,-0.864583563361
ACH-000311,-1.0262602959
ACH-000312,-0.609475173921
ACH-000315,-0.874402663091
ACH-000316,-0.58412619316
ACH-000317,-0.772545522578
ACH-000318,-1.175252698
ACH-000319,-0.537375616013
ACH-000320,-0.802815989198
ACH-000322,-0.600099942188
ACH-000323,-1.0213309035200002
ACH-000324,-0.764073299299
ACH-000329,-0.649575957644
ACH-000330,-1.15600886543
ACH-000331,-0.64561252819
ACH-000332,-0.554971311751
ACH-000334,-1.09393698249
ACH-000335,-0.948116078195
ACH-000336,-0.665301780997
ACH-000337,-0.8914205340119999
ACH-000339,-0.711528221831
ACH-000341,-0.52684225967
ACH-000348,-0.568733413768
ACH-000350,-0.538902294124
ACH-000352,-0.372623605972
ACH-000356,-0.636358728734
ACH-000361,-0.351738561557
ACH-000362,-0.422058359206
ACH-000363,-0.399150403745
ACH-000364,-0.72628146791
ACH-000365,-0.6827074952159999
ACH-000366,-0.8448485971619999
ACH-000368,-0.778768997597
ACH-000374,-1.15954164296
ACH-000375,-0.6203384700069999
ACH-000376,-0.7321931553800001
ACH-000381,-0.609175648301
ACH-000383,-0.561070133043
ACH-000387,-0.492395923383
ACH-000389,-0.77035242572
ACH-000390,-0.6949623623450001
ACH-000393,-0.680667726673
ACH-000395,-0.288539497389
ACH-000397,-0.538442234378
ACH-000401,-1.0378639508399998
ACH-000402,-0.735955281028
ACH-000403,-0.40996387118199995
ACH-000404,-1.12306803994
ACH-000406,-0.530451751189
ACH-000407,-0.456534448341
ACH-000408,-0.900302659657
ACH-000410,-0.82061189026
ACH-000411,-0.570124863697
ACH-000414,-1.21860934549
ACH-000415,-0.9355244159749999
ACH-000416,-0.427186391858
ACH-000420,-0.744105366024
ACH-000421,-0.5565936592890001
ACH-000424,-0.9415331726039999
ACH-000425,-0.638313692792
ACH-000426,-1.22160286591
ACH-000427,-0.629905570299
ACH-000433,-0.414572646993
ACH-000436,-0.9955920209520001
ACH-000444,-0.47361114178400004
ACH-000445,-0.647442393117
ACH-000448,-0.657921219322
ACH-000450,-1.29080777817
ACH-000452,-0.87430426866
ACH-000454,-0.747391255094
ACH-000458,-0.649393939803
ACH-000459,-0.92689702877
ACH-000460,-0.45077864810400003
ACH-000461,-1.18146928811
ACH-000463,-1.08229464686
ACH-000464,-0.85762061815
ACH-000466,-1.0482567165
ACH-000467,-0.46770809206
ACH-000468,-0.6667089118940001
ACH-000469,-0.320415613897
ACH-000470,-0.557548055791
ACH-000471,-0.521219557794
ACH-000472,-0.387747225515
ACH-000473,-0.730381399324
ACH-000475,-0.47719571408
ACH-000476,-0.728094783633
ACH-000477,-0.9037237598119999
ACH-000480,-1.16993117726
ACH-000481,-0.711324787383
ACH-000483,-0.348972584955
ACH-000484,-0.359497481828
ACH-000485,-1.0772376591500001
ACH-000486,-0.43398724152900003
ACH-000487,-0.8253568254870001
ACH-000488,-1.00928747241
ACH-000490,-0.603546560938
ACH-000491,-0.829990620998
ACH-000495,-0.658514415932
ACH-000496,-0.8200157892479999
ACH-000499,-0.7764362144
ACH-000500,-0.66591943103
ACH-000502,-0.933150374216
ACH-000503,-1.22598359832
ACH-000505,-0.724990888538
ACH-000507,-0.879463138996
ACH-000510,-0.644659851202
ACH-000511,-0.572273098586
ACH-000512,-0.9303691323309999
ACH-000516,-0.46918792733099995
ACH-000517,-0.692305640715
ACH-000518,-0.41647050047899997
ACH-000520,-0.787062105197
ACH-000521,-0.563825008474
ACH-000522,-0.6945065524770001
ACH-000524,-0.413545180357
ACH-000527,-0.428995793322
ACH-000528,-0.760989768027
ACH-000537,-0.474763307708
ACH-000541,-0.620655302371
ACH-000542,-0.5724678367880001
ACH-000544,-1.02238174505
ACH-000545,-0.9549623986489999
ACH-000547,-0.597435113043
ACH-000548,-0.846224405162
ACH-000549,-0.748982691577
ACH-000550,-0.634200829943
ACH-000552,-0.24582941801600003
ACH-000556,-0.931323346419
ACH-000557,-0.666073059168
ACH-000570,-0.844446913837
ACH-000571,-0.280378231851
ACH-000573,-0.545039731854
ACH-000576,-0.971216205247
ACH-000580,-1.03627837597
ACH-000584,-1.06556479396
ACH-000585,-0.538305808917
ACH-000588,-1.2757399480299998
ACH-000589,-0.7063431264419999
ACH-000591,-0.7346182606
ACH-000593,-0.252703490062
ACH-000600,-0.5954931700680001
ACH-000601,-0.6728795675939999
ACH-000604,-0.419798846257
ACH-000605,-0.484571168811
ACH-000606,-0.957327100817
ACH-000608,-0.65413508503
ACH-000614,-0.7242535250040001
ACH-000616,-0.808638494335
ACH-000618,-0.999690697326
ACH-000619,-0.8696231222390001
ACH-000620,-0.656206197709
ACH-000621,-0.6651634521800001
ACH-000622,-0.512823831625
ACH-000623,-0.821105800536
ACH-000624,-0.583075311944
ACH-000627,-0.655373071777
ACH-000630,-1.05568736464
ACH-000632,-0.925233136888
ACH-000633,-0.715930505541
ACH-000637,-0.663351056619
ACH-000638,-0.733425184326
ACH-000646,-0.7694118229860001
ACH-000647,-0.969216487539
ACH-000648,-0.403571594375
ACH-000649,-0.16258469222799998
ACH-000651,-0.48529437009900006
ACH-000652,-0.587746054809
ACH-000653,-0.568525587699
ACH-000657,-0.665530948708
ACH-000658,-0.669123550899
ACH-000661,-1.01461949713
ACH-000662,-0.512516294424
ACH-000663,-0.328699796885
ACH-000665,-0.793110819494
ACH-000671,-0.355167128147
ACH-000673,-0.473790790635
ACH-000676,-0.770063191413
ACH-000677,-0.513471401602
ACH-000681,-0.9039869555110001
ACH-000682,-0.8089378261319999
ACH-000683,-1.4098754252399999
ACH-000684,-1.11785729833
ACH-000688,-0.34057825102399997
ACH-000693,-1.2630803122299998
ACH-000694,-0.712163096179
ACH-000695,-0.624058986214
ACH-000696,-0.663025605202
ACH-000697,-0.6095739014239999
ACH-000699,-0.7687559561
ACH-000701,-0.592131983964
ACH-000706,-0.693361672526
ACH-000711,-0.895641543576
ACH-000713,-0.9907271903820001
ACH-000714,-0.969914745069
ACH-000718,-0.668005848012
ACH-000720,-0.904523955119
ACH-000721,-0.701150736286
ACH-000724,-0.694564766448
ACH-000725,-0.9707725602830001
ACH-000732,-0.7713619869920001
ACH-000734,-0.533304315466
ACH-000735,-0.823840720908
ACH-000736,-0.460170077036
ACH-000738,-0.810409125333
ACH-000746,-1.04574409464
ACH-000747,-0.8850646552249999
ACH-000748,-0.49842623895099997
ACH-000753,-0.639126503038
ACH-000756,-0.694429690977
ACH-000757,-0.773913017092
ACH-000758,-0.5703688242189999
ACH-000760,-0.44599096124300003
ACH-000763,-0.535266568202
ACH-000764,-0.473403880774
ACH-000765,-1.15516478728
ACH-000766,-0.718931866868
ACH-000767,-0.452770438953
ACH-000768,-0.976056272076
ACH-000769,-0.924898888163
ACH-000770,-0.495598991359
ACH-000771,-0.935080655776
ACH-000773,-0.831804896761
ACH-000776,-0.415774510011
ACH-000777,-0.679774702139
ACH-000778,-0.526886058833
ACH-000781,-0.8894220084890001
ACH-000782,-0.517928334905
ACH-000783,-0.6582158146320001
ACH-000784,-0.512624730356
ACH-000785,-0.72834158796
ACH-000787,-1.00409550162
ACH-000788,-0.779475524395
ACH-000791,-0.828292559052
ACH-000792,-0.664304952622
ACH-000794,-0.737547594146
ACH-000796,-0.272560825448
ACH-000799,-0.33985122746699997
ACH-000800,-0.44599240319
ACH-000802,-0.44538314958400005
ACH-000804,-0.871810820772
ACH-000805,-0.969761923665
ACH-000809,-0.726341716944
ACH-000810,-0.39649674878700003
ACH-000811,-0.9639469289129999
ACH-000817,-0.755283724427
ACH-000819,-0.560867380996
ACH-000820,-0.690857987341
ACH-000821,-1.6081330733399999
ACH-000822,-0.42114206601599996
ACH-000823,-0.850828790847
ACH-000824,-0.39021133099399996
ACH-000827,-0.565108973722
ACH-000829,-1.20429603551
ACH-000831,-0.655293504864
ACH-000832,-0.8819427402150001
ACH-000833,-0.732970270405
ACH-000834,-1.09447844391
ACH-000835,-0.622362578726
ACH-000836,-0.575487230249
ACH-000837,-0.59234857783
ACH-000838,-1.35058506041
ACH-000839,-0.547637255101
ACH-000840,-0.287400474626
ACH-000841,-0.666265277001
ACH-000843,-0.9776250237530001
ACH-000846,-0.651508754798
ACH-000847,-0.732210364057
ACH-000848,-0.752608328589
ACH-000849,-0.343162832996
ACH-000851,-0.642905879258
ACH-000855,-0.842910622209
ACH-000856,-0.710367538933
ACH-000858,-0.62458311495
ACH-000859,-0.622526408452
ACH-000861,-0.744699984659
ACH-000862,-0.71097274573
ACH-000865,-0.520486496857
ACH-000866,-0.5268195981880001
ACH-000867,-0.827515684234
ACH-000869,-0.686195965593
ACH-000872,-0.640489721851
ACH-000873,-0.787165368922
ACH-000876,-1.14969790017
ACH-000878,-0.735737605181
ACH-000880,-0.503950378286
ACH-000881,-0.478301261132
ACH-000882,-1.05806141281
ACH-000884,-0.535280299916
ACH-000885,-0.43395272531999995
ACH-000887,-0.601739963137
ACH-000888,-0.43832784168899996
ACH-000889,-1.11305209905
ACH-000890,-0.512999639789
ACH-000896,-1.04678957266
ACH-000898,-0.399691397982
ACH-000900,-0.953246231345
ACH-000901,-0.709475206679
ACH-000905,-0.7842830101270001
ACH-000906,-0.47251403537799996
ACH-000907,-0.654977932371
ACH-000910,-0.6714947496699999
ACH-000911,-0.570852007829
ACH-000912,-0.896890962832
ACH-000913,-0.543581770508
ACH-000915,-0.562813077579
ACH-000916,-0.129636142496
ACH-000917,-0.659819885611
ACH-000921,-0.807501424198
ACH-000924,-0.767734647049
ACH-000926,-0.893429632158
ACH-000928,-0.6227205607280001
ACH-000929,-0.7522906450300001
ACH-000932,-0.462316569295
ACH-000935,-0.854406409464
ACH-000936,-0.698995951369
ACH-000937,-0.486535064794
ACH-000938,-0.851434323186
ACH-000939,-0.979203329331
ACH-000941,-0.9938348926360001
ACH-000943,-0.7226128835660001
ACH-000946,-0.35345708682899996
ACH-000947,-0.7211148393950001
ACH-000948,-0.757328169049
ACH-000950,-0.672585601162
