,GMIP (51291)
ACH-000004,-0.14542333139900002
ACH-000007,-0.18067598716699998
ACH-000009,0.104693898036
ACH-000011,0.0687949124981
ACH-000012,-0.069186092229
ACH-000013,-0.038168350157699996
ACH-000014,0.0421549792089
ACH-000015,-0.105067883563
ACH-000017,-0.07136155058469999
ACH-000018,-0.00436509214491
ACH-000019,-0.23722074171799998
ACH-000021,-0.24486924303100002
ACH-000022,-0.08578430932
ACH-000025,-0.035018098372800004
ACH-000028,-0.274773838142
ACH-000030,-0.0471239811153
ACH-000035,-0.14454671849300002
ACH-000036,-0.161800956499
ACH-000037,0.0681753840367
ACH-000039,0.124130159613
ACH-000040,0.055716810437799996
ACH-000041,0.052445110915
ACH-000042,-0.12263065344
ACH-000045,-0.0719954953047
ACH-000047,0.017463136414099998
ACH-000052,-0.37804171754199994
ACH-000053,-0.00327625002239
ACH-000054,-0.015693254036299998
ACH-000055,0.172843812688
ACH-000060,0.0160383524484
ACH-000067,-0.13252846643
ACH-000070,-0.16549682958599998
ACH-000075,0.32199979675
ACH-000078,0.0635030940128
ACH-000082,-0.0412977153009
ACH-000085,0.0903828195403
ACH-000086,-0.209617917421
ACH-000087,0.0713036091387
ACH-000092,-0.0134961381177
ACH-000095,0.156209944546
ACH-000097,-0.17661285178199998
ACH-000098,-0.09247151134810001
ACH-000099,0.09289930789930001
ACH-000108,-0.09915887678400001
ACH-000113,-0.0317289655379
ACH-000115,-0.014576993544399999
ACH-000116,-0.07347700975469999
ACH-000118,0.08418025320059999
ACH-000120,0.0372655853574
ACH-000123,-0.134080557796
ACH-000127,-0.0583442940644
ACH-000128,-0.0578251721557
ACH-000132,-0.140863336742
ACH-000133,0.145478610774
ACH-000137,-0.0830978482824
ACH-000138,-0.0331889793623
ACH-000142,-0.07612488532539999
ACH-000143,0.0982228334364
ACH-000146,0.00501716786883
ACH-000148,0.034903858602
ACH-000150,-0.046011906663800006
ACH-000152,0.0186119697584
ACH-000153,0.143609531944
