,BAAT (570)
ACH-000004,0.118811823948
ACH-000007,0.246803655728
ACH-000009,0.005722028800119999
ACH-000011,0.15190137759199998
ACH-000012,0.209282399103
ACH-000013,0.0121038032105
ACH-000014,0.161241841681
ACH-000015,-0.00040302058607099997
ACH-000017,-0.000407383084055
ACH-000018,0.23241940816999998
ACH-000019,0.17729346184
ACH-000021,-0.0394935662651
ACH-000022,0.0738446461481
ACH-000025,-0.0119941027723
ACH-000028,0.0119002641496
ACH-000030,0.0666146993998
ACH-000035,0.146221958247
ACH-000036,0.200877966617
ACH-000037,0.141273092204
ACH-000039,-0.27206857276
ACH-000040,0.13260413382000003
ACH-000041,0.242839732157
ACH-000042,0.0218884356775
ACH-000045,0.132704837562
ACH-000047,0.132431049424
ACH-000052,0.177461160925
ACH-000053,-0.0122268351147
ACH-000054,0.169651954656
ACH-000055,-0.156663140001
ACH-000060,0.16735194542600001
ACH-000067,0.17436241988200002
ACH-000070,0.417283113086
ACH-000075,0.026891684130000003
ACH-000078,0.053368325726
ACH-000082,0.124532188702
ACH-000085,0.163151790179
ACH-000086,0.0946214531164
ACH-000087,0.0399756410137
ACH-000092,0.18465271629000002
ACH-000095,0.104651441097
ACH-000097,0.116807718803
ACH-000098,0.174793500313
ACH-000099,-0.0082122483221
ACH-000108,0.0706901534406
ACH-000113,0.057007383581499996
ACH-000115,0.0446330067997
ACH-000116,0.18168054595600003
ACH-000118,0.000671765159494
ACH-000120,0.00323811833851
ACH-000123,0.0796348701659
ACH-000127,0.11524389169000002
ACH-000128,0.138077468758
ACH-000132,0.07751874665839999
ACH-000133,0.14342884522
ACH-000137,0.108170669617
ACH-000138,-0.00733427827744
ACH-000142,0.157415498731
ACH-000143,0.119491709791
ACH-000146,0.16825645332000003
ACH-000148,0.0705808576462
ACH-000150,0.22957903114999997
ACH-000152,-0.0069447302934
ACH-000153,0.271675766433
ACH-000159,0.0331864513558
ACH-000160,0.0478009702104
ACH-000163,0.118140350736
ACH-000167,0.321740433765
ACH-000168,0.113833453375
ACH-000169,0.223304334502
ACH-000178,0.176251149026
ACH-000182,0.122020888756
ACH-000183,0.154266391659
ACH-000188,0.141009748598
ACH-000189,0.20940204672
ACH-000190,-0.31659638090500003
ACH-000198,0.202379544737
ACH-000204,0.27911543473
ACH-000206,0.109020718904
ACH-000207,0.029096900968499997
ACH-000211,0.018683842416299997
ACH-000215,0.167749475103
ACH-000221,0.110182519323
ACH-000222,0.0884115519892
ACH-000223,0.044801456658699994
ACH-000226,0.0417973536324
ACH-000227,0.216240653039
ACH-000228,0.014707183259299999
ACH-000231,0.171138655001
ACH-000232,0.180208785402
ACH-000233,0.188449530446
ACH-000234,0.130526838776
ACH-000235,0.11232435623400001
ACH-000237,-0.0608407556092
ACH-000238,-0.10407301866
ACH-000243,0.0828862405336
ACH-000244,0.242247126514
ACH-000246,0.13897668344
ACH-000248,0.0169525018074
ACH-000250,0.09288663277619999
ACH-000251,0.25853987935600004
ACH-000253,0.106097747101
ACH-000255,0.158780148443
ACH-000256,0.287601391634
ACH-000257,0.313399512419
ACH-000258,0.320697013765
ACH-000259,0.0209422770561
ACH-000260,0.0982293638542
ACH-000261,0.17941997826099998
ACH-000262,0.299629665818
ACH-000263,-0.12092331218800001
ACH-000264,0.147560481498
ACH-000265,0.112759427788
ACH-000266,0.017355828084499998
ACH-000272,0.148313437567
ACH-000273,-0.10915434170499999
ACH-000274,0.0325217068959
