,MMACHC (25974)
ACH-000004,-0.41632514277800003
ACH-000007,-0.47325761499200003
ACH-000009,-0.575725983439
ACH-000011,-0.608380828599
ACH-000012,-0.30011070571
ACH-000013,-0.30423828377900003
ACH-000014,-0.30151676952100004
ACH-000015,-0.13174106392999999
ACH-000017,0.0625966049203
ACH-000018,-0.311879798224
ACH-000019,-0.652013398927
ACH-000021,-0.1409765969
ACH-000022,-0.285102183095
ACH-000025,-0.30519480531599996
ACH-000028,-0.404983080336
ACH-000030,-0.7781122479539999
ACH-000035,-0.255379309675
ACH-000036,-0.029794793207400003
ACH-000037,-0.12534307272
ACH-000039,-0.366393583073
ACH-000040,-0.19258950572
ACH-000041,-0.11085874514499999
ACH-000042,-0.26722721531800003
ACH-000045,-0.342129492261
ACH-000047,-0.248432100697
ACH-000052,-0.0520440225706
ACH-000053,-0.40914223005500006
ACH-000054,-0.29530819357
ACH-000055,-0.386239906928
ACH-000060,-0.29943601776
ACH-000067,-0.12240983810100001
ACH-000070,-0.368830301914
ACH-000075,-0.33507644286800004
ACH-000078,-0.430085555743
ACH-000082,-0.262681992432
ACH-000085,-0.260349621767
ACH-000086,-0.438760390718
ACH-000087,-0.046285936997100006
ACH-000092,-0.41356934183899996
ACH-000095,-0.339693608577
ACH-000097,-0.380145779127
ACH-000098,-0.294863147241
ACH-000099,-0.13834358455600002
ACH-000108,-0.423805471564
ACH-000113,-0.272629985847
ACH-000115,-0.08535292623710002
ACH-000116,-0.305801772145
ACH-000118,-0.25973816089699997
ACH-000120,-0.128781424718
ACH-000123,-0.305364623723
ACH-000127,-0.35113428544799996
ACH-000128,-0.397520631403
ACH-000132,-0.277272918839
ACH-000133,-0.278189398141
ACH-000137,-0.394554067741
ACH-000138,-0.38358470567599995
ACH-000142,-0.303836149895
ACH-000143,0.054632506509099996
ACH-000146,-0.270111519845
ACH-000148,-0.129792905282
ACH-000150,-0.46391325358400004
ACH-000152,-0.522418615146
ACH-000153,-0.246170185759
ACH-000159,-0.675644573713
ACH-000160,-0.142422783354
ACH-000163,-0.07484520297339999
ACH-000167,-0.748740944498
ACH-000168,-0.549180137343
ACH-000169,-0.194588163741
ACH-000178,-0.211032678043
ACH-000182,-0.14342478277
ACH-000183,-0.40761345077600003
ACH-000188,-0.375503449582
ACH-000189,-0.661213226558
ACH-000190,-0.368762151034
ACH-000198,-0.210836571642
ACH-000204,-0.48142585913999997
ACH-000206,-0.413354166474
ACH-000207,-0.315022416585
ACH-000211,-0.11573783531300001
ACH-000215,-0.185671416607
ACH-000221,-0.25972633296799996
ACH-000222,-0.259808233489
ACH-000223,-0.302863726398
ACH-000226,-0.206518068945
ACH-000227,-0.189255545783
ACH-000228,-0.32958337176999997
ACH-000231,-0.31904499227
ACH-000232,-0.234428778735
ACH-000233,-0.16057164647299998
ACH-000234,-0.572962349253
ACH-000235,-0.40622172335100004
ACH-000237,-0.21754348758499997
ACH-000238,-0.143276943609
ACH-000243,-0.22244800954799998
ACH-000244,-0.18990708333
ACH-000246,-0.355955595967
ACH-000248,-0.32955316065400003
ACH-000250,-0.272206927908
ACH-000251,-0.584460326889
ACH-000253,-0.6359519688390001
ACH-000255,-0.268423229346
ACH-000256,-0.22136868043699998
ACH-000257,-0.410482063984
ACH-000258,-0.47975185070500004
ACH-000259,-0.19701904974599999
ACH-000260,-0.213393024627
ACH-000261,-0.280106914828
ACH-000262,-0.106584100072
ACH-000263,-0.0870052145344
ACH-000264,-0.449917252178
ACH-000265,-0.131300351066
ACH-000266,-0.204436007531
ACH-000272,-0.404978718674
ACH-000273,-0.42408399235699995
ACH-000274,-0.40379302369599995
ACH-000277,-0.124789150495
ACH-000278,-0.275885076646
ACH-000279,-0.252043993628
ACH-000280,-0.334476972799
ACH-000281,0.095141454868
ACH-000288,-0.38202454051299994
ACH-000291,-0.34980337384000004
ACH-000293,-0.34667155524000004
ACH-000294,-0.0167790725974
ACH-000295,-0.211302943205
ACH-000296,-0.43826714190099997
ACH-000302,-0.191924724991
ACH-000304,-0.0194971397235
ACH-000307,-0.247096587889
ACH-000308,-0.291333641814
ACH-000310,-0.46444045467600004
ACH-000311,-1.09964573814
ACH-000312,-0.463067560616
ACH-000315,-0.277130148664
ACH-000316,-0.346837308534
ACH-000317,0.00423681174381
ACH-000318,-0.103819709198
ACH-000319,-0.181255320772
ACH-000320,-0.14247642842900002
ACH-000322,-0.41216759182400003
ACH-000323,-0.178781441707
ACH-000324,-0.351426474048
ACH-000329,-0.541870274141
ACH-000330,-0.384335477278
ACH-000331,-0.346276461515
ACH-000332,-0.241041127127
ACH-000334,-0.606670751777
ACH-000335,-0.346664746221
ACH-000336,0.048229853933
ACH-000337,-0.614717627444
ACH-000339,-0.467795640084
ACH-000341,-0.229451127535
ACH-000348,-0.122546598197
ACH-000350,-0.18468940545499998
ACH-000352,-0.477383879749
ACH-000356,-0.7029369116240001
ACH-000361,0.12394081029000001
ACH-000362,-0.309214433208
ACH-000363,-0.171735767057
ACH-000364,-0.334451230765
ACH-000365,-0.316183052528
ACH-000366,-0.109594476734
ACH-000368,-0.30209124435
ACH-000374,-0.337122708513
ACH-000375,-0.39182824130000005
ACH-000376,-0.2510844853
ACH-000381,-0.300307834333
ACH-000383,-0.366777538821
ACH-000387,-0.797803603377
ACH-000389,-0.578009536605
ACH-000390,-0.594768628386
ACH-000393,-0.283066368301
ACH-000395,-0.391079537027
ACH-000397,-0.20699399977699998
ACH-000401,0.00387037820305
ACH-000402,0.12132368958100001
ACH-000403,-0.259500359023
ACH-000404,-0.34264756552599995
ACH-000406,-0.617864102651
ACH-000407,-0.419648531591
ACH-000408,-0.180746923712
ACH-000410,-0.256921309082
ACH-000411,-0.618406651057
ACH-000414,-0.477421274269
ACH-000415,-0.19075449567299999
ACH-000416,-0.7481586221340001
ACH-000420,-0.348560712459
ACH-000421,-0.273960267611
ACH-000424,-0.45350493480400006
ACH-000425,-0.25506092257
ACH-000426,-0.247369732007
ACH-000427,-0.5350473243899999
ACH-000433,-0.223982910062
ACH-000436,-0.36605090747599994
ACH-000444,-0.173266858656
ACH-000445,-0.338271506203
ACH-000448,-0.25615651839299997
ACH-000450,-0.398761969006
ACH-000452,-0.348474492435
