,CALML6 (163688)
ACH-000004,-0.150008934358
ACH-000007,-0.167723980575
ACH-000009,-0.19813536530200002
ACH-000011,-0.132494667757
ACH-000012,-0.20621127219000002
ACH-000013,-0.203780632031
ACH-000014,-0.08459812525180001
ACH-000015,-0.19310667686500002
ACH-000017,-0.194385495369
ACH-000018,-0.27680906560199997
ACH-000019,-0.208829627933
ACH-000021,-0.1990900462
ACH-000022,-0.0916774349704
ACH-000025,-0.35550600230400003
ACH-000028,-0.260933593103
ACH-000030,-0.0402858139066
ACH-000035,-0.279437377396
ACH-000036,-0.343821112267
ACH-000037,-0.339065400176
ACH-000039,-0.444944421677
ACH-000040,-0.33188525161
ACH-000041,-0.308110218794
ACH-000042,-0.24328513294
ACH-000045,-0.316923066011
ACH-000047,-0.40261478077699997
ACH-000052,-0.10040053532500001
ACH-000053,-0.251428232019
ACH-000054,-0.184860966471
ACH-000055,-0.0393838074167
ACH-000060,-0.156243417436
ACH-000067,-0.203395757507
ACH-000070,-0.0677848469466
ACH-000075,-0.12510636682700002
ACH-000078,-0.18972377021200001
ACH-000082,-0.225418144963
ACH-000085,-0.285748866735
ACH-000086,-0.121571912519
ACH-000087,-0.328348604293
ACH-000092,-0.478252170343
ACH-000095,-0.17094205389800002
ACH-000097,-0.282897922486
ACH-000098,-0.14926161349199998
ACH-000099,-0.208014078611
ACH-000108,-0.497180178782
ACH-000113,-0.141170665639
ACH-000115,-0.289591915768
ACH-000116,-0.00788786564288
ACH-000118,-0.194517734366
ACH-000120,-0.10023225295499999
ACH-000123,-0.41038385854599996
ACH-000127,-0.141835566987
ACH-000128,-0.274854933083
ACH-000132,-0.251719714167
ACH-000133,-0.0803801722442
ACH-000137,0.0648146189097
ACH-000138,-0.318946251104
ACH-000142,-0.221397622361
ACH-000143,-0.335846664151
ACH-000146,-0.20194232098200002
ACH-000148,-0.237706876186
ACH-000150,-0.6507507443680001
ACH-000152,-0.121402943414
ACH-000153,-0.00282229554857
ACH-000159,-0.131570436011
ACH-000160,-0.125422477029
ACH-000163,-0.26396483070300003
ACH-000167,-0.259467465742
ACH-000168,-0.10752253077400001
ACH-000169,-0.09840864022189999
ACH-000178,-0.223090712398
ACH-000182,0.030047133124599997
ACH-000183,-0.045199581487
ACH-000188,-0.24639615481899999
ACH-000189,-0.185816101389
ACH-000190,-0.473578072001
ACH-000198,-0.150395139556
ACH-000204,-0.159172843775
ACH-000206,-0.19887398841499998
ACH-000207,-0.20695463299400002
ACH-000211,-0.21563693055999997
ACH-000215,-0.308064508257
ACH-000221,-0.160581698104
ACH-000222,-0.17447734145100002
ACH-000223,-0.0741240317799
ACH-000226,-0.0831856200784
ACH-000227,-0.20310823835099998
ACH-000228,-0.13905947682800002
ACH-000231,-0.13216522653899998
ACH-000232,-0.0822200434861
ACH-000233,-0.252242029411
ACH-000234,-0.47268605076000003
ACH-000235,-0.17494473449099998
ACH-000237,-0.364986889112
ACH-000238,-0.290914155002
ACH-000243,-0.0506211487595
ACH-000244,-0.349255247093
ACH-000246,-0.337224601689
ACH-000248,-0.0030737943723699998
ACH-000250,-0.268723981227
ACH-000251,-0.0993599153259
ACH-000253,-0.358565740717
ACH-000255,-0.190631912692
ACH-000256,-0.43221665683300003
ACH-000257,-0.49720531752499997
ACH-000258,0.148217261109
ACH-000259,-0.198221963605
ACH-000260,-0.19275166508699998
ACH-000261,-0.125870118006
ACH-000262,-0.197918928451
ACH-000263,-0.050572604920699996
ACH-000264,-0.167351163927
ACH-000265,-0.186593103801
ACH-000266,-0.302130039304
ACH-000272,-0.0784315312477
ACH-000273,-0.318023815991
ACH-000274,-0.271823075053
ACH-000277,-0.10484571430199999
ACH-000278,-0.34916094900300004
ACH-000279,-0.23954321571400003
ACH-000280,-0.196270703495
ACH-000281,-0.09304942623
ACH-000288,-0.45551018961499995
ACH-000291,-0.126354570759
ACH-000293,-0.167996604151
ACH-000294,-0.132190707407
ACH-000295,-0.341669193706
ACH-000296,-0.17511684814800002
ACH-000302,-0.168594699168
ACH-000304,-0.202539600345
ACH-000307,-0.09569379752429999
ACH-000308,-0.13787691383700001
ACH-000310,-0.193986794313
ACH-000311,-0.278438838768
ACH-000312,-0.318569280424
ACH-000315,-0.126684517145
ACH-000316,-0.238125496488
ACH-000317,-0.240235256017
ACH-000318,-0.10752060475
ACH-000319,0.0270905634355
ACH-000320,-0.215267602745
ACH-000322,-0.528322903546
ACH-000323,-0.437374587179
ACH-000324,-0.10550829851099999
ACH-000329,-0.527711470952
ACH-000330,-0.0381267374167
ACH-000331,-0.113720495146
ACH-000332,-0.131362042929
ACH-000334,-0.282703815538
ACH-000335,-0.06579695172330001
ACH-000336,-0.18413319232500003
ACH-000337,-0.159305420699
ACH-000339,-0.0893153722935
ACH-000341,-0.0426143626573
ACH-000348,-0.224804083581
ACH-000350,-0.128650551063
ACH-000352,-0.25034378473
ACH-000356,0.024013106367799998
ACH-000361,-0.18346542185400003
ACH-000362,-0.13142751665400002
ACH-000363,-0.142862025066
ACH-000364,-0.231311481988
ACH-000365,-0.07625030192269999
ACH-000366,-0.15946357748
ACH-000368,-0.286439072101
ACH-000374,-0.211463197774
ACH-000375,-0.272942588014
ACH-000376,-0.213606115236
