,CCNG2 (901)
ACH-000004,0.30962646999000004
ACH-000007,0.21284401014600002
ACH-000009,0.35916432258000003
ACH-000011,0.08245254041160001
ACH-000012,0.147065001887
ACH-000013,0.399241814273
ACH-000014,0.269525091744
ACH-000015,0.285470007744
ACH-000017,0.17719446685100002
ACH-000018,0.271883946551
ACH-000019,0.33039685176
ACH-000021,0.269381660233
ACH-000022,0.274625832302
ACH-000025,0.225243725263
ACH-000028,0.203581755839
ACH-000030,0.226265266862
ACH-000035,0.337396519552
ACH-000036,0.229912277967
ACH-000037,0.167333042181
ACH-000039,0.295189238423
ACH-000040,0.355009296304
ACH-000041,0.18464168642
ACH-000042,0.264949585316
ACH-000045,0.17287292972399998
ACH-000047,0.255298403384
ACH-000052,0.296625057179
ACH-000053,0.268972085061
ACH-000054,0.284899043369
ACH-000055,0.286020600558
ACH-000060,0.189862600431
ACH-000067,0.126581636744
ACH-000070,0.264803146877
ACH-000075,0.0958530727739
ACH-000078,0.0676970352009
ACH-000082,0.18820310807500001
ACH-000085,0.17878836614
ACH-000086,0.39916406407099997
ACH-000087,0.117550992172
ACH-000092,0.262934403953
ACH-000095,0.22018060921799998
ACH-000097,0.103949345338
ACH-000098,0.27195050515299996
ACH-000099,0.35919724932700003
ACH-000108,0.311464458816
ACH-000113,0.410677517295
ACH-000115,0.333931844254
ACH-000116,0.279166639269
ACH-000118,0.24707674479000002
ACH-000120,0.370169245941
ACH-000123,0.332977870907
ACH-000127,0.25420546534899996
ACH-000128,0.419615781847
ACH-000132,0.28173095882300003
ACH-000133,0.290579673225
ACH-000137,0.173522859321
ACH-000138,0.44908940960199994
ACH-000142,0.347297703965
ACH-000143,0.471286293775
ACH-000146,0.197013627518
ACH-000148,0.24719458635299998
ACH-000150,0.347706718498
ACH-000152,0.235963342322
ACH-000153,0.314164696517
ACH-000159,0.10853405378799999
ACH-000160,0.271799227563
ACH-000163,0.322240412253
ACH-000167,0.296863217399
ACH-000168,0.309518667834
ACH-000169,0.130040744649
ACH-000178,0.258914761044
ACH-000182,0.261615529711
ACH-000183,0.206112734159
ACH-000188,0.296691223942
ACH-000189,0.21791714646899998
ACH-000190,0.24315942253400002
ACH-000198,0.22960386908000002
ACH-000204,0.160046230878
ACH-000206,0.197343033067
ACH-000207,0.335407297637
ACH-000211,0.144700349866
ACH-000215,0.203053278442
ACH-000221,0.203585227526
ACH-000222,0.260674308601
ACH-000223,0.314005201996
ACH-000226,0.207517514166
ACH-000227,0.22733088888
ACH-000228,0.29181390813
ACH-000231,0.09867972361369999
ACH-000232,0.297640719138
ACH-000233,0.223897793041
ACH-000234,0.0257095979967
ACH-000235,0.303293297901
ACH-000237,0.303811965326
ACH-000238,0.244512390305
ACH-000243,0.261331827601
ACH-000244,0.300124809951
ACH-000246,0.352475487029
ACH-000248,0.142646869403
ACH-000250,0.27131618930999996
ACH-000251,0.402209532315
ACH-000253,0.35225203985
ACH-000255,0.467833390775
ACH-000256,0.387019520029
ACH-000257,0.228484892817
ACH-000258,0.050897614714099995
ACH-000259,0.305159474444
ACH-000260,0.300607258009
ACH-000261,0.16236065439000003
ACH-000262,0.10366130631100001
ACH-000263,0.35337124182199997
ACH-000264,0.299658671503
ACH-000265,0.187792619751
ACH-000266,0.30615396620499996
ACH-000272,0.175002611353
ACH-000273,0.160616350968
ACH-000274,0.25980687367
ACH-000277,0.28383268728100003
ACH-000278,0.278767632842
ACH-000279,0.23339222766800002
ACH-000280,0.309513428493
ACH-000281,0.466754807416
ACH-000288,0.316342232281
ACH-000291,0.184425314918
ACH-000293,0.0221272787351
ACH-000294,0.551412781971
ACH-000295,0.523826221197
ACH-000296,0.2167211293
ACH-000302,0.347245000146
ACH-000304,0.12124901787799999
ACH-000307,0.310033904663
ACH-000308,0.21754681489500002
ACH-000310,0.142707002187
ACH-000311,0.25529772560499997
ACH-000312,0.43790596473000004
ACH-000315,0.274821789727
ACH-000316,0.260963517246
ACH-000317,0.230965471664
ACH-000318,0.305956618842
ACH-000319,0.18244321986099998
ACH-000320,0.293776624692
ACH-000322,0.27596482314
ACH-000323,0.199432185965
ACH-000324,0.314380759111
ACH-000329,0.220277132634
ACH-000330,0.165117009404
ACH-000331,0.372339602944
ACH-000332,0.209411604965
ACH-000334,0.536922645358
ACH-000335,0.323633256135
ACH-000336,0.53404694022
ACH-000337,0.190215434664
ACH-000339,0.187016689127
ACH-000341,0.08042937521980001
ACH-000348,0.156014399806
ACH-000350,0.196666812979
ACH-000352,0.230243417061
ACH-000356,0.14218085595799998
ACH-000361,0.18105623121800002
ACH-000362,0.312193973545
ACH-000363,0.226299030973
ACH-000364,0.31333741112700003
ACH-000365,0.24524245046100002
ACH-000366,0.391183825982
ACH-000368,0.39297201442100005
ACH-000374,0.253771186255
ACH-000375,0.48993121053499994
ACH-000376,0.329509284219
ACH-000381,0.252553855247
ACH-000383,0.161975984184
ACH-000387,0.208405846115
ACH-000389,0.20318165467500002
ACH-000390,0.272821413932
ACH-000393,0.221250875221
ACH-000395,0.26929080241799996
ACH-000397,0.304425321558
ACH-000401,0.308028569632
ACH-000402,0.398342545107
ACH-000403,0.139915712293
ACH-000404,0.135116254364
ACH-000406,0.265641004291
ACH-000407,0.35745798092000003
ACH-000408,0.40035411828100004
ACH-000410,0.34933933242700005
ACH-000411,0.18518565734099998
ACH-000414,0.23544282923300003
ACH-000415,0.204814434027
ACH-000416,0.22318020845400002
ACH-000420,0.11453803744100001
ACH-000421,0.252741578981
ACH-000424,0.297490838627
ACH-000425,0.162172537249
ACH-000426,0.29453465426
ACH-000427,0.196039112513
ACH-000433,0.442239261206
ACH-000436,0.119791967445
ACH-000444,0.33548067764600004
ACH-000445,0.387509434486
ACH-000448,0.127100145693
ACH-000450,0.436609173737
ACH-000452,0.25643887848499997
ACH-000454,0.315029286476
ACH-000458,0.11628956559
ACH-000459,0.48798134615
ACH-000460,0.219412681828
ACH-000461,0.385694827121
ACH-000463,0.35384913875
ACH-000464,0.213122592421
ACH-000466,0.23114733912500002
ACH-000467,0.208852148917
ACH-000468,0.19622066719300002
ACH-000469,0.293202103258
ACH-000470,0.0997831401146
ACH-000471,0.34231086242799996
ACH-000472,0.246745243536
ACH-000473,0.40266475565399995
ACH-000475,0.23415477605
ACH-000476,0.208532591706
ACH-000477,0.45544897389300004
ACH-000480,0.143052591974
ACH-000481,0.36898476924199997
ACH-000483,0.38980543238399995
ACH-000484,0.331394267121
ACH-000485,0.320220649059
ACH-000486,0.31178768302
ACH-000487,0.304880913671
ACH-000488,0.299325648398
ACH-000490,0.23693582528
ACH-000491,0.299956136276
ACH-000495,0.321393051444
ACH-000496,0.148987275962
ACH-000499,0.366898855216
ACH-000500,0.446157814072
ACH-000502,0.28463321321400004
ACH-000503,0.372401107211
ACH-000505,0.267883867678
ACH-000507,0.09719861491489999
ACH-000510,0.123567129236
ACH-000511,0.186130480441
ACH-000512,0.380036471822
ACH-000516,0.128494894739
ACH-000517,0.23478065391199998
ACH-000518,0.35744989365999996
ACH-000520,0.329570586513
ACH-000521,0.540303661695
ACH-000522,0.203770776712
ACH-000524,0.26570782508900004
ACH-000527,0.210452658762
ACH-000528,0.220172843549
ACH-000537,0.281291493575
ACH-000541,0.297147329802
ACH-000542,0.323261966476
ACH-000544,0.17506062146200002
ACH-000545,0.456888343326
ACH-000547,0.118269682586
ACH-000548,0.231116673798
ACH-000549,0.35923858088699995
ACH-000550,0.33681172337
ACH-000552,0.24168599613800001
ACH-000556,0.233193096396
ACH-000557,0.285456497163
ACH-000570,0.277452906255
ACH-000571,0.298268934622
ACH-000573,0.250662341892
ACH-000576,0.18903319410500002
ACH-000580,0.272771395806
ACH-000584,0.341627561206
ACH-000585,0.289779719712
ACH-000588,0.267229621026
ACH-000589,0.23050713530699998
ACH-000591,0.312940762998
ACH-000593,0.219733282879
ACH-000600,0.190283431336
ACH-000601,0.30993344867
ACH-000604,0.123988168814
ACH-000605,0.336241427875
ACH-000606,0.21832042686
ACH-000608,0.176626216161
ACH-000614,0.312528644696
ACH-000616,0.182225744795
ACH-000618,0.17996546443199998
ACH-000619,0.256405044452
ACH-000620,0.324983573039
ACH-000621,0.343642842117
ACH-000622,0.33783170258
ACH-000623,0.381156983159
ACH-000624,0.22719581839699998
ACH-000627,0.311852497735
ACH-000630,0.327855081253
ACH-000632,0.35162705850000003
ACH-000633,0.27258424892
