,STT3B (201595)
ACH-000336,-0.349832544674
ACH-000337,-0.451732712961
ACH-000339,-0.396302181787
ACH-000341,-0.41725529052199994
ACH-000348,-0.34130162186499996
ACH-000350,-0.39835994816299997
ACH-000352,-0.339940862047
ACH-000356,-0.0814448812093
ACH-000361,-0.554819572559
ACH-000362,-0.593740276213
ACH-000363,-0.215947765364
ACH-000364,-0.580951517286
ACH-000365,-0.7505475862450001
ACH-000366,-0.293136670335
ACH-000368,-0.412316115175
ACH-000374,-0.332461602365
ACH-000375,-0.531033216414
ACH-000376,-0.32143213246
ACH-000381,-0.396373235129
ACH-000383,-0.359355818052
ACH-000387,-0.41390448590000006
ACH-000389,-0.597731363421
ACH-000390,-0.42742985216799995
ACH-000393,-0.515172570841
ACH-000395,-0.624885100683
ACH-000397,-0.41998356419699995
ACH-000401,-0.37202439259400005
ACH-000402,-0.278131269865
ACH-000403,-0.583875671198
ACH-000404,-0.40728527541000004
ACH-000406,-0.527424248212
ACH-000407,-0.613943476623
ACH-000408,-0.529966936682
ACH-000410,-0.20657874781899999
ACH-000411,-0.456368056168
ACH-000414,-0.38984872511299995
ACH-000415,-0.21034143737999997
ACH-000416,-0.343562163972
ACH-000420,-0.47017358867200004
ACH-000421,-0.372881722324
ACH-000424,-0.552929868069
ACH-000425,-0.388653484546
ACH-000426,0.35743720701700005
ACH-000427,-0.41119748703500003
ACH-000433,-0.624063875688
ACH-000436,-0.449656191268
ACH-000444,-0.369346605479
ACH-000445,-0.310741478755
ACH-000448,-0.357748414696
ACH-000450,-0.629615440804
ACH-000452,-0.589761098712
ACH-000454,-0.37497073131399994
ACH-000458,-0.410629328394
ACH-000459,-0.460404163155
ACH-000460,-0.565086716663
ACH-000461,-0.653712011517
ACH-000463,-0.323365705324
ACH-000464,-0.183288414211
ACH-000466,-0.896329603847
ACH-000467,-0.452628979292
ACH-000468,-0.436719548432
ACH-000469,-0.6738688830990001
ACH-000470,-0.412622170826
ACH-000471,-0.641231683923
ACH-000472,-0.40752518616899996
ACH-000473,-0.318153336931
ACH-000475,-0.42255159133299997
ACH-000476,-0.30223393489
ACH-000477,-0.170085900405
ACH-000480,-0.309426197959
ACH-000481,-0.344968887127
ACH-000483,-0.272465329819
ACH-000484,-0.17604696094900002
ACH-000485,-0.5629551925490001
ACH-000486,-0.274304013338
ACH-000487,-0.58381557972
ACH-000488,-0.22917782666900002
ACH-000490,-0.468291089748
ACH-000491,-0.157917336135
ACH-000495,-0.47150265732
ACH-000496,-0.432590419367
ACH-000499,-0.306317126323
ACH-000500,-0.451344166479
ACH-000502,-0.287839683483
ACH-000503,-0.375311713002
ACH-000505,-0.48366280090400005
ACH-000507,-0.561762191412
ACH-000510,-0.321495740073
ACH-000511,-0.49150299710600004
ACH-000512,-0.523457359546
ACH-000516,-0.370182019506
ACH-000517,-0.388173889422
ACH-000518,-0.574932815867
ACH-000520,-0.29523203586999996
ACH-000521,-0.584298644141
ACH-000522,-0.18239813182999998
ACH-000524,-0.553452456898
ACH-000527,-0.7475998915950001
ACH-000528,-0.419706749871
ACH-000537,-0.819629563642
ACH-000541,-0.40014669353200005
ACH-000542,-0.250806700439
ACH-000544,-0.342320073324
ACH-000545,-0.32404472533000006
ACH-000547,-0.232941741464
ACH-000548,-0.33607473897600004
ACH-000549,-0.612211951082
ACH-000550,-0.8624959368430001
ACH-000552,-0.789338280204
ACH-000556,-0.33297356263
ACH-000557,-0.18514722101300002
ACH-000570,-0.451388940912
ACH-000571,-0.502286478132
ACH-000573,-0.35366288774899995
ACH-000576,-0.48527558742700005
ACH-000580,-0.304365591577
ACH-000584,-0.260284732207
ACH-000585,-0.889475359934
ACH-000588,-0.581750820934
ACH-000589,-0.391952318161
ACH-000591,-0.47123652047
ACH-000593,-0.499069178608
ACH-000600,-0.787787913811
ACH-000601,-0.40315514689599996
ACH-000604,-0.419054801439
ACH-000605,-0.19834311645
ACH-000606,-0.363520245357
ACH-000608,-0.436389981237
ACH-000614,-0.30951486398600003
ACH-000616,-0.22447228349599999
ACH-000618,-0.35243788096699996
ACH-000619,-0.603430763085
ACH-000620,-0.701616120482
ACH-000621,-0.44542720725199997
ACH-000622,-0.282295309705
ACH-000623,-0.283852003831
ACH-000624,-0.209951439806
ACH-000627,-0.460629135036
ACH-000630,-0.8036345638860001
ACH-000632,-0.7722050622859999
ACH-000633,-0.648089755277
ACH-000637,-0.329882530054
ACH-000638,-0.341196178498
ACH-000646,-0.5504106361300001
ACH-000647,-0.37677938324500004
ACH-000648,-0.604402923972
ACH-000649,-0.5893915328670001
ACH-000651,-0.34679509146799997
ACH-000652,-0.7127642967290001
ACH-000653,-0.24281010781
ACH-000657,-0.436182622289
ACH-000658,-0.473111712971
ACH-000661,-0.118400959976
ACH-000662,0.00924588586613
ACH-000663,-0.563944493269
ACH-000665,-0.546467333886
ACH-000671,-0.521639032873
ACH-000673,-0.365685121532
ACH-000676,-0.228271685783
ACH-000677,-0.250018845457
ACH-000681,-0.622067078803
ACH-000682,-0.340551985692
ACH-000683,-0.09178355035560001
ACH-000684,-1.06398145111
ACH-000688,-0.467053761594
ACH-000693,-0.378516501337
ACH-000694,-0.359715294202
ACH-000695,-0.570882593759
ACH-000696,-0.11949691096699999
ACH-000697,-0.306778832545
ACH-000699,-0.41109485805600005
ACH-000701,-0.35027080697499996
ACH-000706,-0.661873108227
ACH-000711,-0.17605367418200002
ACH-000713,-0.339056865095
ACH-000714,-0.18724534149799998
ACH-000718,-0.379324823556
ACH-000720,-0.40550598564400003
ACH-000721,-0.581926732262
ACH-000724,-0.484825167511
ACH-000725,-0.330342334909
ACH-000732,-0.15956627904100001
ACH-000734,-0.5213775959920001
ACH-000735,-0.533482163361
ACH-000736,-0.535074219112
ACH-000738,-0.40445009381499997
ACH-000746,-0.61347298795
ACH-000747,-0.33361055289
ACH-000748,-0.410124168505
ACH-000753,-0.526865909074
ACH-000756,-0.323583212207
ACH-000757,-0.255706238308
ACH-000758,-0.337678133892
ACH-000760,-0.477947530132
ACH-000763,-0.192008981852
ACH-000764,-0.24689015756299998
ACH-000765,-0.48036424426200003
ACH-000766,-0.372034967557
ACH-000767,-0.336598189444
ACH-000768,-0.340514188427
ACH-000769,-0.378589866743
ACH-000770,-0.5188987126079999
ACH-000771,-0.568610199003
ACH-000773,-0.353419398597
ACH-000776,-0.358230501253
ACH-000777,-0.6876871786450001
ACH-000778,-0.7139098899840001
ACH-000781,-0.423800336404
ACH-000782,0.246848696366
ACH-000783,-0.167574224437
ACH-000784,-0.308718013296
ACH-000785,-0.192834114555
ACH-000787,-0.483525515205
ACH-000788,-0.34073516318
ACH-000791,-0.456577711067
ACH-000792,-0.507866926576
ACH-000794,-0.672041595701
ACH-000796,-0.34735435751000004
ACH-000799,-0.225927443526
ACH-000800,-0.245739700028
ACH-000802,-0.332871039525
ACH-000804,-0.886072398657
ACH-000805,-0.270479347171
ACH-000809,-0.4911812003
ACH-000810,-0.506332015342
ACH-000811,-0.557157393823
ACH-000817,-0.42595456442900004
ACH-000819,-0.382834187663
ACH-000820,-0.450534217484
ACH-000821,-0.019932078608900002
ACH-000822,-0.47795171082599996
ACH-000823,-0.02375677298
ACH-000824,-0.489644422902
ACH-000827,-0.422304554098
ACH-000829,-0.9428625415690001
ACH-000831,-0.148442305375
ACH-000832,-0.504060467805
ACH-000833,-0.180585060432
ACH-000834,-0.603309571527
ACH-000835,-0.496841023777
ACH-000836,-0.8493946754970001
ACH-000837,-0.21374415249099998
ACH-000838,-0.15972460292500001
ACH-000839,-0.527613694503
ACH-000840,-0.6550251869100001
ACH-000841,-0.332903850245
ACH-000843,-0.126810442331
ACH-000846,-0.284383199105
ACH-000847,-0.419649640875
ACH-000848,-0.259005019025
ACH-000849,-0.319261828316
ACH-000851,-0.616434198757
ACH-000855,-0.459165480231
ACH-000856,-0.376689397961
ACH-000858,-0.21291335675099998
ACH-000859,-0.306628175115
ACH-000861,-0.29267300602699997
ACH-000862,-0.415524403245
ACH-000865,-0.293365795887
ACH-000866,-0.5816599595040001
ACH-000867,-0.41949144828199997
ACH-000869,-0.29160547444400003
ACH-000872,-0.524338859375
ACH-000873,0.159299130252
ACH-000876,-0.698857961112
ACH-000878,-0.220791216367
ACH-000880,-0.623463606013
ACH-000881,-0.48219498740199995
ACH-000882,-0.583667292152
ACH-000884,-0.432861830021
ACH-000885,-0.712961029877
ACH-000887,-0.383634240959
ACH-000888,-0.5359459802709999
ACH-000889,-0.241650274652
ACH-000890,-0.470126233317
ACH-000896,-0.231440765361
ACH-000898,-0.36191219374399997
ACH-000900,-0.274867878471
ACH-000901,-0.054171849168999996
ACH-000905,-0.231477623123
ACH-000906,-0.542077719805
ACH-000907,-0.611787284651
ACH-000910,-0.41000736873899996
ACH-000911,-0.188124981468
ACH-000912,-0.525133041848
ACH-000913,-0.274004018273
ACH-000915,-0.34797001211499995
ACH-000916,-0.696260888335
ACH-000917,-0.301399355748
ACH-000921,-0.401964194601
ACH-000924,-0.406061644216
ACH-000926,-0.447229632302
ACH-000928,-0.40262015988399996
ACH-000929,-0.537121123825
ACH-000932,-0.79824823173
ACH-000935,-0.496969985066
ACH-000936,-0.459949422193
ACH-000937,-0.741901297886
ACH-000938,-0.154369370465
ACH-000939,-0.132897954531
ACH-000941,-0.30332329623599996
ACH-000943,-0.19937774123
ACH-000946,-0.428916336492
ACH-000947,-0.34713190614699996
ACH-000948,-0.471575656064
ACH-000950,-0.464433193363
ACH-000953,-0.29578555700599996
ACH-000957,-0.565269407086
ACH-000958,-0.378529206721
ACH-000960,-0.460338497561
ACH-000963,-0.45328288172
ACH-000968,-0.565706307411
ACH-000969,-0.22469777987599998
ACH-000973,-0.34093991394
ACH-000974,-0.523581365359
ACH-000975,-0.19497455258000002
ACH-000976,-0.489351107888
ACH-000978,-0.22528276486200002
ACH-000980,-0.282615867072
ACH-000984,-0.11572826983899999
ACH-000986,-0.48240325143600005
ACH-000988,-0.572392624916
ACH-000993,-0.0882705451914
ACH-000994,-0.312571911122
ACH-000996,-0.375112151215
ACH-001001,-0.303656826289
ACH-001020,-0.36945720873599996
ACH-001028,-0.375267244638
ACH-001031,-0.17607568001899998
ACH-001038,-0.277733744685
ACH-001048,-0.485350345354
ACH-001050,-0.551476060017
ACH-001053,-0.38307043703
ACH-001054,-0.271255671092
ACH-001061,-0.499114519052
ACH-001067,-0.335054098955
ACH-001075,-0.547193619478
ACH-001096,-0.588300201005
ACH-001128,-1.01101196741
ACH-001134,-0.234892818708
ACH-001151,-0.643924938336
ACH-001163,-0.27617849987
ACH-001164,-0.541588465497
ACH-001173,-0.41392072525799994
ACH-001183,-0.41837750853
ACH-001184,-0.46242536479699997
ACH-001190,-0.40430858950099996
ACH-001192,-0.0744923722801
ACH-001193,-0.46833200703500005
ACH-001196,-0.198758023845
ACH-001197,-0.623256938373
ACH-001205,-0.676647377316
ACH-001211,-0.446069319143
ACH-001212,-0.315752595676
ACH-001228,-0.238474286763
ACH-001232,-0.490195741796
ACH-001239,-0.41950453979
ACH-001274,-0.440300479968
ACH-001275,-0.45479821471799997
ACH-001277,-0.276764680694
ACH-001278,-0.481295007584
ACH-001280,-0.32275115476300004
ACH-001283,-0.396829621946
ACH-001289,-0.35929005999799996
ACH-001295,-0.268388316138
ACH-001300,-0.563421680681
ACH-001301,-0.332796732833
ACH-001302,-0.151132427583
ACH-001303,-0.29505081343
ACH-001306,-0.514738821966
ACH-001318,-0.622047964193
ACH-001322,-0.546768636573
ACH-001328,-0.641883728281
ACH-001332,-0.6619722935760001
ACH-001333,-0.390015356923
ACH-001336,-0.406778499995
ACH-001340,-0.22898874041900003
ACH-001346,-0.40668959927599996
ACH-001353,-0.298731566395
ACH-001354,-0.45398489278399995
ACH-001367,-0.39920421666699996
ACH-001368,-0.402991594454
ACH-001374,-0.48655845096699996
ACH-001375,-0.309089664451
ACH-001377,-0.30920508641399996
ACH-001380,-0.587070928825
ACH-001391,-0.25419033076499997
ACH-001407,-0.625308613593
ACH-001408,-0.39092283755
ACH-001413,-0.378143606034
ACH-001430,-0.5325233328710001
ACH-001431,-0.384108661771
ACH-001450,0.0572983780949
ACH-001496,-0.8008210300540001
ACH-001500,-0.431668100038
ACH-001521,-1.1001817368200002
ACH-001523,-0.5333720468909999
ACH-001532,-0.586728002746
ACH-001536,-0.44546261810000004
ACH-001550,-0.40447586156099996
ACH-001552,-0.472641065156
ACH-001554,-0.274729913193
ACH-001645,-0.197472027327
ACH-001654,-0.29261942008999997
ACH-001715,-0.42217894399000006
ACH-001735,-0.161299633793
ACH-001736,-0.0983911776152
ACH-001737,-0.5795479222869999
ACH-001740,-0.410294579953
ACH-001745,-0.414382399429
ACH-001750,-0.363698043403
ACH-001765,-0.282983272392
ACH-001956,-0.615893406694
ACH-001957,-0.456663129865
