,CCS (9973)
ACH-000004,-0.0877825266103
ACH-000007,-0.552336027455
ACH-000009,-0.27937968612799996
ACH-000011,-0.63505319722
ACH-000012,-0.25845774345100003
ACH-000013,-0.172092805677
ACH-000014,-0.181879206713
ACH-000015,-0.243161749393
ACH-000017,-0.287633538294
ACH-000018,-0.12094167017000002
ACH-000019,-0.025499922976199997
ACH-000021,-0.269722278491
ACH-000022,-0.201641150505
ACH-000025,-0.08511126222030001
ACH-000028,-0.774829756716
ACH-000030,-0.578417351183
ACH-000035,-0.302690286119
ACH-000036,-0.303477463048
ACH-000037,-0.812512304787
ACH-000039,-0.5207386008730001
ACH-000040,-0.08789860340469999
ACH-000041,-0.319636472148
ACH-000042,-0.294885267661
ACH-000045,-0.48396041204400003
ACH-000047,-0.220567223569
ACH-000052,-0.321578603398
ACH-000053,-0.174576785753
ACH-000054,-0.17113935029
ACH-000055,-0.19793055204399998
ACH-000060,-0.185638577648
ACH-000067,0.0475444711002
ACH-000070,-0.30369496231800003
ACH-000075,-0.103387345289
ACH-000078,-0.291690129302
ACH-000082,-0.33615760813100004
ACH-000085,-0.0393648676559
ACH-000086,-0.6681104507810001
ACH-000087,-0.289190568407
ACH-000092,-0.0264977235513
ACH-000095,-0.25259268031800003
ACH-000097,-0.503132594841
ACH-000098,0.0939744321181
ACH-000099,-0.27607887335299997
ACH-000108,-0.216696647461
ACH-000113,-0.0504311711216
ACH-000115,-0.263144272883
ACH-000116,-0.29991956061
ACH-000118,-0.256372082335
ACH-000120,-0.48668147304
ACH-000123,-0.373725645849
ACH-000127,-0.22025822713000004
ACH-000128,0.143721289663
ACH-000132,-0.131910559944
ACH-000133,-0.439910185604
ACH-000137,-0.0316500303284
ACH-000138,-0.430147603857
ACH-000142,-0.24962846673900002
ACH-000143,-0.029188775105
ACH-000146,-0.06646044940700001
ACH-000148,-0.13683013589
ACH-000150,-0.09554844190089999
ACH-000152,-0.649243612891
ACH-000153,-0.303188174642
ACH-000159,-0.952299850056
ACH-000160,-0.250686063556
ACH-000163,-0.307736359773
ACH-000167,-0.5415523987349999
ACH-000168,-0.334806549243
ACH-000169,-0.38913350974399996
ACH-000178,-0.191081181563
ACH-000182,-0.047677742180399996
ACH-000183,-0.0427602630688
ACH-000188,-0.288309147171
ACH-000189,-0.540452110273
ACH-000190,-0.371402605267
ACH-000198,-0.304660969841
ACH-000204,-0.069042214681
ACH-000206,-0.180961069611
ACH-000207,-0.6218448645260001
ACH-000211,-0.354165423926
ACH-000215,-0.714790393043
ACH-000221,-0.309371945731
ACH-000222,-0.28086734724
ACH-000223,-0.25348301201400003
ACH-000226,-0.351515750912
ACH-000227,-0.51306148148
ACH-000228,-0.540343778276
ACH-000231,-0.19778144920200003
ACH-000232,-0.16361853384400002
ACH-000233,-0.38675886145000005
ACH-000234,-0.382844326717
ACH-000235,-0.481515020421
ACH-000237,-0.611601073075
ACH-000238,-0.10669780969499999
ACH-000243,-0.34729523541100005
ACH-000244,-0.564859720774
ACH-000246,-0.529995165743
ACH-000248,-0.292326119702
ACH-000250,-0.33894975829
ACH-000251,-0.414474509503
ACH-000253,-0.251525418977
ACH-000255,-0.24594034065
ACH-000256,-0.32305183459000003
ACH-000257,-0.0168435637764
ACH-000258,-0.12942776206700002
ACH-000259,-0.241295690909
ACH-000260,-0.5501979212179999
ACH-000261,-0.246072960861
ACH-000262,-0.21481609711199998
ACH-000263,-0.626333850715
ACH-000264,-0.18166922866000002
ACH-000265,-0.35481138165299997
ACH-000266,-0.21222114989100002
ACH-000272,-0.182364102988
ACH-000273,-0.647749746685
ACH-000274,0.0819994707728
ACH-000277,-0.44121890529700003
ACH-000278,-0.38937790324500005
ACH-000279,-0.24717092883000003
ACH-000280,-0.367778557973
ACH-000281,-0.168463728394
ACH-000288,-0.130837133064
ACH-000291,-0.301195520694
ACH-000293,-0.354735784293
ACH-000294,-0.341559538746
ACH-000295,-0.081806976808
ACH-000296,-0.249920142317
ACH-000302,-0.206615275862
ACH-000304,-0.32300569496
ACH-000307,-0.152502498291
ACH-000308,-0.248270684393
ACH-000310,-0.249684915658
ACH-000311,-0.325501215932
ACH-000312,-0.43910946238000004
ACH-000315,-0.25279518717300004
ACH-000316,-0.16839620425500001
ACH-000317,-0.371901200479
ACH-000318,-0.36096474258100003
ACH-000319,-0.416112504749
ACH-000320,-0.25779335945799997
ACH-000322,-0.066173772474
ACH-000323,0.0368473120851
ACH-000324,-0.8442384321520001
ACH-000329,0.06999218537660001
ACH-000330,-0.548022434123
ACH-000331,-0.125690844055
ACH-000332,-0.405897764093
ACH-000334,-0.536222139655
ACH-000335,-0.243381319839
ACH-000336,-0.0181156151615
ACH-000337,-0.525144595418
ACH-000339,-0.8182411490710001
ACH-000341,-0.402986511193
ACH-000348,-0.448038755173
ACH-000350,-0.279482818211
ACH-000352,-0.393065594674
ACH-000356,-0.6853321760600001
ACH-000361,-0.17068449574900002
ACH-000362,-0.341266846601
ACH-000363,-0.135067423987
ACH-000364,-0.434834708601
ACH-000365,-0.250746024498
ACH-000366,-0.42257895611199997
ACH-000368,-0.127042723847
ACH-000374,-0.300375395128
ACH-000375,-0.614107945813
ACH-000376,-0.650506766295
ACH-000381,-0.279888592575
ACH-000383,-0.24641728987300002
ACH-000387,-0.28750275153
ACH-000389,-0.242436726642
ACH-000390,-0.07019549054680001
ACH-000393,-0.233245964474
ACH-000395,-0.592582521983
ACH-000397,-0.144001344256
ACH-000401,-0.473733840168
ACH-000402,0.110372508129
ACH-000403,-0.0846207856804
ACH-000404,-0.061830459791
ACH-000406,-0.0959713616587
ACH-000407,-0.391673961106
ACH-000408,-0.399928162144
ACH-000410,-0.409599204082
ACH-000411,-0.19774563274
ACH-000414,-0.36721671813900003
ACH-000415,-0.362977284218
ACH-000416,-0.137133534922
ACH-000420,-0.228762987636
ACH-000421,-0.245902422063
ACH-000424,-0.257001124292
ACH-000425,-0.20624405738899998
ACH-000426,-0.0553631553468
ACH-000427,-0.430326230938
ACH-000433,-0.307030264607
ACH-000436,-0.07168684170039999
ACH-000444,-0.317264821825
ACH-000445,-0.029671934377299997
ACH-000448,-0.116003250513
ACH-000450,-0.606382351056
ACH-000452,-0.323780929826
ACH-000454,-0.042934493011
ACH-000458,-0.265947203198
ACH-000459,0.0782109713088
ACH-000460,-0.467311966747
ACH-000461,-0.464615934448
ACH-000463,-0.974182545163
ACH-000464,-0.0350527142891
ACH-000466,-0.12443084122000002
ACH-000467,-0.220681809906
ACH-000468,-0.172462467956
ACH-000469,-0.17772599502999997
ACH-000470,-0.125423547501
ACH-000471,-0.37218131403899996
ACH-000472,-0.5567940660890001
ACH-000473,-0.35998864781400003
ACH-000475,-0.23432178487100003
ACH-000476,-0.193321492254
ACH-000477,-1.26188610422
ACH-000480,-0.273617450567
ACH-000481,-0.226875358612
ACH-000483,-0.10388574377800001
ACH-000484,-0.309213002039
ACH-000485,-0.20101789078899998
ACH-000486,-0.431264836698
ACH-000487,-0.27214616629099997
ACH-000488,-0.285600833596
ACH-000490,-0.559903927026
ACH-000491,-0.22192628025299999
ACH-000495,-0.653302326567
ACH-000496,-0.464138611831
