,CCS (9973)
ACH-000499,-0.15416272861
ACH-000500,0.160581287115
ACH-000502,-0.169845128442
ACH-000503,-0.08490894963649999
ACH-000505,-0.49834179116000005
ACH-000507,-0.19177626679499998
ACH-000510,-0.0482673916376
ACH-000511,-0.113663265599
ACH-000512,-0.41280982866800003
ACH-000516,-0.0833562833904
ACH-000517,-0.0562116431888
ACH-000518,-0.37394667372400003
ACH-000520,-0.585987816278
ACH-000521,-0.579565678766
ACH-000522,-0.125568242484
ACH-000524,-0.0880618838366
ACH-000527,-0.0807333716745
ACH-000528,-0.293524862246
ACH-000537,-0.35288488723800004
ACH-000541,-0.10343673976399999
ACH-000542,-0.11114179272199999
ACH-000544,-0.335027672507
ACH-000545,-0.418306818617
ACH-000547,-0.0036098237101300002
ACH-000548,-0.544526767027
ACH-000549,-0.464940202149
ACH-000550,0.179044704709
ACH-000552,-0.384697367981
ACH-000556,0.056016219748300004
ACH-000557,-0.00485081679666
ACH-000570,-0.278274177631
ACH-000571,-0.09483540635160001
ACH-000573,-0.206703935387
ACH-000576,0.06017309654019999
ACH-000580,-0.029546828222
ACH-000584,-0.424457737099
ACH-000585,-0.0968276844777
ACH-000588,-0.283165873576
ACH-000589,-0.240325528099
ACH-000591,-0.295177174452
ACH-000593,-0.18197714697700001
ACH-000600,-0.44275527622199995
ACH-000601,-0.232897765176
ACH-000604,0.041184217344
ACH-000605,-0.312844194036
ACH-000606,-0.27782269987799996
ACH-000608,-0.394682738278
ACH-000614,-0.492695013661
ACH-000616,-0.41743782739299995
ACH-000618,-0.35576580732
ACH-000619,-0.612053206642
ACH-000620,-0.0331069440687
ACH-000621,-0.0361039177874
ACH-000622,-0.219292306657
ACH-000623,-0.049586792275099996
ACH-000624,-0.261032567849
ACH-000627,-0.26029311205600003
ACH-000630,-0.322601597681
ACH-000632,-0.429050785597
ACH-000633,-0.131357980685
ACH-000637,-0.000929522406031
ACH-000638,-0.482961619159
ACH-000646,-0.35864934059
ACH-000647,-0.155731436952
ACH-000648,-0.324141142022
ACH-000649,-0.27305007598000003
ACH-000651,-0.148450690169
ACH-000652,-0.283526642717
ACH-000653,-0.11485291234000002
ACH-000657,-0.20980542246199999
ACH-000658,-0.122644213432
ACH-000661,-0.573423875634
ACH-000662,-0.34961459789099997
ACH-000663,-0.100260870993
ACH-000665,-0.6191290044359999
ACH-000671,-0.121474347722
ACH-000673,-0.21384325329999998
ACH-000676,-0.719222370079
ACH-000677,-0.158598428308
ACH-000681,-0.284900882689
ACH-000682,-0.29948122293
ACH-000683,-0.306828563485
ACH-000684,-0.485553323441
ACH-000688,0.07381035738649999
ACH-000693,-0.14207924141699999
ACH-000694,-0.226554708627
ACH-000695,-0.111324677798
ACH-000696,-0.276719436384
ACH-000697,-0.211252967478
ACH-000699,-0.22970084292800003
ACH-000701,-0.279966881151
ACH-000706,-0.0531769062476
ACH-000711,-0.108343470739
ACH-000713,-0.129230718966
ACH-000714,-0.30072561243900003
ACH-000718,-0.263107653687
ACH-000720,-0.7365654720379999
ACH-000721,0.014281971724799999
ACH-000724,-0.325481366167
ACH-000725,-0.261004453757
ACH-000732,-0.630195070548
ACH-000734,-0.434257970307
ACH-000735,-0.25547598854200004
ACH-000736,-0.342858018547
ACH-000738,-0.187620886063
ACH-000746,-0.34856538370800005
ACH-000747,-0.369520131948
ACH-000748,-0.5325157108349999
ACH-000753,-0.0755777796343
ACH-000756,-0.21860467621100002
ACH-000757,-0.390792682473
ACH-000758,-0.46880798726899997
ACH-000760,-0.296797292249
ACH-000763,0.0299143741483
ACH-000764,-0.358541309234
ACH-000765,-0.24937014830499998
ACH-000766,-0.000910636502636
ACH-000767,-0.14845971070900002
ACH-000768,-0.178795056468
ACH-000769,-0.328460317358
ACH-000770,-0.0841927746461
ACH-000771,-0.188735586059
ACH-000773,-0.33658015528499996
ACH-000776,-0.169274968106
ACH-000777,-0.205800555886
ACH-000778,-0.7585715413680001
ACH-000781,-0.348374860646
ACH-000782,-0.41327051702100004
ACH-000783,-0.49856005794200003
ACH-000784,-0.08458596058430001
ACH-000785,-0.8374894632950001
ACH-000787,-0.11772193837200001
ACH-000788,-0.111790278647
ACH-000791,-0.395254476079
ACH-000792,-0.19065392342700002
ACH-000794,-0.316337164823
ACH-000796,-0.167986729492
ACH-000799,-0.15759065065199998
ACH-000800,-0.043082961245900005
ACH-000802,-0.5058418159629999
ACH-000804,-0.352120586857
ACH-000805,-0.472582951491
ACH-000809,-0.436537251777
ACH-000810,-0.711600794548
ACH-000811,-0.09666168247120001
ACH-000817,-0.194771857601
ACH-000819,-0.354182600164
ACH-000820,-0.450101299959
ACH-000821,-0.5820464911500001
ACH-000822,-0.8134554737540001
ACH-000823,-0.292189811964
ACH-000824,-0.0968504340744
ACH-000827,-0.128016519288
ACH-000829,-0.201859511964
ACH-000831,-0.192443209729
ACH-000832,-0.445917309431
ACH-000833,-0.269394679601
ACH-000834,-0.332021829771
ACH-000835,-0.6547979104070001
ACH-000836,-0.331544924719
ACH-000837,-0.611305650048
ACH-000838,-0.330591969531
ACH-000839,-0.44274081504100005
ACH-000840,-0.198739606264
ACH-000841,-0.48718128593599996
ACH-000843,-0.377105518535
ACH-000846,-0.386445023978
ACH-000847,-0.259213820017
ACH-000848,-0.130976853705
ACH-000849,-0.04843921294
ACH-000851,-0.26207179999999997
ACH-000855,0.031263897936800004
ACH-000856,-0.24303968692800001
ACH-000858,-0.11690137246
ACH-000859,-0.626121926634
ACH-000861,-0.498020392575
ACH-000862,-0.0402473914824
ACH-000865,-0.16915269942400002
ACH-000866,-0.20528490020399998
ACH-000867,-0.200688091483
ACH-000869,-0.415383328502
ACH-000872,-0.47272874309199997
ACH-000873,-0.0182285335791
ACH-000876,-0.154158874975
ACH-000878,-0.379237433062
ACH-000880,-0.0878149123474
ACH-000881,-0.245621795064
ACH-000882,-0.61951167077
ACH-000884,-0.173195519708
ACH-000885,-0.222113446133
ACH-000887,-0.252678350568
ACH-000888,-0.139298860212
ACH-000889,-0.40971873886200005
ACH-000890,-0.42367694417199997
ACH-000896,-0.212847615639
ACH-000898,-0.164692929391
ACH-000900,-0.875145783564
ACH-000901,-0.452965171598
ACH-000905,-0.408668842012
ACH-000906,-0.329455164978
ACH-000907,0.118758484491
ACH-000910,-0.21204551264000002
ACH-000911,-0.390252674433
ACH-000912,-0.5997587340330001
ACH-000913,-0.23614517432799997
ACH-000915,0.0673401400516
ACH-000916,-0.718670198175
ACH-000917,-0.494655222544
ACH-000921,-0.15641140384500002
ACH-000924,0.0136562668725
ACH-000926,-0.344400459593
ACH-000928,0.024805013857
ACH-000929,-0.160802892078
ACH-000932,-0.11215241458900001
ACH-000935,-0.49445967470700003
ACH-000936,-0.07707782894889999
ACH-000937,-0.0609426998451
ACH-000938,-0.13084887382000002
ACH-000939,-0.17262472443500002
ACH-000941,-0.132730709154
ACH-000943,-0.194150537097
ACH-000946,-0.291619875843
ACH-000947,-0.255945658889
ACH-000948,-0.25972111996999997
ACH-000950,-0.273474437778
ACH-000953,-0.285911497076
ACH-000957,-0.253614735951
ACH-000958,-0.313416848821
ACH-000960,-0.0924311018498
ACH-000963,-0.107092684874
ACH-000968,-0.471951689239
ACH-000969,-0.41814665011
ACH-000973,-0.171423516443
ACH-000974,-0.176598733207
ACH-000975,-0.0719897155198
ACH-000976,-0.30288922258400003
ACH-000978,0.040167121788800005
ACH-000980,-0.18372777922400002
ACH-000984,-0.42178807385
ACH-000986,-0.18903096470300002
ACH-000988,-0.468539659721
ACH-000993,-0.0013813730076400002
ACH-000994,-0.109006099534
ACH-000996,-0.16076240715999998
ACH-001001,-0.264603700048
ACH-001020,-0.341514973659
ACH-001028,-0.301047946591
ACH-001031,-0.20091796894400002
ACH-001038,-0.286362255276
ACH-001048,-0.22991361261399998
ACH-001050,0.08803558031130002
ACH-001053,-0.196895942342
ACH-001054,-0.23122870405499998
ACH-001061,-0.198153608043
ACH-001067,-0.483633753298
ACH-001075,-0.49215853324600006
ACH-001096,-0.106323793188
ACH-001128,-0.025633520777699998
ACH-001134,-0.030356370369700004
ACH-001151,-0.379875917404
ACH-001163,-0.215654652929
ACH-001164,-0.214965057312
ACH-001173,-0.295451732508
ACH-001183,-0.204377880578
ACH-001184,-0.10429860498299999
ACH-001190,-0.19461678021499998
ACH-001192,-0.227386094787
ACH-001193,-0.08835001009539999
ACH-001196,-0.207574182498
ACH-001197,-0.42351320628399997
ACH-001205,-0.17439939755699999
ACH-001211,-0.45604047425800004
ACH-001212,-0.303185249357
ACH-001228,-0.263465717444
ACH-001232,-0.141834975471
ACH-001239,-0.732547618548
ACH-001274,-0.222679445569
ACH-001275,-0.17594301355099998
ACH-001277,-0.10172853909900001
ACH-001278,-0.251981224803
ACH-001280,-0.5347979091589999
ACH-001283,-0.387760514089
ACH-001289,-0.230720815198
ACH-001295,-0.181394129194
ACH-001300,-0.173830247799
ACH-001301,-0.190224391828
ACH-001302,-0.372260614376
ACH-001303,-0.40717476465
ACH-001306,-0.18658162260699998
ACH-001318,-0.255157753354
ACH-001322,-0.28160144213000005
ACH-001328,-0.242832629421
ACH-001332,-0.497639110906
ACH-001333,-0.479095654956
ACH-001336,-0.322514999921
ACH-001340,-0.157452109998
ACH-001346,-0.264253945156
ACH-001353,-0.371520957506
ACH-001354,-0.141029641713
ACH-001367,-0.16139555124299998
ACH-001368,-0.19945810196199998
ACH-001374,0.35652826302900004
ACH-001375,-0.234470332188
ACH-001377,-0.474595209231
ACH-001380,-0.463315242049
ACH-001391,-0.034161983415099996
ACH-001407,-0.172808237539
ACH-001408,-0.17848833757399998
ACH-001413,-0.164656385174
ACH-001430,-0.416279817846
ACH-001431,-0.110397697985
ACH-001450,-0.28804177352
ACH-001496,-0.160926974738
ACH-001500,-0.13037303619100002
ACH-001521,-0.314795218497
ACH-001523,-0.10991794963
ACH-001532,-0.540463214004
ACH-001536,-0.322388225451
ACH-001550,-0.205615911978
ACH-001552,0.110537293923
ACH-001554,-0.263226643963
ACH-001645,-0.260233627542
ACH-001654,-0.407796609361
ACH-001715,-0.302809395561
ACH-001735,-0.319515052809
ACH-001736,-0.213442999546
ACH-001737,-0.11026596247000002
ACH-001740,-0.0775210374128
ACH-001745,-0.285855852905
ACH-001750,-0.0302854298332
ACH-001765,-0.0777181116005
ACH-001956,-0.171918568572
ACH-001957,-0.200930638763
