,ADAT1 (23536)
ACH-000004,-0.358870542356
ACH-000007,-0.313328018529
ACH-000009,-0.362699996988
ACH-000011,-0.37906784227799994
ACH-000012,-0.40499672145599996
ACH-000013,-0.221195409748
ACH-000014,-0.275674899717
ACH-000015,-0.0674972630186
ACH-000017,-0.32114126891999994
ACH-000018,-0.0559914375236
ACH-000019,-0.158453060796
ACH-000021,-0.529044360612
ACH-000022,-0.186909700089
ACH-000025,-0.39549903092
ACH-000028,-0.159857611332
ACH-000030,-0.259217459503
ACH-000035,-0.20760686010600002
ACH-000036,-0.440655721054
ACH-000037,-0.245027704914
ACH-000039,-0.168129690797
ACH-000040,-0.26763361261999996
ACH-000041,-0.045051749714
ACH-000042,-0.42657804579
ACH-000045,-0.29061462989500003
ACH-000047,-0.237296638294
ACH-000052,-0.46829760382299995
ACH-000053,-0.244001923328
ACH-000054,-0.405818523055
ACH-000055,-0.117222302102
ACH-000060,-0.273470186504
ACH-000067,-0.301484769237
ACH-000070,-0.00439030543437
ACH-000075,-0.28519963216
ACH-000078,-0.330787192452
ACH-000082,-0.418236434221
ACH-000085,0.0690180933371
ACH-000086,-0.338604554079
ACH-000087,-0.023035852655099998
ACH-000092,-0.30487590113
ACH-000095,-0.35169507597599997
ACH-000097,-0.178091360267
ACH-000098,-0.136484292048
ACH-000099,-0.256583869698
ACH-000108,-0.232724784366
ACH-000113,-0.22675342333
ACH-000115,-0.383295589965
ACH-000116,-0.13792015703500002
ACH-000118,-0.113363076846
ACH-000120,-0.285999619255
ACH-000123,-0.343804038137
ACH-000127,-0.34004007117299995
ACH-000128,-0.219567842034
ACH-000132,-0.25267068027
ACH-000133,-0.24156860488600002
ACH-000137,-0.14198707003799999
ACH-000138,-0.176613455451
ACH-000142,-0.209629897111
ACH-000143,-0.17384848521200003
ACH-000146,-0.354663062031
ACH-000148,-0.21868088480099998
ACH-000150,-0.259327160604
ACH-000152,-0.0353355196693
ACH-000153,-0.0607808013779
ACH-000159,-0.0997829338132
ACH-000160,-0.12343983884700001
ACH-000163,-0.20276916184399998
ACH-000167,-0.12584924181600002
ACH-000168,-0.299161943058
ACH-000169,-0.25419172475900004
ACH-000178,-0.289461479204
ACH-000182,-0.39252728837800005
ACH-000183,-0.2255567466
ACH-000188,-0.142251931831
ACH-000189,-0.249045549725
ACH-000190,-0.293068045778
ACH-000198,-0.22372480575
ACH-000204,0.28508288027199996
ACH-000206,-0.394734332693
ACH-000207,0.052150677164300004
ACH-000211,-0.37849785960999993
ACH-000215,-0.318016394563
ACH-000221,-0.485884741324
ACH-000222,-0.4366066203
ACH-000223,-0.37929575641
ACH-000226,-0.161786734577
ACH-000227,-0.417322218565
ACH-000228,-0.453967805866
ACH-000231,-0.349096043564
ACH-000232,-0.311711073081
ACH-000233,-0.0898875029249
ACH-000234,-0.283667592942
ACH-000235,-0.202526363531
ACH-000237,-0.36000584485
ACH-000238,-0.284989053524
ACH-000243,-0.212820682276
ACH-000244,-0.210829513376
ACH-000246,-0.140622055406
ACH-000248,-0.238768116847
ACH-000250,-0.236848380339
ACH-000251,-0.201973870013
ACH-000253,-0.179247111598
ACH-000255,-0.295150101801
ACH-000256,-0.10130584541899999
ACH-000257,-0.575685249103
ACH-000258,-0.191674250162
ACH-000259,-0.10989617371200001
ACH-000260,-0.269169289421
ACH-000261,-0.320384142074
ACH-000262,-0.329308364349
ACH-000263,-0.414868885784
ACH-000264,-0.175530202269
ACH-000265,-0.10939891408800001
ACH-000266,-0.270829104446
ACH-000272,-0.29846400982500004
ACH-000273,-0.263678265201
ACH-000274,-0.12548250897500002
ACH-000277,-0.382628988765
ACH-000278,-0.38608204555
ACH-000279,-0.276880400459
ACH-000280,-0.216672018965
ACH-000281,-0.345257352382
ACH-000288,-0.293601860658
ACH-000291,-0.202729201602
ACH-000293,-0.115753673741
ACH-000294,-0.269779994627
ACH-000295,-0.283696604058
ACH-000296,-0.139237406504
ACH-000302,-0.213860447985
ACH-000304,-0.323483411015
ACH-000307,-0.273914811917
ACH-000308,-0.158109147477
ACH-000310,-0.338760910884
ACH-000311,-0.34346586317100003
ACH-000312,-0.30812211202100004
ACH-000315,-0.167742317084
ACH-000316,-0.359773884416
ACH-000317,-0.103122954749
ACH-000318,-0.13527523277999998
ACH-000319,-0.220275560966
ACH-000320,-0.328612995663
ACH-000322,-0.514100407259
ACH-000323,-0.060373595334900006
ACH-000324,-0.289405822787
ACH-000329,-0.31439864363000003
