,MTCH1 (23787)
ACH-000004,-0.373494411968
ACH-000007,-0.358079471165
ACH-000009,-0.0674729726181
ACH-000011,-0.196736312084
ACH-000012,-0.13981150246500001
ACH-000013,-0.24646647473400002
ACH-000014,-0.181868927157
ACH-000015,0.0354785058617
ACH-000017,-0.109985222395
ACH-000018,-0.0903407580882
ACH-000019,-0.423743668399
ACH-000021,-0.0373422712183
ACH-000022,-0.0823888502527
ACH-000025,-0.124705679255
ACH-000028,-0.172562393752
ACH-000030,-0.275222886575
ACH-000035,-0.146885974926
ACH-000036,-0.07747490879260001
ACH-000037,-0.1990308475
ACH-000039,-0.221418421026
ACH-000040,-0.16927395697900002
ACH-000041,-0.25855153658
ACH-000042,-0.15255673459799998
ACH-000045,-0.291292089646
ACH-000047,-0.21919323433000001
ACH-000052,0.16617211674000001
ACH-000053,-0.15437606059800002
ACH-000054,-0.15243899205800002
ACH-000055,0.027380414301299998
ACH-000060,-0.310447593666
ACH-000067,-0.31551906005999997
ACH-000070,-0.34767664631399997
ACH-000075,-0.330260161574
ACH-000078,0.0568455106234
ACH-000082,-0.126714266905
ACH-000085,-0.300002064379
ACH-000086,-0.183492850885
ACH-000087,-0.0858645677025
ACH-000092,-0.21950460804299998
ACH-000095,-0.376499381421
ACH-000097,-0.17304353144600002
ACH-000098,-0.21631915144000002
ACH-000099,-0.132001772128
ACH-000108,0.010739511576399999
ACH-000113,-0.23721959311500002
ACH-000115,-0.324294553969
ACH-000116,-0.06797260242980001
ACH-000118,-0.191425994987
ACH-000120,-0.11072351174100001
ACH-000123,-0.0172369781065
ACH-000127,-0.220574730882
ACH-000128,-0.539577580234
ACH-000132,-0.256232341326
ACH-000133,-0.22962501729600002
ACH-000137,-0.354857581312
ACH-000138,-0.0990379338341
ACH-000142,-0.121112489241
ACH-000143,-0.159393595824
ACH-000146,-0.1686841013
ACH-000148,0.0063541048078599996
ACH-000150,0.130088810041
ACH-000152,-0.32970900741
ACH-000153,-0.423180773137
ACH-000159,-0.07109066468729999
ACH-000160,-0.181833890168
ACH-000163,0.0931152446363
ACH-000167,-0.32543479939
ACH-000168,-0.299054999903
ACH-000169,-0.06597265866669999
ACH-000178,-0.11099284225
ACH-000182,-0.0606465564128
ACH-000183,-0.159906977346
ACH-000188,-0.21038907445399999
ACH-000189,0.036677765957199994
ACH-000190,-0.04424186977030001
ACH-000198,-0.057724631057699996
ACH-000204,-0.47989325725000004
ACH-000206,-0.41819438212800003
ACH-000207,-0.446397960001
ACH-000211,-0.203260074185
ACH-000215,-0.19942416206
ACH-000221,0.0729286194697
ACH-000222,0.181354041325
ACH-000223,-0.49071462602300003
ACH-000226,-0.244104166479
ACH-000227,-0.253718572445
ACH-000228,-0.202423073397
ACH-000231,-0.209630531136
ACH-000232,-0.11890760015900001
ACH-000233,-0.2268853018
ACH-000234,-0.18274278062
ACH-000235,-0.0953339720631
ACH-000237,-0.103934646208
ACH-000238,-0.20974162351300002
ACH-000243,-0.15160687987
ACH-000244,0.194374360845
ACH-000246,-0.11301858883400001
ACH-000248,-0.138405061079
ACH-000250,-0.34261962467699997
ACH-000251,-0.315053366971
ACH-000253,-0.140821141328
ACH-000255,-0.19578147961
ACH-000256,-0.270794776472
ACH-000257,0.129416092622
ACH-000258,0.208950420566
ACH-000259,-0.228072649362
ACH-000260,-0.24037947838399998
ACH-000261,-0.275703640312
ACH-000262,0.139678413402
ACH-000263,-0.168581878065
ACH-000264,-0.309981560302
ACH-000265,-0.18494413909600002
ACH-000266,-0.204046445715
ACH-000272,-0.156812704623
ACH-000273,-0.282244246888
ACH-000274,-0.22131029954599998
ACH-000277,-0.410932257914
ACH-000278,-0.0242531052332
ACH-000279,-0.172019458725
ACH-000280,-0.049732529404600004
ACH-000281,-0.153703841144
ACH-000288,-0.11816948236300001
ACH-000291,-0.162745773894
ACH-000293,-0.24899516897799998
ACH-000294,0.0400103724936
ACH-000295,-0.10127978809100001
ACH-000296,-0.197804338226
ACH-000302,-0.156541065654
ACH-000304,-0.296693824901
ACH-000307,-0.08397309183070001
ACH-000308,-0.157158298261
ACH-000310,-0.177294129595
ACH-000311,-0.206440471263
ACH-000312,-0.0515080457224
ACH-000315,-0.173496651195
ACH-000316,-0.299268576914
ACH-000317,-0.47685061521899996
ACH-000318,-0.053721552090800005
ACH-000319,-0.0891722870436
ACH-000320,0.002006244332
ACH-000322,-0.174327292139
ACH-000323,-0.00956018607326
ACH-000324,-0.19355804002399998
ACH-000329,-0.08687590339060001
ACH-000330,-0.0730056386147
ACH-000331,-0.293125269882
ACH-000332,-0.137829995413
ACH-000334,-0.056470676140700005
ACH-000335,-0.247797359479
ACH-000336,-0.261545899082
ACH-000337,-0.30587325032900003
ACH-000339,-0.241412739534
ACH-000341,-0.48038208929
ACH-000348,-0.0693093834944
ACH-000350,0.0695529868488
ACH-000352,-0.307794458946
ACH-000356,-0.39396682470100003
ACH-000361,-0.285489884705
ACH-000362,-0.226610306132
ACH-000363,0.023599548713599997
ACH-000364,-0.312042850459
ACH-000365,-0.210792108489
ACH-000366,-0.06735196363769999
ACH-000368,-0.338849657866
ACH-000374,-0.394557159219
