,MYB (4602)
ACH-000004,-0.9575689333030001
ACH-000007,-0.581614348777
ACH-000009,-0.409464707548
ACH-000011,-0.115015825823
ACH-000012,-0.260591697604
ACH-000013,-0.373498969108
ACH-000014,-0.123428346835
ACH-000015,-0.34564079449100005
ACH-000017,-0.39719564064
ACH-000018,-0.309996955807
ACH-000019,-0.30356342149099996
ACH-000021,-0.633025900608
ACH-000022,-0.36568476214900003
ACH-000025,-0.308573978453
ACH-000028,-0.156379152514
ACH-000030,-0.32067226553100003
ACH-000035,-0.344330974156
ACH-000036,-0.23525298210700002
ACH-000037,-0.374836304231
ACH-000039,-0.21482392186000002
ACH-000040,-0.544748581722
ACH-000041,-0.343427978266
ACH-000042,-0.558527410674
ACH-000045,-1.4250528198899999
ACH-000047,-0.37886474586999996
ACH-000052,-0.369306020281
ACH-000053,-1.59696291176
ACH-000054,-0.47413173084
ACH-000055,-0.197375371515
ACH-000060,-0.28790618638500004
ACH-000067,-0.662730389941
ACH-000070,-1.0210566301000001
ACH-000075,-0.310225254529
ACH-000078,-0.23860641963399998
ACH-000082,-0.567112586219
ACH-000085,-0.519703240898
ACH-000086,-0.36303435666199996
ACH-000087,-0.265991497591
ACH-000092,-0.500764334266
ACH-000095,-0.318996093762
ACH-000097,-0.139336012625
ACH-000098,-0.48335906110699994
ACH-000099,-0.254067799721
ACH-000108,-0.46366933156400003
ACH-000113,-1.1472632861799998
ACH-000115,-0.437021382777
ACH-000116,-0.33770835013800005
ACH-000118,-0.458697377945
ACH-000120,-0.23523054527399997
ACH-000123,-0.279597459334
ACH-000127,-0.420136642324
ACH-000128,-0.460913507736
ACH-000132,-0.67814164352
ACH-000133,-0.37437383666199997
ACH-000137,-0.455500812801
ACH-000138,-0.39974060890100005
ACH-000142,-0.309517941407
ACH-000143,-0.377829724729
ACH-000146,-1.7337864836599999
ACH-000148,-0.451109913826
ACH-000150,-0.436787378736
ACH-000152,-0.36477130657799994
ACH-000153,-0.649780661441
ACH-000159,-0.5043512313530001
ACH-000160,-0.702380769821
ACH-000163,-0.46083105338999997
ACH-000167,-0.34583494528399994
ACH-000168,-1.36253371405
ACH-000169,-0.0953989944558
ACH-000178,-0.42368995251999997
ACH-000182,-0.3748122389
ACH-000183,-0.521026764613
ACH-000188,-0.296147557274
ACH-000189,-0.340261928923
ACH-000190,-0.34947220040700006
ACH-000198,-1.2114647817200002
ACH-000204,-0.223488706675
ACH-000206,-0.287395129509
ACH-000207,-0.891425241708
ACH-000211,-0.408996733777
ACH-000215,-0.425208967343
ACH-000221,-0.469158126935
ACH-000222,-0.44189818063
ACH-000223,-0.45338731751999994
ACH-000226,-0.852636913343
ACH-000227,-0.0367022248622
ACH-000228,-0.5781268255650001
ACH-000231,-0.384370514815
ACH-000232,-0.294859346872
ACH-000233,-0.920845384205
ACH-000234,-0.569082282842
ACH-000235,-0.318146025937
ACH-000237,-0.474317312156
ACH-000238,-0.572059965001
ACH-000243,-0.312311463829
ACH-000244,-0.289667424423
ACH-000246,-0.39384553410800005
ACH-000248,-0.2762120867
ACH-000250,-0.427029686171
ACH-000251,-0.426687560717
ACH-000253,-0.930519180956
ACH-000255,-0.301213560084
ACH-000256,-0.334721083423
ACH-000257,-0.324179732569
ACH-000258,-0.39879581735299996
ACH-000259,-0.172133543854
ACH-000260,-0.264273433606
ACH-000261,-0.43953862352899997
ACH-000262,-0.604822548727
ACH-000263,-1.5525258761200003
ACH-000264,-0.552174985684
ACH-000265,-0.262990616748
ACH-000266,-0.48630549031000003
ACH-000272,-0.49620532970700004
ACH-000273,-0.436291890061
ACH-000274,-0.49250633203599997
ACH-000277,-0.24370951018399997
ACH-000278,-0.43743560052599995
ACH-000279,-0.346691529569
ACH-000280,-0.302333079562
ACH-000281,-0.46094208827699995
ACH-000288,-0.467529517517
ACH-000291,-0.24866482461599998
ACH-000293,-0.524700332355
ACH-000294,-1.57228226366
ACH-000295,-1.2136625423899998
ACH-000296,-0.567626098284
ACH-000302,-0.389319498566
ACH-000304,-0.548921719918
ACH-000307,-0.322318924931
ACH-000308,-0.43133924768
ACH-000310,-0.286013847082
ACH-000311,-0.245252684868
ACH-000312,-0.242894272954
ACH-000315,-0.23571171412300002
ACH-000316,-0.478549460502
ACH-000317,-0.546744746472
ACH-000318,-0.42578902701800003
ACH-000319,-0.392508044054
ACH-000320,-0.40228083429300004
ACH-000322,-0.510166837479
ACH-000323,-0.42439112520800004
ACH-000324,-0.351695358191
ACH-000329,-0.36308060559
ACH-000330,-0.390184956581
ACH-000331,-0.19597188615
ACH-000332,-0.341023196625
ACH-000334,-0.49192064793300005
ACH-000335,-0.547757482495
ACH-000336,-1.42835820283
ACH-000337,-0.27501509371599997
ACH-000339,-0.420623857937
ACH-000341,-0.392582473775
ACH-000348,-0.416440352905
ACH-000350,-0.20692214355500002
ACH-000352,-0.302762115176
ACH-000356,-0.26247664376999996
ACH-000361,-0.155468916541
ACH-000362,-1.3428627463499998
ACH-000363,-0.231495711529
ACH-000364,-0.405167784291
ACH-000365,-0.324101276717
ACH-000366,-0.289852185424
ACH-000368,-0.472399760431
ACH-000374,-0.272251863961
ACH-000375,-0.029558696859
ACH-000376,-0.481935797223
ACH-000381,-0.371440122523
ACH-000383,-0.507887909014
ACH-000387,-1.26019304642
ACH-000389,-0.413852902033
ACH-000390,-0.42851651109300004
ACH-000393,-0.6244329823579999
ACH-000395,-0.37675565746899997
ACH-000397,-0.452709278407
ACH-000401,-0.22768358348700002
ACH-000402,-0.383239147987
ACH-000403,-0.422759202648
ACH-000404,-0.258759124136
ACH-000406,-1.46926739925
ACH-000407,-0.449637554537
ACH-000408,-0.325726312622
ACH-000410,-0.366305483368
ACH-000411,-0.281306101486
ACH-000414,-0.260706423829
ACH-000415,-0.51337505959
ACH-000416,-0.405253628614
ACH-000420,-0.35442362430200003
ACH-000421,-0.288619359621
ACH-000424,-0.23763105755800001
ACH-000425,-0.326153103671
ACH-000426,-0.413884455421
ACH-000427,-0.276115458058
ACH-000433,-0.346243323226
ACH-000436,-0.167944947856
ACH-000444,-0.5825085656
ACH-000445,-0.517510651389
ACH-000448,-0.493243803152
ACH-000450,-0.292628936483
ACH-000452,-0.44318305820299997
ACH-000454,-0.632053510202
ACH-000458,-0.25338743267499997
ACH-000459,-0.504221304667
ACH-000460,-0.250073647454
ACH-000461,-0.35694728238300005
ACH-000463,-0.498861572446
ACH-000464,-0.176980202065
ACH-000466,-0.522519489618
ACH-000467,-0.405857433678
ACH-000468,-0.558825626786
ACH-000469,-0.31103050534800003
ACH-000470,-0.41749077034800003
ACH-000471,-0.326963020701
ACH-000472,-0.5777078860320001
ACH-000473,-0.435801976624
ACH-000475,-0.35583322913500004
ACH-000476,-0.42694487090000005
ACH-000477,-0.503893589405
ACH-000480,-0.448018798445
ACH-000481,-0.503861876414
ACH-000483,-0.399595832609
ACH-000484,-0.574569227863
ACH-000485,-0.48870445817900005
ACH-000486,-0.363240612316
ACH-000487,-1.14726717376
ACH-000488,-0.323038956206
ACH-000490,-0.35846134265199997
ACH-000491,-0.38460598993199996
ACH-000495,-0.458542933529
ACH-000496,-0.440603670916
ACH-000499,-0.35194963397699996
ACH-000500,-0.0700619950502
ACH-000502,-0.266249781895
ACH-000503,-0.305595287556
ACH-000505,-0.529912768014
ACH-000507,-0.182183693654
ACH-000510,-0.419753722363
ACH-000511,-0.312839336619
ACH-000512,-0.189581277681
ACH-000516,-0.39942411875399997
ACH-000517,-0.34538366492399997
ACH-000518,-0.488596601942
ACH-000520,-0.286373200428
ACH-000521,-0.358227629761
ACH-000522,-0.38971112879299996
ACH-000524,-0.42791531727300003
ACH-000527,-0.330460980472
ACH-000528,-0.284349457411
ACH-000537,-0.287265472584
ACH-000541,-0.21899281616500002
ACH-000542,-0.448242686815
ACH-000544,-0.490947671792
ACH-000545,-0.383044917312
ACH-000547,-0.435112041399
ACH-000548,-0.46066516500200005
ACH-000549,-0.352043830889
ACH-000550,-0.635486221235
ACH-000552,-0.6087924089310001
ACH-000556,-0.416059982402
ACH-000557,-1.96549092488
ACH-000570,-0.485073071194
ACH-000571,-0.636509867618
ACH-000573,-0.502715502701
ACH-000576,-0.814540928086
ACH-000580,-0.47619247406900006
ACH-000584,-0.493243449784
ACH-000585,-0.432332301724
ACH-000588,-0.969082279101
ACH-000589,-0.190844055233
ACH-000591,-0.40310231746200004
ACH-000593,-0.333724746778
ACH-000600,-0.501999879196
ACH-000601,-0.243295484974
ACH-000604,-1.08420893865
ACH-000605,-0.488152122936
ACH-000606,-0.33891516376100006
ACH-000608,-0.473661189064
ACH-000614,-0.509228434648
ACH-000616,-0.365526671418
ACH-000618,-0.281320798441
ACH-000619,-0.53715034054
ACH-000620,-0.537279296073
ACH-000621,-0.476682087488
ACH-000622,-0.776128121329
ACH-000623,-0.7265484591320001
ACH-000624,-0.33359265216999995
ACH-000627,-0.47088704409599996
ACH-000630,-0.46346202551000004
ACH-000632,-0.435765094455
ACH-000633,-0.291448070149
ACH-000637,-0.31588900191799996
ACH-000638,-0.0379074373464
ACH-000646,-0.562287739238
ACH-000647,-0.47036485560099994
ACH-000648,-0.391140737941
ACH-000649,-0.41984545992399996
ACH-000651,-0.615798007092
ACH-000652,-0.630085130259
ACH-000653,-1.02985810487
ACH-000657,-0.226906456974
ACH-000658,-0.593336369647
ACH-000661,-0.391181347755
ACH-000662,-0.500375810086
ACH-000663,-0.36945796784199997
ACH-000665,-0.30017575244000005
ACH-000671,-0.34038176578699997
ACH-000673,-0.427432784757
ACH-000676,-0.379771281732
ACH-000677,-0.3055636524
ACH-000681,-0.31121697866
ACH-000682,-0.364601774823
ACH-000683,-0.49059061727700004
ACH-000684,-0.555720044691
ACH-000688,-0.403624279728
ACH-000693,-0.47652218911899996
ACH-000694,-0.523116194059
ACH-000695,-0.0671711432606
ACH-000696,-0.30588200494600004
ACH-000697,-0.306959324001
ACH-000699,-0.409196864804
ACH-000701,-0.392335743359
ACH-000706,-0.343456601357
ACH-000711,-0.3402504879
ACH-000713,-0.299049352649
ACH-000714,-0.625124887279
ACH-000718,-0.483728865451
ACH-000720,-0.434415920325
ACH-000721,-0.355652574511
ACH-000724,-0.968221297381
ACH-000725,-0.31873233724800004
ACH-000732,-0.21400258449499998
ACH-000734,-0.393361569263
ACH-000735,-0.402941549067
ACH-000736,-0.286297318511
ACH-000738,-0.356334526535
ACH-000746,-0.510456537688
ACH-000747,-0.21601204133699997
ACH-000748,-0.338025129935
ACH-000753,-0.366774308736
ACH-000756,-0.404513912984
ACH-000757,-0.326038581878
ACH-000758,-0.22137883407499998
ACH-000760,-0.45299904023000004
ACH-000763,-0.255196578182
ACH-000764,-0.49338308818000004
ACH-000765,-0.691872465547
ACH-000766,-0.44987025583800005
ACH-000767,-0.43137715863399995
ACH-000768,-0.304496463934
ACH-000769,-0.547868805671
ACH-000770,-1.32893210516
ACH-000771,-0.357449438165
ACH-000773,-1.08974151633
ACH-000776,-0.36960212193899994
ACH-000777,-0.352949801094
ACH-000778,-0.61965447648
ACH-000781,-0.386061346187
ACH-000782,-0.7303756865559999
ACH-000783,-0.394188603516
ACH-000784,-0.389945139229
ACH-000785,-0.39098319233499995
ACH-000787,-0.386328171476
ACH-000788,-0.399867367208
ACH-000791,-0.497495125618
ACH-000792,-0.414782180506
ACH-000794,-0.460928097028
ACH-000796,-0.544346388638
ACH-000799,-0.524340825293
ACH-000800,-0.535713504938
ACH-000802,-0.202113559089
ACH-000804,-0.177160696408
ACH-000805,-0.309119275865
ACH-000809,-0.45885067641099997
ACH-000810,-0.23528951285
ACH-000811,-0.52113164345
ACH-000817,-0.633817692553
ACH-000819,-0.47990775930299995
ACH-000820,-0.134234040223
ACH-000821,-0.43398223092699995
ACH-000822,-0.5244811890309999
ACH-000823,-0.428483769094
ACH-000824,-0.5742565405569999
ACH-000827,-0.366266922662
ACH-000829,-0.555695723247
ACH-000831,-0.147062434824
ACH-000832,-0.123794176242
ACH-000833,-0.267005031395
ACH-000834,-0.39253545895
ACH-000835,-0.347201843808
ACH-000836,-0.231198037398
ACH-000837,-0.395944867092
ACH-000838,-0.7014069598459999
ACH-000839,-0.263269265521
ACH-000840,-0.342589808987
ACH-000841,-0.241674979847
ACH-000843,-0.260027371981
ACH-000846,-0.142161441833
ACH-000847,-0.3651675351
ACH-000848,-0.493565985052
ACH-000849,-0.343009320445
ACH-000851,-0.44821845871000005
ACH-000855,-0.374556149293
ACH-000856,-0.126523881032
ACH-000858,-0.272850575577
ACH-000859,-0.315333392575
ACH-000861,-0.300466038799
ACH-000862,-0.608966722391
ACH-000865,-0.220821252478
ACH-000866,-0.22797901389699998
ACH-000867,-0.28076353148899996
ACH-000869,-0.588440106342
ACH-000872,-0.455840769107
ACH-000873,-0.314325236569
ACH-000876,-0.5225639234139999
ACH-000878,-0.411033132691
ACH-000880,-0.21512541709199998
ACH-000881,-0.231199629799
ACH-000882,-0.342717848339
ACH-000884,-0.333806857012
ACH-000885,-0.180693398172
ACH-000887,-0.358300895731
ACH-000888,-0.348242721431
ACH-000889,-0.608398464239
ACH-000890,-0.428972319006
ACH-000896,-0.25988857192299997
ACH-000898,-0.526295429239
ACH-000900,-0.184449739208
ACH-000901,-0.44541769502499995
ACH-000905,-0.637473755405
ACH-000906,-0.289996289094
ACH-000907,-0.415860638895
ACH-000910,-0.727997182731
ACH-000911,-0.320787068878
ACH-000912,-0.23310321303599998
ACH-000913,-0.513846162803
ACH-000915,-0.249423152478
ACH-000916,-0.369531723354
ACH-000917,-0.419482582813
ACH-000921,-0.443024576239
ACH-000924,-0.66669023118
ACH-000926,-0.7638238667820001
ACH-000928,-0.456039847746
ACH-000929,-0.251132440652
ACH-000932,-0.269811723652
ACH-000935,-0.626235400865
ACH-000936,-0.393421745291
ACH-000937,-1.44828667019
ACH-000938,-1.0727044225
ACH-000939,-0.5242667264859999
ACH-000941,-0.39287609328100004
ACH-000943,-0.38802396115599996
ACH-000946,-0.296869235938
ACH-000947,-0.23797628046
ACH-000948,-0.283988934652
ACH-000950,-0.505117237702
ACH-000953,-1.56919781609
ACH-000957,-1.00806696558
ACH-000958,-0.462261670458
ACH-000960,-1.3548812981600002
ACH-000963,-0.60170375593
ACH-000968,-0.741552775574
ACH-000969,-0.41630674111
ACH-000973,-0.34284275954599996
ACH-000974,-0.330885442984
ACH-000975,-0.576043601709
ACH-000976,-0.530546279081
ACH-000978,-0.158460168136
ACH-000980,-0.296071465212
ACH-000984,-0.583730606285
ACH-000986,-0.301365453941
ACH-000988,-0.584157154517
ACH-000993,-0.45588244213999995
ACH-000994,-0.411918743009
ACH-000996,-0.29380213032900004
ACH-001001,-0.33918643904
ACH-001020,-0.22491302638900001
ACH-001028,-0.38664482999899996
ACH-001031,-0.29688959784
ACH-001038,-0.328680986892
ACH-001048,-0.37130233072999996
ACH-001050,-0.460118898684
ACH-001053,-0.41434999754900004
ACH-001054,-0.461173915297
ACH-001061,-0.40303569507799997
ACH-001067,-0.036868607140199995
ACH-001075,-0.327391405741
ACH-001096,-0.406956941874
ACH-001128,-1.076498098
ACH-001134,-0.7043064047409999
ACH-001151,-0.40128588656900005
ACH-001163,-0.298696159897
ACH-001164,-0.35637965229400004
ACH-001173,-0.22650061087200002
ACH-001183,-0.443999220328
ACH-001184,-0.35574548133199996
ACH-001190,-0.5296714340399999
ACH-001192,-0.634387971497
ACH-001193,-0.334768237791
ACH-001196,-0.509821382883
ACH-001197,-0.413766799992
ACH-001205,-0.415420879019
ACH-001211,-0.320551437861
ACH-001212,0.012155621465900001
ACH-001228,-0.285968245813
ACH-001232,-0.327066923069
ACH-001239,-0.251860839644
ACH-001274,-0.442752402874
ACH-001275,-0.518400776982
ACH-001277,-0.331411169821
ACH-001278,-0.127305204177
ACH-001280,-0.408268357194
ACH-001283,-0.297323762359
