,PRPF3 (9129)
ACH-000004,-1.4080668917599999
ACH-000007,-1.02001479074
ACH-000009,-1.27830623597
ACH-000011,-1.0801543711
ACH-000012,-0.901565095783
ACH-000013,-0.978781487903
ACH-000014,-0.8409366739659999
ACH-000015,-0.953549004586
ACH-000017,-1.03786059608
ACH-000018,-0.705267200782
ACH-000019,-0.825515533538
ACH-000021,-1.0905762626
ACH-000022,-0.926881597213
ACH-000025,-0.896482222889
ACH-000028,-0.889890643269
ACH-000030,-1.0091860795999998
ACH-000035,-1.02350318045
ACH-000036,-0.858178762713
ACH-000037,-1.44656960191
ACH-000039,-1.07095076983
ACH-000040,-0.885917573153
ACH-000041,-0.6862844952699999
ACH-000042,-1.16394961764
ACH-000045,-1.3130263130700002
ACH-000047,-0.9473426746410001
ACH-000052,-1.11415438769
ACH-000053,-0.8444861538609999
ACH-000054,-1.12347266524
ACH-000055,-0.843713712474
ACH-000060,-0.849114735774
ACH-000067,-0.7149494532699999
ACH-000070,-1.1265791009000001
ACH-000075,-0.891518819595
ACH-000078,-0.961825487211
ACH-000082,-1.0428411554700001
ACH-000085,-1.08540109847
ACH-000086,-0.9956414919490001
ACH-000087,-0.8755624355130001
ACH-000092,-1.2306774809899999
ACH-000095,-0.907144667532
ACH-000097,-1.1812833305200001
ACH-000098,-1.07504495262
ACH-000099,-0.8713984446459999
ACH-000108,-0.9309443421439999
ACH-000113,-0.9168010008990001
ACH-000115,-1.32138358974
ACH-000116,-0.8737841416709999
ACH-000118,-1.08970093826
ACH-000120,-1.0216931061499999
ACH-000123,-1.40385639585
ACH-000127,-0.9219601184039999
ACH-000128,-0.810033535048
ACH-000132,-0.9729237446279999
ACH-000133,-0.990906608072
ACH-000137,-1.29417349105
ACH-000138,-1.12306013037
ACH-000142,-0.897327808538
ACH-000143,-1.15626574449
ACH-000146,-0.8470374094130001
ACH-000148,-1.32290162599
ACH-000150,-0.760947056664
ACH-000152,-0.969469625817
ACH-000153,-0.9802354732490001
ACH-000159,-1.14134463468
ACH-000160,-1.18330191102
ACH-000163,-1.16629701513
ACH-000167,-1.34907428046
ACH-000168,-1.24156099801
ACH-000169,-1.05693347317
ACH-000178,-1.09009024391
ACH-000182,-1.04017369012
ACH-000183,-1.0934629104
ACH-000188,-0.8836023753229999
