,OTOG (340990)
ACH-000004,0.167483349892
ACH-000007,0.0212122217928
ACH-000009,-0.0106463019364
ACH-000011,0.026352463308
ACH-000012,-0.129812966115
ACH-000013,-0.021187384292599996
ACH-000014,-0.0893596653444
ACH-000015,-0.05386198369
ACH-000017,0.062147945206800004
ACH-000018,-0.157973819757
ACH-000019,-0.165361539977
ACH-000021,-0.0019685799956
ACH-000022,-0.181669238796
ACH-000025,-0.0699183366027
ACH-000028,-0.0358688339216
ACH-000030,-0.20469400748
ACH-000035,-0.208947520366
ACH-000036,0.18899562535
ACH-000037,-0.083090411218
ACH-000039,-0.144254939976
ACH-000040,0.0386952608563
ACH-000041,0.00455378299096
ACH-000042,-0.06953859687689999
ACH-000045,-0.027750408857999998
ACH-000047,-0.065629667095
ACH-000052,0.0539647588269
ACH-000053,-0.0799367188582
ACH-000054,-0.041820362187099995
ACH-000055,-0.224248553718
ACH-000060,-0.219123481536
ACH-000067,0.009593752921229999
ACH-000070,0.050895612852800004
ACH-000075,-0.00457052238558
ACH-000078,-0.118329246911
ACH-000082,0.0047737924411299995
ACH-000085,0.132851271534
ACH-000086,0.06847668622650001
ACH-000087,0.07043184854330001
ACH-000092,0.0061533912303
ACH-000095,-0.0372166873158
ACH-000097,-0.0404862569698
ACH-000098,0.0158691889004
ACH-000099,-0.0923327546748
ACH-000108,-0.187060348841
ACH-000113,-0.0364510750742
ACH-000115,-0.111448061367
ACH-000116,0.0850293460224
ACH-000118,0.042463359509500004
ACH-000120,0.159374002854
ACH-000123,0.0414490950179
ACH-000127,-0.0397645958375
ACH-000128,-0.0713811008419
ACH-000132,-0.039408865978199994
ACH-000133,-0.143220537084
ACH-000137,-0.10317190079600001
ACH-000138,-0.0540241391182
ACH-000142,-0.19144663500599998
ACH-000143,0.0017939316142799998
ACH-000146,-0.0188877826869
ACH-000148,-0.0422877975284
ACH-000150,0.18239010720100002
ACH-000152,0.09058447146410001
ACH-000153,0.059443623096300004
ACH-000159,-0.06328591492409999
ACH-000160,0.009205531252790002
ACH-000163,0.0213666925678
ACH-000167,0.0139271152359
ACH-000168,-0.041418519733
ACH-000169,-0.218080197089
ACH-000178,0.0025632712575700003
ACH-000182,-0.044726928115
ACH-000183,-0.134919247529
ACH-000188,-0.0230115288752
ACH-000189,-0.16782531362199998
ACH-000190,0.20624127229699998
ACH-000198,0.0294687975862
ACH-000204,0.021107563196400003
ACH-000206,-0.014639438044000001
ACH-000207,-0.00483786752728
ACH-000211,-0.010324940224700001
ACH-000215,-0.0749637950258
ACH-000221,-0.09678160707530001
ACH-000222,-0.0637645003007
ACH-000223,0.0583210365831
ACH-000226,-0.0808506953675
ACH-000227,0.0409873845623
ACH-000228,0.244082258843
ACH-000231,-0.0358031232529
ACH-000232,-0.123996828279
ACH-000233,-0.26541441610800004
ACH-000234,-0.050203889159199995
ACH-000235,-0.0493866141316
ACH-000237,-0.0230061408772
ACH-000238,-0.141681376151
ACH-000243,-0.0008485995711989999
ACH-000244,0.10029854059599999
ACH-000246,0.00449667587342
ACH-000248,0.08546929761819999
ACH-000250,-0.0295741488192
ACH-000251,0.0652721887558
ACH-000253,-0.0391179968013
ACH-000255,-0.130177592367
ACH-000256,0.00415661612056
ACH-000257,-0.318501606238
ACH-000258,0.0283442291843
ACH-000259,-0.131459820911
ACH-000260,-0.115805519256
ACH-000261,-0.0009169633434249999
ACH-000262,-0.101495993786
ACH-000263,-0.10685243275699999
ACH-000264,-0.05063536846800001
ACH-000265,-0.00295786488719
ACH-000266,-0.025908932050099996
ACH-000272,0.042036509603399996
ACH-000273,-0.067352979954
ACH-000274,-0.056109721208800006
ACH-000277,-0.07736953822499999
ACH-000278,-0.129125958326
ACH-000279,-0.083674481056
ACH-000280,0.0180857792951
ACH-000281,-0.056008870914199996
ACH-000288,0.0208167300288
ACH-000291,-0.10897131373199999
ACH-000293,-0.128128899802
ACH-000294,0.16989933919
ACH-000295,0.201928932224
ACH-000296,-0.0639146665451
ACH-000302,0.0371072772969
ACH-000304,0.191400361871
ACH-000307,-0.181696579247
ACH-000308,-0.0372200811675
ACH-000310,-0.17026352420000002
ACH-000311,0.15838262472
ACH-000312,-0.0649405069748
ACH-000315,-0.165216854696
ACH-000316,-0.22679587629
ACH-000317,0.14300519732
ACH-000318,-0.006848881897270001
ACH-000319,-0.22362445613600002
ACH-000320,-0.0738546754652
ACH-000322,-0.051691466585400005
ACH-000323,-0.20649145983699999
ACH-000324,-0.0629028489041
ACH-000329,-0.109141922021
ACH-000330,0.0436840381417
ACH-000331,0.114059985243
ACH-000332,0.0111754945113
ACH-000334,-0.0169331516998
ACH-000335,-0.06950765187869999
ACH-000336,0.166948706195
ACH-000337,0.24803738934900002
ACH-000339,-0.11489429006200001
ACH-000341,-0.109756632606
ACH-000348,-0.111870053273
ACH-000350,0.00145410314282
ACH-000352,0.0253977822024
ACH-000356,0.025675671786000002
ACH-000361,0.234465549569
ACH-000362,0.0323285840198
ACH-000363,-0.133744633976
ACH-000364,-0.07456322800489999
ACH-000365,0.00403027498224
ACH-000366,-0.1117184545
ACH-000368,0.06787948605449999
ACH-000374,-0.0865345340237
ACH-000375,-0.0433505921153
ACH-000376,0.0117849533392
ACH-000381,-0.155758474261
ACH-000383,-0.0798953648239
ACH-000387,-0.07660305622039999
ACH-000389,-0.017138123691
ACH-000390,-0.187923580423
ACH-000393,-0.226209037044
ACH-000395,-0.145934636379
ACH-000397,-0.13550674190099998
ACH-000401,0.05822640806130001
ACH-000402,-0.223746720432
ACH-000403,-0.09887038919980001
ACH-000404,0.10606279858300001
ACH-000406,-0.11146309350500001
ACH-000407,-0.0686499646283
ACH-000408,-0.124205425792
ACH-000410,0.0316958842179
ACH-000411,-0.051688906813699996
ACH-000414,-0.10272114635500001
ACH-000415,-0.06414846207410001
ACH-000416,0.0211060491743
ACH-000420,-0.006545840825960001
ACH-000421,-0.00468090444239
ACH-000424,0.28867064763300004
ACH-000425,0.0415025106986
ACH-000426,0.0294994755521
ACH-000427,-0.293884056339
