,AADAT (51166)
ACH-000004,0.193576944766
ACH-000007,-0.0341077567895
ACH-000009,0.109675907893
ACH-000011,0.042722962779299996
ACH-000012,-0.0449703214978
ACH-000013,0.141884320999
ACH-000014,0.0271491733832
ACH-000015,0.17019939450399998
ACH-000017,0.0573104933445
ACH-000018,0.057148923813800004
ACH-000019,0.0111789436438
ACH-000021,0.135200827799
ACH-000022,0.166313673596
ACH-000025,0.237636479879
ACH-000028,0.0867285771586
ACH-000030,0.10161282651900001
ACH-000035,0.0962810368421
ACH-000036,0.0266144917318
ACH-000037,-0.015179207428999999
ACH-000039,0.008237882026130001
ACH-000040,0.07138988800769999
ACH-000041,-0.11373911084
ACH-000042,-0.0227872409843
ACH-000045,0.0945873239466
ACH-000047,0.0151262038849
ACH-000052,0.07072251386530001
ACH-000053,-0.046192064852300006
ACH-000054,0.0402173685762
ACH-000055,0.165626827656
ACH-000060,-0.08409043473110002
ACH-000067,0.00844199355271
ACH-000070,-0.0132027006982
ACH-000075,0.0493842982346
ACH-000078,-0.158721898886
ACH-000082,0.000129498608364
ACH-000085,0.143540983172
ACH-000086,0.0233677331855
ACH-000087,-0.00720995140324
ACH-000092,0.0169097570699
ACH-000095,-0.0464776513546
ACH-000097,0.07645454120410002
ACH-000098,0.0389601813265
ACH-000099,0.0409258885641
ACH-000108,0.08410498634460001
ACH-000113,0.061534533596700004
ACH-000115,0.0778470933252
ACH-000116,0.020890665045
ACH-000118,0.118094336453
ACH-000120,0.00329188496286
ACH-000123,-0.00546294834515
ACH-000127,0.132143093607
ACH-000128,0.211240838468
ACH-000132,0.0150384236772
ACH-000133,0.08497396108869999
ACH-000137,0.24633198558299998
ACH-000138,0.081048761634
ACH-000142,0.110965385462
ACH-000143,-0.127085982094
ACH-000146,0.0955523686272
ACH-000148,0.082695119318
ACH-000150,0.0109172151147
ACH-000152,0.161594257928
ACH-000153,-0.0009753757845710001
ACH-000159,0.0568435164485
ACH-000160,0.494923311757
ACH-000163,-0.133351916294
ACH-000167,0.6042681894349999
ACH-000168,-0.043401061052699995
ACH-000169,0.168192059902
ACH-000178,0.016430761023
ACH-000182,0.0836544406252
ACH-000183,-0.007182805523220001
ACH-000188,-0.00879536874572
ACH-000189,0.129657424607
ACH-000190,0.453350258645
ACH-000198,0.010640350341700001
ACH-000204,-0.141298957683
ACH-000206,-0.0253359338615
ACH-000207,0.09821347346130001
ACH-000211,-0.030237397667999998
ACH-000215,0.045821279222300004
ACH-000221,0.14316998977499998
ACH-000222,-0.0872634817008
ACH-000223,-0.0144216317388
ACH-000226,0.163601873769
ACH-000227,-0.015063314317999999
ACH-000228,0.142836458987
ACH-000231,0.153669765842
ACH-000232,0.000669831840503
ACH-000233,0.042282648503
ACH-000234,-0.07472265360210001
