,NOG (9241)
ACH-000004,0.10092022182
ACH-000007,0.25011975186200003
ACH-000009,0.08177586775560002
ACH-000011,0.0144397258465
ACH-000012,0.08911821733139999
ACH-000013,0.10743995022399999
ACH-000014,-0.028617088795
ACH-000015,0.072619859583
ACH-000017,-0.0141335949486
ACH-000018,-0.025330839032299997
ACH-000019,0.0797101518335
ACH-000021,0.147358696822
ACH-000022,0.0327411138422
ACH-000025,0.245668029795
ACH-000028,-0.025515320797799997
ACH-000030,0.07821947015219999
ACH-000035,0.0040473491761000005
ACH-000036,-0.09646253148919999
ACH-000037,0.021120344616400003
ACH-000039,0.0307816263052
ACH-000040,-0.142121885131
ACH-000041,-0.111902406956
ACH-000042,0.146462596305
ACH-000045,0.0122970057191
ACH-000047,0.07399073073210001
ACH-000052,-0.128486038745
ACH-000053,0.186097734691
ACH-000054,-0.12475550420800001
ACH-000055,-0.0674321515828
ACH-000060,-0.0345158831066
ACH-000067,-0.05540669417090001
ACH-000070,-0.114216964358
ACH-000075,-0.0279685589598
ACH-000078,0.140513624005
ACH-000082,-0.06951194929980001
ACH-000085,0.127190211295
ACH-000086,0.136751613673
ACH-000087,-0.0332454498972
ACH-000092,0.04794912933230001
ACH-000095,0.07381899617710001
ACH-000097,-0.00463441296274
ACH-000098,0.0527860250206
ACH-000099,0.17778518079999997
ACH-000108,0.152551556009
ACH-000113,0.0348761489923
ACH-000115,0.0657035694837
ACH-000116,0.025443475318400004
ACH-000118,0.0674233771989
ACH-000120,-0.26596469849300003
ACH-000123,0.10151354567700001
ACH-000127,0.08749701389289999
ACH-000128,-0.0767764366833
ACH-000132,0.08422259484149999
ACH-000133,0.12625012668500002
ACH-000137,0.013570820978200001
ACH-000138,0.019593438265599998
ACH-000142,-0.11874561601
ACH-000143,-0.0716578970103
ACH-000146,0.125995854328
ACH-000148,-0.0168913618105
ACH-000150,0.0254984028031
ACH-000152,-0.12338251192600001
ACH-000153,0.0298268873298
ACH-000159,-0.24489753950399998
ACH-000160,0.107351389856
ACH-000163,-0.0433858109554
ACH-000167,-0.115568233237
ACH-000168,0.18143067107000002
ACH-000169,0.050309394873800005
ACH-000178,-0.036550226472400006
ACH-000182,-0.10244383224199999
ACH-000183,-0.036875185001199996
ACH-000188,-0.07567042134669999
ACH-000189,0.22906099395500001
ACH-000190,-0.13775741710699999
ACH-000198,-0.106402462796
ACH-000204,0.324552885015
ACH-000206,0.107525224448
ACH-000207,-0.118151494771
ACH-000211,0.173143768338
ACH-000215,-0.113609586688
ACH-000221,0.0245045503107
ACH-000222,0.010188104280399998
ACH-000223,-0.00036271006890400005
ACH-000226,0.053816778516300005
ACH-000227,-0.123055906244
ACH-000228,0.135538987507
