,TPRG1 (285386)
ACH-000004,-0.0433076419024
ACH-000007,-0.130050843208
ACH-000009,0.145063331634
ACH-000011,-0.0110718445664
ACH-000012,0.219446482654
ACH-000013,0.0463893077446
ACH-000014,0.142582467605
ACH-000015,0.0940020376082
ACH-000017,0.175100012068
ACH-000018,0.00968622198604
ACH-000019,-0.061206439329999994
ACH-000021,0.04974655705849999
ACH-000022,0.205084282192
ACH-000025,0.0218344523318
ACH-000028,0.181807055143
ACH-000030,0.199110712564
ACH-000035,0.157492843367
ACH-000036,0.026236435170200002
ACH-000037,-0.09776202045849999
ACH-000039,0.43591793418799996
ACH-000040,0.147109685385
ACH-000041,0.264646838546
ACH-000042,0.19620520008900003
ACH-000045,-0.0416344546449
ACH-000047,0.0775612371344
ACH-000052,-0.0726826218466
ACH-000053,0.058194098378800005
ACH-000054,-0.139552705857
ACH-000055,0.11027886335
ACH-000060,-0.0522144384778
ACH-000067,0.20134732381700002
ACH-000070,0.130532794022
ACH-000075,0.250497112868
ACH-000078,0.326985071155
ACH-000082,0.08994901390630002
ACH-000085,0.331712207028
ACH-000086,0.171609134808
ACH-000087,0.222347032463
ACH-000092,-0.06317258663269999
ACH-000095,0.15883372123700001
ACH-000097,0.172772948152
ACH-000098,0.272831162545
ACH-000099,0.114201317261
ACH-000108,0.243102367358
ACH-000113,0.125032593754
ACH-000115,-0.028829360481699998
ACH-000116,-0.103683847082
ACH-000118,0.176711083086
ACH-000120,0.132750596587
ACH-000123,0.19157489984700002
ACH-000127,0.107302982726
ACH-000128,0.00840516658003
ACH-000132,0.10291770048900001
ACH-000133,0.013928820168399999
ACH-000137,0.133098689443
ACH-000138,0.170140636516
ACH-000142,-0.06996966870339999
ACH-000143,0.0295863964544
ACH-000146,0.105333696746
ACH-000148,0.241869958715
ACH-000150,0.0775002592481
ACH-000152,0.07980513313689999
ACH-000153,-0.327051843183
ACH-000159,0.0473948079259
ACH-000160,0.09310510316510001
ACH-000163,0.089288025811
ACH-000167,0.059684502392999994
ACH-000168,0.026768353842899998
ACH-000169,0.13878044910700002
ACH-000178,0.179337900119
ACH-000182,0.17289315649700002
ACH-000183,0.0995713746899
ACH-000188,0.17917183002700002
ACH-000189,0.201637752408
ACH-000190,0.20861245419399999
ACH-000198,-0.0319373221112
ACH-000204,0.168902676867
ACH-000206,-0.0844217233863
ACH-000207,-0.0428096069175
ACH-000211,0.130443364266
ACH-000215,0.099017320789
ACH-000221,0.19723363853599998
ACH-000222,0.156909609555
ACH-000223,0.145330107346
ACH-000226,0.131334540572
ACH-000227,0.17531299401500003
ACH-000228,0.33536560988200004
ACH-000231,0.019438292930400003
ACH-000232,0.0631197765141
ACH-000233,-0.0560954290922
ACH-000234,0.0672103024928
ACH-000235,0.0685565592643
ACH-000237,0.04677410764880001
ACH-000238,0.0478085262768
ACH-000243,0.20190065856699999
ACH-000244,0.162574015594
ACH-000246,0.0496724605957
ACH-000248,0.0838553476128
ACH-000250,0.0786090691871
ACH-000251,0.11894292139399999
ACH-000253,0.0827295205533
ACH-000255,0.09004892500489999
ACH-000256,-0.11954147434000001
ACH-000257,0.00118851133151
ACH-000258,0.30730144106400004
ACH-000259,0.10248225967800001
ACH-000260,0.248248762667
ACH-000261,0.18019468564399999
ACH-000262,0.0625705535178
ACH-000263,0.043036559956300006
ACH-000264,0.05221363627180001
ACH-000265,0.289270584877
ACH-000266,0.103838248682
ACH-000272,0.147638896331
ACH-000273,0.08433739275589999
ACH-000274,0.09882572885289999
ACH-000277,0.185186891277
ACH-000278,-0.00235332394748
ACH-000279,0.0400167269133
ACH-000280,0.132024038282
ACH-000281,0.189976416242
