,HFM1 (164045)
ACH-000004,0.0543951325507
ACH-000007,-0.0489661445105
ACH-000009,-0.228262337471
ACH-000011,-0.022259676306300002
ACH-000012,-0.0648506503091
ACH-000013,-0.0808036328637
ACH-000014,-0.09940897193460001
ACH-000015,-0.10213789373299999
ACH-000017,0.0352840074009
ACH-000018,-0.0819481480789
ACH-000019,0.014006854172200002
ACH-000021,-0.0915756604734
ACH-000022,-0.0786154317861
ACH-000025,-0.204027705539
ACH-000028,0.00998494498299
ACH-000030,-0.0199411530894
ACH-000035,-0.10332006196799999
ACH-000036,0.136657130732
ACH-000037,0.235338952123
ACH-000039,-0.21523154458299998
ACH-000040,-0.141941284261
ACH-000041,-0.22404778227299998
ACH-000042,-0.15331461757
ACH-000045,-0.183772395385
ACH-000047,0.0335923575239
ACH-000052,0.103247041921
ACH-000053,-0.105925030525
ACH-000054,-0.081632948201
ACH-000055,0.08365816477219999
ACH-000060,0.11115765604800001
ACH-000067,-0.0514814907323
ACH-000070,-0.10036581484
ACH-000075,0.142940651685
ACH-000078,-0.11736399159000002
ACH-000082,-0.018995342356200002
ACH-000085,0.24131493978100002
ACH-000086,-0.143732543631
ACH-000087,0.056439489590999994
ACH-000092,-0.21066458766100002
ACH-000095,-0.0680310852799
ACH-000097,0.0716531979983
ACH-000098,-0.019714365041700002
ACH-000099,0.024291613148599997
ACH-000108,-0.09759285182039998
ACH-000113,-0.12553922532
ACH-000115,-0.0740768345066
ACH-000116,-0.0830298478633
ACH-000118,-0.159586029304
ACH-000120,-0.103297977076
ACH-000123,-0.0310868985354
ACH-000127,-0.0566946824928
ACH-000128,0.00660942751179
ACH-000132,-0.0804044184602
ACH-000133,-0.127638298618
ACH-000137,-0.0107317346908
ACH-000138,-0.07382466793510001
ACH-000142,-0.206980471855
ACH-000143,-0.0355423825227
ACH-000146,0.0808986359852
ACH-000148,-0.115387524156
ACH-000150,-0.0200707011988
ACH-000152,-0.276912924826
ACH-000153,0.199157071852
ACH-000159,-0.19759607542399998
ACH-000160,0.0481250445847
ACH-000163,0.223599157396
ACH-000167,0.023851973058000003
ACH-000168,-0.0928185528401
ACH-000169,0.0524926763359
ACH-000178,0.051302350142800004
ACH-000182,0.0565000588098
ACH-000183,-0.0214011359222
ACH-000188,0.093843676162
ACH-000189,0.0678629904096
ACH-000190,-0.0778706026446
ACH-000198,-0.0354234964508
ACH-000204,0.0881204128512
ACH-000206,0.080204556198
ACH-000207,-0.00590265326394
ACH-000211,-0.0823296265705
ACH-000215,-0.00596251295784
ACH-000221,-0.130671499119
ACH-000222,-0.265718413511
ACH-000223,-0.15391604537
ACH-000226,-0.361237231201
ACH-000227,-0.027402698810400004
ACH-000228,0.0419731232331
ACH-000231,0.105613762938
ACH-000232,0.0438710186493
ACH-000233,-0.037032064797400004
ACH-000234,-0.038930781198900005
ACH-000235,-0.123225592258
ACH-000237,-0.08191185253010001
ACH-000238,-0.026667628989300002
ACH-000243,-0.0902426811225
ACH-000244,-0.432308223015
ACH-000246,-0.042871620892199994
ACH-000248,0.005307345218689999
ACH-000250,-0.0441621990899
ACH-000251,0.0734787718766
ACH-000253,0.017185376104
ACH-000255,-0.0378113382945
ACH-000256,-0.220754329465
ACH-000257,-0.435149149387
ACH-000258,-0.0260230461429
ACH-000259,-0.135625287579
ACH-000260,0.039728069832300004
ACH-000261,0.0532339656298
ACH-000262,0.0331778853567
ACH-000263,-0.275407714738
ACH-000264,0.0444100971801
ACH-000265,-0.160896399602
ACH-000266,-0.11675849306500001
ACH-000272,-0.361531429282
ACH-000273,-0.03874787576080001
ACH-000274,0.0328735056966
ACH-000277,-0.107068747174
ACH-000278,0.061256342578
ACH-000279,-0.122641342664
ACH-000280,-0.0407625840109
ACH-000281,0.192370589925
ACH-000288,-0.139165792906
ACH-000291,-0.00022380461153099997
ACH-000293,0.18696044724199998
ACH-000294,-0.184714127961
ACH-000295,-0.008695802374830001
ACH-000296,-0.18528941280699998
ACH-000302,-0.19341097202399998
ACH-000304,0.0335144136069
ACH-000307,-0.0815404407776
ACH-000308,-0.0768552549318
ACH-000310,-0.40652599287600005
ACH-000311,-0.222311311059
ACH-000312,-0.105268951249
ACH-000315,-0.00051406400438
ACH-000316,-0.17427149783399998
ACH-000317,-0.093877245375
ACH-000318,0.10139172861199999
ACH-000319,-0.028463925520799998
ACH-000320,-0.686175115467
ACH-000322,-0.20826289409899998
ACH-000323,-0.0867359856944
ACH-000324,-0.0997989245405
