,TPRA1 (131601)
ACH-000004,0.108831691908
ACH-000007,0.115605089253
ACH-000009,-0.171267764752
ACH-000011,0.17297729469999998
ACH-000012,-0.102342489635
ACH-000013,-0.0123585448214
ACH-000014,-0.11293924727
ACH-000015,-0.0226210209961
ACH-000017,-0.307804433594
ACH-000018,0.182973407428
ACH-000019,-0.0130702269125
ACH-000021,0.09127459063969999
ACH-000022,0.0516704537368
ACH-000025,-0.182890906673
ACH-000028,-0.0130094253575
ACH-000030,0.036734920742699996
ACH-000035,-0.26062112551100003
ACH-000036,-0.0300479242362
ACH-000037,0.00768463708598
ACH-000039,-0.07483607531519999
ACH-000040,-0.0763320541767
ACH-000041,0.026109395328500002
ACH-000042,-0.118356228509
ACH-000045,0.0335574184512
ACH-000047,0.006569763133789999
ACH-000052,0.152014029278
ACH-000053,-0.11661338358500001
ACH-000054,-0.115502553103
ACH-000055,0.0115594187877
ACH-000060,0.0216927001605
ACH-000067,0.0906275233675
ACH-000070,0.0030527395282600005
ACH-000075,0.175834987808
ACH-000078,-0.08967423176819998
ACH-000082,-0.0326223407218
ACH-000085,0.152352379768
ACH-000086,-0.013597297203200001
ACH-000087,0.11462583887599999
ACH-000092,-0.10937563497099999
ACH-000095,-0.00404025870812
ACH-000097,0.06070260084509999
ACH-000098,0.112328737512
ACH-000099,-0.0488514940578
ACH-000108,-0.045119220992099994
ACH-000113,0.0435181666385
ACH-000115,0.056208340044
ACH-000116,0.100045956263
ACH-000118,-0.0111477958855
ACH-000120,0.0418953897884
ACH-000123,-0.0604094916939
ACH-000127,-0.0192363153059
ACH-000128,-0.12893877793199998
ACH-000132,0.0697718233455
ACH-000133,0.11814182217399999
ACH-000137,0.09563109258189999
ACH-000138,-0.140391265516
ACH-000142,-0.049171237584899996
ACH-000143,-0.0118669583209
ACH-000146,0.0271416625678
ACH-000148,0.12232452680500001
ACH-000150,0.00379118076667
ACH-000152,-0.0198979076238
ACH-000153,-0.0674995989756
ACH-000159,0.0287566680721
ACH-000160,-0.00490420718543
ACH-000163,-0.00776974381326
ACH-000167,0.23578088606800002
ACH-000168,-0.28453964480099997
