,PPM1J (333926)
ACH-000244,-0.462209591113
ACH-000246,-0.320030831184
ACH-000248,-0.24991976929499998
ACH-000250,-0.34617258029799997
ACH-000251,-0.106712658684
ACH-000253,-0.215709360825
ACH-000255,-0.24233420991799998
ACH-000256,-0.043284175936
ACH-000257,-0.307375471528
ACH-000258,-0.190917277295
ACH-000259,-0.367432449754
ACH-000260,-0.159108028821
ACH-000261,-0.320971561958
ACH-000262,-0.125405422623
ACH-000263,-0.10233352949100001
ACH-000264,-0.210854719149
ACH-000265,-0.392293138614
ACH-000266,-0.231627899663
ACH-000272,-0.355608251926
ACH-000273,-0.430507606054
ACH-000274,-0.291193993811
ACH-000277,-0.345616509582
ACH-000278,-0.325379437185
ACH-000279,-0.252123207566
ACH-000280,-0.330306753352
ACH-000281,-0.08954818396099999
ACH-000288,-0.333031024227
ACH-000291,-0.301968556643
ACH-000293,-0.09584727337200001
ACH-000294,-0.0799173803976
ACH-000295,-0.20641359145399998
ACH-000296,-0.651530718954
ACH-000302,-0.21890032246
ACH-000304,-0.490856771
ACH-000307,-0.315537235317
ACH-000308,-0.268057159508
ACH-000310,-0.26904387794
ACH-000311,-0.34634686174999996
ACH-000312,-0.403350232211
ACH-000315,-0.543177586
ACH-000316,-0.221306004945
ACH-000317,-0.502267534503
ACH-000318,-0.448710011612
ACH-000319,-0.180694100235
ACH-000320,-0.728328632037
ACH-000322,-0.140011080726
ACH-000323,-0.660803316523
ACH-000324,-0.255829030573
ACH-000329,-0.389743513427
ACH-000330,-0.26259851520599997
ACH-000331,-0.43516749580499997
ACH-000332,-0.215496431748
ACH-000334,0.0503765563639
ACH-000335,-0.606737494774
ACH-000336,-0.035384194781300005
ACH-000337,-0.39618052825499994
ACH-000339,-0.363761255598
ACH-000341,-0.18723429195900002
ACH-000348,-0.24206174483399998
ACH-000350,-0.198379848112
ACH-000352,-0.37561794655
ACH-000356,-0.19570880882
ACH-000361,-0.5313335751120001
ACH-000362,-0.18663992934
ACH-000363,-0.285033212305
ACH-000364,-0.118141876546
ACH-000365,-0.253607633677
ACH-000366,-0.376403870781
ACH-000368,-0.254066074222
ACH-000374,-0.35069284516500004
ACH-000375,-0.360319980612
ACH-000376,-0.385749416311
ACH-000381,-0.421377602815
ACH-000383,-0.426105709947
ACH-000387,-0.30448219685600003
ACH-000389,-0.197216590315
ACH-000390,-0.472608084494
ACH-000393,-0.242543194081
ACH-000395,-0.449168033143
ACH-000397,-0.363391355101
ACH-000401,-0.370019029662
ACH-000402,-0.546304122157
ACH-000403,-0.229392808152
ACH-000404,-0.18990617160700002
ACH-000406,-0.252202820643
ACH-000407,-0.337426404217
ACH-000408,-0.294403877662
ACH-000410,-0.261037493647
ACH-000411,-0.164238441951
ACH-000414,-0.360847890157
ACH-000415,-0.5565799642379999
ACH-000416,-0.394790252666
ACH-000420,-0.12490351815600001
ACH-000421,-0.16618899339999998
ACH-000424,-0.670155642206
ACH-000425,-0.292758523842
ACH-000426,0.0448357624255
ACH-000427,-0.31246735602
ACH-000433,-0.49556792752499995
ACH-000436,-0.176489554709
ACH-000444,-0.448793074277
ACH-000445,-0.4998226097
ACH-000448,-0.335453880214
ACH-000450,-0.544831164235
ACH-000452,-0.24199866240899998
ACH-000454,-0.506952753531
ACH-000458,-0.422451793778
ACH-000459,0.11806308792199999
ACH-000460,-0.130207930067
ACH-000461,-0.392765813349
ACH-000463,-0.19961958576699998
ACH-000464,-0.52998986516
ACH-000466,-0.388839567881
ACH-000467,-0.128621857431
ACH-000468,-0.451102201888
ACH-000469,-0.175587316977
ACH-000470,-0.109581782805
ACH-000471,-0.19135333914299998
ACH-000472,-0.192612774089
ACH-000473,-0.295567552964
ACH-000475,-0.311403722791
ACH-000476,-0.127291297832
ACH-000477,-0.35889268854999995
ACH-000480,-0.0121553620007
ACH-000481,-0.256263071937
ACH-000483,-0.239500937609
ACH-000484,-0.300800658416
ACH-000485,-0.273525436317
ACH-000486,-0.499865233534
ACH-000487,-0.128498032861
ACH-000488,-0.295618890175
ACH-000490,-0.34674421284
ACH-000491,-0.169441088772
ACH-000495,-0.243607561253
ACH-000496,-0.362935112583
ACH-000499,-0.24677379194899998
ACH-000500,-0.305153364278
ACH-000502,-0.403953984515
ACH-000503,-0.251909301692
ACH-000505,-0.430948031209
ACH-000507,-0.23431219464000003
ACH-000510,-0.359575434798
ACH-000511,-0.38119115745
ACH-000512,-0.426960857342
ACH-000516,-0.355262433762
ACH-000517,-0.218822144469
ACH-000518,-0.278411433632
ACH-000520,-0.225093605467
ACH-000521,-0.36153451871200004
ACH-000522,-0.45417414315
ACH-000524,-0.071176809404
ACH-000527,-0.14248240571499998
ACH-000528,-0.167423620109
ACH-000537,-0.0171690133746
ACH-000541,-0.385162325549
ACH-000542,-0.360326580365
ACH-000544,-0.396519914955
ACH-000545,-0.353504032219
ACH-000547,-0.551701204036
ACH-000548,-0.262061024396
ACH-000549,-0.281010001804
ACH-000550,0.0231259170829
ACH-000552,-0.48905070709
ACH-000556,-0.460311958995
ACH-000557,-0.182135328859
ACH-000570,-0.166827329765
ACH-000571,-0.0153054383757
ACH-000573,-0.331060014969
ACH-000576,-0.234823770391
ACH-000580,-0.37676659388000006
ACH-000584,-0.163887515834
ACH-000585,-0.26139591335
ACH-000588,-0.210284052036
ACH-000589,-0.252501729681
ACH-000591,-0.418390237288
ACH-000593,-0.35057423894699996
ACH-000600,-0.292322937469
ACH-000601,-0.33240832888599997
ACH-000604,-0.09631084980049999
ACH-000605,-0.855378573656
ACH-000606,-0.525661450562
ACH-000608,-0.172822683076
ACH-000614,-0.119857794726
ACH-000616,-0.107283051306
ACH-000618,-0.34414465409100004
ACH-000619,-0.459567543505
ACH-000620,-0.357664926677
ACH-000621,-0.258107536606
ACH-000622,-0.472888940792
ACH-000623,-0.325115490464
ACH-000624,-0.292515447911
ACH-000627,-0.367329785675
ACH-000630,-0.20030273250999997
ACH-000632,-0.28233514032400003
ACH-000633,-0.349047988094
ACH-000637,-0.284973287261
ACH-000638,-0.319790964849
ACH-000646,-0.266942381836
ACH-000647,-0.252906361397
ACH-000648,-0.376823250737
ACH-000649,-0.31770618605
ACH-000651,-0.36378349604800003
ACH-000652,-0.340597082541
ACH-000653,-0.0945397446769
ACH-000657,-0.247152323369
ACH-000658,-0.051225788923000004
ACH-000661,-0.146327650315
ACH-000662,-0.128830858254
ACH-000663,-0.150996877616
ACH-000665,-0.218772169834
ACH-000671,-0.230031423686
ACH-000673,-0.359743701962
ACH-000676,-0.46157889283299997
ACH-000677,-0.0635685640351
ACH-000681,-0.288568277164
ACH-000682,-0.319069199397
ACH-000683,-0.233639714177
ACH-000684,-0.43533057184600005
ACH-000688,-0.22045712869399997
ACH-000693,-0.305570596769
ACH-000694,-0.181851962918
ACH-000695,-0.05695552193990001
ACH-000696,-0.371437646181
ACH-000697,-0.20912742694000003
ACH-000699,-0.334516576463
ACH-000701,0.028465442163700002
ACH-000706,-0.177525182173
ACH-000711,-0.209328081686
ACH-000713,-0.472813435167
ACH-000714,-0.159784527612
ACH-000718,-0.270101049494
ACH-000720,-0.28117037669
ACH-000721,-0.529070020728
ACH-000724,-0.403388359652
ACH-000725,-0.284656736017
ACH-000732,-0.35969779758599996
ACH-000734,-0.348522567407
ACH-000735,-0.30673720408000005
ACH-000736,-0.358406032868
ACH-000738,-0.287594221921
ACH-000746,-0.112332436884
ACH-000747,-0.28219936668900003
ACH-000748,-0.33125368025199997
ACH-000753,-0.173546976303
ACH-000756,-0.32320745385099997
ACH-000757,-0.41764508327399996
ACH-000758,-0.451244535853
ACH-000760,-0.26706966212600003
ACH-000763,0.0781114086221
ACH-000764,-0.577786425878
ACH-000765,-0.47973091453
ACH-000766,-0.353334422969
ACH-000767,-0.34510804476999996
ACH-000768,-0.319039226859
ACH-000769,-0.23632562690499997
ACH-000770,-0.146823038943
ACH-000771,-0.25203158367
ACH-000773,-0.196574448627
ACH-000776,-0.08465097441310002
ACH-000777,-0.141924610963
ACH-000778,-0.61821915433
ACH-000781,-0.310994784157
ACH-000782,-0.25796521949900003
ACH-000783,-0.46912814152800003
ACH-000784,-0.29417319022
ACH-000785,-0.2540713293
ACH-000787,-0.053123119449699996
ACH-000788,-0.334053429279
ACH-000791,-0.346281668491
ACH-000792,-0.33673649373899994
ACH-000794,-0.432065056243
ACH-000796,-0.321520476129
ACH-000799,-0.186870819768
ACH-000800,-0.411551589934
ACH-000802,-0.378801786122
ACH-000804,-0.362912760792
ACH-000805,-0.256332077175
ACH-000809,-0.09276845856680001
ACH-000810,-0.285407755769
ACH-000811,-0.271931732032
ACH-000817,-0.206686791999
ACH-000819,-0.155365988882
ACH-000820,-0.115701499843
ACH-000821,-0.17686487956900002
ACH-000822,-0.12485323482699999
ACH-000823,-0.404679902763
ACH-000824,-0.11649034800699999
ACH-000827,-0.385353268407
ACH-000829,-0.42563955649400004
ACH-000831,-0.45168199778800006
ACH-000832,-0.486448322483
ACH-000833,-0.165051507107
ACH-000834,-0.272368338628
ACH-000835,-0.33194965313999997
ACH-000836,-0.400580687507
ACH-000837,-0.41530631164899995
ACH-000838,0.04478822538380001
ACH-000839,-0.53412737317
ACH-000840,-0.136405396202
ACH-000841,-0.518065953
ACH-000843,-0.29918157776099996
ACH-000846,-0.410514456253
ACH-000847,-0.323928128094
ACH-000848,-0.000981280915045
ACH-000849,-0.451438570127
ACH-000851,-0.38345076337300005
ACH-000855,-0.540295462435
ACH-000856,-0.0853818077385
ACH-000858,-0.23993209640799998
ACH-000859,-0.578447703901
ACH-000861,-0.030028037037
ACH-000862,-0.234433040545
ACH-000865,-0.304153941539
ACH-000866,-0.35480679732299997
ACH-000867,-0.36835389259900003
ACH-000869,-0.2513767819
ACH-000872,-0.43229756763899996
ACH-000873,-0.45558285685500005
ACH-000876,-0.27480353567899996
ACH-000878,-0.412077765102
ACH-000880,-0.204976284267
ACH-000881,-0.347890599643
ACH-000882,-0.265178178696
ACH-000884,-0.3416137824
ACH-000885,-0.268700876753
ACH-000887,-0.431031725632
ACH-000888,-0.26456971086
ACH-000889,-0.11127254719
ACH-000890,-0.329220532269
ACH-000896,-0.322189327997
ACH-000898,-0.304954308291
ACH-000900,-0.15677250996
ACH-000901,-0.192282899225
ACH-000905,-0.539821266756
ACH-000906,-0.288218520871
ACH-000907,-0.46406314544
ACH-000910,0.000797705624882
ACH-000911,-0.43105072660099997
ACH-000912,-0.369121718016
ACH-000913,-0.177067891123
ACH-000915,-0.426258365314
ACH-000916,0.130419387556
ACH-000917,-0.0806421553695
ACH-000921,-0.37490256035400005
ACH-000924,-0.20316595317699998
ACH-000926,-0.267502618908
ACH-000928,-0.0545660729885
ACH-000929,-0.31935975950999995
ACH-000932,-0.22936243510600002
ACH-000935,-0.24149673280900003
ACH-000936,-0.16002862365700002
ACH-000937,-0.45334178062299996
ACH-000938,-0.24343054239700002
ACH-000939,-0.242008214164
ACH-000941,-0.273224488731
ACH-000943,-0.346104974568
ACH-000946,-0.289220892637
ACH-000947,-0.260854386462
ACH-000948,-0.14738222362
ACH-000950,-0.38285155556
ACH-000953,-0.355831607785
ACH-000957,-0.375752093177
ACH-000958,-0.126416298153
ACH-000960,-0.298136524193
ACH-000963,-0.346286235593
ACH-000968,-0.455737009316
ACH-000969,-0.28169157355999996
ACH-000973,-0.20155115701600002
ACH-000974,-0.19889076754700002
ACH-000975,-0.349730614795
ACH-000976,-0.316955122897
ACH-000978,-0.40981584539099997
ACH-000980,-0.28267786938
ACH-000984,-0.167299091061
ACH-000986,-0.357612988819
ACH-000988,-0.346129608232
ACH-000993,-0.188992248519
ACH-000994,-0.49492315467500003
ACH-000996,-0.213200157021
ACH-001001,-0.42707371554300005
ACH-001020,-0.144552704142
ACH-001028,-0.26062539237
ACH-001031,-0.25822121985999996
ACH-001038,-0.365311193296
ACH-001048,-0.341084494977
ACH-001050,-0.33488804331
ACH-001053,-0.202656064452
ACH-001054,-0.559894631503
ACH-001061,-0.332562889682
ACH-001067,-0.120312363809
ACH-001075,-0.205405653272
ACH-001096,-0.296495794872
ACH-001128,-0.427969887057
ACH-001134,-0.166367490517
ACH-001151,-0.198831115936
ACH-001163,-0.34961682221600004
ACH-001164,-0.0618225425196
ACH-001173,-0.24336603633099999
ACH-001183,-0.5701563013750001
ACH-001184,-0.26707228834
ACH-001190,-0.278113877045
ACH-001192,-0.387475184314
ACH-001193,-0.915551506922
ACH-001196,-0.123585241402
ACH-001197,-0.16251664130899998
ACH-001205,-0.030803150874400005
ACH-001211,-0.12142870349000001
ACH-001212,-0.07741121141710001
ACH-001228,-0.581628242281
ACH-001232,-0.303353183334
ACH-001239,-0.321108675533
ACH-001274,-0.374648756411
ACH-001275,-0.24384249485399997
ACH-001277,-0.08782276988639999
ACH-001278,-0.114641122581
ACH-001280,0.022929541967599998
ACH-001283,-0.171928926652
ACH-001289,-0.067167283155
ACH-001295,-0.304185180587
ACH-001300,-0.06414086096
ACH-001301,-0.06468011893230001
ACH-001302,-0.223664617936
ACH-001303,-0.60629871141
ACH-001306,-0.43301393097400004
ACH-001318,-0.307145530292
ACH-001322,-0.149149011118
ACH-001328,-0.41202775107100004
ACH-001332,-0.549752651713
ACH-001333,-0.473266086913
ACH-001336,-0.218591413277
ACH-001340,-0.321035811552
ACH-001346,-0.34974767870800005
ACH-001353,-0.386645410421
ACH-001354,-0.524717882344
ACH-001367,-0.212943457845
ACH-001368,-0.301872949976
ACH-001374,-0.34808974698899997
ACH-001375,-0.43256699831900003
ACH-001377,-0.132895097871
ACH-001380,-0.226854527781
ACH-001391,-0.163164759987
ACH-001407,-0.49340402670199995
ACH-001408,-0.273404791087
ACH-001413,-0.198971499826
ACH-001430,0.0995258899914
ACH-001431,-0.17787446650699998
ACH-001450,-0.213351282145
ACH-001496,-0.33631462124399997
ACH-001500,-0.334249557862
ACH-001521,-0.583164795098
ACH-001523,-0.44735595995099997
ACH-001532,-0.174663268319
ACH-001536,-0.224995816097
ACH-001550,-0.0958713976856
ACH-001552,-0.17140681895999998
ACH-001554,-0.275056625449
ACH-001645,-0.126995634442
ACH-001654,-0.20837263455
ACH-001715,-0.649479686549
ACH-001735,-0.254251557222
ACH-001736,-0.244463042497
ACH-001737,-0.897261723549
ACH-001740,-0.142652554162
ACH-001745,-0.287077540891
ACH-001750,-0.294189670367
ACH-001765,-0.121052633576
ACH-001956,-0.14102272942
ACH-001957,-0.190539482618
