,METAP1D (254042)
ACH-000004,-0.0948711429153
ACH-000007,0.202958071189
ACH-000009,0.0555681151829
ACH-000011,0.139826900723
ACH-000012,0.024523274555000002
ACH-000013,0.0967497894368
ACH-000014,0.0980687921916
ACH-000015,0.08976371249029999
ACH-000017,0.09355094738389999
ACH-000018,0.25515247679999997
ACH-000019,0.23361058649799998
ACH-000021,0.19137190209600002
ACH-000022,0.033169012357799996
ACH-000025,0.08497417648700001
ACH-000028,0.23736047856999998
ACH-000030,0.11826662853299999
ACH-000035,0.149990592074
ACH-000036,0.21456989537
ACH-000037,0.198540207891
ACH-000039,0.281503626791
ACH-000040,0.0362916404181
ACH-000041,0.152782996516
ACH-000042,0.0276804620279
ACH-000045,0.06902183751839999
ACH-000047,0.15516556619000002
ACH-000052,0.06057282393400001
ACH-000053,0.0872567617686
ACH-000054,0.072409106832
ACH-000055,0.189408126251
ACH-000060,0.0779508346241
ACH-000067,0.0802621705442
ACH-000070,0.031077813572499998
ACH-000075,-0.07015337302360002
ACH-000078,0.13474305263800002
ACH-000082,-0.0210516437382
ACH-000085,0.025850752372499997
ACH-000086,0.167636445017
ACH-000087,-0.00359297596
ACH-000092,-0.0396509321493
ACH-000095,0.15082761476
ACH-000097,0.195154297808
ACH-000098,-0.004325423032279999
ACH-000099,0.024805149304900003
ACH-000108,0.0930367080861
ACH-000113,0.0625964142929
ACH-000115,-0.0404311442704
ACH-000116,0.0824290355066
ACH-000118,0.0922191450421
ACH-000120,0.109999531438
ACH-000123,0.24352032539700003
ACH-000127,0.158685928564
ACH-000128,0.042107907162199996
ACH-000132,0.063875129475
ACH-000133,-0.0070762195231600005
ACH-000137,-0.0403588794473
ACH-000138,0.127394400338
ACH-000142,0.08896456786219999
ACH-000143,0.00423044306495
ACH-000146,0.16076738112400002
ACH-000148,0.121615530698
ACH-000150,0.043957638768
ACH-000152,0.08184105465819999
ACH-000153,0.23106498259
ACH-000159,0.08931597949169999
ACH-000160,-0.06925756278060001
ACH-000163,0.0722445980567
ACH-000167,0.194428705852
ACH-000168,0.148015938246
ACH-000169,0.0999797178787
ACH-000178,0.138560938756
ACH-000182,0.16469034524
ACH-000183,0.00940054489792
ACH-000188,0.197450361792
ACH-000189,0.17549609790100001
ACH-000190,0.0677490222063
ACH-000198,0.141061357862
ACH-000204,0.0328157496959
ACH-000206,0.0772461404332
ACH-000207,-0.11419068197000001
ACH-000211,0.009459735180899998
ACH-000215,0.12019353839199999
ACH-000221,0.0040420426387299995
ACH-000222,-0.0876086198448
ACH-000223,-0.15197867862199999
ACH-000226,0.0765085298057
ACH-000227,0.0980473711171
ACH-000228,0.0998256595306
ACH-000231,0.192802294866
ACH-000232,0.0931632369861
ACH-000233,0.101088416301
ACH-000234,0.10723814430199999
ACH-000235,0.11161176538499999
ACH-000237,0.10848670032600001
ACH-000238,0.014862852712100002
ACH-000243,0.09167047635749999
ACH-000244,0.24229856133400002
ACH-000246,0.179977807794
ACH-000248,-0.00986043612661
ACH-000250,0.0262249874653
ACH-000251,0.00925920120807
ACH-000253,0.0580176836003
ACH-000255,0.14072279248199998
ACH-000256,0.103863709605
ACH-000257,0.0101210244745
ACH-000258,-0.0291983345535
ACH-000259,-0.0194088409463
ACH-000260,0.0308158592692
ACH-000261,0.150031879266
ACH-000262,0.0352061268655
ACH-000263,0.09864746936
ACH-000264,0.196521281442
ACH-000265,0.0262067347895
ACH-000266,0.108451646734
ACH-000272,-0.08590257504799999
ACH-000273,0.10664538039999999
ACH-000274,0.11262196954399999
ACH-000277,0.00697986495274
ACH-000278,0.109810818543
ACH-000279,0.08610404306939999
ACH-000280,0.213427487502
ACH-000281,0.14738754692
ACH-000288,0.017871451376599998
ACH-000291,-0.0637518346931
ACH-000293,0.0190165110636
ACH-000294,0.37637109165
ACH-000295,-0.151307210371
ACH-000296,0.009412880114590001
ACH-000302,0.136610056697
ACH-000304,-0.0037427797799799998
ACH-000307,-0.0728985434976
ACH-000308,0.161161272479
ACH-000310,0.247070486075
ACH-000311,0.155363231545
ACH-000312,-0.0193822672502
ACH-000315,0.0720568109209
ACH-000316,0.10559683953
ACH-000317,0.141008205043
ACH-000318,0.08802152224960001
ACH-000319,0.265353706306
ACH-000320,0.0009716133825249999
ACH-000322,0.35506718811899995
ACH-000323,0.188921350706
ACH-000324,0.10689759222300001
ACH-000329,-0.139696441176
ACH-000330,-0.0734405438925
ACH-000331,0.0169498716139
ACH-000332,0.0852194506309
ACH-000334,0.34400635427599996
ACH-000335,-0.14421247061200002
ACH-000336,0.136259738214
ACH-000337,-0.054763319053600004
ACH-000339,0.100938710659
ACH-000341,-0.049211204939599996
ACH-000348,0.043344901056900004
ACH-000350,0.10556315832699999
ACH-000352,-0.0458026361204
ACH-000356,0.0718193501131
ACH-000361,0.15808408662999998
ACH-000362,0.07248431523769999
ACH-000363,0.0821013306337
ACH-000364,-0.0122616025046
ACH-000365,0.017878169784099996
ACH-000366,0.128188615385
ACH-000368,0.16848113321199998
ACH-000374,0.0274803768874
ACH-000375,-9.22318106346e-05
ACH-000376,0.0531165950949
ACH-000381,0.0582913325266
ACH-000383,0.109571784309
ACH-000387,0.168489924942
ACH-000389,0.126715772901
ACH-000390,0.06645736009940001
ACH-000393,-0.026733931116400003
ACH-000395,0.32578049449900004
ACH-000397,-0.0626871818901
ACH-000401,-0.051371292426699994
ACH-000402,0.180696273303
ACH-000403,0.0639903496862
ACH-000404,0.435455760603
ACH-000406,-0.09392006614810001
ACH-000407,0.0565858138092
ACH-000408,-0.04268821271369999
ACH-000410,0.029017824901299998
ACH-000411,0.136265202979
ACH-000414,0.08017652173489999
ACH-000415,0.05593971855259999
ACH-000416,0.0771902889793
ACH-000420,0.0687238421045
ACH-000421,0.150027253788
ACH-000424,0.09814080001469999
ACH-000425,-0.0222956134813
ACH-000426,0.162448139184
ACH-000427,0.07909614557410001
ACH-000433,0.310271956426
ACH-000436,0.153044195947
ACH-000444,0.166594719236
ACH-000445,0.006511450350779999
ACH-000448,0.07243725706660001
ACH-000450,0.209451465912
ACH-000452,0.0565136496847
ACH-000454,0.051585607614900005
ACH-000458,0.107635039367
ACH-000459,0.0605832840414
ACH-000460,0.00673782333595
ACH-000461,0.05635670409869999
ACH-000463,0.0400664744931
ACH-000464,0.16544871707699998
ACH-000466,0.19844141644699997
ACH-000467,0.09048716247199999
ACH-000468,0.0137975340745
ACH-000469,0.0791135422744
ACH-000470,0.406564007345
ACH-000471,0.10093399514799999
ACH-000472,0.09548080347810001
ACH-000473,0.144744370267
ACH-000475,0.0722305895244
ACH-000476,0.0532564796605
ACH-000477,0.154194744601
ACH-000480,0.064307498613
ACH-000481,0.155121137254
ACH-000483,-0.00932624991717
ACH-000484,0.11296061036699999
ACH-000485,0.0880323768078
ACH-000486,0.117514152865
ACH-000487,0.0630189931436
ACH-000488,0.05137299216130001
ACH-000490,0.0871493253204
ACH-000491,0.07935861507019999
ACH-000495,0.00645724072396
ACH-000496,-0.0470823979727
ACH-000499,0.25569593348700004
ACH-000500,-0.13517467502900002
ACH-000502,0.186211883288
ACH-000503,-0.021756256156900005
ACH-000505,-0.0113209974636
ACH-000507,-0.15506500807
ACH-000510,0.004440823827270001
ACH-000511,0.218386858825
ACH-000512,-0.109901646564
ACH-000516,0.0628390631656
ACH-000517,0.131946224529
ACH-000518,0.0581970405478
ACH-000520,-0.0479183192953
ACH-000521,-0.0608359583868
ACH-000522,0.133587069802
ACH-000524,0.211964557092
ACH-000527,0.127262267721
ACH-000528,0.172238870055
ACH-000537,0.09222868840639999
ACH-000541,0.18198607714
ACH-000542,0.09059748349510001
ACH-000544,-0.11575096283299999
ACH-000545,0.108608224236
ACH-000547,-0.0366165722764
ACH-000548,0.152272343947
ACH-000549,-0.134224849836
ACH-000550,0.09823152591989999
ACH-000552,0.0119189232925
ACH-000556,0.076111813621
ACH-000557,0.114621052584
ACH-000570,-0.0219351958092
ACH-000571,0.142537693005
ACH-000573,0.167761495811
ACH-000576,0.103217242609
ACH-000580,0.0972587783165
ACH-000584,0.09434300056099999
ACH-000585,0.0547252529519
ACH-000588,0.132020270301
ACH-000589,0.00457459855178
ACH-000591,0.23996446252700002
ACH-000593,-0.0518896179306
ACH-000600,-0.160056508633
ACH-000601,-0.0506716099285
ACH-000604,0.18648973815900002
ACH-000605,-0.116217410044
ACH-000606,0.012043198293700002
ACH-000608,0.14362076457
ACH-000614,0.051290694330400004
ACH-000616,0.148158706418
ACH-000618,0.0711985194904
ACH-000619,0.11974350092599999
ACH-000620,0.125993591081
ACH-000621,0.09388420427919998
ACH-000622,0.0886150028902
ACH-000623,0.146205630428
ACH-000624,0.09741548859619999
ACH-000627,0.118564356448
ACH-000630,0.0656979385719
ACH-000632,0.13485408403
ACH-000633,0.051752511885099994
ACH-000637,0.13414448382400002
ACH-000638,0.20953999439100002
ACH-000646,-0.111575842
ACH-000647,0.16708507863500002
ACH-000648,0.19080565170000002
ACH-000649,0.101871089155
ACH-000651,0.00597713283749
ACH-000652,-0.157940840719
ACH-000653,-0.00582359316915
ACH-000657,0.12620584066999999
ACH-000658,-0.00797719191795
ACH-000661,0.12951754448
ACH-000662,-0.235673053813
ACH-000663,-0.0120469827102
ACH-000665,-0.144442851871
ACH-000671,0.15651733496200002
ACH-000673,0.08528079176100001
ACH-000676,0.16794835835299998
ACH-000677,0.100394885942
ACH-000681,0.285219463349
ACH-000682,-0.016421433370399998
