,IMP4 (92856)
ACH-000004,-1.2993021970999998
ACH-000007,-1.36419360974
ACH-000009,-1.4210415646799999
ACH-000011,-1.1585321271200002
ACH-000012,-1.13461294514
ACH-000013,-1.24344371517
ACH-000014,-1.3975462587600003
ACH-000015,-1.18088359229
ACH-000017,-1.24889350514
ACH-000018,-1.3848218137700001
ACH-000019,-1.39246996081
ACH-000021,-1.15623175404
ACH-000022,-1.22933373662
ACH-000025,-1.38619159116
ACH-000028,-1.2513890884
ACH-000030,-1.24196705667
ACH-000035,-1.50145488223
ACH-000036,-1.15778488088
ACH-000037,-0.7113015467239999
ACH-000039,-1.09798469015
ACH-000040,-1.25323579396
ACH-000041,-1.53574205318
ACH-000042,-1.22846396355
ACH-000045,-1.17505374952
ACH-000047,-1.12456068345
ACH-000052,-1.17681099864
ACH-000053,-1.4060383645399999
ACH-000054,-1.2156237223100002
ACH-000055,-1.33411652594
ACH-000060,-1.27699572856
ACH-000067,-1.08406946316
ACH-000070,-1.28733765546
ACH-000075,-1.5095340739200003
ACH-000078,-1.3078359408
ACH-000082,-1.01171984971
ACH-000085,-1.2282811575
ACH-000086,-1.29613446539
ACH-000087,-1.31757868825
ACH-000092,-1.22309886049
ACH-000095,-1.29537206165
ACH-000097,-1.17348761139
ACH-000098,-1.42316847154
ACH-000099,-1.33361274991
ACH-000108,-1.2903171108700002
ACH-000113,-1.21881300014
ACH-000115,-1.1781382490299999
ACH-000116,-1.1693545158299998
ACH-000118,-1.02613470735
ACH-000120,-1.27110452499
ACH-000123,-1.2279708977200001
ACH-000127,-1.2428087701700001
ACH-000128,-1.52518861845
ACH-000132,-1.35746625667
ACH-000133,-1.3868049291799998
ACH-000137,-1.4056334735499998
ACH-000138,-1.17957950513
ACH-000142,-1.09846468932
ACH-000143,-1.19706316497
ACH-000146,-1.4887830955799999
ACH-000148,-1.23382461672
ACH-000150,-1.10540380916
ACH-000152,-1.41967193443
ACH-000153,-1.29411551157
ACH-000159,-1.21668111391
ACH-000160,-1.48393019662
ACH-000163,-1.2439233836399999
ACH-000167,-1.4862124600100002
ACH-000168,-1.20656782135
ACH-000169,-1.4208313501299998
ACH-000178,-1.2522753088299998
