,RCOR2 (283248)
ACH-000004,-0.389566021258
ACH-000007,-0.11550662765999999
ACH-000009,-0.192570839251
ACH-000011,-0.19748265682399999
ACH-000012,-0.292408118771
ACH-000013,-0.384403298146
ACH-000014,-0.069743974725
ACH-000015,-0.219687829179
ACH-000017,-0.326619277536
ACH-000018,-0.320757091112
ACH-000019,-0.34653615244900005
ACH-000021,-0.262250113524
ACH-000022,-0.232999022236
ACH-000025,-0.357145592791
ACH-000028,-0.30606302856600004
ACH-000030,-0.326714608768
ACH-000035,-0.20492138349599998
ACH-000036,-0.319990711734
ACH-000037,-0.422269724683
ACH-000039,-0.501849559709
ACH-000040,-0.234908866719
ACH-000041,-0.34649181413099994
ACH-000042,-0.385903759353
ACH-000045,-0.40455547782799994
ACH-000047,-0.19750316569
ACH-000052,-0.283672477911
ACH-000053,-0.306320226872
ACH-000054,0.007086316867310001
ACH-000055,-0.582650875328
ACH-000060,-0.193728774474
ACH-000067,-0.060382007223199995
ACH-000070,-0.20619416315000003
ACH-000075,-0.302385739709
ACH-000078,-0.0523224437753
ACH-000082,-0.397341436108
ACH-000085,-0.522287660352
ACH-000086,-0.620097243047
ACH-000087,-0.24141511514000003
ACH-000092,-0.23989874703400002
ACH-000095,-0.36320657595100003
ACH-000097,-0.220156394615
ACH-000098,-0.237593989496
ACH-000099,-0.235065924635
ACH-000108,-0.249016262515
ACH-000113,-0.291608317439
ACH-000115,-0.417501829556
ACH-000116,-0.42110418144
ACH-000118,-0.43906921402500004
ACH-000120,-0.262837506176
ACH-000123,-0.335580358038
ACH-000127,-0.204445159747
ACH-000128,-0.24899833113800002
ACH-000132,-0.239512041704
ACH-000133,-0.217797692694
ACH-000137,-0.367199056345
ACH-000138,-0.374111470009
ACH-000142,-0.296143529928
ACH-000143,-0.323043578091
ACH-000146,-0.0891621770837
ACH-000148,-0.11987110861099999
ACH-000150,-0.463254262417
ACH-000152,-0.33835413559699995
ACH-000153,-0.514135134345
ACH-000159,-0.245334329379
ACH-000160,0.012859550113099999
ACH-000163,-0.267996261939
