,TUBA3C (7278)
ACH-000004,-0.321786061062
ACH-000007,-0.49256641336
ACH-000009,-0.0241445031073
ACH-000011,-0.40967450869099997
ACH-000012,-0.147945138651
ACH-000013,-0.238107206701
ACH-000014,-0.191846564375
ACH-000015,-0.425927173477
ACH-000017,-0.043315456954800005
ACH-000018,-0.09971554885160001
ACH-000019,-0.0809918562743
ACH-000021,-0.36523100361599997
ACH-000022,-0.11787395927300001
ACH-000025,-0.260476265925
ACH-000028,-0.225948560529
ACH-000030,-0.19705424025600002
ACH-000035,-0.297623305815
ACH-000036,-0.148748244649
ACH-000037,-0.200389496292
ACH-000039,-0.202882693194
ACH-000040,-0.24289470545699998
ACH-000041,-0.246849478718
ACH-000042,-0.510947580358
ACH-000045,-0.20951499534899998
ACH-000047,-0.262542446616
ACH-000052,-0.322724498972
ACH-000053,-0.137478639883
ACH-000054,-0.239233329285
ACH-000055,-0.189645024756
ACH-000060,-0.37047369832599997
ACH-000067,-0.30795683000199997
ACH-000070,-0.355759606655
ACH-000075,-0.445663614877
ACH-000078,-0.309852524639
ACH-000082,-0.06775759846559999
ACH-000085,-0.29687484617800003
ACH-000086,-0.23519917801100002
ACH-000087,-0.0308987764518
ACH-000092,-0.172603403521
ACH-000095,-0.178700504297
ACH-000097,-0.16257365409900001
ACH-000098,-0.241449347006
ACH-000099,-0.420176729287
ACH-000108,-0.102893908838
ACH-000113,-0.286335318725
ACH-000115,-0.44332073889
ACH-000116,-0.302372352748
ACH-000118,-0.26004713215999997
ACH-000120,-0.0221363526786
ACH-000123,-0.207695206886
ACH-000127,-0.31300293461199996
ACH-000128,-0.30144319469
ACH-000132,-0.268527299642
ACH-000133,-0.22681113447700002
ACH-000137,-0.238589802515
ACH-000138,-0.0931526002589
ACH-000142,0.0363711078195
ACH-000143,-0.187186252888
ACH-000146,-0.03854763750430001
ACH-000148,-0.244578212406
ACH-000150,-0.37310290827299997
ACH-000152,-0.36861517947800004
ACH-000153,-0.17885388089
ACH-000159,-0.21746001404800003
