,MPV17L2 (84769)
ACH-000549,-0.227280090217
ACH-000550,0.144098195736
ACH-000552,-0.36537902061899996
ACH-000556,-0.499391201519
ACH-000557,-0.287221770506
ACH-000570,-0.381573035254
ACH-000571,-0.0941104092334
ACH-000573,-0.06639965836430001
ACH-000576,-0.220838952733
ACH-000580,-0.11523621748400001
ACH-000584,-0.091134604014
ACH-000585,-0.297734122446
ACH-000588,-0.5853894844449999
ACH-000589,-0.607062847869
ACH-000591,-0.00854968614942
ACH-000593,-0.196758517769
ACH-000600,-0.554673177861
ACH-000601,-0.160811932065
ACH-000604,-0.503353313957
ACH-000605,-0.443739695171
ACH-000606,-0.299080258458
ACH-000608,-0.266094930427
ACH-000614,0.013254135819299998
ACH-000616,-0.213499753555
ACH-000618,-0.353579852454
ACH-000619,-0.0259122572326
ACH-000620,-0.37031338800700003
ACH-000621,-0.158652351636
ACH-000622,-0.230562642548
ACH-000623,-0.253018223432
ACH-000624,-0.154725822036
ACH-000627,-0.26059477661200003
ACH-000630,-0.21338290339299998
ACH-000632,-0.317893601657
ACH-000633,-0.5828850515730001
ACH-000637,-0.3879421204
ACH-000638,-0.0959821038202
ACH-000646,-0.250757393
ACH-000647,-0.23261336126499998
ACH-000648,-0.43762975323799996
ACH-000649,-0.14070658488600002
ACH-000651,-0.0325121446537
ACH-000652,-0.051869432448699994
ACH-000653,-0.340473086461
ACH-000657,-0.15971014122000002
ACH-000658,-0.103412355924
ACH-000661,-0.0803386322901
ACH-000662,-0.0210551523795
ACH-000663,-0.0607599193715
ACH-000665,-0.350395911144
ACH-000671,0.00534748529206
ACH-000673,-0.154823924254
ACH-000676,-0.18530969430999997
ACH-000677,-0.29848786257300003
ACH-000681,-0.507867651021
ACH-000682,-0.0941600338775
ACH-000683,-0.305084916434
ACH-000684,-0.009666036820860001
ACH-000688,-0.333014110702
ACH-000693,-0.36104870718800003
ACH-000694,-0.14341314478800002
ACH-000695,-0.18651551644499997
ACH-000696,-0.216696624077
ACH-000697,-0.6224100001489999
ACH-000699,-0.162533445444
ACH-000701,-0.5153629841749999
ACH-000706,-0.397745018049
ACH-000711,-0.126221830925
ACH-000713,-0.38970557312799997
ACH-000714,0.058203921115100005
ACH-000718,-0.0743261058045
ACH-000720,-0.300415147502
ACH-000721,-0.356703911159
ACH-000724,-0.0506339315013
ACH-000725,-0.546307475981
ACH-000732,-0.214868633227
ACH-000734,-0.23697594484499998
ACH-000735,-0.0530474348152
ACH-000736,-0.0395856859349
ACH-000738,-0.10797060434800002
ACH-000746,-0.257393452936
ACH-000747,-0.446625350068
ACH-000748,-0.176153550149
ACH-000753,-0.136030427209
ACH-000756,-0.09717958191619999
ACH-000757,-0.401870994147
ACH-000758,-0.360097487474
ACH-000760,-0.22376995153700002
ACH-000763,-0.288704449024
ACH-000764,-0.344063670765
ACH-000765,0.009032857914
ACH-000766,-0.171874959653
ACH-000767,-0.00509814776351
ACH-000768,-0.271681496492
ACH-000769,-0.190832955561
ACH-000770,-0.12070813866800001
ACH-000771,-0.045908155270499997
ACH-000773,-0.10445527290899999
ACH-000776,-0.291979776488
ACH-000777,-0.08449180576120001
ACH-000778,-0.139535336995
ACH-000781,-0.168874077896
ACH-000782,-0.24931608160399998
ACH-000783,-0.303356512009
ACH-000784,-0.405132890026
ACH-000785,-0.23010928189399998
ACH-000787,-0.379786561668
ACH-000788,-0.16590805366
ACH-000791,-0.0805324986578
ACH-000792,-0.40509402289499996
ACH-000794,-0.211727886935
ACH-000796,-0.08299897638960001
ACH-000799,-0.32895267353700003
ACH-000800,-0.395262979565
ACH-000802,-0.0162324913043
ACH-000804,-0.36965576890699997
ACH-000805,-0.34105035246200005
ACH-000809,-0.365334178632
ACH-000810,-0.143651898053
ACH-000811,-0.323303601365
ACH-000817,-0.14646008572799998
ACH-000819,-0.260697090933
ACH-000820,-0.21798353969700002
ACH-000821,-0.7068607590870001
ACH-000822,-0.247317650923
ACH-000823,-0.270930952922
ACH-000824,-0.0306993246857
ACH-000827,-0.106857484056
ACH-000829,-0.0744330868743
ACH-000831,-0.611537079325
ACH-000832,-0.139221707384
ACH-000833,-0.42723412951899997
ACH-000834,-0.259698066357
ACH-000835,-0.232976878436
ACH-000836,-0.35651551810500004
ACH-000837,-0.120188168662
ACH-000838,-0.26736114112799997
ACH-000839,-0.247162516484
ACH-000840,-0.40573108390100004
ACH-000841,-0.042786964538
ACH-000843,-0.15704740107100001
ACH-000846,-0.276213341556
ACH-000847,-0.15804649607000001
ACH-000848,-0.296402214603
ACH-000849,-0.19851991585999998
ACH-000851,-0.12582405226399998
ACH-000855,-0.20937327707400002
ACH-000856,-0.233115272305
ACH-000858,-0.2405767777
ACH-000859,-0.270653911748
ACH-000861,-0.441506390193
ACH-000862,-0.391887034182
ACH-000865,-0.22200776072700001
ACH-000866,-0.107519084666
ACH-000867,-0.37310599440700004
ACH-000869,-0.341746456394
ACH-000872,-0.458630614106
ACH-000873,-0.372273340996
ACH-000876,-0.485348089815
ACH-000878,-0.299766636405
ACH-000880,-0.250737874555
ACH-000881,0.0529784683842
ACH-000882,-0.278133683576
ACH-000884,-0.050389481387199994
ACH-000885,-0.286785992337
ACH-000887,-0.309981392081
ACH-000888,-0.15739714688
ACH-000889,-0.22483614068799998
ACH-000890,-0.151462873729
ACH-000896,-0.142842219449
ACH-000898,-0.324662730666
ACH-000900,-0.42866368135399996
ACH-000901,-0.198471112229
ACH-000905,-0.0794892079149
ACH-000906,-0.230321225444
ACH-000907,-0.200209419607
ACH-000910,-0.10493153400800001
ACH-000911,-0.14529084934
ACH-000912,-0.179966513551
ACH-000913,-0.20404421066
ACH-000915,-0.282528395859
ACH-000916,-0.35092355365999994
ACH-000917,-0.267232034176
ACH-000921,-0.200937357424
ACH-000924,-1.01840155955
ACH-000926,-0.271666703093
ACH-000928,0.105469644976
ACH-000929,-0.441720343778
ACH-000932,-0.33891322166500004
ACH-000935,-0.145096662632
ACH-000936,-0.176182597786
ACH-000937,-0.17409141040800002
ACH-000938,-0.292128827269
ACH-000939,-0.323267350364
ACH-000941,-0.534892325638
ACH-000943,-0.42613914043300005
ACH-000946,-0.211777377488
ACH-000947,-0.197998023209
ACH-000948,-0.593890257421
ACH-000950,-0.27717561017
ACH-000953,-0.18114027011
ACH-000957,-0.258110098011
ACH-000958,-0.336963413013
ACH-000960,-0.250126884047
ACH-000963,0.0199744308459
ACH-000968,-0.40719647468599995
ACH-000969,-0.241336929861
ACH-000973,0.0313187754514
ACH-000974,-0.167229507855
ACH-000975,-0.427989675492
ACH-000976,0.0254191603076
ACH-000978,-0.450041116094
ACH-000980,-0.151059546446
ACH-000984,-0.290062330087
ACH-000986,-0.23381883562800002
ACH-000988,-0.354883348341
ACH-000993,-0.275094852141
ACH-000994,-0.239008667638
ACH-000996,-0.234616000789
ACH-001001,-0.160544227403
ACH-001020,0.0172962266833
ACH-001028,-0.577586502937
ACH-001031,-0.09643359742339999
ACH-001038,-0.348094616836
ACH-001048,-0.27814842413
ACH-001050,-0.33880494815300005
ACH-001053,0.0485939242796
ACH-001054,-0.22443383271499998
ACH-001061,-0.34879566673100004
ACH-001067,-0.40253433929899995
ACH-001075,-0.108307772862
ACH-001096,-0.0547146119613
ACH-001128,-0.282873079892
ACH-001134,-0.41766924519799997
ACH-001151,-0.19090702757300002
ACH-001163,-0.300029487879
ACH-001164,-0.275104014276
ACH-001173,-0.41765985212300005
ACH-001183,-0.250354018687
ACH-001184,-0.175691457838
ACH-001190,-0.238029492562
ACH-001192,0.0298252177288
ACH-001193,0.057851479660599996
ACH-001196,-0.117609003571
ACH-001197,-0.232096487354
ACH-001205,-0.157510931214
ACH-001211,-0.0806662442152
ACH-001212,0.0141697723153
ACH-001228,-0.32392632943000005
ACH-001232,-0.110564979205
ACH-001239,-0.160415669214
ACH-001274,-0.155222828274
ACH-001275,-0.416522030024
ACH-001277,-0.3592790436300001
ACH-001278,0.0454037195914
ACH-001280,-0.0754181033543
ACH-001283,-0.332931393089
ACH-001289,-0.18384599135000002
ACH-001295,-0.129437342534
ACH-001300,-0.139894965176
ACH-001301,0.159612506375
ACH-001302,0.158954063393
ACH-001303,0.10635271681399999
ACH-001306,-0.139562084945
ACH-001318,-0.38595696152
ACH-001322,-0.180402391365
ACH-001328,-0.268879724593
ACH-001332,-0.25095824263300004
ACH-001333,-0.27853603731
ACH-001336,-0.0700438554354
ACH-001340,-0.167227633047
ACH-001346,-0.20061617328499998
ACH-001353,-0.082443762138
ACH-001354,-0.389400907259
ACH-001367,-0.248506947291
ACH-001368,-0.42412077521499997
ACH-001374,-0.118831828719
ACH-001375,-0.181429536954
ACH-001377,-0.41439189801299997
ACH-001380,-0.324250283427
ACH-001391,-0.383140052118
ACH-001407,-0.259231998129
ACH-001408,-0.111937085725
ACH-001413,-0.18612154469099998
ACH-001430,-0.26933182738600003
ACH-001431,-0.19296354685199998
ACH-001450,-0.171443655652
ACH-001496,-0.278704312188
ACH-001500,-0.19438818373199998
ACH-001521,-0.21313037482900002
ACH-001523,-0.030911609004799997
ACH-001532,0.0130724576565
ACH-001536,-0.31713809749899996
ACH-001550,-0.166198393824
ACH-001552,-0.230137399991
ACH-001554,-0.207800856155
ACH-001645,-0.23864171332400003
ACH-001654,-0.25184202385000004
ACH-001715,-0.32903023202
ACH-001735,-0.146118609878
ACH-001736,-0.15496963890499998
ACH-001737,-0.22293014228500002
ACH-001740,-0.13441105539
ACH-001745,-0.138379532492
ACH-001750,-0.38564889044399997
ACH-001765,-0.195317680421
ACH-001956,-0.09603943123980001
ACH-001957,0.0450294175591
