,GPN3 (51184)
ACH-000004,-1.74417096213
ACH-000007,-1.22975887167
ACH-000009,-1.42116855999
ACH-000011,-1.19135523691
ACH-000012,-1.12566128432
ACH-000013,-1.4817140155700002
ACH-000014,-1.4067559923100001
ACH-000015,-1.42248583373
ACH-000017,-1.2620075262000001
ACH-000018,-0.889404474709
ACH-000019,-1.31464718965
ACH-000021,-1.26833009505
ACH-000022,-1.4000915682700001
ACH-000025,-1.31578389229
ACH-000028,-1.12991597481
ACH-000030,-1.38171331493
ACH-000035,-1.17270683547
ACH-000036,-1.37600141459
ACH-000037,-1.43240353951
ACH-000039,-1.65065217343
ACH-000040,-1.12466488681
ACH-000041,-1.36027429583
ACH-000042,-1.3456742665900001
ACH-000045,-1.53050238475
ACH-000047,-1.19377085705
ACH-000052,-0.7498256876710001
ACH-000053,-1.0873663518
ACH-000054,-1.19163832719
ACH-000055,-1.41598319707
ACH-000060,-1.1538609071700001
ACH-000067,-1.437374032
ACH-000070,-1.4384725833200003
ACH-000075,-1.04925326089
ACH-000078,-1.40742028426
ACH-000082,-1.44642553514
ACH-000085,-1.57509585784
ACH-000086,-1.2146187722700001
ACH-000087,-0.982961552662
ACH-000092,-1.2809559531399999
ACH-000095,-1.4943942778400001
ACH-000097,-1.44357507888
ACH-000098,-1.26854775934
ACH-000099,-1.29205829778
ACH-000108,-1.08436702711
ACH-000113,-1.3946476935299998
ACH-000115,-1.36991164336
ACH-000116,-1.4227164216100001
ACH-000118,-1.0036701938200001
ACH-000120,-0.9675320978730001
ACH-000123,-1.2072702661499999
ACH-000127,-1.27326297809
ACH-000128,-1.6011672214300001
ACH-000132,-1.32656220226
ACH-000133,-1.4620817839200002
ACH-000137,-1.4179173570399999
ACH-000138,-1.16409979198
ACH-000142,-1.55761818169
ACH-000143,-1.49918098666
ACH-000146,-1.57304644583
ACH-000148,-1.5321998852399998
ACH-000150,-1.21125442749
ACH-000152,-1.19634517123
ACH-000153,-0.584266840019
ACH-000159,-1.28606038874
ACH-000160,-1.04314737235
ACH-000163,-1.4198469010199999
ACH-000167,-1.4844398269699999
ACH-000168,-1.4350662993
ACH-000169,-1.27138489971
ACH-000178,-1.4138013115
ACH-000182,-1.35491217384
ACH-000183,-1.40093599347
ACH-000188,-1.42641361725
ACH-000189,-0.923984836111
ACH-000190,-1.51451054352
ACH-000198,-1.35430292665
ACH-000204,-1.31342999362
ACH-000206,-1.91543120625
ACH-000207,-1.3339961174500001
ACH-000211,-1.30923274226
ACH-000215,-1.20888267267
ACH-000221,-1.7591493326499998
ACH-000222,-1.35323524415
ACH-000223,-1.4425683527000002
ACH-000226,-1.3704232077
ACH-000227,-0.9938759734929999
ACH-000228,-1.28105666781
ACH-000231,-1.2957811448
ACH-000232,-1.4130374905399998
ACH-000233,-1.4229601684
ACH-000234,-1.62365787364
ACH-000235,-1.30727730801
ACH-000237,-1.3870587759
ACH-000238,-1.16903473926
ACH-000243,-1.13214089272
ACH-000244,-1.659163531
ACH-000246,-1.16269257081
ACH-000248,-1.06738262002
ACH-000250,-1.3086829281499999
ACH-000251,-1.7363778935599998
ACH-000253,-1.4955871163299999
ACH-000255,-1.41993288494
ACH-000256,-1.5221455816799998
ACH-000257,-1.41453657812
ACH-000258,-1.42082980343
ACH-000259,-1.38276087373
ACH-000260,-1.3179488128299999
ACH-000261,-1.1911080917499999
ACH-000262,-1.0799565454100002
ACH-000263,-1.4177977374200001
ACH-000264,-1.33347226455
ACH-000265,-1.3700847839899999
ACH-000266,-1.3539620469100002
ACH-000272,-1.2469388561799999
ACH-000273,-1.26471396623
ACH-000274,-1.4630777456
ACH-000277,-1.70260286876
ACH-000278,-1.5904752475600001
ACH-000279,-1.22794891134
ACH-000280,-1.3994452966799997
ACH-000281,-1.28213829341
ACH-000288,-1.2928531032
ACH-000291,-1.22646541329
ACH-000293,-1.739629782
ACH-000294,-1.45948904041
ACH-000295,-1.09892991664
ACH-000296,-1.17017640046
ACH-000302,-1.5019040269600001
ACH-000304,-1.14460322737
ACH-000307,-1.1275259727299998
ACH-000308,-1.39121514102
ACH-000310,-1.0363144629799999
ACH-000311,-1.27892019704
ACH-000312,-1.29627915849
ACH-000315,-1.3057900151200001
ACH-000316,-1.3620174104700002
ACH-000317,-1.1584803306799998
ACH-000318,-1.3183285702
ACH-000319,-1.16629149207
ACH-000320,-1.1413361874899999
ACH-000322,-1.152255869
ACH-000323,-1.25966437039
ACH-000324,-1.1847293152
ACH-000329,-1.39682602876
ACH-000330,-1.41199346266
ACH-000331,-1.2205052521
ACH-000332,-1.44796429
ACH-000334,-1.2627681508
ACH-000335,-1.2200117649
ACH-000336,-0.893230669068
ACH-000337,-1.1669316844700002
ACH-000339,-1.28099260006
ACH-000341,-1.2441521573999998
ACH-000348,-1.65574010725
ACH-000350,-1.30375556961
ACH-000352,-1.22769916344
ACH-000356,-1.51547536954
ACH-000361,-0.81960678078
ACH-000362,-1.4547504863
ACH-000363,-1.35546787388
ACH-000364,-1.4053693077200002
ACH-000365,-1.39032431285
ACH-000366,-1.29546208561
ACH-000368,-1.37691366256
ACH-000374,-1.18772609622
ACH-000375,-1.20355688512
ACH-000376,-1.24459333434
ACH-000381,-1.1449286113600001
ACH-000383,-1.41228471074
ACH-000387,-1.5259517893399999
ACH-000389,-1.12393633466
ACH-000390,-1.2559825995899998
ACH-000393,-1.6677604267700001
ACH-000395,-1.18838700385
ACH-000397,-1.2793044595999998
ACH-000401,-1.2710136466600002
ACH-000402,-1.36386613231
ACH-000403,-1.55052467997
ACH-000404,-1.5509762385299999
ACH-000406,-1.51920898963
ACH-000407,-1.43779074256
ACH-000408,-1.06239503321
ACH-000410,-1.3519157903999999
ACH-000411,-1.16157135797
ACH-000414,-1.35148869569
ACH-000415,-1.23889292272
ACH-000416,-1.29583996202
ACH-000420,-1.22034814092
ACH-000421,-1.48693631258
ACH-000424,-1.5760728028
ACH-000425,-1.4064272793
ACH-000426,-1.7093992469600001
ACH-000427,-1.8010555882400001
ACH-000433,-1.1351667580299998
ACH-000436,-1.54698995987
ACH-000444,-1.15979766049
ACH-000445,-1.0254875333
ACH-000448,-1.5382394416
ACH-000450,-1.6542951778900001
ACH-000452,-1.41243580664
ACH-000454,-1.31256354051
ACH-000458,-1.3282260028100001
ACH-000459,-1.60839042561
ACH-000460,-1.2513358783600002
ACH-000461,-1.44812368634
ACH-000463,-1.3107535566500002
ACH-000464,-1.5118946638600002
ACH-000466,-1.87057299509
ACH-000467,-1.3843344315900001
ACH-000468,-1.30477407717
ACH-000469,-1.3714081797600002
ACH-000470,-1.5658908380599998
ACH-000471,-1.31322904827
ACH-000472,-1.65340158769
ACH-000473,-1.3217221427399999
ACH-000475,-1.42871662619
ACH-000476,-1.3209707366799999
ACH-000477,-1.29414258499
ACH-000480,-1.3880152473899998
ACH-000481,-1.5082938996200002
ACH-000483,-2.0847466832
ACH-000484,-1.5423199763
ACH-000485,-1.31128923581
ACH-000486,-1.24082630379
ACH-000487,-1.28016285101
ACH-000488,-1.42960118333
ACH-000490,-1.15110682899
ACH-000491,-1.44185352058
ACH-000495,-1.07058076704
ACH-000496,-1.08801883474
ACH-000499,-1.3636748059700001
ACH-000500,-1.4587407336700002
ACH-000502,-1.41131809406
ACH-000503,-1.23926315385
ACH-000505,-1.04588560985
ACH-000507,-1.52109539063
ACH-000510,-1.34570973399
ACH-000511,-1.3964254830399998
ACH-000512,-1.47621528711
ACH-000516,-1.36397075994
ACH-000517,-1.4401505335299998
ACH-000518,-1.61636928254
ACH-000520,-1.23445257013
ACH-000521,-1.03307351671
ACH-000522,-1.28392430247
ACH-000524,-1.71268236303
ACH-000527,-1.3322992365100002
ACH-000528,-1.20885081847
ACH-000537,-1.2863508775599999
ACH-000541,-1.3868781963299999
ACH-000542,-1.2428014927
ACH-000544,-1.21928439334
ACH-000545,-1.20832616995
ACH-000547,-1.4002744218399998
ACH-000548,-1.32333111145
ACH-000549,-1.0861115509000001
ACH-000550,-1.22307563547
ACH-000552,-1.29240357679
ACH-000556,-1.54492098666
ACH-000557,-1.81195348395
ACH-000570,-1.2330239152200002
ACH-000571,-1.95079773883
ACH-000573,-1.41521448512
