,HSP90B1 (7184)
ACH-000524,-0.550311252178
ACH-000527,-0.5047490235059999
ACH-000528,-0.7240757427860001
ACH-000537,-0.835773062706
ACH-000541,-1.1856308192899998
ACH-000542,-0.270895587501
ACH-000544,-0.607746073103
ACH-000545,-0.289723537326
ACH-000547,-0.6482039529510001
ACH-000548,-0.665446444501
ACH-000549,-0.567540008266
ACH-000550,-0.543387643569
ACH-000552,-0.790282787059
ACH-000556,-0.442394547903
ACH-000557,-0.23614909735599998
ACH-000570,-0.7431169009190001
ACH-000571,-0.343783527596
ACH-000573,-0.23427383101799998
ACH-000576,-1.09004745839
ACH-000580,-0.628792018302
ACH-000584,-0.556913518839
ACH-000585,-0.833286336053
ACH-000588,-0.9772122908609999
ACH-000589,-0.582918012208
ACH-000591,-0.7218777592219999
ACH-000593,-0.923684766126
ACH-000600,-0.5955564867
ACH-000601,-0.674176304338
ACH-000604,-0.225375897963
ACH-000605,-0.360508556132
ACH-000606,-0.641930732077
ACH-000608,-0.687009163111
ACH-000614,-0.358648631779
ACH-000616,-0.43335369558799997
ACH-000618,-0.56689817249
ACH-000619,-0.734550581577
ACH-000620,-0.778708736856
ACH-000621,-0.341481862861
ACH-000622,-0.691046162141
ACH-000623,-0.649398473697
ACH-000624,-0.13530637476
ACH-000627,-0.637615337187
ACH-000630,-0.998197222531
ACH-000632,-0.741798366511
ACH-000633,-0.255942460401
ACH-000637,-0.119054214353
ACH-000638,-0.37563772744199997
ACH-000646,-0.6698288766570001
ACH-000647,-0.641063037984
ACH-000648,-0.654987399374
ACH-000649,-0.622540028998
ACH-000651,-0.494157082965
ACH-000652,-1.00336814481
ACH-000653,-0.647254799185
ACH-000657,-0.349566370589
ACH-000658,-1.0522181560600001
ACH-000661,-0.325150896794
ACH-000662,-0.554023175415
ACH-000663,-0.491474343115
ACH-000665,-0.767379667279
ACH-000671,-0.803034956518
ACH-000673,-0.353741817831
ACH-000676,-0.305737163208
ACH-000677,-0.587445672088
ACH-000681,-0.7300782775069999
ACH-000682,-0.484779720194
ACH-000683,-0.43318562420900003
ACH-000684,-0.7718585576029999
ACH-000688,-1.1160458094399999
ACH-000693,-0.336007716117
ACH-000694,-0.744127271835
ACH-000695,-0.531059012054
ACH-000696,-0.342163972451
ACH-000697,-0.42783829125399997
ACH-000699,-0.44414372075499997
ACH-000701,-0.413457351183
ACH-000706,-0.698498505003
ACH-000711,-0.152392246906
ACH-000713,-0.876188504982
ACH-000714,-0.944597702068
ACH-000718,-0.7775920271610001
ACH-000720,-0.957958141981
ACH-000721,-0.448565623121
ACH-000724,-0.782668259383
ACH-000725,-0.221493861669
ACH-000732,-0.141966180035
ACH-000734,-0.619621972489
ACH-000735,-0.703672941682
ACH-000736,-0.624365763112
ACH-000738,-0.5510762800460001
ACH-000746,-0.40356931678400004
ACH-000747,-0.333430940723
ACH-000748,-0.429923292638
ACH-000753,-0.351952800287
ACH-000756,-0.39222673848899997
ACH-000757,-0.527865076878
ACH-000758,-0.608055033471
ACH-000760,-0.323855266445
ACH-000763,-0.980804071759
ACH-000764,-0.9066661916140001
ACH-000765,-0.7104230629330001
ACH-000766,-0.6667936137330001
ACH-000767,-0.520716588047
ACH-000768,-0.8254439997930001
ACH-000769,-0.616020919026
ACH-000770,-0.17469965069600002
ACH-000771,-0.30765720089299997
ACH-000773,-0.29569098724599996
ACH-000776,-0.365590090669
ACH-000777,-0.774732636671
ACH-000778,-0.464108597696
ACH-000781,-0.623613483562
ACH-000782,-0.39261978574100004
ACH-000783,-0.415363935156
ACH-000784,-0.393880548367
ACH-000785,-0.466310169477
ACH-000787,-0.831477103001
ACH-000788,-0.7664737070029999
ACH-000791,-0.48134759162199997
ACH-000792,-0.549587983096
ACH-000794,-0.556609426765
ACH-000796,-0.949405152701
ACH-000799,-0.56962118776
ACH-000800,-0.467821384961
ACH-000802,-0.800846487543
ACH-000804,-0.860781698971
ACH-000805,-0.466547504507
ACH-000809,-0.37728913231600003
ACH-000810,-0.5063790427629999
ACH-000811,-0.466086993867
ACH-000817,-0.919862849646
ACH-000819,-0.487950732068
ACH-000820,-0.41686032482100005
ACH-000821,-0.402231632307
ACH-000822,-0.715416081854
ACH-000823,-0.31479026806
ACH-000824,-0.09261911343240001
ACH-000827,-0.558280790452
ACH-000829,-0.6808455632170001
ACH-000831,-0.1390543391
ACH-000832,-0.548688758002
ACH-000833,-0.492486056308
ACH-000834,-0.7360168850040001
ACH-000835,-0.327614103474
ACH-000836,-0.841709602167
ACH-000837,-0.530162165342
ACH-000838,-0.726689638028
ACH-000839,-0.83087293302
ACH-000840,-0.61005168127
ACH-000841,-0.40855883354999994
ACH-000843,-0.394057905148
ACH-000846,-0.370220589839
ACH-000847,-0.41159317702799997
ACH-000848,-0.8608019028370001
ACH-000849,-0.615894820492
ACH-000851,-0.614705408831
ACH-000855,-0.43812905782300005
ACH-000856,-0.361913194515
ACH-000858,-0.597174672851
ACH-000859,-0.46615082937700003
ACH-000861,-0.42661438390399997
ACH-000862,-0.363532337426
ACH-000865,-0.379518878213
ACH-000866,-0.20579890281899998
ACH-000867,-0.468201327539
ACH-000869,-0.410827106249
ACH-000872,-0.51770278096
ACH-000873,-0.3826938932
ACH-000876,-0.203739618637
ACH-000878,-0.91369328401
ACH-000880,-0.712226191556
ACH-000881,-0.949901448177
ACH-000882,-0.535385814368
ACH-000884,-0.73841136882
ACH-000885,-0.48533405622000003
ACH-000887,-0.8377890769959999
ACH-000888,-0.9224502958040001
ACH-000889,-0.736814784535
ACH-000890,-0.767298924015
ACH-000896,-0.332576389171
ACH-000898,-0.7297885835310001
ACH-000900,-0.573566527914
ACH-000901,-0.786859844109
ACH-000905,-0.576694066717
ACH-000906,-0.235163318583
ACH-000907,-0.641336937337
ACH-000910,-0.262230200951
ACH-000911,-0.319602729413
ACH-000912,-0.3578449099
ACH-000913,-0.462271628491
ACH-000915,-0.8120516907009999
ACH-000916,-0.48551398846500005
ACH-000917,-0.813614810324
ACH-000921,-0.382916748644
ACH-000924,-0.7942147492110001
ACH-000926,-1.02466140306
ACH-000928,-0.19647319506400002
ACH-000929,-0.6943104906450001
ACH-000932,-0.282420759062
ACH-000935,-0.75626326109
ACH-000936,-0.342278358487
ACH-000937,-0.175782949358
ACH-000938,-0.422375798294
ACH-000939,-0.46835699711
ACH-000941,-0.33798083054
ACH-000943,-0.361076867106
ACH-000946,-0.488491443696
ACH-000947,-0.258153127267
ACH-000948,-0.599603837539
ACH-000950,-0.466671986357
ACH-000953,-0.290633025055
ACH-000957,-0.327765687969
ACH-000958,-0.588907141741
ACH-000960,-0.409722535615
ACH-000963,-0.540211003818
ACH-000968,-0.697784883738
ACH-000969,0.07689082292230001
ACH-000973,-0.554403836983
ACH-000974,-0.368317541207
ACH-000975,-0.48786884597499997
ACH-000976,-0.781336930352
ACH-000978,-0.7112261503020001
ACH-000980,-0.160087485222
ACH-000984,-0.491504447268
ACH-000986,-0.632887256779
ACH-000988,-0.842570687107
ACH-000993,-0.515900248049
ACH-000994,-0.11395308435200001
ACH-000996,-0.26589354979400004
ACH-001001,-0.226889458134
ACH-001020,-0.366295963045
ACH-001028,-0.334176790213
ACH-001031,-0.365195574897
ACH-001038,-0.323526866558
ACH-001048,-0.83736724971
ACH-001050,-1.04744499087
ACH-001053,-0.7669095362980001
ACH-001054,-0.681333051711
ACH-001061,-0.481156529708
ACH-001067,-0.519485502404
ACH-001075,-0.588976223833
ACH-001096,-0.730726484761
ACH-001128,-0.613445620793
ACH-001134,-0.390893668042
ACH-001151,-0.998133764181
ACH-001163,-0.6893240977130001
ACH-001164,-0.436434771768
ACH-001173,-0.613577893874
ACH-001183,-0.653994491317
ACH-001184,-0.608144017211
ACH-001190,-0.836559421695
ACH-001192,-0.344859643052
ACH-001193,-0.24057012598000002
ACH-001196,-0.8072054581899999
ACH-001197,-0.146555566576
ACH-001205,-0.518278548727
ACH-001211,-0.8102273914920001
ACH-001212,-0.605242670075
ACH-001228,-0.222547467784
ACH-001232,-0.183543124067
ACH-001239,-0.299950896334
ACH-001274,-0.36079792599699995
ACH-001275,-0.255353208289
ACH-001277,-0.61502177365
ACH-001278,-0.585419546074
ACH-001280,-0.146978028101
ACH-001283,-0.7491918200859999
ACH-001289,-0.352766022905
ACH-001295,-0.929458733085
ACH-001300,-0.21960664354899997
ACH-001301,-0.48886320956699997
ACH-001302,-0.467304799313
ACH-001303,-0.608569227051
ACH-001306,-0.41084280020900005
ACH-001318,-0.344420314868
ACH-001322,-0.5223542078419999
ACH-001328,-0.7429557157529999
ACH-001332,-0.8082603204809999
ACH-001333,-0.168443782531
ACH-001336,-0.182622316076
ACH-001340,-0.523856802309
ACH-001346,-0.601020769654
ACH-001353,-0.7689085739110001
ACH-001354,-0.9373451901819999
ACH-001367,-0.9105455819730001
ACH-001368,-0.313683578383
ACH-001374,-0.789152107559
ACH-001375,-0.6864768648209999
ACH-001377,-0.6217748195180001
ACH-001380,-0.5555337789429999
ACH-001391,-0.712946622552
ACH-001407,-0.981664848141
ACH-001408,-0.510542923634
ACH-001413,-0.757377705924
ACH-001430,-0.7204981634540001
ACH-001431,-0.750135555474
ACH-001450,-0.44001617427699996
ACH-001496,-0.18622289528
ACH-001500,-0.70444364352
ACH-001521,-1.1223915112
ACH-001523,-1.10613344983
ACH-001532,-0.202734814949
ACH-001536,-0.6955517381020001
ACH-001550,-0.596227078517
ACH-001552,-0.5961332616430001
ACH-001554,-0.527857236271
ACH-001645,-0.35434038208400004
ACH-001654,-0.497462557839
ACH-001715,-0.565025756713
ACH-001735,-0.38698959389300003
ACH-001736,-0.8141906755689999
ACH-001737,-0.721915505292
ACH-001740,-0.28391395573899997
ACH-001745,-0.443662235656
ACH-001750,-0.642095350862
ACH-001765,-0.538787388118
ACH-001956,-0.245007435848
ACH-001957,-0.178854112387
