,SOSTDC1 (25928)
ACH-000004,-0.0665302337169
ACH-000007,0.221561699271
ACH-000009,0.0750244451183
ACH-000011,0.08770622769539999
ACH-000012,0.157804396119
ACH-000013,0.132992948618
ACH-000014,0.212994933755
ACH-000015,0.0773943052437
ACH-000017,0.170986442692
ACH-000018,-0.00310817106022
ACH-000019,0.219396963979
ACH-000021,0.168937545968
ACH-000022,0.045299160240900006
ACH-000025,0.12880564722899998
ACH-000028,0.15082947294399998
ACH-000030,0.185021095848
ACH-000035,0.108753490333
ACH-000036,0.0604633790986
ACH-000037,0.21705118647100002
ACH-000039,0.11490532705
ACH-000040,0.04778895243
ACH-000041,0.19471046374499998
ACH-000042,0.04457873687419999
ACH-000045,0.110235258357
ACH-000047,0.32119600778499996
ACH-000052,0.221212084879
ACH-000053,0.129222759606
ACH-000054,0.050270838346499994
ACH-000055,0.252643185079
ACH-000060,0.009364483406559999
ACH-000067,0.0474744636725
ACH-000070,0.140479176716
ACH-000075,0.158501397112
ACH-000078,0.155830519072
ACH-000082,0.17335589840399998
ACH-000085,-0.146779290354
ACH-000086,0.331301124143
ACH-000087,0.05626176067890001
ACH-000092,0.181767985996
ACH-000095,0.10409960568700001
ACH-000097,-0.0433379465744
ACH-000098,0.107314817403
ACH-000099,0.0723117023955
ACH-000108,-0.012347616759799998
ACH-000113,0.014419680378299998
ACH-000115,0.14370172269
ACH-000116,0.0994395971604
ACH-000118,0.186286194758
ACH-000120,0.120746308334
ACH-000123,0.08504006149689998
ACH-000127,0.0813842670865
ACH-000128,-0.057702730409900004
ACH-000132,0.325928780858
ACH-000133,0.0623655692672
ACH-000137,-0.0418678491481
ACH-000138,0.1369763527
ACH-000142,0.163471491345
ACH-000143,0.140917234485
ACH-000146,0.0491679691736
ACH-000148,0.0836276871547
ACH-000150,-0.025906948056799998
ACH-000152,-0.040527546463000004
ACH-000153,0.193137415907
ACH-000159,0.11168283932800001
ACH-000160,0.0330265284258
ACH-000163,0.1888915076
ACH-000167,0.07302921154089999
ACH-000168,0.009852354712870002
ACH-000169,0.16123596586
ACH-000178,0.110900009969
ACH-000182,0.164881133898
ACH-000183,0.15796576946
ACH-000188,0.10203696898299999
ACH-000189,0.00165427840631
ACH-000190,0.22256531621999998
ACH-000198,0.223874358866
ACH-000204,0.11986259949400001
ACH-000206,0.121023500124
ACH-000207,0.346137517658
ACH-000211,0.10280515154799999
ACH-000215,0.126158711686
ACH-000221,0.0312261703401
ACH-000222,0.281442564492
ACH-000223,0.102950846276
ACH-000226,0.202300956536
ACH-000227,0.0500848924284
ACH-000228,0.252214445559
ACH-000231,0.07512330356760001
ACH-000232,0.171914307845
ACH-000233,0.206225143314
ACH-000234,-0.009684058630969999
ACH-000235,0.0804314597545
ACH-000237,0.19954633542199998
ACH-000238,0.000825967550394
ACH-000243,0.0679374058403
ACH-000244,-0.00105257688611
ACH-000246,-0.024525206930400004
ACH-000248,0.204336853491
ACH-000250,0.110969124099
ACH-000251,0.258590109473
ACH-000253,0.044820131578199994
ACH-000255,0.0402760182542
ACH-000256,0.028528592324200002
ACH-000257,0.011239170276500001
ACH-000258,0.15598025876
