,CHADL (150356)
ACH-000004,0.04778338806580001
ACH-000007,-0.119542787668
ACH-000009,-0.06533405949
ACH-000011,-0.00330592785889
ACH-000012,0.00426015125089
ACH-000013,-0.245689481664
ACH-000014,0.0284832545257
ACH-000015,-0.050040162343199995
ACH-000017,-0.0035951435073899997
ACH-000018,-0.07865959487219999
ACH-000019,-0.388740137896
ACH-000021,-0.00777638242758
ACH-000022,-0.13446838868
ACH-000025,-0.122869012263
ACH-000028,-0.146878936953
ACH-000030,-0.130679054815
ACH-000035,-0.40601040772
ACH-000036,-0.09399994858889998
ACH-000037,-0.341685618605
ACH-000039,-0.0539789039241
ACH-000040,-0.0330359483351
ACH-000041,-0.277821807727
ACH-000042,-0.147436709925
ACH-000045,-0.0908149463873
ACH-000047,-0.011502869040700001
ACH-000052,-0.166075589923
ACH-000053,0.0793177352063
ACH-000054,-0.00368148369677
ACH-000055,0.0842595188348
ACH-000060,-0.34413950087800005
ACH-000067,-0.0268198165662
ACH-000070,-0.0565177826069
ACH-000075,-0.108028223209
ACH-000078,0.11830507432399999
ACH-000082,-0.031033881244
ACH-000085,-0.379270666044
ACH-000086,0.173101575872
ACH-000087,0.205099387555
ACH-000092,-0.11401189057
ACH-000095,0.0913519431168
ACH-000097,-0.107340251831
ACH-000098,-0.0593309418172
ACH-000099,-0.0464386584327
ACH-000108,-0.0230012843412
ACH-000113,0.005570060220100001
ACH-000115,-0.0872931596202
ACH-000116,-0.0631772452351
ACH-000118,-0.032142302511999996
ACH-000120,0.0143318141246
ACH-000123,0.0254836370227
ACH-000127,0.11553209928
ACH-000128,0.07059294544139999
ACH-000132,0.0479475297026
ACH-000133,-0.16989285179699998
ACH-000137,0.149656527721
ACH-000138,0.184955776185
ACH-000142,-0.112944976569
ACH-000143,0.0185737842385
ACH-000146,0.0671747456764
ACH-000148,0.050219876940400004
ACH-000150,0.148420747997
ACH-000152,0.0473391877201
ACH-000153,0.346133824617
ACH-000159,0.17833284326999999
ACH-000160,-0.0663597319615
ACH-000163,-0.2684306695
ACH-000167,-0.163765805145
ACH-000168,-0.143862727465
ACH-000169,-0.121865979304
ACH-000178,-0.0313224760758
ACH-000182,-0.00785695602576
ACH-000183,-0.318932516187
ACH-000188,0.0467331503351
ACH-000189,-0.145944323227
ACH-000190,-0.113741306672
ACH-000198,-0.0485642191298
ACH-000204,0.036611566615699996
ACH-000206,-0.00786761906516
ACH-000207,0.215880008939
ACH-000211,-0.056821310201
ACH-000215,-0.0121641918211
ACH-000221,-0.213607903514
ACH-000222,-0.125311235744
ACH-000223,-0.199072331927
ACH-000226,0.0997702297618
ACH-000227,-0.203055412945
ACH-000228,-0.119721213309
ACH-000231,-0.18768871497499998
ACH-000232,-0.0111013147242
ACH-000233,-0.031001674811800002
ACH-000234,0.165955609958
ACH-000235,0.0331559158814
ACH-000237,-0.0081289566889
ACH-000238,-0.036645317071500004
ACH-000243,-0.118639824279
ACH-000244,0.050322277635900005
ACH-000246,0.18215420407000002
ACH-000248,-0.149957957557
ACH-000250,-0.060539923106500006
ACH-000251,0.011193812390700001
ACH-000253,-0.102933593577
ACH-000255,-0.056970716170000005
ACH-000256,-0.305027252608
ACH-000257,0.228879572801
ACH-000258,-0.35999388870899995
ACH-000259,-0.0114019821651
ACH-000260,-0.016512593093999998
ACH-000261,-0.0707279751311
ACH-000262,-0.0718069083415
ACH-000263,-0.24205491468899998
ACH-000264,-0.23856679712200002
ACH-000265,0.00268239489513
ACH-000266,-0.0470795589589
ACH-000272,0.00181401676724
ACH-000273,0.080978602473
ACH-000274,-0.179440846244
ACH-000277,-0.0499659127579
ACH-000278,-0.0647828177238
ACH-000279,0.0224010821979
ACH-000280,-0.0446421550731
ACH-000281,0.0346886120275
ACH-000288,-0.052768134883199994
ACH-000291,-0.191260297223
ACH-000293,-0.2376617431
ACH-000294,0.186285727757
ACH-000295,0.09814445700850001
ACH-000296,-0.28590554464
ACH-000302,-0.125984472758
ACH-000304,-0.041080604348
ACH-000307,-0.007554043995000001
ACH-000308,-0.0441936152315
ACH-000310,0.20153866246
ACH-000311,-0.21595316673700002
ACH-000312,-0.05386018450019999
ACH-000315,-0.0607519186846
ACH-000316,-0.014168483016299999
ACH-000317,0.0346721999997
ACH-000318,-0.175642166624
ACH-000319,-0.020640836729299998
ACH-000320,0.10236570138800001
ACH-000322,-0.15569973899800002
ACH-000323,-0.165379403116
ACH-000324,-0.115244755943
ACH-000329,-0.0903836455886
ACH-000330,-0.250521183276
ACH-000331,-0.00860098425423
ACH-000332,0.0333670929742
ACH-000334,-0.104760698025
ACH-000335,0.0247597133561
ACH-000336,-0.0715682113473
ACH-000337,-0.294157526932
ACH-000339,0.0481701297843
ACH-000341,0.0817821571387
ACH-000348,-0.0521990866919
ACH-000350,-0.032098805415
ACH-000352,0.0304282276717
ACH-000356,-0.105959078669
ACH-000361,0.152023933956
ACH-000362,-0.0914459926224
ACH-000363,-0.235917543937
ACH-000364,-0.00652602525969
ACH-000365,-0.15623799124
ACH-000366,0.0536521841866
ACH-000368,-0.43397917259400004
ACH-000374,0.052697680456099995
ACH-000375,0.00724566004936
ACH-000376,-0.126882735653
ACH-000381,-0.154714286453
ACH-000383,-0.048002930258
ACH-000387,-0.150302702293
ACH-000389,-0.0991533273571
ACH-000390,-0.052220112366100004
ACH-000393,0.188602338135
ACH-000395,0.127455873834
ACH-000397,-0.176812849978
ACH-000401,-0.09089481817569998
ACH-000402,0.028290948730299997
ACH-000403,-0.14364069986
