,SUGP1 (57794)
ACH-000004,-1.2540171649
ACH-000007,-0.964944339887
ACH-000009,-0.960597198405
ACH-000011,-0.449539868786
ACH-000012,-1.00397127043
ACH-000013,-1.14433486775
ACH-000014,-0.745123920819
ACH-000015,-0.9406392288869999
ACH-000017,-1.0274150203599999
ACH-000018,-1.0208121589899999
ACH-000019,-0.921139371078
ACH-000021,-1.13143085987
ACH-000022,-0.8118604698549999
ACH-000025,-0.9473436705600001
ACH-000028,-0.9057486000030001
ACH-000030,-0.7076334578419999
ACH-000035,-0.829991552855
ACH-000036,-0.88743043123
ACH-000037,-0.622454268815
ACH-000039,-1.02560525977
ACH-000040,-0.631867761943
ACH-000041,-0.99350439306
ACH-000042,-1.04576011808
ACH-000045,-0.724003667729
ACH-000047,-1.1484452543700001
ACH-000052,-1.0374387281200002
ACH-000053,-1.1850874225399999
ACH-000054,-1.1173803000700002
ACH-000055,-0.832153703848
ACH-000060,-0.8173107817990001
ACH-000067,-0.745961465844
ACH-000070,-0.704977688006
ACH-000075,-0.549698082629
ACH-000078,-0.7242524065739999
ACH-000082,-0.842367675967
ACH-000085,-1.18101273223
ACH-000086,-0.845571620791
ACH-000087,-0.9170181209720001
ACH-000092,-0.859339965838
ACH-000095,-0.9147856003399999
ACH-000097,-1.1026774952200002
ACH-000098,-0.983327087554
ACH-000099,-0.469034823285
ACH-000108,-1.07096644839
ACH-000113,-0.762239156004
ACH-000115,-0.549363810928
ACH-000116,-0.928060369306
ACH-000118,-0.8144610721789999
ACH-000120,-0.6747096237989999
ACH-000123,-0.844336010397
ACH-000127,-0.804397042244
ACH-000128,-0.738130088746
ACH-000132,-0.558517522027
ACH-000133,-0.71204949378
ACH-000137,-1.18609875974
ACH-000138,-1.13085352821
ACH-000142,-1.00745932594
ACH-000143,-0.910897654872
ACH-000146,-0.993135863761
ACH-000148,-0.857603895944
ACH-000150,-0.851560205115
ACH-000152,-0.8482825423289999
ACH-000153,-0.646962270224
ACH-000159,-0.936774349745
ACH-000160,-0.9242792837029999
ACH-000163,-1.06739796299
ACH-000167,-0.9455519462340001
ACH-000168,-0.7214908196909999
