,ATF7IP2 (80063)
ACH-000004,-0.0828424869058
ACH-000007,-0.0170544708095
ACH-000009,0.041057602561199995
ACH-000011,0.223334641102
ACH-000012,-0.0935747414229
ACH-000013,0.00178009449463
ACH-000014,0.0426578821305
ACH-000015,-0.102195050615
ACH-000017,-0.0721273786588
ACH-000018,-0.09197256980039999
ACH-000019,0.032516016475400006
ACH-000021,0.00482908654405
ACH-000022,-0.151781756664
ACH-000025,0.0343844156656
ACH-000028,0.057678996450699994
ACH-000030,0.005352501116120001
ACH-000035,0.0527517851471
ACH-000036,0.008545908334859999
ACH-000037,0.22971314859099998
ACH-000039,0.156655692214
ACH-000040,-0.055592228198800005
ACH-000041,0.0448113934471
ACH-000042,-0.09440908895860002
ACH-000045,-0.0394274906774
ACH-000047,0.0732591322171
ACH-000052,0.102488812108
ACH-000053,0.047524119770800004
ACH-000054,-0.104738609977
ACH-000055,0.08665674249430001
ACH-000060,0.266377453095
ACH-000067,-0.023083351764599996
ACH-000070,0.121094709063
ACH-000075,-0.27312667740200003
ACH-000078,-0.044504682876699994
ACH-000082,-0.044764615474899995
ACH-000085,-0.263288087306
ACH-000086,-0.039474050896400006
ACH-000087,0.19191098418900002
ACH-000092,0.0594464691993
ACH-000095,-0.189999873546
ACH-000097,0.0339631710102
ACH-000098,-0.114041159509
ACH-000099,0.0759080475935
ACH-000108,-0.031592491688799997
ACH-000113,-0.215897069931
ACH-000115,-0.130819894541
ACH-000116,-0.0624890940108
ACH-000118,-0.0406942217491
ACH-000120,0.067231578356
ACH-000123,-0.0462469830578
ACH-000127,-0.0714789465639
ACH-000128,0.00997432031322
ACH-000132,-0.06943063059989998
ACH-000133,-0.11788586646299999
ACH-000137,-0.015964081481399998
ACH-000138,0.049238878758500006
ACH-000142,0.017964065313200002
ACH-000143,-0.0139642185778
ACH-000146,-0.279436186488
ACH-000148,0.0064066473413
ACH-000150,-0.049898519379
ACH-000152,-0.0536614099074
ACH-000153,-0.113424224246
ACH-000159,-0.152591584745
ACH-000160,0.404081941379
ACH-000163,0.128874695074
ACH-000167,0.778545583129
ACH-000168,0.06941526492160001
ACH-000169,-0.048820984097300006
ACH-000178,-0.014323157638999998
ACH-000182,0.0792685887676
ACH-000183,0.0502365068824
ACH-000188,0.0949304699432
ACH-000189,0.07169533372110001
ACH-000190,0.33261959834399996
ACH-000198,-0.0343427378648
ACH-000204,-0.138756241461
ACH-000206,-0.0555927780363
ACH-000207,-0.22183097645599997
ACH-000211,0.0032332735500599998
ACH-000215,-0.008448754772680001
ACH-000221,-0.0138982310488
ACH-000222,-0.0118264639996
ACH-000223,-0.06287451796810001
ACH-000226,-0.050714048806300004
ACH-000227,-0.315096569874
ACH-000228,0.0605399930518
ACH-000231,-0.0777626354191
ACH-000232,-0.0888929177476
ACH-000233,0.058721246498499996
ACH-000234,0.182109342115
ACH-000235,0.1070053625
ACH-000237,0.0759599627664
ACH-000238,0.207530246479
ACH-000243,-0.0538647395001
ACH-000244,-0.117884883116
ACH-000246,-0.0507060588253
ACH-000248,0.06571152876469999
ACH-000250,-0.0713823311714
ACH-000251,0.0272274202836
ACH-000253,0.022891139038400003
ACH-000255,0.0794150763739
ACH-000256,0.109159135283
ACH-000257,-0.287025171688
ACH-000258,-0.093005944144
ACH-000259,0.0335454619036
ACH-000260,-0.141928548434
ACH-000261,-0.19884594351399998
ACH-000262,-0.118431405941
ACH-000263,-0.20430706804200002
ACH-000264,0.0255752619463
ACH-000265,-0.0876518143087
ACH-000266,0.032888027664700004
ACH-000272,0.0147702350526
ACH-000273,0.0646494748455
ACH-000274,-0.09003143952670001
ACH-000277,0.153813255434
ACH-000278,0.0309641325373
ACH-000279,-0.0739059462917
ACH-000280,0.0175078464383
ACH-000281,-0.114379873344
ACH-000288,-0.05213253188630001
ACH-000291,0.049884050557
ACH-000293,0.033174015780199996
ACH-000294,-0.0147019678263
ACH-000295,-0.25477517544100003
ACH-000296,-0.15227206612400002
ACH-000302,-0.0005977504024369999
ACH-000304,-0.19622610883299998
