,POLR2E (5434)
ACH-000004,-1.77897452032
ACH-000007,-1.4126271923700002
ACH-000009,-1.56545425682
ACH-000011,-1.3700807352899997
ACH-000012,-1.5864983286200003
ACH-000013,-1.54498790769
ACH-000014,-1.7767382501599998
ACH-000015,-1.56049724909
ACH-000017,-1.78155282719
ACH-000018,-1.53548123025
ACH-000019,-1.62411770838
ACH-000021,-1.7112658857700003
ACH-000022,-1.6103666918000001
ACH-000025,-1.3894794545700002
ACH-000028,-1.58892398347
ACH-000030,-1.66072068259
ACH-000035,-1.72251467312
ACH-000036,-1.6276079215
ACH-000037,-1.8796598086900003
ACH-000039,-1.46680065512
ACH-000040,-1.36501556789
ACH-000041,-1.58926201613
ACH-000042,-1.5371470438400001
ACH-000045,-1.5909159748700001
ACH-000047,-1.60742695663
ACH-000052,-1.4064121635100002
ACH-000053,-1.7576623201099997
ACH-000054,-1.52400526199
ACH-000055,-1.49562296895
ACH-000060,-1.70277760484
ACH-000067,-1.5399458378600002
ACH-000070,-1.84548136404
ACH-000075,-1.37554545866
ACH-000078,-1.70608684424
ACH-000082,-1.51514510599
ACH-000085,-1.50721088176
ACH-000086,-1.4293184985299998
ACH-000087,-1.19545078434
ACH-000092,-1.7203710012200002
ACH-000095,-1.8256126951499998
ACH-000097,-1.7936650265799998
ACH-000098,-1.9404160148700003
ACH-000099,-1.7781820564099997
ACH-000108,-1.9322940021700001
ACH-000113,-1.84694860613
ACH-000115,-2.35571052153
ACH-000116,-1.55910056072
ACH-000118,-1.3188551742899999
ACH-000120,-1.6143309963899999
ACH-000123,-1.6776182947
ACH-000127,-1.75037535539
ACH-000128,-1.65041254226
ACH-000132,-2.00696699966
ACH-000133,-1.4118791291
ACH-000137,-1.7310596057499998
ACH-000138,-1.51922607398
ACH-000142,-1.5391226294100002
ACH-000143,-1.55578454426
ACH-000146,-2.32889313435
ACH-000148,-1.3165970083299998
ACH-000150,-1.63286602833
ACH-000152,-1.62871152507
ACH-000153,-1.32044022641
ACH-000159,-1.9037457451800002
ACH-000160,-1.0014406541299998
ACH-000163,-1.57590421412
ACH-000167,-1.81541790553
ACH-000168,-1.7587089664700002
ACH-000169,-1.55456470171
ACH-000178,-1.7423272924400002
ACH-000182,-1.9711394716599997
ACH-000183,-1.80137094503
ACH-000188,-1.5379044647799998
ACH-000189,-1.65903451348
ACH-000190,-1.0641539771600002
ACH-000198,-1.7717176463900002
ACH-000204,-1.56800562802
ACH-000206,-2.0365625018799998
ACH-000207,-1.40911927834
ACH-000211,-1.46901200176
ACH-000215,-1.78917456993
ACH-000221,-1.8991995674400002
ACH-000222,-1.5553701687600001
ACH-000223,-1.9453224082299998
ACH-000226,-1.38877712826
ACH-000227,-1.8233322601299997
ACH-000228,-1.5698446005200002
ACH-000231,-1.73044087435
ACH-000232,-1.8209948163999998
ACH-000233,-1.68934958527
ACH-000234,-1.84207069657
ACH-000235,-1.7628731718400001
ACH-000237,-1.50709556201
ACH-000238,-1.4425531544499999
ACH-000243,-1.5099440518599998
ACH-000244,-1.4871860630000002
ACH-000246,-1.48200659382
ACH-000248,-1.4450664493
ACH-000250,-1.6305336997600002
ACH-000251,-1.91933656224
ACH-000253,-1.92809088678
ACH-000255,-1.3544132278799998
ACH-000256,-1.44933973559
ACH-000257,-2.09374669253
ACH-000258,-1.99527803199
ACH-000259,-1.67986318183
ACH-000260,-1.47650245919
ACH-000261,-1.6309702379100002
ACH-000262,-1.51501779088
ACH-000263,-1.8218830373700001
ACH-000264,-1.90207423443
ACH-000265,-1.48895663658
ACH-000266,-1.65384227398
ACH-000272,-1.7552162765200001
ACH-000273,-1.5717340721000002
ACH-000274,-1.92726154678
ACH-000277,-1.50289657607
ACH-000278,-1.5232735451
ACH-000279,-1.3209792595299998
ACH-000280,-1.8347123473299998
ACH-000281,-1.7860450142700002
ACH-000288,-1.5654369159200001
ACH-000291,-1.6853045357299998
ACH-000293,-1.56706679045
ACH-000294,-1.9628222848599997
ACH-000295,-1.6073211569699999
ACH-000296,-1.6900762373500002
ACH-000302,-1.8255693734799998
ACH-000304,-1.4663902771200001
ACH-000307,-1.65785602558
ACH-000308,-1.9570812046000001
ACH-000310,-1.78201211464
ACH-000311,-1.63555005818
