,REST (5978)
ACH-000004,-0.43120863168300005
ACH-000007,-0.189367432394
ACH-000009,-0.0865335629049
ACH-000011,-0.257054857715
ACH-000012,0.0282385386799
ACH-000013,-0.20436681772
ACH-000014,-0.182116114316
ACH-000015,-0.237072245901
ACH-000017,-0.177561262995
ACH-000018,-0.157968132289
ACH-000019,-0.0209337984573
ACH-000021,-0.233606010652
ACH-000022,-0.11796994300899999
ACH-000025,-0.214943492709
ACH-000028,-0.214713030321
ACH-000030,-0.182877197306
ACH-000035,-0.568904316191
ACH-000036,0.0562709886331
ACH-000037,-0.29793786277600004
ACH-000039,-0.0997716081009
ACH-000040,-0.339414365745
ACH-000041,-0.280418203504
ACH-000042,-0.241187995018
ACH-000045,-0.106127480006
ACH-000047,-0.0983956387693
ACH-000052,-0.31038335496999997
ACH-000053,-0.05021718045990001
ACH-000054,-0.280069335573
ACH-000055,-0.0927542131381
ACH-000060,-0.20194444752000001
ACH-000067,-0.40065809970700006
ACH-000070,-0.39591436246100004
ACH-000075,-0.11698626209799999
ACH-000078,-0.221337620949
ACH-000082,-0.145253681051
ACH-000085,-0.034398890157800004
ACH-000086,-0.052243245136900006
ACH-000087,-0.37990808492899997
ACH-000092,-0.560816490495
ACH-000095,0.00369387297402
ACH-000097,-0.231181801883
ACH-000098,-0.106163068731
ACH-000099,-0.015238761295700001
ACH-000108,0.00038499549938900005
ACH-000113,-0.380168950976
ACH-000115,-0.238853839262
ACH-000116,-0.251119350305
ACH-000118,-0.0659260917884
ACH-000120,-0.450741227136
ACH-000123,-0.329495996888
ACH-000127,-0.0836245363772
ACH-000128,-0.133992739389
ACH-000132,-0.28352041668
ACH-000133,-0.237724723319
ACH-000137,-0.29588477182100004
ACH-000138,-0.033598582195599996
ACH-000142,-0.0737329649186
ACH-000143,0.0334267582833
ACH-000146,-0.187955053947
ACH-000148,-0.20051509758699998
ACH-000150,-0.112536475165
ACH-000152,-0.348336898728
ACH-000153,-0.268863641817
ACH-000159,0.0161487715894
ACH-000160,0.118763780757
ACH-000163,-0.254942253632
ACH-000167,0.304910678795
ACH-000168,-0.305488181255
ACH-000169,-0.203572016153
ACH-000178,-0.166573825637
ACH-000182,-0.119673299236
ACH-000183,0.0774592883494
ACH-000188,-0.151846419409
ACH-000189,-0.179771065168
ACH-000190,-0.00452559683538
ACH-000198,-0.116638283374
ACH-000204,-0.06971261489410001
ACH-000206,-0.0452414479738
ACH-000207,0.104946514585
ACH-000211,-0.134441553546
ACH-000215,-0.196488989617
ACH-000221,-0.046142164261099995
ACH-000222,0.138799998107
ACH-000223,-0.22831644452599997
ACH-000226,-0.260066637304
ACH-000227,-0.107419289064
ACH-000228,-0.233633650254
ACH-000231,-0.29021304037900003
ACH-000232,-0.133562533176
ACH-000233,-0.112863218892
ACH-000234,-0.15745692719
ACH-000235,-0.0401802850569
ACH-000237,-0.202167074087
ACH-000238,0.010189560500200001
ACH-000243,-0.295783314338
ACH-000244,-0.347666969727
ACH-000246,-0.183953885463
ACH-000248,-0.095083001834
ACH-000250,-0.028305852671599997
ACH-000251,-0.337613119202
ACH-000253,0.042714863559
ACH-000255,-0.101961440637
ACH-000256,0.0605573904192
ACH-000257,0.111878423475
ACH-000258,-0.421658325009
ACH-000259,-0.09644476241599999
ACH-000260,-0.08104914602060001
ACH-000261,-0.145672948605
ACH-000262,-0.272764836563
ACH-000263,-0.334632049828
ACH-000264,-0.225146840944
ACH-000265,-0.423540251668
ACH-000266,-0.200560129465
ACH-000272,-0.209479319866
ACH-000273,-0.227265854298
ACH-000274,-0.18569133536
ACH-000277,0.193183217823
ACH-000278,-0.08603761490089999
ACH-000279,-0.237194401663
ACH-000280,-0.236056280497
ACH-000281,-0.28730620549400004
ACH-000288,-0.15600465897399998
ACH-000291,-0.102358720297
ACH-000293,-0.13012249794800002
ACH-000294,0.25241647479
ACH-000295,-0.0858688928246
ACH-000296,-0.0359132643728
ACH-000302,-0.225042014725
ACH-000304,0.0508874813773
ACH-000307,-0.19196549312800001
ACH-000308,-0.191587634871
ACH-000310,-0.256679098779
ACH-000311,-0.394004405058
ACH-000312,-0.289802848813
ACH-000315,0.09936013823239999
ACH-000316,-0.006470774379560001
ACH-000317,-0.148139321099
ACH-000318,-0.0281751024383
ACH-000319,-0.311371739648
ACH-000320,-0.238574851429
ACH-000322,-0.19142839040800003
ACH-000323,-0.400387626791
ACH-000324,-0.0018286401281400002
ACH-000329,-0.140211840571
ACH-000330,-0.18525391262899998
ACH-000331,-0.36671622965499995
ACH-000332,-0.10604731555400002
ACH-000334,0.0652676113852
ACH-000335,-0.425080338649
ACH-000336,-0.43916148014399997
ACH-000337,-0.04309951294869999
ACH-000339,-0.33381951207
ACH-000341,-0.22480583700399998
ACH-000348,-0.159453337902
ACH-000350,-0.0715873266287
ACH-000352,-0.127139370995
ACH-000356,-0.123483588441
ACH-000361,-0.142999777312
ACH-000362,0.0394529249607
ACH-000363,-0.297009542947
ACH-000364,-0.508042048227
ACH-000365,0.0562414657681
ACH-000366,-0.126323875926
ACH-000368,-0.483182260373
ACH-000374,-0.526902682447
ACH-000375,-0.058266855229400005
ACH-000376,-0.15697672328600001
ACH-000381,0.060521694814499996
ACH-000383,-0.0717026591847
ACH-000387,-0.134930866294
ACH-000389,-0.540840251782
ACH-000390,-0.125557029099
ACH-000393,0.05427055825180001
ACH-000395,-0.08727992799339998
ACH-000397,-0.165001738982
ACH-000401,-0.343675152584
ACH-000402,-0.385525252807
ACH-000403,-0.133173345758
ACH-000404,-0.44784740006800006
ACH-000406,-0.10289574645999999
ACH-000407,-0.108677799968
ACH-000408,-0.157109219899
ACH-000410,-0.250120412407
ACH-000411,-0.17477457301
