,GINS2 (51659)
ACH-000004,-1.99661491072
ACH-000007,-1.7404342751700002
ACH-000009,-1.8966495558400003
ACH-000011,-1.9055367953599998
ACH-000012,-1.8479211142099998
ACH-000013,-2.02986922123
ACH-000014,-2.2094882889
ACH-000015,-1.8820039957900003
ACH-000017,-1.8417918795
ACH-000018,-1.5670333003999999
ACH-000019,-1.9218544344
ACH-000021,-1.93443968458
ACH-000022,-2.1409689041
ACH-000025,-1.5394007228
ACH-000028,-1.73262430247
ACH-000030,-2.00841644626
ACH-000035,-1.75666407126
ACH-000036,-1.6835153104799998
ACH-000037,-0.7852793013220001
ACH-000039,-2.09090657149
ACH-000040,-1.87745711271
ACH-000041,-1.8823939697099998
ACH-000042,-1.82328813747
ACH-000045,-2.20040492974
ACH-000047,-1.8048187640200002
ACH-000052,-1.70780053011
ACH-000053,-1.82629336586
ACH-000054,-2.00362803248
ACH-000055,-1.9242901686700002
ACH-000060,-1.78483152751
ACH-000067,-1.8490520232599998
ACH-000070,-1.7304529660199999
ACH-000075,-1.6606154427200002
ACH-000078,-2.08312607221
ACH-000082,-1.9504261417700002
ACH-000085,-1.7162156394799999
ACH-000086,-1.65277152614
ACH-000087,-1.71708709127
ACH-000092,-1.9958735720099998
ACH-000095,-2.15938976458
ACH-000097,-1.86093111058
ACH-000098,-2.08498558162
ACH-000099,-1.96392411835
ACH-000108,-1.68208485847
ACH-000113,-1.85189651865
ACH-000115,-2.74757203927
ACH-000116,-1.7692492822499999
ACH-000118,-1.64868450049
ACH-000120,-2.03562688542
ACH-000123,-1.7653728682299998
ACH-000127,-1.8033685780000002
ACH-000128,-1.8949455169099998
ACH-000132,-1.9359900794299998
ACH-000133,-1.7327540845700002
ACH-000137,-2.19569392994
ACH-000138,-1.93703307053
ACH-000142,-1.69858447907
ACH-000143,-1.9028741393700002
ACH-000146,-2.41418559113
ACH-000148,-2.0114396129700003
ACH-000150,-1.8810933991799998
ACH-000152,-1.9310000632900002
ACH-000153,-2.1285036215599997
ACH-000159,-1.6022514261399998
ACH-000160,-1.9985949951700002
ACH-000163,-2.2073331621200003
ACH-000167,-2.7016234902200003
ACH-000168,-1.95850325847
ACH-000169,-2.03886119058
ACH-000178,-1.94039026491
ACH-000182,-2.11702206094
ACH-000183,-2.0072187026
ACH-000188,-1.91438984263
ACH-000189,-1.9212325721
ACH-000190,-1.76649306925
ACH-000198,-2.01098114588
ACH-000204,-2.2151809352400003
ACH-000206,-2.3462219750999997
ACH-000207,-2.22353382218
ACH-000211,-1.84272875218
ACH-000215,-2.12796764328
ACH-000221,-2.02051020777
ACH-000222,-1.80401526403
ACH-000223,-1.73216356301
ACH-000226,-1.7265689267900002
ACH-000227,-2.0983255926499997
ACH-000228,-1.78395092445
ACH-000231,-1.86123561135
ACH-000232,-2.19106087271
ACH-000233,-2.0212198844900002
ACH-000234,-1.52919756433
ACH-000235,-1.9124597839099997
ACH-000237,-1.8186056482900002
ACH-000238,-1.8543685604599998
ACH-000243,-1.75571316693
ACH-000244,-1.97021424034
ACH-000246,-1.77496173384
ACH-000248,-1.63278824188
ACH-000250,-1.8024810978299999
ACH-000251,-1.6002539816299999
ACH-000253,-1.8325339703299999
ACH-000255,-1.81489702211
ACH-000256,-2.0174885542
ACH-000257,-1.67883391525
ACH-000258,-2.34937935259
ACH-000259,-2.06046596224
