,DIAPH3 (81624)
ACH-000004,-0.350117606635
ACH-000007,-0.14365138576199998
ACH-000009,0.00427119683164
ACH-000011,-0.296556802372
ACH-000012,-0.29932872527300003
ACH-000013,-0.26165288340799997
ACH-000014,-0.476745486055
ACH-000015,-0.243443902166
ACH-000017,-0.315121250164
ACH-000018,-0.17282392849800002
ACH-000019,-0.057560141359
ACH-000021,-0.756791532365
ACH-000022,-0.08508100894130001
ACH-000025,-0.29996550419
ACH-000028,-0.233876624289
ACH-000030,-0.24567920297899998
ACH-000035,-0.195837923717
ACH-000036,-0.349136706363
ACH-000037,-0.503434837904
ACH-000039,-0.40139503029299994
ACH-000040,-0.22312117026
ACH-000041,-0.34143480747199995
ACH-000042,-0.238374022198
ACH-000045,-0.22010117536600002
ACH-000047,-0.19912924812399999
ACH-000052,-0.342518639833
ACH-000053,0.0232411556383
ACH-000054,-0.27923188462799997
ACH-000055,-0.257548948097
ACH-000060,-0.603907480528
ACH-000067,-0.350847122688
ACH-000070,-0.09220290873780002
ACH-000075,-0.511133532973
ACH-000078,-0.209556889119
ACH-000082,-0.311541966375
ACH-000085,-0.45889894761699995
ACH-000086,-0.284385035914
ACH-000087,-0.46293567858
ACH-000092,-0.267130688081
ACH-000095,-0.265088330798
ACH-000097,-0.31397575356999996
ACH-000098,-0.40874142675700004
ACH-000099,-0.277333388354
ACH-000108,-0.255251675359
ACH-000113,-0.6760693887710001
ACH-000115,-0.301553386789
ACH-000116,-0.251959974807
ACH-000118,-0.15298954232200002
ACH-000120,-0.156228838982
ACH-000123,-0.462337494788
ACH-000127,-0.229974770376
ACH-000128,-0.140874318857
ACH-000132,-0.25204519110999996
ACH-000133,-0.268703202696
ACH-000137,-0.228804984361
ACH-000138,-0.501121896354
ACH-000142,-0.5959268988549999
ACH-000143,-0.264688875816
ACH-000146,-0.05056646182019999
ACH-000148,-0.199261078859
ACH-000150,-0.6173727562
ACH-000152,-0.169432268344
ACH-000153,-0.29698863178199997
ACH-000159,-0.448647689113
ACH-000160,-0.126007805022
ACH-000163,-0.26831401012
ACH-000167,-0.615648628696
ACH-000168,-0.49029500554399996
ACH-000169,-0.831104357493
ACH-000178,-0.557241957712
ACH-000182,-0.294676873661
ACH-000183,-0.24089639444299998
ACH-000188,-0.808847489237
ACH-000189,0.040600506960800004
ACH-000190,-0.360928612929
ACH-000198,-0.18264355531100002
ACH-000204,-0.29709872354
ACH-000206,-0.109613844099
ACH-000207,-0.152197329036
ACH-000211,-0.314485126569
ACH-000215,-0.273201395026
ACH-000221,-0.0903180634691
ACH-000222,-0.164961285494
ACH-000223,-0.196455437672
ACH-000226,-0.407616269543
ACH-000227,-0.250206042036
ACH-000228,-0.530747590461
ACH-000231,-0.048617146559
ACH-000232,-0.184153247668
ACH-000233,-0.0629537159356
ACH-000234,-0.30050280405900004
ACH-000235,-0.152311955581
ACH-000237,-0.1486495111
ACH-000238,-0.515838753152
ACH-000243,-0.5119587242010001
ACH-000244,-0.696608401187
ACH-000246,-0.277661815409
ACH-000248,-0.156389804391
ACH-000250,-0.41738380073299997
ACH-000251,-0.46102232873800003
ACH-000253,-0.148791543204
ACH-000255,-0.174863666655
ACH-000256,-0.448888532584
ACH-000257,-0.193826406405
ACH-000258,-0.085465044487
ACH-000259,-0.20759620919799998
ACH-000260,-0.287580513456
ACH-000261,-0.312761670963
ACH-000262,-0.40570329499499996
ACH-000263,-0.05411368930530001
ACH-000264,-0.340285291185
ACH-000265,-0.67314477384
ACH-000266,-0.44832631185500005
ACH-000272,-0.14606849782099998
ACH-000273,-0.11921090785800001
