,DCP2 (167227)
ACH-000004,-0.423406528635
ACH-000007,-0.081994090452
ACH-000009,-0.067801674754
ACH-000011,0.161671141701
ACH-000012,-0.186727339095
ACH-000013,0.0788828066521
ACH-000014,0.00567988457108
ACH-000015,-0.12335458030600001
ACH-000017,-0.0662334723313
ACH-000018,-0.12149676589500001
ACH-000019,0.0190700505584
ACH-000021,-0.248975487154
ACH-000022,0.106583373223
ACH-000025,0.146261927803
ACH-000028,-0.144576170024
ACH-000030,0.0961886686185
ACH-000035,-0.0937323375133
ACH-000036,0.117233570383
ACH-000037,-0.126188957863
ACH-000039,-0.372492685079
ACH-000040,0.0973522313892
ACH-000041,-0.0878370988622
ACH-000042,-0.0809249415902
ACH-000045,0.0715697922812
ACH-000047,0.0933223218705
ACH-000052,-0.20161070248100002
ACH-000053,-0.046372517643
ACH-000054,-0.0729171496763
ACH-000055,-0.37953806889799996
ACH-000060,-0.0456630155261
ACH-000067,0.179450961467
ACH-000070,-0.0681732214627
ACH-000075,-0.123897999184
ACH-000078,-0.0161737395343
ACH-000082,-0.342489260774
ACH-000085,-0.08723061342710002
ACH-000086,-0.0755843484325
ACH-000087,0.008652628175469999
ACH-000092,-0.174116496492
ACH-000095,-0.23079247214200002
ACH-000097,0.051451605441
ACH-000098,0.00997825117437
ACH-000099,-0.23179411912099998
ACH-000108,0.07411813848780001
ACH-000113,0.18985676036600002
ACH-000115,0.247322703301
ACH-000116,-0.229091031208
ACH-000118,-0.10128831197999999
ACH-000120,-0.264468465445
ACH-000123,-0.09113972750339999
ACH-000127,-0.0849543794387
ACH-000128,-0.155489996234
ACH-000132,-0.1060479258
ACH-000133,0.0227200087316
ACH-000137,-0.0024195741968400003
ACH-000138,0.00206565327189
ACH-000142,-0.07365901343610001
ACH-000143,-0.262906787584
ACH-000146,0.0464084827704
ACH-000148,0.08525552833200001
ACH-000150,0.00581492051703
ACH-000152,-0.141720888741
ACH-000153,0.0666096780009
ACH-000159,-0.132479921965
ACH-000160,0.203962262912
ACH-000163,0.139113496979
ACH-000167,-0.0897597346431
ACH-000168,0.203076433965
ACH-000169,0.0428494154072
ACH-000178,0.0160305361369
ACH-000182,0.09824329617769999
ACH-000183,-0.24427093414099998
ACH-000188,-0.120323572089
ACH-000189,0.180042528752
ACH-000190,-0.032052771746299995
ACH-000198,-0.122801833351
ACH-000204,-0.0905977771445
ACH-000206,-0.203540973038
ACH-000207,-0.006347254984149999
ACH-000211,-0.0785942833868
ACH-000215,0.0175602786384
ACH-000221,-0.143854246815
ACH-000222,-0.0437681241974
ACH-000223,-0.197734497075
ACH-000226,-0.257803020441
ACH-000227,-0.032031756218900004
ACH-000228,0.042277419600400004
ACH-000231,-0.270212685102
ACH-000232,0.0120005869178
ACH-000233,0.040623666874099996
ACH-000234,-0.024049846252
ACH-000235,-0.0817080856971
ACH-000237,-0.18142211389600002
ACH-000238,-0.10705290218699999
ACH-000243,-0.24562671674199998
ACH-000244,-0.504028308118
ACH-000246,-0.022113906110299997
ACH-000248,0.0284219234834
ACH-000250,-0.09603743007269999
ACH-000251,0.188311615436
ACH-000253,-0.09311472474189998
ACH-000255,-0.0480334713251
ACH-000256,-0.208776459741
ACH-000257,-0.0737237546903
ACH-000258,-0.611522077932
ACH-000259,0.263139476058
ACH-000260,-0.20694619169700001
ACH-000261,-0.34726607922799996
ACH-000262,0.0738487676677
ACH-000263,-0.193444243897
ACH-000264,-0.09683186241569999
ACH-000265,0.08449562905860002
ACH-000266,-0.040168259697
ACH-000272,-0.21488160504099998
ACH-000273,-0.0334911473769
ACH-000274,-0.08951114391960001
ACH-000277,-0.026241131461099996
ACH-000278,-0.037755395901300004
ACH-000279,-0.0306784061215
ACH-000280,-0.148450626445
ACH-000281,-0.27418991478300003
ACH-000288,-0.09816307134619999
ACH-000291,0.034523572417099996
ACH-000293,-0.00663422722777
ACH-000294,-0.0387033882392
ACH-000295,-0.036418858569400005
ACH-000296,-0.150172260462
ACH-000302,-0.00691726777826
ACH-000304,0.214103145522
ACH-000307,0.030600774907
ACH-000308,-0.0271245273848
ACH-000310,-0.173083101857
ACH-000311,0.050290087407499996
ACH-000312,-0.111966994059
ACH-000315,0.213545623711
ACH-000316,0.24085831319200002
ACH-000317,-0.22290995918499998
ACH-000318,-0.356454927259
ACH-000319,0.009471322717799999
ACH-000320,-0.05479575459990001
ACH-000322,-0.500749996885
ACH-000323,-0.0255292834167
ACH-000324,-0.0209187550584
ACH-000329,-0.0567163059779
ACH-000330,-0.26202337504900003
ACH-000331,-0.312104870702
ACH-000332,0.0398489883518
ACH-000334,0.00544858920924
ACH-000335,-0.22646232103
ACH-000336,0.295017166329
ACH-000337,-0.020753467189900003
ACH-000339,0.034328207606200006
