,PDGFA (5154)
ACH-000004,0.10538088678999999
ACH-000007,0.16938224364799997
ACH-000009,0.0494990867119
ACH-000011,-0.11537763381100001
ACH-000012,0.10063050731499999
ACH-000013,0.10453001704800001
ACH-000014,-0.0522851324022
ACH-000015,0.11829591850400001
ACH-000017,-0.0698514611839
ACH-000018,-0.033533535625
ACH-000019,-0.10533889137800001
ACH-000021,0.223449153678
ACH-000022,0.0357667068921
ACH-000025,0.10033798478900001
ACH-000028,-0.062215782296699995
ACH-000030,0.117213850013
ACH-000035,0.0975297341621
ACH-000036,0.301746785205
ACH-000037,0.115653088212
ACH-000039,0.393315316472
ACH-000040,-0.125143904197
ACH-000041,0.0375867783821
ACH-000042,0.0687172170966
ACH-000045,0.0926772644743
ACH-000047,-0.0876003637465
ACH-000052,0.0069353262943900006
ACH-000053,0.08642613241779999
ACH-000054,-0.011005446472399998
ACH-000055,0.0378155929933
ACH-000060,-0.0697399373412
ACH-000067,0.0749100957997
ACH-000070,0.0379250323381
ACH-000075,0.0320108152421
ACH-000078,0.165600756249
ACH-000082,0.045609808649199994
ACH-000085,-0.113894261397
ACH-000086,0.136428957012
ACH-000087,-0.00654675271432
ACH-000092,0.21855813564800003
ACH-000095,-0.0583870911595
ACH-000097,0.111128844752
ACH-000098,0.049929989486600004
ACH-000099,0.0053497821710500005
ACH-000108,0.06573527128840001
ACH-000113,0.0317277098312
ACH-000115,0.125178871687
ACH-000116,-0.163870144903
ACH-000118,0.029238300796500003
ACH-000120,0.11082206521099999
ACH-000123,0.224003189775
ACH-000127,0.14727925715999998
ACH-000128,0.165686264719
ACH-000132,0.07759069865849999
ACH-000133,0.09592953270089999
ACH-000137,0.0833539038436
ACH-000138,0.00970703291859
ACH-000142,-0.0599880176348
ACH-000143,0.0672813976786
ACH-000146,0.11298581353800001
ACH-000148,0.0516168776183
ACH-000150,0.0665176552895
ACH-000152,0.14140983440899998
ACH-000153,0.186019607522
ACH-000159,0.0150674658666
ACH-000160,-0.280017701363
ACH-000163,-0.326790739515
ACH-000167,-0.125279493378
ACH-000168,0.332608269049
ACH-000169,-0.180397781177
ACH-000178,0.108672024762
ACH-000182,0.104131756588
ACH-000183,0.0512460715336
ACH-000188,0.0323374363692
ACH-000189,0.0858282178969
ACH-000190,0.19146951884100002
ACH-000198,0.0400701854833
ACH-000204,-0.022177107651
ACH-000206,0.157142601847
ACH-000207,-0.016688070822399998
ACH-000211,0.08911759654139999
ACH-000215,0.125386974037
ACH-000221,0.004134400842219999
ACH-000222,0.0198392287902
ACH-000223,0.124612357704
ACH-000226,0.0246433081
ACH-000227,0.0325627247328
ACH-000228,0.165748211999
ACH-000231,0.0263414138913
ACH-000232,0.15595712119000002
ACH-000233,0.233275670332
ACH-000234,-0.139410066802
ACH-000235,0.020719838893099998
ACH-000237,-0.09761607388219999
ACH-000238,-0.129328899533
ACH-000243,0.103781608171
ACH-000244,-0.174095432769
ACH-000246,0.010066713453700001
ACH-000248,0.21579758930100001
ACH-000250,0.048034187047499996
ACH-000251,-0.0182409073212
ACH-000253,0.039282377701500004
ACH-000255,0.0431867510435
ACH-000256,-0.064244574296
ACH-000257,0.0835106680181
ACH-000258,0.0967346493774
ACH-000259,0.102352093024
ACH-000260,0.0358066878397
