,TG (7038)
ACH-000004,0.0374443147545
ACH-000007,0.0982139330071
ACH-000009,0.19872129665899999
ACH-000011,-0.0198925922425
ACH-000012,0.020096423414200003
ACH-000013,0.0959136195509
ACH-000014,-0.0356644873604
ACH-000015,0.133767038475
ACH-000017,0.121239642819
ACH-000018,0.183009601141
ACH-000019,0.14436634805600002
ACH-000021,0.130867147481
ACH-000022,-0.0016310225114500002
ACH-000025,0.0529787135007
ACH-000028,0.09202324570810001
ACH-000030,0.153420526803
ACH-000035,-0.0319180920986
ACH-000036,0.16148021421199998
ACH-000037,0.00138937862652
ACH-000039,-0.438004862858
ACH-000040,0.154121640686
ACH-000041,0.000657618084965
ACH-000042,0.020338950348099998
ACH-000045,-0.0464431063492
ACH-000047,0.185152852836
ACH-000052,-0.10465376366800001
ACH-000053,0.0357226123431
ACH-000054,0.008663198548200001
ACH-000055,-0.0664979643345
ACH-000060,-0.12647742214500002
ACH-000067,-0.0295709258672
ACH-000070,-0.269666511025
ACH-000075,-0.06994186251689999
ACH-000078,0.226684344221
ACH-000082,-0.0602521975777
ACH-000085,-0.05568002204440001
ACH-000086,0.19915912778099998
ACH-000087,-0.127353172462
ACH-000092,0.038113844478500004
ACH-000095,0.129055469243
ACH-000097,0.177235722815
ACH-000098,0.020736536569700002
ACH-000099,0.202842921747
ACH-000108,0.06778361544719999
ACH-000113,-0.134609961644
ACH-000115,-0.06502486774680001
ACH-000116,0.0331807870897
ACH-000118,-0.31397488489799996
ACH-000120,-0.0314838717008
ACH-000123,-0.0349409053934
ACH-000127,0.00903372709354
ACH-000128,0.07898756389219999
ACH-000132,0.0508430801224
ACH-000133,0.12634390563200001
ACH-000137,0.0368525769726
ACH-000138,-0.10666507205299999
ACH-000142,0.0564142132771
ACH-000143,0.09358429106139998
ACH-000146,0.022311321116
ACH-000148,0.022562628605400002
ACH-000150,-0.44875405837300003
ACH-000152,-0.155658141795
ACH-000153,-0.104400738662
ACH-000159,0.15330464045999997
ACH-000160,0.20813215153200001
ACH-000163,-0.122524822709
ACH-000167,0.0657122456104
ACH-000168,-0.103913052318
ACH-000169,0.00737152582988
ACH-000178,-0.08239005233630001
ACH-000182,0.0139031068007
ACH-000183,-0.059548731016499996
ACH-000188,-0.127657241565
ACH-000189,0.169018145123
ACH-000190,-0.120057116089
ACH-000198,-0.022204063360099998
ACH-000204,0.141791452167
ACH-000206,0.22914386447500001
ACH-000207,0.042863059676700004
ACH-000211,0.010898221850700001
ACH-000215,0.0164356736663
ACH-000221,-0.0023305367068499998
ACH-000222,0.22818705289400001
ACH-000223,-0.10836164140599999
ACH-000226,-0.166314528313
ACH-000227,0.026394199221900002
ACH-000228,0.15770114542199998
ACH-000231,-0.10552177242699999
ACH-000232,-0.0754272393812
ACH-000233,0.21767981296799999
ACH-000234,-0.170355022246
ACH-000235,-0.0734589217585
ACH-000237,0.042572346037
ACH-000238,-0.128756004063
ACH-000243,-0.031303223576700005
ACH-000244,-0.27284000838100003
ACH-000246,0.000476733123336
ACH-000248,0.10392195466700001
ACH-000250,-0.045691382439400005
ACH-000251,-0.14082872648800002
ACH-000253,-0.0571122668332
ACH-000255,0.0419750540304
ACH-000256,-0.0176545563043
ACH-000257,0.28837051930999996
ACH-000258,-0.43277702908200005
ACH-000259,0.0248359386797
ACH-000260,-0.01888698225
ACH-000261,-0.0518329420934
ACH-000262,0.09874147861169999
ACH-000263,0.0209795825835
ACH-000264,-0.0489411112985
ACH-000265,-0.00203100941449
ACH-000266,-0.0018756239072900002
ACH-000272,0.0549081990027
ACH-000273,-0.09325486185489999
ACH-000274,-0.0487246489584
ACH-000277,0.0017126819842899997
ACH-000278,0.0562100260039
ACH-000279,-0.144744132666
ACH-000280,0.00848638971706
ACH-000281,0.07653660467189999
ACH-000288,0.168300810295
ACH-000291,-0.0229341078293
ACH-000293,0.105339091722
ACH-000294,0.0795276229318
ACH-000295,0.022898143322799998
ACH-000296,0.096065518366
ACH-000302,0.14530850486400002
ACH-000304,0.056877754211099994
ACH-000307,0.128997399579
ACH-000308,-0.00691450270609
ACH-000310,0.150268992887
ACH-000311,0.167104735345
ACH-000312,0.0641882876912
ACH-000315,0.0368449513407
ACH-000316,0.11967888137800001
ACH-000317,0.21989425070399998
ACH-000318,0.011412318818900001
ACH-000319,-0.0111489770982
ACH-000320,0.161181671775
ACH-000322,0.036612248098599996
ACH-000323,0.0527820136809
ACH-000324,0.185680963333
ACH-000329,0.045158398478199996
ACH-000330,-0.043192705551699996
ACH-000331,0.014668899301200002
ACH-000332,0.07209986346149999
ACH-000334,0.06504814292500001
ACH-000335,0.24943810253499998
ACH-000336,-0.028021629996700003
ACH-000337,0.014335416835799999
ACH-000339,0.0196611322877
ACH-000341,0.249701188263
ACH-000348,-0.061993891688299996
ACH-000350,0.0062667771521
ACH-000352,-0.08585097129830001
ACH-000356,0.0158143385889
ACH-000361,-0.0422501929655
ACH-000362,-0.145266190944
ACH-000363,0.0746549761093
ACH-000364,0.168686092642
ACH-000365,0.0269279898894
ACH-000366,0.196907421484
ACH-000368,0.06625607042769999
ACH-000374,0.310869029363
ACH-000375,0.18813136935400002
ACH-000376,0.0142599094174
ACH-000381,-0.038385391418499996
ACH-000383,-0.146589006869
ACH-000387,0.107072589868
ACH-000389,0.220631999251
ACH-000390,-0.007775325174500001
ACH-000393,-0.0542980440799
ACH-000395,0.0836423402442
ACH-000397,-0.034501069712900005
ACH-000401,0.0803088086709
ACH-000402,0.13495387014799998
ACH-000403,-0.103759176262
ACH-000404,-0.0669279384602
ACH-000406,0.0568956100424
ACH-000407,-0.10591715991900001
ACH-000408,0.0129836624761
ACH-000410,-0.017509551729700003
ACH-000411,-0.20360618048
ACH-000414,0.0707682746183
ACH-000415,0.0215676661327
ACH-000416,-0.053409270674300006
ACH-000420,0.106988178101
ACH-000421,0.0637393923128
ACH-000424,0.122078562953
ACH-000425,0.0391785403155
ACH-000426,-0.397344815638
ACH-000427,-0.0651722583925
ACH-000433,0.048148238019699995
ACH-000436,0.21345003850400002
ACH-000444,-0.00109854678831
ACH-000445,0.0976814182669
ACH-000448,-0.0473537218556
ACH-000450,-0.174994711534
ACH-000452,-0.0875917404212
ACH-000454,0.36515712664800004
ACH-000458,-0.048534601418699995
ACH-000459,0.022762830891900003
ACH-000460,0.0759370647722
ACH-000461,0.0144354106345
ACH-000463,-0.012841067948399999
ACH-000464,-0.0485204422989
ACH-000466,0.07440737062450001
ACH-000467,0.181469555443
ACH-000468,-0.0454316428074
ACH-000469,0.135005818154
ACH-000470,-0.186017877795
ACH-000471,-0.0196840383005
ACH-000472,0.0220121328395
ACH-000473,-0.136512009129
