,DGCR6L (85359)
ACH-000397,-0.21684569335700002
ACH-000401,-0.061094153079000006
ACH-000402,-0.341437148749
ACH-000403,-0.21487207187899998
ACH-000404,-0.471796353882
ACH-000406,-0.161908965207
ACH-000407,-0.1890338059
ACH-000408,-0.292649907279
ACH-000410,-0.228380705977
ACH-000411,-0.276594931756
ACH-000414,-0.258568749555
ACH-000415,-0.183454624835
ACH-000416,-0.134056365164
ACH-000420,-0.20648511287300003
ACH-000421,-0.43010231867
ACH-000424,-0.322235878387
ACH-000425,-0.449531484363
ACH-000426,-0.0240445560886
ACH-000427,-0.333215536135
ACH-000433,-0.229817899662
ACH-000436,-0.115304793359
ACH-000444,-0.40330316376500003
ACH-000445,-0.402701555524
ACH-000448,-0.230473476485
ACH-000450,-0.646283697322
ACH-000452,-0.0413691752861
ACH-000454,-0.1819669555
ACH-000458,-0.38751591184
ACH-000459,-0.229960185463
ACH-000460,-0.411245347296
ACH-000461,-0.554704364313
ACH-000463,-0.134477876592
ACH-000464,-0.128201379879
ACH-000466,-0.18523469773499998
ACH-000467,-0.314972701235
ACH-000468,-0.315112247826
ACH-000469,-0.31955154854400003
ACH-000470,-0.26997512198199997
ACH-000471,-0.271201563847
ACH-000472,-0.32431035423099996
ACH-000473,-0.171714645022
ACH-000475,-0.297986014165
ACH-000476,-0.183531156324
ACH-000477,-0.649167856669
ACH-000480,-0.263359116755
ACH-000481,-0.5320280600289999
ACH-000483,-1.15549482712
ACH-000484,0.06013749736909999
ACH-000485,-0.126065780679
ACH-000486,-0.22820148931499998
ACH-000487,-0.301837723397
ACH-000488,-0.300643155715
ACH-000490,-0.215900749483
ACH-000491,-0.26656537530200003
ACH-000495,-0.314590637174
ACH-000496,-0.20867801612599998
ACH-000499,-0.26344547618700004
ACH-000500,0.43152314913
ACH-000502,-0.330381826517
ACH-000503,-0.118673104654
ACH-000505,-0.15632830371099998
ACH-000507,-0.06104013468859999
ACH-000510,-0.275225265949
ACH-000511,-0.24490300204999998
ACH-000512,-0.11405520835300001
ACH-000516,-0.496933608418
ACH-000517,-0.5359027579169999
ACH-000518,-0.221450272045
ACH-000520,-0.400734671108
ACH-000521,-0.17530174862
ACH-000522,0.096892257522
ACH-000524,-0.531082577624
ACH-000527,-0.320709058442
ACH-000528,-0.38963765903
ACH-000537,-0.24091298760000002
ACH-000541,-0.217225593809
ACH-000542,-0.18988180342799998
ACH-000544,-0.0618667388954
ACH-000545,-0.163647804648
ACH-000547,-0.40787338399000006
ACH-000548,-0.257560652482
ACH-000549,-0.0811461244653
ACH-000550,-0.198427592699
ACH-000552,-0.399680501935
ACH-000556,-0.17140023483
ACH-000557,-0.108259722652
ACH-000570,-0.28975880435400003
ACH-000571,-0.39613152680200003
ACH-000573,-0.113026418441
ACH-000576,-0.23829012646699999
ACH-000580,-0.337674609432
ACH-000584,-0.198210080176
ACH-000585,-0.126891069706
ACH-000588,-0.025534968289400002
ACH-000589,-0.21087103434300003
ACH-000591,-0.303376943801
ACH-000593,-0.134984433484
ACH-000600,-0.00190879836328
ACH-000601,-0.540806141688
ACH-000604,-0.7658767371259999
ACH-000605,-0.162350789042
ACH-000606,-0.265375256305
ACH-000608,-0.38172443872699996
ACH-000614,0.193522185702
ACH-000616,-0.48389092215
ACH-000618,-0.206448539271
ACH-000619,-0.32094813143199996
ACH-000620,-0.271626024543
ACH-000621,-0.405800558273
ACH-000622,-0.383369808081
ACH-000623,-0.264165266172
ACH-000624,-0.284609481127
ACH-000627,-0.161936942433
ACH-000630,-0.153075582872
ACH-000632,-0.387484462066
ACH-000633,-0.429718233921
ACH-000637,-0.35033144465000005
ACH-000638,-0.182448417099
ACH-000646,-0.29861433966999995
ACH-000647,-0.43768578200499997
ACH-000648,-0.111108569623
ACH-000649,-0.116713239244
ACH-000651,-0.225108209914
ACH-000652,-0.305748200418
ACH-000653,0.093080117168
ACH-000657,-0.235532697058
ACH-000658,0.11279721905099999
ACH-000661,0.05356655472130001
ACH-000662,-0.6792554738240001
ACH-000663,-0.538292116263
ACH-000665,-0.45658669122100004
ACH-000671,-0.0558742473115
ACH-000673,-0.387192762566
ACH-000676,-0.17406869157000002
ACH-000677,-0.216812672693
ACH-000681,-0.0105336312482
ACH-000682,-0.10474904267200001
ACH-000683,-0.12702404929000002
ACH-000684,-0.39033117566799996
ACH-000688,-0.30615141427299997
ACH-000693,-0.20477623295400002
ACH-000694,-0.208872394597
ACH-000695,0.0550078190973
ACH-000696,-0.266785051114
ACH-000697,-0.39000920475699996
ACH-000699,-0.34523370735200004
ACH-000701,-0.23689799712600002
ACH-000706,-0.500985355099
ACH-000711,-0.296666886537
ACH-000713,-0.07495703682039999
ACH-000714,-0.275976367763
ACH-000718,-0.192092529107
ACH-000720,-0.30947228213100003
ACH-000721,-0.319089288514
ACH-000724,-0.163817497605
ACH-000725,-0.29269991026500003
ACH-000732,-0.448143693785
ACH-000734,-0.374149321154
ACH-000735,-0.272149853853
ACH-000736,-0.41207305270800004
ACH-000738,-0.0751130113907
ACH-000746,-0.112675048558
ACH-000747,-0.212234080448
ACH-000748,-0.26129565313299996
ACH-000753,-0.137033935038
ACH-000756,-0.34746801721000004
ACH-000757,-0.289219701328
ACH-000758,-0.318543390661
ACH-000760,-0.00835641462912
ACH-000763,-0.17332806741
ACH-000764,-0.192095873341
ACH-000765,-0.109270860998
ACH-000766,-0.13219810969100002
ACH-000767,-0.0495451901855
ACH-000768,-0.30159771339
ACH-000769,-0.483251495863
ACH-000770,-0.417142900067
ACH-000771,-0.169871120242
ACH-000773,-0.478337196192
ACH-000776,-0.601815045073
ACH-000777,-0.253040524196
ACH-000778,-0.532570218312
ACH-000781,-0.29697210423799997
ACH-000782,-0.120105709432
ACH-000783,-0.13787351060900002
ACH-000784,-0.148465144855
ACH-000785,-0.053751392618899996
ACH-000787,-0.44810514608
ACH-000788,-0.227443466456
ACH-000791,-0.384550277077
ACH-000792,-0.185663647982
ACH-000794,-0.265518499819
ACH-000796,-0.19309047419199998
ACH-000799,-0.7073329336640001
ACH-000800,-0.363774040666
ACH-000802,-0.188759491984
ACH-000804,-0.26548710940000003
ACH-000805,-0.74451849134
ACH-000809,-0.7298777079080001
ACH-000810,0.0025874107906199996
ACH-000811,-0.21888180718400002
ACH-000817,-0.22417162498100002
ACH-000819,-0.19646266233600002
ACH-000820,-0.122490260219
ACH-000821,-0.171409167553
ACH-000822,-0.249348687814
ACH-000823,-0.279122605559
ACH-000824,-0.0139589051669
ACH-000827,-0.181266820028
ACH-000829,-0.34416509753799995
ACH-000831,-0.501360630855
ACH-000832,-0.48491444614600004
ACH-000833,-0.138607562583
ACH-000834,-0.216437915171
ACH-000835,-0.458653286354
ACH-000836,-0.223400497941
ACH-000837,-0.292413954039
ACH-000838,-0.474040630916
ACH-000839,-0.575596221772
ACH-000840,-0.237130043824
ACH-000841,-0.284468058067
ACH-000843,-0.30612895017700004
ACH-000846,-0.38028011114699994
ACH-000847,-0.034016721094
ACH-000848,-0.12281019267200001
ACH-000849,0.083851935571
ACH-000851,-0.37144019751900004
ACH-000855,-0.44133233849799997
ACH-000856,-0.244494771712
ACH-000858,-0.219634646074
ACH-000859,-0.407613372004
ACH-000861,-0.457954862235
ACH-000862,-0.204003527695
ACH-000865,-0.15540325115599998
ACH-000866,-0.263144377014
ACH-000867,-0.378141118351
ACH-000869,-0.349733554723
ACH-000872,-0.610664154527
ACH-000873,0.113567211554
ACH-000876,-0.256295611259
ACH-000878,-0.34543476082900004
ACH-000880,-0.306995068104
ACH-000881,-0.403460167787
ACH-000882,-0.247127359542
ACH-000884,-0.176240035468
ACH-000885,-0.256818465355
ACH-000887,-0.659091052135
ACH-000888,-0.275992185343
ACH-000889,-0.27567243350000004
ACH-000890,-0.359884363163
ACH-000896,-0.202687863264
ACH-000898,-0.319691702232
ACH-000900,-0.40154227414000004
ACH-000901,-0.328661110852
ACH-000905,-0.0996310243577
ACH-000906,-0.18672267519400002
ACH-000907,-0.598663534791
ACH-000910,-0.207748016043
ACH-000911,-0.20405180691599997
ACH-000912,-0.505753129277
ACH-000913,-0.216861010757
ACH-000915,-0.268366572393
ACH-000916,0.0274798967906
ACH-000917,-0.00572381645411
ACH-000921,-0.140412364574
ACH-000924,-0.241010122335
ACH-000926,-0.24446414564
ACH-000928,-0.18313378480300002
ACH-000929,-0.178687563412
ACH-000932,-0.19897432359499997
ACH-000935,-0.158827458162
ACH-000936,-0.35445153913500005
ACH-000937,-0.130424357388
ACH-000938,-0.13180072531300002
ACH-000939,-0.371345064146
ACH-000941,-0.32145519575
ACH-000943,-0.272248880724
ACH-000946,-0.195397188131
ACH-000947,-0.102739355775
ACH-000948,-0.233468348071
ACH-000950,-0.21424889539099998
ACH-000953,-0.358929935639
ACH-000957,-0.411382069314
ACH-000958,-0.284811993496
ACH-000960,-0.204415513745
ACH-000963,-0.30840478918200004
ACH-000968,-0.36872843383000004
ACH-000969,-0.359740678002
ACH-000973,-0.10247685232300001
ACH-000974,-0.16777772623
ACH-000975,-0.08970537757660002
ACH-000976,-0.195422644546
ACH-000978,-0.313854571508
ACH-000980,-0.160776935921
ACH-000984,-0.16984371540999998
ACH-000986,-0.38809328233999996
ACH-000988,-0.0347602919182
ACH-000993,-0.474761076668
ACH-000994,-0.19611939653299998
ACH-000996,-0.586575106728
ACH-001001,-0.08394297385579999
ACH-001020,-0.235945920541
ACH-001028,-0.0883136453397
ACH-001031,-0.050274387878900005
ACH-001038,-0.241774452809
ACH-001048,-0.20414471290199998
ACH-001050,-0.200024053216
ACH-001053,-0.30185707886
ACH-001054,-0.22085149219099998
ACH-001061,-0.18968057143300002
ACH-001067,-0.24178437836999997
ACH-001075,-0.08539335644130001
ACH-001096,0.013007508356399999
ACH-001128,-0.253284746558
ACH-001134,-0.34350283107600005
ACH-001151,-0.13873656840999998
ACH-001163,-0.254518932898
ACH-001164,-0.243836352017
ACH-001173,-0.277045835389
ACH-001183,-0.444944646713
ACH-001184,-0.327442598575
ACH-001190,-0.32020203861200003
ACH-001192,-0.2980711413
ACH-001193,0.100723440515
ACH-001196,-0.536965284509
ACH-001197,-0.417606831644
ACH-001205,-0.14499848330600001
ACH-001211,-0.314034923005
ACH-001212,-0.326196271093
ACH-001228,0.0140793727733
ACH-001232,-0.16055693291099998
ACH-001239,-0.322337573975
ACH-001274,-0.0424794292951
ACH-001275,-0.101379332137
ACH-001277,0.033519526669700005
ACH-001278,-0.268218367603
ACH-001280,-0.508387566078
ACH-001283,-0.252125050493
ACH-001289,-0.286063646422
ACH-001295,-0.298460612299
ACH-001300,-0.328684936215
ACH-001301,-0.319207701204
ACH-001302,-0.22796919286400003
ACH-001303,-0.524156046612
ACH-001306,-0.388375965922
ACH-001318,-0.44518251913999995
ACH-001322,-0.0377825495805
ACH-001328,-0.155988848013
ACH-001332,-0.182229475052
ACH-001333,-0.0586299614009
ACH-001336,-0.414735400057
ACH-001340,-0.30395548178599996
ACH-001346,-0.295116947031
ACH-001353,-0.274300204603
ACH-001354,-0.197014256168
ACH-001367,-0.369386990215
ACH-001368,-0.10933335287799999
ACH-001374,-0.670776313345
ACH-001375,-0.136252599997
ACH-001377,0.0250934530178
ACH-001380,-0.14411045890000002
ACH-001391,-0.369653597632
ACH-001407,-0.297315053821
ACH-001408,-0.37613350431299997
ACH-001413,-0.568779044378
ACH-001430,-0.22549124641399998
ACH-001431,-0.14172269887800001
ACH-001450,-0.0077863711958500005
ACH-001496,-0.114356519581
ACH-001500,0.257984773074
ACH-001521,-0.5044617366659999
ACH-001523,-0.063022280651
ACH-001532,-0.309746296536
ACH-001536,-0.21284410799000003
ACH-001550,-0.128959943184
ACH-001552,-0.376560873195
ACH-001554,-0.207240805546
ACH-001645,-0.22560852760400002
ACH-001654,-0.247887693218
ACH-001715,-0.5294085530579999
ACH-001735,-0.22013895763
ACH-001736,-0.271732038931
ACH-001737,-0.0822132673713
ACH-001740,-0.25666617398499997
ACH-001745,-0.189041596535
ACH-001750,-0.297604911992
ACH-001765,-0.233971849855
ACH-001956,-0.28374044005
ACH-001957,-0.242286745242
