,PSMA7 (5688)
ACH-000004,-1.33591909851
ACH-000007,-1.4966190545500002
ACH-000009,-1.26959069101
ACH-000011,-1.58500355675
ACH-000012,-1.5150517712600002
ACH-000013,-1.51996159562
ACH-000014,-1.49640601068
ACH-000015,-1.56158063299
ACH-000017,-1.4113080933700002
ACH-000018,-1.01814362787
ACH-000019,-1.6892115898
ACH-000021,-1.5406120138400001
ACH-000022,-1.48681868403
ACH-000025,-1.63263972434
ACH-000028,-1.50597351408
ACH-000030,-1.4653392272
ACH-000035,-0.8639234872630001
ACH-000036,-1.57641318103
ACH-000037,-0.940886026667
ACH-000039,-1.25076462546
ACH-000040,-1.82317556719
ACH-000041,-1.11051574406
ACH-000042,-1.7569768967500001
ACH-000045,-1.7599626480300001
ACH-000047,-1.62505462562
ACH-000052,-1.32007080926
ACH-000053,-1.6201638506600002
ACH-000054,-1.5032238233300002
ACH-000055,-1.4403526791799999
ACH-000060,-1.28021270242
ACH-000067,-1.68657371856
ACH-000070,-1.45893801231
ACH-000075,-1.3695170077899999
ACH-000078,-1.4723363161200003
ACH-000082,-1.6880909362099998
ACH-000085,-1.69768018235
ACH-000086,-1.5289346785299998
ACH-000087,-1.54556700054
ACH-000092,-1.3386623505600002
ACH-000095,-1.60680082481
ACH-000097,-1.49871834141
ACH-000098,-1.4745275862
ACH-000099,-1.5107537665000002
ACH-000108,-1.5103097019799998
ACH-000113,-1.7102733934
ACH-000115,-1.8961409660799997
ACH-000116,-1.48894384528
ACH-000118,-1.50944320921
ACH-000120,-1.4026600756799998
ACH-000123,-1.41314144072
ACH-000127,-1.48368860716
ACH-000128,-1.85550257274
ACH-000132,-1.5158204121799999
ACH-000133,-1.41754481926
ACH-000137,-1.66798681287
ACH-000138,-1.73123505268
ACH-000142,-1.3109375409000001
ACH-000143,-1.64480116144
ACH-000146,-1.88508130218
ACH-000148,-1.6915694049
ACH-000150,-1.48955511694
ACH-000152,-1.3655414586399999
ACH-000153,-1.38163613225
ACH-000159,-1.5281322874399998
ACH-000160,-1.42651389739
ACH-000163,-1.53662782299
ACH-000167,-0.220131700623
ACH-000168,-1.65750666717
ACH-000169,-1.35429752137
ACH-000178,-1.23649593709
ACH-000182,-1.40515819528
ACH-000183,-1.77582756741
ACH-000188,-1.45970298989
ACH-000189,-1.15187516891
ACH-000190,-1.4292743399899999
ACH-000198,-1.7686449845400003
ACH-000204,-1.71391908143
ACH-000206,-1.9860275113499999
ACH-000207,-1.8428460872599999
ACH-000211,-1.5177955196000001
ACH-000215,-1.2547606848200001
ACH-000221,-1.53609090731
ACH-000222,-1.2685203005399999
ACH-000223,-1.5036506282299997
ACH-000226,-1.6010182873899999
ACH-000227,-1.64098530594
ACH-000228,-1.5010800375400002
ACH-000231,-1.37645784973
ACH-000232,-1.50560244446
ACH-000233,-1.70851264792
ACH-000234,-1.69716122046
ACH-000235,-1.46620071068
ACH-000237,-1.49765465236
ACH-000238,-1.52494817163
ACH-000243,-1.4954200955399999
ACH-000244,-1.51815896532
ACH-000246,-1.57411536493
ACH-000248,-1.12912865552
ACH-000250,-1.4716569066299998
ACH-000251,-1.52226285677
ACH-000253,-1.51388262546
ACH-000255,-1.57360066671
ACH-000256,-1.4148757586200003
ACH-000257,-1.72780636409
ACH-000258,-1.68051051449
ACH-000259,-1.6953125454499998
ACH-000260,-1.47560790917
ACH-000261,-1.65898594822
ACH-000262,-1.33861124423
ACH-000263,-1.63336680336
ACH-000264,-1.5326576421200002
ACH-000265,-1.4543643088299998
ACH-000266,-1.5934545430000002
ACH-000272,-1.6742443182799998
ACH-000273,-1.4068807525600002
ACH-000274,-1.6043586663999998
ACH-000277,-2.1149826305
ACH-000278,-1.46951616032
ACH-000279,-1.35844718425
ACH-000280,-1.2232074197
ACH-000281,-1.42563825669
ACH-000288,-1.4214775505700001
ACH-000291,-1.30197061608
ACH-000293,-1.84520885718
ACH-000294,-2.00032284582
ACH-000295,-1.7712660742099997
ACH-000296,-1.6072886173899998
ACH-000302,-1.61433988246
ACH-000304,-1.69997444575
ACH-000307,-1.3756229179799997
ACH-000308,-1.4520104839599999
ACH-000310,-1.61206099505
ACH-000311,-1.65147160639
ACH-000312,-1.4683522015200001
ACH-000315,-1.4440981807799997
ACH-000316,-1.4387108906200001
ACH-000317,-1.53548761504
ACH-000318,-1.08968191588
ACH-000319,-1.23167705168
ACH-000320,-1.6872175945299999
ACH-000322,-1.3499896130899998
ACH-000323,-1.12146707549
ACH-000324,-1.40214453435
ACH-000329,-1.52974869609
ACH-000330,-1.13970628773
ACH-000331,-1.5027991958200002
ACH-000332,-1.4737477430200001
ACH-000334,-1.52425957675
ACH-000335,-1.7109480577399998
ACH-000336,-1.2548048325
ACH-000337,-1.46089339022
ACH-000339,-1.35751755996
ACH-000341,-1.95871067126
ACH-000348,-1.7648703075099998
ACH-000350,-1.48227113639
ACH-000352,-1.25010707659
ACH-000356,-1.10687603144
ACH-000361,-1.59031793868
ACH-000362,-1.66196226405
