,GLS2 (27165)
ACH-000004,-0.186056708947
ACH-000007,-0.0768839297331
ACH-000009,-0.32503245771
ACH-000011,-0.336857259221
ACH-000012,-0.32599474881900004
ACH-000013,-0.171439582023
ACH-000014,-0.234583128747
ACH-000015,-0.26844060929900004
ACH-000017,-0.203733785286
ACH-000018,0.0188940497482
ACH-000019,-0.041045050916800004
ACH-000021,-0.21476454485500002
ACH-000022,-0.143388114832
ACH-000025,-0.163716823276
ACH-000028,-0.329850522047
ACH-000030,-0.13859698283299998
ACH-000035,-0.284159212443
ACH-000036,-0.21930498106999996
ACH-000037,-0.309965513939
ACH-000039,-0.35254267106299997
ACH-000040,-0.06761092569680001
ACH-000041,-0.368421197056
ACH-000042,-0.254000065868
ACH-000045,0.0389342638729
ACH-000047,-0.20094734462000002
ACH-000052,-0.313190365414
ACH-000053,-0.195626575325
ACH-000054,-0.0971786402615
ACH-000055,-0.39513203563
ACH-000060,-0.115113001861
ACH-000067,-0.34611660115299997
ACH-000070,-0.221373387984
ACH-000075,-0.20485643570700002
ACH-000078,-0.204082671675
ACH-000082,-0.176219817013
ACH-000085,-0.354702329547
ACH-000086,-0.477227724548
ACH-000087,-0.203096716864
ACH-000092,-0.149573755345
ACH-000095,-0.293442667394
ACH-000097,-0.234213840991
ACH-000098,-0.25675555733399996
ACH-000099,-0.13169928343
ACH-000108,-0.124288078223
ACH-000113,-0.38660009555799996
ACH-000115,-0.23670038829
ACH-000116,-0.220133553649
ACH-000118,-0.372146299731
ACH-000120,-0.13922164211899998
ACH-000123,-0.158659937963
ACH-000127,-0.07274308037610001
ACH-000128,-0.277699778059
ACH-000132,-0.00653297431379
ACH-000133,-0.3617254204
ACH-000137,-0.230837759342
ACH-000138,-0.386587666642
ACH-000142,-0.269014917674
ACH-000143,-0.07241245160950001
ACH-000146,-0.0817795696183
ACH-000148,-0.247461835869
ACH-000150,-0.37686834756
ACH-000152,-0.30897129986
ACH-000153,-0.27512579215300004
ACH-000159,-0.225955854209
ACH-000160,0.113365751307
ACH-000163,-0.25507130985
ACH-000167,0.23107301128600002
ACH-000168,-0.178492643195
ACH-000169,-0.136608192628
ACH-000178,-0.17997669030900001
ACH-000182,-0.258721807998
ACH-000183,-0.304687135353
ACH-000188,0.0928303869049
ACH-000189,-0.142819980404
ACH-000190,0.0533113431604
ACH-000198,-0.26189401713300003
ACH-000204,-0.136936791094
ACH-000206,-0.10240880369100001
ACH-000207,-0.271511625452
ACH-000211,-0.18902974106800002
ACH-000215,-0.250365203989
ACH-000221,-0.28263923305
ACH-000222,-0.273673654295
ACH-000223,-0.155410784701
ACH-000226,-0.061152284283499996
ACH-000227,0.0260455416744
ACH-000228,-0.25390116924899997
ACH-000231,-0.0847777410584
ACH-000232,-0.0616823161875
ACH-000233,-0.0483484002994
ACH-000234,-0.38390703484300004
ACH-000235,-0.266165772942
ACH-000237,-0.0947488669368
ACH-000238,-0.226431854099
ACH-000243,-0.30339959613899997
ACH-000244,0.110368509636
ACH-000246,-0.15799261626299999
ACH-000248,-0.272091868783
ACH-000250,-0.13752286094799998
ACH-000251,-0.535735189038
ACH-000253,-0.285458130568
ACH-000255,-0.18717512767
ACH-000256,-0.0523742068829
ACH-000257,-0.340840211625
ACH-000258,0.0506493231573
ACH-000259,-0.21477886923099998
ACH-000260,-0.238277865402
ACH-000261,-0.312960605968
ACH-000262,-0.0855687341842
ACH-000263,-0.526875563316
ACH-000264,-0.29656300806999997
ACH-000265,-0.20227492671300001
ACH-000266,-0.29003856699499997
ACH-000272,-0.13487592875600002
ACH-000273,-0.205553314273
ACH-000274,-0.30303768396999997
ACH-000277,-0.191666361182
ACH-000278,-0.291771094561
ACH-000279,-0.296534215669
ACH-000280,-0.361768483607
ACH-000281,-0.503796180634
ACH-000288,-0.347621433649
ACH-000291,-0.21451169899
ACH-000293,-0.26564198671
ACH-000294,-0.20868558448199998
ACH-000295,0.0670212288724
ACH-000296,-0.142623295647
ACH-000302,-0.249122333167
ACH-000304,-0.537355940448
ACH-000307,-0.329582689833
ACH-000308,-0.221380547368
ACH-000310,-0.232959168603
ACH-000311,-0.300417307936
ACH-000312,-0.21568690398899998
ACH-000315,-0.147160193793
ACH-000316,-0.29678787166299997
ACH-000317,-0.306642774294
ACH-000318,-0.19394964647399998
ACH-000319,-0.294767538427
ACH-000320,-0.158173697336
ACH-000322,-0.19785615483
ACH-000323,-0.24597658361400002
ACH-000324,-0.416632264305
ACH-000329,-0.143758288135
ACH-000330,-0.275208245363
ACH-000331,-0.282430639443
ACH-000332,-0.178793350091
ACH-000334,-0.26867989980900003
ACH-000335,-0.516096050638
ACH-000336,-0.503705218782
ACH-000337,-0.45086547763000007
ACH-000339,-0.271127641787
ACH-000341,-0.251832072868
ACH-000348,-0.141607916139
ACH-000350,-0.33935695957199996
ACH-000352,-0.351181754542
ACH-000356,-0.276259421892
ACH-000361,-0.0588920939159
ACH-000362,-0.245672764067
ACH-000363,-0.35960703875100003
ACH-000364,-0.1477011067
ACH-000365,-0.331766988026
ACH-000366,-0.246257898709
ACH-000368,0.043788630572
ACH-000374,-0.468260206609
ACH-000375,-0.07817674129800001
ACH-000376,-0.11446561419000002
ACH-000381,0.00104517034834
ACH-000383,-0.155617837798
ACH-000387,-0.176157320994
ACH-000389,-0.29878746194
ACH-000390,-0.0479031949333
ACH-000393,-0.456404760819
ACH-000395,-0.479006756907
ACH-000397,-0.151517963662
ACH-000401,-0.317049331674
ACH-000402,-0.47976608896000006
ACH-000403,-0.134823373668
ACH-000404,-0.476324274828
ACH-000406,-0.18659219277699998
ACH-000407,-0.381940585035
ACH-000408,-0.276451456572
ACH-000410,-0.35550089701399995
ACH-000411,-0.251490759151
ACH-000414,-0.21958311928899998
ACH-000415,-0.16223383885700002
ACH-000416,-0.179403213163
ACH-000420,-0.322211128126
ACH-000421,-0.38636553713
ACH-000424,-0.36261118363300004
ACH-000425,-0.209777046157
ACH-000426,-0.14046445470799998
ACH-000427,-0.355736693809
ACH-000433,-0.514806051575
ACH-000436,-0.08637918979499999
ACH-000444,-0.0167625768824
ACH-000445,-0.573860883159
ACH-000448,-0.330772921641
ACH-000450,-0.193910440694
ACH-000452,-0.277641412225
ACH-000454,-0.283395753185
ACH-000458,-0.208717259084
ACH-000459,0.27686819957
ACH-000460,-0.226943916566
ACH-000461,-0.191129040916
ACH-000463,-0.393334813805
ACH-000464,-0.426416336808
ACH-000466,-0.166659567817
ACH-000467,-0.0411290657585
ACH-000468,-0.46134607727399995
ACH-000469,-0.0923337685814
ACH-000470,-0.0796043560803
ACH-000471,-0.152166489943
ACH-000472,-0.180902030547
ACH-000473,-0.40803910696199996
ACH-000475,-0.306903822333
ACH-000476,-0.21363405365
ACH-000477,-0.119382740283
ACH-000480,-0.284077407509
ACH-000481,-0.5279524043689999
ACH-000483,-0.423204691868
ACH-000484,-0.08086220001120001
ACH-000485,-0.122204149826
ACH-000486,-0.249482941111
ACH-000487,-0.14559660819
ACH-000488,-0.245897408199
ACH-000490,-0.279580440769
ACH-000491,-0.38790383324199995
ACH-000495,-0.177174067742
ACH-000496,-0.201058249081
ACH-000499,-0.502248959021
ACH-000500,-0.545094602947
ACH-000502,-0.17775556675
ACH-000503,-0.5334321680259999
ACH-000505,-0.22194261840399998
ACH-000507,-0.0038138340387199997
ACH-000510,-0.06178381374940001
ACH-000511,-0.13557680361
ACH-000512,-0.232076250693
ACH-000516,-0.18635874519600001
ACH-000517,-0.21532150742800002
ACH-000518,-0.010551517669
ACH-000520,-0.39347880679200004
ACH-000521,-0.153467050221
ACH-000522,-0.11141134605599999
ACH-000524,-0.36583702028899995
ACH-000527,-0.32725286609000004
ACH-000528,-0.187062436468
ACH-000537,-0.18928878289099998
ACH-000541,-0.566486448349
ACH-000542,-0.0955934524321
ACH-000544,-0.16608125132
ACH-000545,-0.137577566011
ACH-000547,-0.257313932395
ACH-000548,-0.12225825207
ACH-000549,-0.49939869967699996
ACH-000550,-0.280460255156
ACH-000552,-0.243575681057
ACH-000556,-0.381063130378
ACH-000557,-0.282539272742
ACH-000570,-0.22451602986400002
ACH-000571,-0.0365177961825
ACH-000573,-0.159175597936
ACH-000576,-0.07125728861939999
ACH-000580,-0.22747301274
