,MUSK (4593)
ACH-000004,-0.04050804139
ACH-000007,-0.020711067882
ACH-000009,-0.181007670832
ACH-000011,-0.24289905076499999
ACH-000012,-0.0951432158025
ACH-000013,-0.019157755418599997
ACH-000014,-0.0249976143872
ACH-000015,-0.124394198639
ACH-000017,0.058597722491199995
ACH-000018,-0.21805264460299997
ACH-000019,-0.0577897226734
ACH-000021,-0.136369635447
ACH-000022,-0.167450839657
ACH-000025,0.09323896239589999
ACH-000028,-0.0526965606209
ACH-000030,-0.0392748481361
ACH-000035,-0.152477380045
ACH-000036,-0.123081178065
ACH-000037,-0.011039836168799999
ACH-000039,-0.166254621835
ACH-000040,-0.00935242502733
ACH-000041,-0.121554653023
ACH-000042,-0.048739119569999996
ACH-000045,-0.0122916986506
ACH-000047,-0.0166790254115
ACH-000052,0.0915660383555
ACH-000053,-0.14827498527799998
ACH-000054,-0.0107839390029
ACH-000055,-0.11704550644600001
ACH-000060,0.160335344178
ACH-000067,0.221536681496
ACH-000070,0.05144689661119999
ACH-000075,-0.174687720934
ACH-000078,0.0633281152732
ACH-000082,-0.16518402015900002
ACH-000085,-0.148674645414
ACH-000086,-0.145073815451
ACH-000087,0.118627122884
ACH-000092,-0.010399553720799998
ACH-000095,-0.10227098611600001
ACH-000097,-0.119971246086
ACH-000098,-0.15311388594699998
ACH-000099,-0.101985462555
ACH-000108,0.045225728667000004
ACH-000113,-0.175020321112
ACH-000115,0.0128500109369
ACH-000116,0.00901837965367
ACH-000118,0.05533203087519999
ACH-000120,-0.09026089957039998
ACH-000123,-0.0137183786812
ACH-000127,-0.0797857644147
ACH-000128,-0.207215539285
ACH-000132,-0.09612323050619999
ACH-000133,-0.034434652267900004
ACH-000137,0.10639640076199999
ACH-000138,0.0128531071729
ACH-000142,-0.0933358428148
ACH-000143,-0.0177112719097
ACH-000146,-0.133768869706
ACH-000148,-0.109851155719
ACH-000150,0.0378989758203
ACH-000152,-0.0179687164914
ACH-000153,-0.24738919500599998
ACH-000159,-0.114518265397
ACH-000160,-0.0851911946517
ACH-000163,-0.258902051758
ACH-000167,-0.24321270953899998
ACH-000168,0.145063765211
ACH-000169,-0.040992456755599996
ACH-000178,-0.0850143532567
ACH-000182,0.06031997266
ACH-000183,-0.09960717225089999
ACH-000188,0.018571027960900002
ACH-000189,-0.41133282096100005
ACH-000190,-0.00613210806127
ACH-000198,-0.0268461687495
ACH-000204,0.35544472556199996
ACH-000206,0.08992881650239999
ACH-000207,0.07030931113
ACH-000211,0.060151183193300005
ACH-000215,-0.115368470557
ACH-000221,-0.073662517208
ACH-000222,-0.182706483394
ACH-000223,-0.0242303410569
ACH-000226,-0.08764474030819999
ACH-000227,-0.158668925747
ACH-000228,0.158831757657
ACH-000231,-0.0146185273102
ACH-000232,-0.07514953079
ACH-000233,-0.0262777337678
ACH-000234,-0.0588162162266
ACH-000235,0.0431291939917
ACH-000237,0.0128178193212
ACH-000238,-0.0330933351883
ACH-000243,0.0304470672785
ACH-000244,-0.0633248510894
ACH-000246,0.0129530668741
ACH-000248,0.06765677849740001
ACH-000250,-0.051361315433199994
ACH-000251,0.0768183179564
ACH-000253,-0.0404998443142
ACH-000255,-0.120704066038
ACH-000256,0.06218183849930001
ACH-000257,0.293372308566
ACH-000258,-0.270941498018
ACH-000259,0.0379241732639
ACH-000260,-0.0102064687987
ACH-000261,-0.0816620812942
ACH-000262,-0.0236280547283
ACH-000263,-0.07626494470760001
ACH-000264,-0.0745999700088
ACH-000265,0.024794753538799997
ACH-000266,-0.038564369255900004
ACH-000272,-0.22124642062199998
ACH-000273,-0.254837591062
ACH-000274,-0.0533252575389
ACH-000277,0.132883827875
ACH-000278,-0.126833754991
ACH-000279,0.053874580649800004
ACH-000280,-0.0900134468152
ACH-000281,0.040262781344099996
ACH-000288,0.015096704702
ACH-000291,0.036378104954
ACH-000293,-0.09260288954280001
ACH-000294,-0.014792097498899998
ACH-000295,0.0251754812354
ACH-000296,0.27193285925599997
ACH-000302,-0.045871624844
ACH-000304,0.0103851935812
ACH-000307,0.153103373475
ACH-000308,-0.017218802564299997
ACH-000310,-0.20616468463100002
ACH-000311,0.03652864671059999
ACH-000312,-0.022358218993099997
ACH-000315,0.0162845297735
ACH-000316,0.058471459396099996
ACH-000317,0.073561747042
ACH-000318,-0.0180049648468
ACH-000319,-0.0946095183755
ACH-000320,0.174551982171
ACH-000322,0.08688303939549999
ACH-000323,-0.0305053315353
ACH-000324,-0.132052570976
ACH-000329,-0.00256701069079
ACH-000330,-0.11790666486500001
ACH-000331,-0.055553786673
ACH-000332,0.0043679416119999995
ACH-000334,-0.0641568124914
ACH-000335,-0.22533809329100002
ACH-000336,0.31518570926399997
ACH-000337,0.016703122525500002
ACH-000339,-0.125192156257
ACH-000341,-0.00226034732381
ACH-000348,-0.09471034268760001
ACH-000350,0.16219819409000003
ACH-000352,0.111831668957
ACH-000356,0.194230500325
ACH-000361,-0.14295376459
ACH-000362,-0.00765112066107
ACH-000363,-0.09075256475369999
ACH-000364,-0.177226411403
ACH-000365,-0.214012278465
ACH-000366,-0.20221017148200002
ACH-000368,0.15787657519099998
ACH-000374,-0.129782076158
ACH-000375,-0.113355036426
ACH-000376,-4.2410092099000005e-05
ACH-000381,-0.0952566269286
ACH-000383,-0.0209243298233
ACH-000387,-0.0978291322583
ACH-000389,0.0400150547151
ACH-000390,-0.22736660121399999
ACH-000393,-0.07670457433349999
ACH-000395,-0.287602925664
ACH-000397,-0.0383023140971
ACH-000401,0.043960805811
ACH-000402,0.055283669370999995
ACH-000403,0.0877971627605
ACH-000404,0.00030730191530799997
ACH-000406,0.00043822093826599996
ACH-000407,-0.138834370411
ACH-000408,0.18548103896600002
ACH-000410,-0.040298905869499996
ACH-000411,0.11363345623
ACH-000414,-0.0527453929802
ACH-000415,0.122846056978
ACH-000416,-0.1327508153
ACH-000420,0.192648611983
ACH-000421,0.0243481153512
ACH-000424,-0.015743197617600003
ACH-000425,0.035372923549800005
ACH-000426,0.253130848269
ACH-000427,0.149393663998
ACH-000433,-0.112832200121
ACH-000436,0.112404134475
ACH-000444,0.14393149270199998
ACH-000445,-0.008220528500720001
ACH-000448,0.10856145456499999
ACH-000450,-0.0708456606144
ACH-000452,0.0163151738947
ACH-000454,-0.14432024651699998
ACH-000458,0.00426109896883
ACH-000459,0.06552089416540001
ACH-000460,-0.124520755186
ACH-000461,-0.17788026943399998
ACH-000463,0.134481657183
ACH-000464,0.24288981662300002
ACH-000466,0.00733141698624
ACH-000467,0.152258912876
ACH-000468,-0.0683694379919
ACH-000469,0.0672083676254
ACH-000470,0.103413149592
ACH-000471,-0.0020612447216
ACH-000472,0.08962475448619998
ACH-000473,-0.0638628567976
ACH-000475,0.0377018374069
ACH-000476,0.276020059038
ACH-000477,0.0913762705886
ACH-000480,0.123335367377
ACH-000481,-0.0389151942424
ACH-000483,0.048963435691099996
ACH-000484,-0.143885037879
ACH-000485,0.122015936837
ACH-000486,0.0601101605229
ACH-000487,-0.034408963661000005
ACH-000488,0.06012122885369999
ACH-000490,-0.0309289669
ACH-000491,-0.148334976109
ACH-000495,-0.00520120134587
ACH-000496,-0.0803147073432
ACH-000499,0.0281265698902
ACH-000500,-0.147204574759
ACH-000502,0.0515431968494
ACH-000503,-0.07953022110249999
ACH-000505,-0.0631191268505
ACH-000507,0.00934385105593
ACH-000510,-0.0993262831007
ACH-000511,-0.11541182894400001
ACH-000512,-0.204643468595
ACH-000516,0.09145301460989999
ACH-000517,0.000436289611256
ACH-000518,0.126378663821
ACH-000520,-0.145706586205
ACH-000521,-0.09075909514210001
ACH-000522,-0.09883277940469999
ACH-000524,0.0369254838534
ACH-000527,-0.00180139864075
ACH-000528,0.0542816147264
ACH-000537,0.0632114831035
ACH-000541,-0.28021662695599997
ACH-000542,-0.050598011221199994
ACH-000544,-0.22495147058200002
ACH-000545,0.100864192405
ACH-000547,-0.0699736608191
ACH-000548,0.12851113814
ACH-000549,-0.09710483483410001
ACH-000550,-0.00677149923398
ACH-000552,-0.0453034292545
ACH-000556,-0.100144056934
ACH-000557,-0.329062447644
ACH-000570,-0.11312660247199999
ACH-000571,-0.18136267597800002
ACH-000573,-0.0481244992251
ACH-000576,-0.025026841006900002
ACH-000580,0.143389941742
ACH-000584,0.0162191344647
ACH-000585,0.100076659748
ACH-000588,0.0345412058805
ACH-000589,-0.017915278441400003
ACH-000591,-0.025135420093499998
ACH-000593,-0.106962028988
ACH-000600,-0.07521329487660001
ACH-000601,-0.0535339417894
ACH-000604,-0.15183961474899998
ACH-000605,-0.0559859319951
ACH-000606,0.00671285922359
ACH-000608,-0.0729498049257
ACH-000614,-0.018812699127900002
ACH-000616,0.270868057753
ACH-000618,0.113483760405
ACH-000619,-0.148763913065
ACH-000620,-0.0241058400115
ACH-000621,-0.0377530413986
ACH-000622,-0.21594775586999998
ACH-000623,0.0291633190424
ACH-000624,0.0310023131586
ACH-000627,0.202429372067
ACH-000630,-0.105255218255
ACH-000632,-0.12545206662299999
ACH-000633,0.15526819681600001
ACH-000637,0.09540609631439999
ACH-000638,-0.0407445400581
ACH-000646,-0.156940004936
ACH-000647,0.0415314380359
ACH-000648,-0.153460798435
ACH-000649,-0.090260506316
ACH-000651,0.025746828916599997
ACH-000652,-0.07962882351919999
ACH-000653,0.0901251224091
ACH-000657,-0.0156375600305
ACH-000658,-0.10610306919500001
ACH-000661,-0.04661655147800001
ACH-000662,0.162016546134
ACH-000663,0.07091320833989999
ACH-000665,0.144728742289
ACH-000671,-0.0045509146476300005
ACH-000673,-0.013236558481700002
ACH-000676,-0.0160001525422
ACH-000677,0.0174926487482
ACH-000681,0.122572342904
ACH-000682,-0.06815219279780001
ACH-000683,-0.08298010544439999
ACH-000684,-0.19941365403099998
ACH-000688,-0.17882520575599997
ACH-000693,-0.039581800078199995
ACH-000694,-0.029494420405099996
ACH-000695,-0.056355237170900005
ACH-000696,-0.0836018295717
ACH-000697,0.12191029607100001
ACH-000699,0.029377238320499998
ACH-000701,-0.029035598906200003
ACH-000706,0.0114455601688
ACH-000711,0.0357136557643
ACH-000713,-0.0016108317317200002
ACH-000714,0.08373958841439999
ACH-000718,-0.23620992225600002
ACH-000720,-0.0810368160624
ACH-000721,-0.34767052150399996
ACH-000724,0.0855854533899
ACH-000725,0.0181933763203
ACH-000732,-0.0416425754429
ACH-000734,-0.0391624263523
ACH-000735,-0.0349555240089
ACH-000736,0.0858127416345
ACH-000738,-0.06964131121139999
ACH-000746,0.241629173325
ACH-000747,-0.08780014683139999
ACH-000748,0.0514801327108
ACH-000753,-0.0716791599237
ACH-000756,0.09226114720310001
ACH-000757,-0.07644899975189999
ACH-000758,-0.110019149818
ACH-000760,-0.006469298987689999
ACH-000763,0.00373458995369
ACH-000764,0.0919272027131
ACH-000765,0.0655688416805
ACH-000766,0.187329386288
ACH-000767,0.23390428869600002
ACH-000768,-0.0660908859112
ACH-000769,-0.0109141178665
ACH-000770,0.031736717265
ACH-000771,0.0673391338517
ACH-000773,-0.08552431869100001
ACH-000776,-0.0852396759684
ACH-000777,-0.18065181506900002
ACH-000778,0.144624026716
ACH-000781,0.020539596351
ACH-000782,0.11358648735200001
ACH-000783,0.188086589683
ACH-000784,0.0832208614007
ACH-000785,0.11588081301799999
ACH-000787,-0.054768931599900005
ACH-000788,-0.0065795652315999995
ACH-000791,0.0954526326784
ACH-000792,-0.0048895694088599995
ACH-000794,0.143264960182
ACH-000796,0.014534352659999998
ACH-000799,-0.0556846804091
ACH-000800,0.0145811207299
ACH-000802,0.104936125349
ACH-000804,-0.09003716176789998
ACH-000805,-0.13913392521600002
ACH-000809,0.031462033638499996
ACH-000810,-0.195370015407
ACH-000811,-0.051990393079399996
ACH-000817,0.0653988731299
ACH-000819,0.061559000133999994
ACH-000820,-0.15007830372300002
ACH-000821,0.00858500174858
