,TBP (6908)
ACH-000232,-0.35013666194399995
ACH-000233,-0.446996308161
ACH-000234,-0.318757280039
ACH-000235,-0.546077024477
ACH-000237,-1.12720512564
ACH-000238,-0.18926453900100002
ACH-000243,-0.6630152274800001
ACH-000244,-0.41593521417400003
ACH-000246,-0.39733867678400003
ACH-000248,-0.619384933375
ACH-000250,-0.40293988798299996
ACH-000251,-0.19091911594500002
ACH-000253,-0.9507967691310001
ACH-000255,-0.5842325218600001
ACH-000256,-0.539015132335
ACH-000257,-0.43321653446999997
ACH-000258,-0.471684445418
ACH-000259,-0.58751596804
ACH-000260,-0.8674869596889999
ACH-000261,-0.455654329393
ACH-000262,-0.824841481145
ACH-000263,-0.34764087748800004
ACH-000264,-0.57917660377
ACH-000265,-0.499221180371
ACH-000266,-0.580080138434
ACH-000272,-0.565204219827
ACH-000273,-0.899426706442
ACH-000274,-0.5589931854060001
ACH-000277,-1.02094833936
ACH-000278,-0.509276416208
ACH-000279,-0.535835287465
ACH-000280,-0.594387837386
ACH-000281,-0.37264847696900005
ACH-000288,-0.57149003446
ACH-000291,-0.529371327427
ACH-000293,-0.33754345261600005
ACH-000294,-0.195630508934
ACH-000295,-0.9135909444339999
ACH-000296,-0.726102790201
ACH-000302,-0.434819369085
ACH-000304,-0.464143231675
ACH-000307,-0.734346046633
ACH-000308,-0.818614292897
ACH-000310,-0.506601925922
ACH-000311,-0.503764648858
ACH-000312,-0.7768451719939999
ACH-000315,-0.292046973563
ACH-000316,-0.437955106258
ACH-000317,-0.36838110551299996
ACH-000318,-0.670288309061
ACH-000319,-0.339003646955
ACH-000320,-0.6396397749989999
ACH-000322,-0.795518432271
ACH-000323,-0.526106533879
ACH-000324,-0.523163407736
ACH-000329,-0.457856509877
ACH-000330,-0.542163859277
ACH-000331,-0.6579255589140001
ACH-000332,-0.514504589686
ACH-000334,-0.857497109723
ACH-000335,-0.120208165995
ACH-000336,-0.383628411315
ACH-000337,-0.453215870448
ACH-000339,-0.44739935924999996
ACH-000341,-0.6382745572380001
ACH-000348,-0.376171026643
ACH-000350,-1.29316712998
ACH-000352,-1.10351352669
ACH-000356,-0.726900523677
ACH-000361,-0.42294909763899996
ACH-000362,-0.364042258821
ACH-000363,-0.9222749199889999
ACH-000364,-0.805344419048
ACH-000365,-0.590974324223
ACH-000366,-0.618337059251
ACH-000368,-0.40976668102799996
ACH-000374,-0.400872863708
ACH-000375,-0.116036968428
ACH-000376,-0.436694764412
ACH-000381,-0.48313489521499997
ACH-000383,-0.266657047366
ACH-000387,-0.294577282291
ACH-000389,-0.921038728451
ACH-000390,-0.7873906941259999
ACH-000393,-0.36885288138800004
ACH-000395,-0.42036451188199997
ACH-000397,-0.540521664855
ACH-000401,-0.363198445877
ACH-000402,-0.733399118732
ACH-000403,-0.5700914452520001
ACH-000404,-0.332064735442
ACH-000406,-0.474608885366
ACH-000407,-0.561754986602
ACH-000408,-0.712741338203
ACH-000410,-0.714594289443
ACH-000411,-0.42707076742
ACH-000414,-0.499702150565
ACH-000415,-0.564417470727
ACH-000416,-0.604245956055
ACH-000420,-0.658417225799
ACH-000421,-0.427579640951
ACH-000424,-0.626150583874
ACH-000425,-0.22230811704599998
ACH-000426,-0.8735654819509999
ACH-000427,-0.7546935831839999
ACH-000433,-0.834593636536
ACH-000436,-0.543387968231
ACH-000444,-0.55242230845
ACH-000445,-0.829953917204
ACH-000448,-0.43551899104099995
ACH-000450,-0.394546299292
ACH-000452,-0.428085104043
ACH-000454,-0.692522805198
ACH-000458,-0.480328249132
ACH-000459,-0.435808541885
ACH-000460,-0.556983173775
ACH-000461,-0.571788340359
ACH-000463,-0.494862203268
ACH-000464,-0.783378928447
ACH-000466,-0.38751182484200003
ACH-000467,-0.76985153523
ACH-000468,-0.581882018645
ACH-000469,-0.32998764222800003
ACH-000470,-0.44728856885799995
ACH-000471,-0.658153342634
ACH-000472,-0.527990317864
ACH-000473,-0.613099878357
ACH-000475,-0.493926760374
ACH-000476,-0.858776796027
ACH-000477,-0.6591301528600001
ACH-000480,-0.46550620060000003
ACH-000481,-0.490003824194
ACH-000483,-0.526435663845
ACH-000484,-0.411683027063
ACH-000485,-0.302169531504
ACH-000486,-0.39858003776699996
ACH-000487,-0.654490353133
ACH-000488,-0.631432494237
ACH-000490,-0.468110017685
ACH-000491,-0.718681280268
ACH-000495,-0.689611923849
ACH-000496,-0.410827226408
ACH-000499,-0.331035607174
ACH-000500,-0.189052204462
ACH-000502,-0.36650964260700003
ACH-000503,-0.750313441317
ACH-000505,-0.29452714936
ACH-000507,-0.55122378154
ACH-000510,-0.133584607343
ACH-000511,-0.587221475823
ACH-000512,-0.5493864750949999
ACH-000516,-0.618944350388
ACH-000517,-0.5182962670579999
ACH-000518,-0.46161426131899996
ACH-000520,-0.354273579837
ACH-000521,-0.650833714403
ACH-000522,-0.23856685794100002
ACH-000524,-0.59606610272
ACH-000527,-0.714668387409
ACH-000528,-0.63527370177
ACH-000537,-0.626743052856
ACH-000541,-0.35126655210100005
ACH-000542,-0.350572648706
ACH-000544,-0.41033294828199995
ACH-000545,-0.551614837466
ACH-000547,-0.384661708943
ACH-000548,-0.434312228789
ACH-000549,-0.551546879278
ACH-000550,-0.557427362038
ACH-000552,-0.7003810826000001
ACH-000556,-0.566268385471
ACH-000557,-0.46390698583800005
ACH-000570,-0.538718881011
ACH-000571,-0.357088750776
ACH-000573,-0.669613428094
ACH-000576,-0.7727612481749999
ACH-000580,-0.36148649980400005
ACH-000584,-1.1786099594600001
ACH-000585,-0.705306344427
ACH-000588,-0.31583672998
ACH-000589,-0.520808159145
ACH-000591,-0.517744893581
ACH-000593,-0.534282967745
ACH-000600,-0.474992789255
ACH-000601,-0.490919184507
ACH-000604,-0.48964062785499995
ACH-000605,-0.576653682243
ACH-000606,-0.548883920743
ACH-000608,-0.530356673742
ACH-000614,-0.24874491935100002
ACH-000616,-0.576590158055
ACH-000618,-0.609519951232
ACH-000619,-0.37459744648599996
ACH-000620,-0.607037575928
ACH-000621,-0.45859716004199996
ACH-000622,-0.608288622779
ACH-000623,-0.48900835615000005
ACH-000624,-0.40953336587399997
ACH-000627,-0.25730671895999996
ACH-000630,-0.282148845632
ACH-000632,-0.34841964117299995
ACH-000633,-0.576446269572
ACH-000637,-0.83382367998
ACH-000638,-0.6883328068629999
ACH-000646,-0.7935027579389999
ACH-000647,-0.720964920569
ACH-000648,-0.580252282784
ACH-000649,-0.517540622819
ACH-000651,-0.703281825651
ACH-000652,-0.533775275414
ACH-000653,-0.7112120254500001
ACH-000657,-0.765636426689
ACH-000658,-0.782549522762
ACH-000661,-0.412767824277
ACH-000662,-0.165367815404
ACH-000663,-0.267620940358
ACH-000665,-0.569238956179
ACH-000671,-0.895349082439
ACH-000673,-0.368493537028
ACH-000676,-0.5580562977979999
ACH-000677,-0.193450363296
ACH-000681,-0.617379753984
ACH-000682,-0.38161156515100003
ACH-000683,-0.548604496872
ACH-000684,-0.508690706361
ACH-000688,-0.21922025047899998
ACH-000693,-0.487119378108
ACH-000694,-0.49068185822300003
ACH-000695,-0.6766726842380001
ACH-000696,-0.644303579886
ACH-000697,-0.6856148061499999
ACH-000699,-0.658401068365
ACH-000701,-0.396770487171
ACH-000706,-0.457783252312
ACH-000711,-0.612190817737
ACH-000713,-0.5945702148399999
ACH-000714,-0.31400796782400003
ACH-000718,-0.44667646454300003
ACH-000720,-0.38224760476999997
ACH-000721,-0.355150961505
ACH-000724,-1.0510609822299999
ACH-000725,-1.07466646287
ACH-000732,-0.480886535131
ACH-000734,-0.370346184156
ACH-000735,-0.274398247163
ACH-000736,-0.586654031952
ACH-000738,-0.6506166596149999
ACH-000746,-1.12734751019
ACH-000747,-0.552087527005
ACH-000748,-0.8285410602169999
ACH-000753,-0.40109196812
ACH-000756,-0.628315404106
ACH-000757,-1.00832926768
ACH-000758,-0.637647872062
ACH-000760,-0.552578519583
ACH-000763,-0.9212121004889999
ACH-000764,-0.31878793201
ACH-000765,-0.7354991867380001
ACH-000766,-0.433228707357
ACH-000767,-0.4368577811
ACH-000768,-0.34351781640100004
ACH-000769,-0.387769622288
ACH-000770,-0.539992011005
ACH-000771,-0.320116246027
ACH-000773,-0.220630642552
ACH-000776,-0.487222222004
ACH-000777,-0.60735642882
ACH-000778,-0.554585500849
ACH-000781,-0.424008377283
ACH-000782,-0.464961633812
ACH-000783,-0.721125363264
ACH-000784,-0.8072391648739999
ACH-000785,-0.38443037296
ACH-000787,-0.554367843248
ACH-000788,-0.622796321221
ACH-000791,-0.629975349314
ACH-000792,-0.574671319921
ACH-000794,-0.530653167521
ACH-000796,-0.476628456078
ACH-000799,-0.728746003575
ACH-000800,-0.6663786142220001
ACH-000802,-0.385192681368
ACH-000804,-0.506686152387
ACH-000805,-0.801190478653
ACH-000809,-0.5159859372410001
ACH-000810,-0.606221707283
ACH-000811,-0.32616646035
ACH-000817,-0.376429374385
ACH-000819,-0.688806133625
ACH-000820,-0.628046263055
ACH-000821,-0.956199193653
ACH-000822,-0.322938518559
ACH-000823,-0.5604176885859999
ACH-000824,-0.251883095564
ACH-000827,-0.39491218248800003
ACH-000829,-0.495838583159
ACH-000831,-0.350672255872
ACH-000832,-0.513382658162
ACH-000833,-0.658245803115
ACH-000834,-0.334729319956
ACH-000835,-0.36656758525
ACH-000836,-0.086424544074
ACH-000837,-0.645008037554
ACH-000838,-0.759969666984
ACH-000839,-0.6255282774459999
ACH-000840,-0.76541193916
ACH-000841,-0.5384948229559999
ACH-000843,-0.6434719369799999
ACH-000846,-0.580497597182
ACH-000847,-0.8478050114
ACH-000848,-0.450539315357
ACH-000849,-0.584182408576
ACH-000851,-0.681503318717
ACH-000855,-0.260243991901
ACH-000856,-0.642096752098
ACH-000858,-0.619846391565
ACH-000859,-0.210013201982
ACH-000861,-0.466776805426
ACH-000862,-0.488737556285
ACH-000865,-0.37387194864699996
ACH-000866,-0.677744495679
ACH-000867,-0.570115312143
ACH-000869,-0.318112525745
ACH-000872,-0.719730472868
ACH-000873,-0.780662029052
ACH-000876,-0.9671854869299998
ACH-000878,-0.416505672672
ACH-000880,-0.537223466598
ACH-000881,-0.445623932636
ACH-000882,-0.676826774304
ACH-000884,-0.49781157083800004
ACH-000885,-0.6689415775850001
ACH-000887,-0.47550397196500005
ACH-000888,-0.5529846533120001
ACH-000889,-0.366056074123
ACH-000890,-0.295297603427
ACH-000896,-0.5908762771930001
ACH-000898,-0.370914925197
ACH-000900,-0.694828601526
ACH-000901,-0.31976533079
ACH-000905,-0.42244520860699997
ACH-000906,-0.480758561867
ACH-000907,-0.564270357746
ACH-000910,-0.6801501729430001
ACH-000911,-0.350440591753
ACH-000912,-0.695618624611
ACH-000913,-0.858205667352
ACH-000915,-0.37763200796400004
ACH-000916,-0.340652628994
ACH-000917,-0.7113611190119999
ACH-000921,-0.39264407685900005
ACH-000924,-0.508559892383
ACH-000926,-0.47362468676799996
ACH-000928,-0.754765886179
ACH-000929,-0.792852838897
ACH-000932,-0.6990738169030001
ACH-000935,-0.350277081178
ACH-000936,-0.529790417786
ACH-000937,-0.488624255071
ACH-000938,-0.539437621291
ACH-000939,-0.191414446672
ACH-000941,-0.7768418687440001
ACH-000943,-0.537623777861
ACH-000946,-0.626243143887
ACH-000947,-0.807990867555
ACH-000948,-0.5212461431809999
ACH-000950,-0.182400892031
ACH-000953,-0.39361561229
ACH-000957,-0.8873364157529999
ACH-000958,-0.719339249085
ACH-000960,-0.470130626885
ACH-000963,-0.43194806793799995
ACH-000968,-0.617962526965
ACH-000969,-0.39018589917400004
ACH-000973,-0.614609124096
ACH-000974,-0.602902169759
ACH-000975,-0.64382319095
ACH-000976,-0.55573899258
ACH-000978,-0.261829497719
ACH-000980,-0.55639276811
ACH-000984,-0.798750184595
ACH-000986,-0.689715257827
ACH-000988,-0.654915357745
ACH-000993,-0.741273980108
ACH-000994,-0.5921652238399999
ACH-000996,-0.43186458124300003
ACH-001001,-0.5905394995750001
ACH-001020,-0.433626697335
ACH-001028,-0.537852806426
ACH-001031,-0.661623810131
ACH-001038,-0.635323148798
ACH-001048,-0.451622791398
ACH-001050,-0.41357996399700003
ACH-001053,-0.45457835160099996
ACH-001054,-0.646627202855
ACH-001061,-0.417270303749
ACH-001067,-0.606437446239
ACH-001075,-0.6461788856130001
ACH-001096,-0.754293201761
ACH-001128,0.47993365091300005
ACH-001134,-0.500643410916
ACH-001151,-0.519635785287
ACH-001163,-0.358029802831
ACH-001164,-0.542814502596
ACH-001173,-0.368763242885
ACH-001183,-0.771956176868
ACH-001184,-0.9299325214949999
ACH-001190,-0.555741595146
ACH-001192,-0.48566258482600005
ACH-001193,-0.366091114943
ACH-001196,-0.848616165384
ACH-001197,-0.38267963639799996
ACH-001205,-0.445689543001
ACH-001211,-0.947645213319
ACH-001212,-0.82749151763
ACH-001228,-0.822327461803
ACH-001232,-0.114066798928
ACH-001239,-0.430162372103
ACH-001274,-0.44448760703
ACH-001275,-0.814727227216
ACH-001277,-0.8767394985100001
ACH-001278,-0.506619887956
ACH-001280,-0.817799733598
ACH-001283,-0.603128301894
ACH-001289,-0.7012688861759999
ACH-001295,-0.712386046912
ACH-001300,-0.561903962852
ACH-001301,-0.898328593848
ACH-001302,-0.638939222712
ACH-001303,-0.572199648609
ACH-001306,-0.466342523535
ACH-001318,-0.40473289691200004
ACH-001322,-0.5830839712420001
ACH-001328,-0.41497309816399996
ACH-001332,-0.228362461884
ACH-001333,-0.523594564878
ACH-001336,-0.801191372684
ACH-001340,-0.693936606086
ACH-001346,-0.499945550379
ACH-001353,-0.460657900709
ACH-001354,-0.40086340195299996
ACH-001367,-0.65222800551
ACH-001368,-0.45180525974299995
ACH-001374,-0.391394693547
ACH-001375,-0.526244546821
ACH-001377,-0.46076125244599997
ACH-001380,-0.674175730654
ACH-001391,-0.517492681506
ACH-001407,-0.260890867473
ACH-001408,-0.328657311862
ACH-001413,-0.425274819605
ACH-001430,-0.233116115093
ACH-001431,-0.410227437177
ACH-001450,-0.48534717205
ACH-001496,-0.182050475841
ACH-001500,-0.247231760611
ACH-001521,-0.508450489939
ACH-001523,-0.325140582905
ACH-001532,-0.638188926486
ACH-001536,-0.106047859498
ACH-001550,-0.14188612762
ACH-001552,-0.386196421197
ACH-001554,-0.5347415309610001
ACH-001645,-0.632824061801
ACH-001654,-0.368930853337
ACH-001715,-0.601944999881
ACH-001735,-0.654684463168
ACH-001736,-0.699892137058
ACH-001737,-0.619001904575
ACH-001740,-0.692263552863
ACH-001745,-0.558501330461
ACH-001750,-0.589960104826
ACH-001765,-0.48326563518
ACH-001956,-0.786650986284
ACH-001957,-0.506001849781
