,RPAP3 (79657)
ACH-000004,-0.78263488788
ACH-000007,-0.5091504571159999
ACH-000009,-0.744240110377
ACH-000011,-0.634068237473
ACH-000012,-0.701620423539
ACH-000013,-0.899672959285
ACH-000014,-0.591486800068
ACH-000015,-0.7609772298790001
ACH-000017,-1.1823792931200001
ACH-000018,-0.8293042155600001
ACH-000019,-0.78513723838
ACH-000021,-0.830256407767
ACH-000022,-0.6877002546109999
ACH-000025,-0.824409204732
ACH-000028,-0.809706721931
ACH-000030,-0.71427761661
ACH-000035,-0.8119182800020001
ACH-000036,-1.01138208667
ACH-000037,-0.550109827666
ACH-000039,-0.963395309042
ACH-000040,-0.657834053331
ACH-000041,-0.937149944237
ACH-000042,-0.881259826556
ACH-000045,-0.776964538768
ACH-000047,-0.5113569840250001
ACH-000052,-0.53269509885
ACH-000053,-0.749466228135
ACH-000054,-0.655595226878
ACH-000055,-0.901714655229
ACH-000060,-0.7341334581479999
ACH-000067,-0.9857863750579999
ACH-000070,-0.750685837722
ACH-000075,-0.56115444648
ACH-000078,-0.756429685466
ACH-000082,-0.602962341907
ACH-000085,-0.839144787112
ACH-000086,-0.669307985403
ACH-000087,-0.694035503767
ACH-000092,-0.5540712806279999
ACH-000095,-0.609246690784
ACH-000097,-0.9727642379639999
ACH-000098,-0.7724992494390001
ACH-000099,-0.701820590969
ACH-000108,-0.583350628045
ACH-000113,-0.851832604092
ACH-000115,-0.754429259293
ACH-000116,-1.1424459379799998
ACH-000118,-0.907927118327
ACH-000120,-0.717948881311
ACH-000123,-0.712939185854
ACH-000127,-0.687630147336
ACH-000128,-0.643141070243
ACH-000132,-0.610339070958
ACH-000133,-0.816331726785
ACH-000137,-0.776182211312
ACH-000138,-0.824943941532
ACH-000142,-0.895417259428
ACH-000143,-0.674427700107
ACH-000146,-0.856507503387
ACH-000148,-0.779325184622
ACH-000150,-0.553099124621
ACH-000152,-1.01340508363
ACH-000153,-0.941536320713
ACH-000159,-0.7372512264929999
ACH-000160,-0.916627651031
ACH-000163,-0.832859866162
ACH-000167,-1.10401423162
ACH-000168,-0.709598905045
ACH-000169,-0.794873579075
ACH-000178,-0.948755067171
ACH-000182,-0.907845140791
ACH-000183,-0.6773756843250001
ACH-000188,-0.653338974034
ACH-000189,-0.35974596232100003
ACH-000190,-1.16023060778
ACH-000198,-0.6830946256810001
ACH-000204,-0.939414347498
ACH-000206,-0.851537693885
ACH-000207,-0.9328971695649999
ACH-000211,-0.631222117034
ACH-000215,-0.9885253264689999
ACH-000221,-0.7325238442409999
ACH-000222,-0.795459989611
ACH-000223,-1.00162762465
ACH-000226,-0.8556357265510001
ACH-000227,-1.12465218692
ACH-000228,-0.770416397414
ACH-000231,-0.7679958790070001
ACH-000232,-0.811999441265
ACH-000233,-0.600771987155
ACH-000234,-0.854748450733
ACH-000235,-0.916721162869
ACH-000237,-0.61227178206
ACH-000238,-0.88516207615
ACH-000243,-1.1440592550700002
ACH-000244,-0.7334979970290001
ACH-000246,-0.938416850185
ACH-000248,-0.656866144357
ACH-000250,-0.666090094969
ACH-000251,-0.880108644967
ACH-000253,-0.796001267564
ACH-000255,-0.570884087392
ACH-000256,-0.77912426446
ACH-000257,-0.9069032037200001
ACH-000258,-0.809116756364
ACH-000259,-0.695510804616
ACH-000260,-0.7452772337289999
ACH-000261,-0.837206984814
ACH-000262,-0.670386502411
ACH-000263,-0.940655839774
ACH-000264,-0.73566018242
ACH-000265,-0.6134863612
ACH-000266,-0.970686176014
ACH-000272,-0.28459023402
ACH-000273,-0.866235300757
ACH-000274,-0.926175566183
ACH-000277,-0.917828163014
ACH-000278,-0.7965274957780001
ACH-000279,-0.824245595544
ACH-000280,-0.7583699537690001
ACH-000281,-0.909507766594
ACH-000288,-0.6936841714920001
ACH-000291,-0.6925623395880001
ACH-000293,-0.946782469088
ACH-000294,-0.636803315266
ACH-000295,-0.194655626765
ACH-000296,-0.795074451455
ACH-000302,-0.781356474183
ACH-000304,-0.718582962308
ACH-000307,-0.705509258895
ACH-000308,-0.7983201748919999
ACH-000310,-0.8557411603899999
ACH-000311,-0.885916320397
ACH-000312,-0.850059986665
ACH-000315,-0.751800869888
ACH-000316,-0.76162831598
ACH-000317,-0.564255325221
ACH-000318,-1.1532833811499998
ACH-000319,-0.766016103768
ACH-000320,-0.891795402615
ACH-000322,-1.1486477264100001
ACH-000323,-0.990145318757
ACH-000324,-0.813740644665
ACH-000329,-0.975665839364
ACH-000330,-0.599932233502
ACH-000331,-0.7363675346070001
ACH-000332,-0.854988480258
ACH-000334,-1.0031223599899999
ACH-000335,-0.825680197596
ACH-000336,-0.624841876662
ACH-000337,-0.754141129771
ACH-000339,-0.9386953126019999
ACH-000341,-0.7346462536730001
ACH-000348,-0.759021777966
ACH-000350,-0.7228179139650001
ACH-000352,-0.947378164378
ACH-000356,-0.7087232336879999
ACH-000361,-0.513015605485
ACH-000362,-0.701869904939
ACH-000363,-0.735890387192
ACH-000364,-0.8177502241779999
ACH-000365,-0.705281626782
ACH-000366,-1.0915198070299998
ACH-000368,-0.81015009779
