,FANCE (2178)
ACH-000004,-0.326644068087
ACH-000007,0.0752098988134
ACH-000009,-0.10310818490399999
ACH-000011,-0.09600013428910001
ACH-000012,-0.13155758025699998
ACH-000013,-0.263570221298
ACH-000014,-0.29948864376
ACH-000015,0.0646526622366
ACH-000017,-0.156679801554
ACH-000018,-0.10996411388699999
ACH-000019,-0.11386041882000002
ACH-000021,-0.251377472604
ACH-000022,-0.119289122323
ACH-000025,-0.343920035198
ACH-000028,-0.158490354981
ACH-000030,-0.0316845260347
ACH-000035,-0.31261018418000003
ACH-000036,-0.256184900819
ACH-000037,-0.0308275253059
ACH-000039,0.174494486215
ACH-000040,-0.274059122113
ACH-000041,-0.110813457441
ACH-000042,0.007196373615989999
ACH-000045,-0.327395800163
ACH-000047,-0.29083928460299996
ACH-000052,-0.382502415733
ACH-000053,-0.0303977743708
ACH-000054,-0.314290837625
ACH-000055,-0.146940695376
ACH-000060,-0.21030836332699998
ACH-000067,-0.0891000992684
ACH-000070,0.030031670666099998
ACH-000075,-0.081087374802
ACH-000078,-0.217808198672
ACH-000082,-0.233424353902
ACH-000085,-0.136447526098
ACH-000086,-0.0319715303292
ACH-000087,-0.556902642377
ACH-000092,-0.223707579661
ACH-000095,-0.0876778202778
ACH-000097,-0.239138118954
ACH-000098,-0.0318752970408
ACH-000099,-0.259520349956
ACH-000108,-0.20254422164299998
ACH-000113,-0.33989186729299997
ACH-000115,-0.0102247365912
ACH-000116,-0.215595815621
ACH-000118,-0.456878260428
ACH-000120,-0.360411669911
ACH-000123,-0.261634413683
ACH-000127,-0.1393261346
ACH-000128,-0.12753943905200002
ACH-000132,-0.472408505525
ACH-000133,-0.412576723469
ACH-000137,-0.26958606687
ACH-000138,-0.019702408891599996
ACH-000142,-0.11374749725
ACH-000143,-0.32253533406
ACH-000146,-0.14936485309800002
ACH-000148,-0.275074470909
ACH-000150,-0.027008768074500002
ACH-000152,-0.436717741281
ACH-000153,-0.125509727211
ACH-000159,-0.259326694975
ACH-000160,-0.0559784370035
ACH-000163,-0.157279745357
ACH-000167,0.0362306397057
ACH-000168,-0.240251529853
ACH-000169,0.00434917055171
ACH-000178,-0.12081753822899999
ACH-000182,-0.171514110335
ACH-000183,-0.00288810073378
ACH-000188,-0.07677209150989998
ACH-000189,-0.243341034377
ACH-000190,-0.20588674330499998
ACH-000198,-0.297933194975
ACH-000204,-0.24442459065699998
ACH-000206,-0.107066234493
ACH-000207,-0.333524949643
ACH-000211,-0.281419909747
ACH-000215,-0.250703055637
ACH-000221,-0.00110590888249
ACH-000222,-0.0118367547826
ACH-000223,-0.34903583468599997
ACH-000226,-0.0292233728753
ACH-000227,-0.185283973168
ACH-000228,-0.284528008492
ACH-000231,-0.331467083259
ACH-000232,-0.12562496227199998
ACH-000233,-0.37155238310000005
ACH-000234,-0.114069246172
ACH-000235,-0.0965530133365
ACH-000237,-0.399025864525
ACH-000238,-0.332406216336
ACH-000243,-0.095761827322
ACH-000244,-0.559467147486
ACH-000246,-0.42715518641500005
ACH-000248,-0.227807415058
ACH-000250,-0.09711728408949999
ACH-000251,-0.0849403843731
ACH-000253,-0.0234011985274
ACH-000255,-0.371520387241
ACH-000256,-0.430432301821
ACH-000257,0.0859445891907
ACH-000258,-0.08986269660489998
ACH-000259,-0.31297078606999995
ACH-000260,-0.155822612425
ACH-000261,-0.286971673105
ACH-000262,-0.08213226098460001
ACH-000263,-0.157188352452
ACH-000264,-0.21965688391399998
ACH-000265,-0.226541962087
ACH-000266,-0.247856079604
ACH-000272,-0.17019453824900002
ACH-000273,-0.08599943758260001
ACH-000274,-0.22336482733100002
ACH-000277,-0.31575358305999995
ACH-000278,-0.4813728018399999
ACH-000279,-0.0708407132681
ACH-000280,-0.199981595134
ACH-000281,-0.163715555602
ACH-000288,-0.238128965091
ACH-000291,-0.0486915503252
ACH-000293,-0.234540416664
ACH-000294,0.012155252539099999
ACH-000295,-0.27870275596099997
ACH-000296,0.0632393565666
ACH-000302,-0.204043873706
ACH-000304,-0.0583811733814
ACH-000307,-0.144988269802
ACH-000308,-0.144925199619
ACH-000310,0.022011234903000002
ACH-000311,-0.38133118862599996
ACH-000312,-0.0819607227358
ACH-000315,-0.463567902486
ACH-000316,-0.643256467634
ACH-000317,-0.33524114880600003
ACH-000318,-0.259579020861
ACH-000319,-0.285103710289
ACH-000320,-0.365767179019
ACH-000322,-0.144862727015
ACH-000323,-0.195756028229
ACH-000324,-0.0901116750348
ACH-000329,-0.0177677716572
ACH-000330,-0.25737198926800003
ACH-000331,-0.0560209533966
ACH-000332,-0.10541285860300001
ACH-000334,-0.207750406996
ACH-000335,-0.37783508139399996
ACH-000336,-0.559733412353
ACH-000337,-0.48690949798699995
ACH-000339,-0.11241088791300001
ACH-000341,-0.532644868359
ACH-000348,-0.142592987383
ACH-000350,0.00930886727386
ACH-000352,0.06841368006630001
